PhraseID	Polarity
1_kitchen_neg_107	0
1_kitchen_neg_108	1
1_kitchen_neg_109	0
1_kitchen_neg_110	1
1_kitchen_neg_111	0
1_kitchen_neg_112	1
3_gourmet_pos_1	1
3_gourmet_pos_2	1
3_gourmet_pos_3	1
3_gourmet_pos_4	1
3_gourmet_pos_5	1
3_gourmet_pos_6	1
3_gourmet_pos_7	1
3_gourmet_pos_8	0
3_gourmet_pos_9	1
3_gourmet_pos_10	-1
3_gourmet_pos_11	1
3_gourmet_pos_12	-1
3_gourmet_pos_13	0
3_gourmet_pos_14	1
3_gourmet_pos_15	1
3_gourmet_pos_16	0
3_gourmet_pos_17	-1
3_gourmet_pos_18	1
3_gourmet_pos_19	0
3_gourmet_pos_20	-1
3_gourmet_pos_21	0
3_gourmet_pos_22	-1
3_gourmet_pos_23	1
3_gourmet_pos_24	0
3_gourmet_pos_25	1
3_gourmet_pos_26	-1
3_gourmet_pos_27	1
3_gourmet_pos_28	1
3_gourmet_pos_29	0
3_gourmet_pos_30	0
3_gourmet_pos_31	1
3_gourmet_pos_32	-1
3_gourmet_pos_33	1
3_gourmet_pos_34	0
3_gourmet_pos_35	0
3_gourmet_pos_36	0
3_gourmet_pos_37	-1
3_gourmet_pos_38	0
3_gourmet_pos_39	0
3_gourmet_pos_40	0
3_gourmet_pos_41	-1
3_gourmet_pos_42	1
3_gourmet_pos_43	0
3_gourmet_pos_44	0
3_gourmet_pos_45	-1
3_gourmet_pos_46	-1
3_gourmet_pos_47	0
3_gourmet_pos_48	1
3_gourmet_pos_49	1
3_gourmet_pos_50	0
3_gourmet_pos_51	1
3_gourmet_pos_52	1
3_gourmet_pos_53	1
3_gourmet_pos_54	0
3_gourmet_pos_55	-1
3_gourmet_pos_56	1
3_gourmet_pos_57	1
3_gourmet_pos_58	0
3_gourmet_pos_59	0
3_gourmet_pos_60	1
3_gourmet_pos_61	-1
3_gourmet_pos_62	0
3_gourmet_pos_63	0
16_gourmet_neg_1	0
16_gourmet_neg_2	1
16_gourmet_neg_3	-1
16_gourmet_neg_4	-1
16_gourmet_neg_5	1
16_gourmet_neg_6	-1
16_gourmet_neg_7	-1
16_gourmet_neg_8	1
16_gourmet_neg_9	0
16_gourmet_neg_10	1
16_gourmet_neg_11	1
16_gourmet_neg_12	0
16_gourmet_neg_13	0
16_gourmet_neg_14	1
16_gourmet_neg_15	1
16_gourmet_neg_16	0
16_gourmet_neg_17	-1
4_cell_neg_1	-1
4_cell_neg_2	0
4_cell_neg_3	-1
4_cell_neg_4	1
4_cell_neg_5	1
4_cell_neg_6	-1
4_cell_neg_7	1
4_cell_neg_8	1
4_cell_neg_9	1
4_cell_neg_10	0
4_cell_neg_11	1
4_cell_neg_12	-1
4_cell_neg_13	1
4_cell_neg_14	-1
4_cell_neg_15	1
4_cell_neg_16	-1
4_cell_neg_17	-1
4_cell_neg_18	1
4_cell_neg_19	1
4_cell_neg_20	1
4_cell_neg_21	-1
4_cell_neg_22	0
4_cell_neg_23	0
4_cell_neg_24	0
4_cell_neg_25	0
4_cell_neg_26	0
4_cell_neg_27	1
4_cell_neg_28	-1
4_cell_neg_29	-1
4_cell_neg_30	-1
4_cell_neg_31	1
4_cell_neg_32	0
4_cell_neg_33	-1
4_cell_neg_34	0
4_cell_neg_35	0
4_cell_neg_36	0
4_cell_neg_37	1
4_cell_neg_38	0
4_cell_neg_39	-1
4_cell_neg_40	1
4_cell_neg_41	-1
4_cell_neg_42	0
4_cell_neg_43	1
4_cell_neg_44	1
4_cell_neg_45	0
4_cell_neg_46	1
4_cell_neg_47	0
4_cell_neg_48	-1
4_cell_neg_49	-1
4_cell_neg_50	-1
4_cell_neg_51	0
4_cell_neg_52	1
4_cell_neg_53	0
4_cell_neg_54	0
4_cell_neg_55	0
4_cell_neg_56	1
4_cell_neg_57	1
4_cell_neg_58	-1
4_cell_neg_59	-1
4_cell_neg_60	1
4_cell_neg_61	1
4_cell_neg_62	0
4_cell_neg_63	-1
4_cell_neg_64	1
4_cell_neg_65	1
4_cell_neg_66	-1
4_cell_neg_67	0
8_cell_pos_1	-1
8_cell_pos_2	0
8_cell_pos_3	1
8_cell_pos_4	-1
8_cell_pos_5	1
8_cell_pos_6	0
8_cell_pos_7	-1
8_cell_pos_8	-1
8_cell_pos_9	1
8_cell_pos_10	1
8_cell_pos_11	1
8_cell_pos_12	0
8_cell_pos_13	1
8_cell_pos_14	-1
8_cell_pos_15	1
8_cell_pos_16	1
8_cell_pos_17	1
8_cell_pos_18	1
8_cell_pos_19	1
8_cell_pos_20	0
8_cell_pos_21	1
8_cell_pos_22	0
8_cell_pos_23	0
8_cell_pos_24	0
8_cell_pos_25	1
8_cell_pos_26	1
8_cell_pos_27	0
8_cell_pos_28	1
8_cell_pos_29	1
8_cell_pos_30	1
8_cell_pos_31	-1
8_cell_pos_32	1
8_cell_pos_33	1
8_cell_pos_34	0
8_cell_pos_35	-1
8_cell_pos_36	1
8_cell_pos_37	1
8_cell_pos_38	0
8_cell_pos_39	0
8_cell_pos_40	1
8_cell_pos_41	0
8_cell_pos_42	1
8_cell_pos_43	1
8_cell_pos_44	0
8_cell_pos_45	-1
8_cell_pos_46	-1
8_cell_pos_47	-1
8_cell_pos_48	0
8_cell_pos_49	0
8_cell_pos_50	-1
8_cell_pos_51	0
8_cell_pos_52	1
8_cell_pos_53	1
8_cell_pos_54	0
8_cell_pos_55	1
8_cell_pos_56	-1
8_cell_pos_57	0
8_cell_pos_58	0
8_cell_pos_59	-1
8_cell_pos_60	0
8_cell_pos_61	0
8_cell_pos_62	1
8_cell_pos_63	1
8_cell_pos_64	1
8_cell_pos_65	0
8_cell_pos_66	-1
8_cell_pos_67	1
8_cell_pos_68	1
8_cell_pos_69	0
8_cell_pos_70	1
8_cell_pos_71	-1
8_cell_pos_72	1
8_cell_pos_73	1
8_cell_pos_74	-1
8_cell_pos_75	0
8_cell_pos_76	-1
8_cell_pos_77	1
8_cell_pos_78	1
8_cell_pos_79	0
8_cell_pos_80	1
8_cell_pos_81	1
8_cell_pos_82	-1
5_kitchen_pos_1	0
5_kitchen_pos_2	1
5_kitchen_pos_3	0
5_kitchen_pos_4	1
5_kitchen_pos_5	0
5_kitchen_pos_6	1
5_kitchen_pos_7	1
5_kitchen_pos_8	1
5_kitchen_pos_9	0
5_kitchen_pos_10	-1
5_kitchen_pos_11	1
5_kitchen_pos_12	0
5_kitchen_pos_13	1
5_kitchen_pos_14	0
5_kitchen_pos_15	0
5_kitchen_pos_16	-1
5_kitchen_pos_17	1
5_kitchen_pos_18	0
5_kitchen_pos_19	1
5_kitchen_pos_20	1
5_kitchen_pos_21	1
5_kitchen_pos_22	0
5_kitchen_pos_23	0
5_kitchen_pos_24	0
5_kitchen_pos_25	1
5_kitchen_pos_26	-1
5_kitchen_pos_27	0
5_kitchen_pos_28	0
5_kitchen_pos_29	1
5_kitchen_pos_30	1
5_kitchen_pos_31	0
5_kitchen_pos_32	1
5_kitchen_pos_33	-1
5_kitchen_pos_34	1
5_kitchen_pos_35	-1
5_kitchen_pos_36	-1
5_kitchen_pos_37	1
5_kitchen_pos_38	0
5_kitchen_pos_39	1
5_kitchen_pos_40	0
5_kitchen_pos_41	-1
5_kitchen_pos_42	0
5_kitchen_pos_43	1
5_kitchen_pos_44	0
5_kitchen_pos_45	0
5_kitchen_pos_46	0
5_kitchen_pos_47	1
5_kitchen_pos_48	-1
5_kitchen_pos_49	1
5_kitchen_pos_50	0
5_kitchen_pos_51	-1
5_kitchen_pos_52	0
5_kitchen_pos_53	-1
5_kitchen_pos_54	-1
5_kitchen_pos_55	1
5_kitchen_pos_56	-1
5_kitchen_pos_57	-1
5_kitchen_pos_58	1
5_kitchen_pos_59	1
5_kitchen_pos_60	-1
5_kitchen_pos_61	0
5_kitchen_pos_62	0
5_kitchen_pos_63	1
5_kitchen_pos_64	1
5_kitchen_pos_65	1
5_kitchen_pos_66	0
5_kitchen_pos_67	0
5_kitchen_pos_68	1
5_kitchen_pos_69	1
5_kitchen_pos_70	0
5_kitchen_pos_71	-1
5_kitchen_pos_72	-1
5_kitchen_pos_73	-1
5_kitchen_pos_74	1
5_kitchen_pos_75	1
5_kitchen_pos_76	0
5_kitchen_pos_77	1
13_kitchen_neg_1	-1
13_kitchen_neg_2	1
13_kitchen_neg_3	-1
13_kitchen_neg_4	0
13_kitchen_neg_5	0
13_kitchen_neg_6	-1
13_kitchen_neg_7	0
13_kitchen_neg_8	1
13_kitchen_neg_9	-1
13_kitchen_neg_10	1
13_kitchen_neg_11	-1
13_kitchen_neg_12	0
13_kitchen_neg_13	1
13_kitchen_neg_14	1
13_kitchen_neg_15	1
13_kitchen_neg_16	-1
13_kitchen_neg_17	-1
13_kitchen_neg_18	1
13_kitchen_neg_19	0
13_kitchen_neg_20	0
13_kitchen_neg_21	-1
13_kitchen_neg_22	-1
13_kitchen_neg_23	-1
13_kitchen_neg_24	1
13_kitchen_neg_25	-1
13_kitchen_neg_26	0
13_kitchen_neg_27	0
13_kitchen_neg_28	0
13_kitchen_neg_29	1
13_kitchen_neg_30	1
13_kitchen_neg_31	1
6_gourmet_pos_1	0
6_gourmet_pos_2	0
6_gourmet_pos_3	0
6_gourmet_pos_4	-1
6_gourmet_pos_5	-1
6_gourmet_pos_6	0
6_gourmet_pos_7	0
6_gourmet_pos_8	0
6_gourmet_pos_9	-1
6_gourmet_pos_10	-1
6_gourmet_pos_11	-1
6_gourmet_pos_12	0
6_gourmet_pos_13	1
6_gourmet_pos_14	1
6_gourmet_pos_15	-1
6_gourmet_pos_16	1
6_gourmet_pos_17	1
6_gourmet_pos_18	1
6_gourmet_pos_19	1
6_gourmet_pos_20	1
6_gourmet_pos_21	1
6_gourmet_pos_22	1
6_gourmet_pos_23	1
6_gourmet_pos_24	0
6_gourmet_pos_25	0
6_gourmet_pos_26	1
6_gourmet_pos_27	1
6_gourmet_pos_28	0
6_gourmet_pos_29	-1
6_gourmet_pos_30	0
6_gourmet_pos_31	1
6_gourmet_pos_32	-1
6_gourmet_pos_33	0
6_gourmet_pos_34	1
6_gourmet_pos_35	0
6_gourmet_pos_36	1
6_gourmet_pos_37	1
6_gourmet_pos_38	-1
6_gourmet_pos_39	0
9_gourmet_neg_1	1
9_gourmet_neg_2	0
9_gourmet_neg_3	1
9_gourmet_neg_4	1
9_gourmet_neg_5	-1
9_gourmet_neg_6	-1
9_gourmet_neg_7	0
9_gourmet_neg_8	1
9_gourmet_neg_9	1
9_gourmet_neg_10	0
9_gourmet_neg_11	1
9_gourmet_neg_12	0
9_gourmet_neg_13	0
9_gourmet_neg_14	-1
9_gourmet_neg_15	1
9_gourmet_neg_16	1
9_gourmet_neg_17	0
9_gourmet_neg_18	1
9_gourmet_neg_19	1
9_gourmet_neg_20	-1
9_gourmet_neg_21	-1
9_gourmet_neg_22	0
9_gourmet_neg_23	-1
9_gourmet_neg_24	1
9_gourmet_neg_25	0
9_gourmet_neg_26	1
9_gourmet_neg_27	-1
9_gourmet_neg_28	-1
9_gourmet_neg_29	1
9_gourmet_neg_30	-1
