PhraseID	Text
4_cell_pos_65	 -LRB-  need  to  be  able  to  select  speaker  here  see  below  -RRB-  . 
4_cell_pos_66	 6  -RRB-  Give  me  a  way  to  press  an  external  button  to  toggle  between  speaker  on 
4_cell_pos_67	 and  off  . 
4_cell_pos_68	 I  ca  n't  easily  push  the  speaker  icon  with  my  fingers  . 
4_cell_pos_69	 Suggestion  . 
4_cell_pos_70	 Add  a  radio  button  on  the  volume  control 
4_cell_pos_71	 that  allows  you  to  select  speaker  phone  . 
4_cell_pos_72	 Yes  you  can  select  the  phone  speaker  soft  button  , 
4_cell_pos_73	 but  often  the  display  has  gone  blank 
4_cell_pos_74	 and  the  keypad  is  showing  . 
4_cell_pos_75	 Turning  speaker  on\/off  should  be  easier  . 
4_cell_pos_76	 7  -RRB-  Provide  option  to  save  email  attachments  to  storage  card  . 
4_cell_pos_77	 That  was  on  my  IPAQ  Windows  OS 
4_cell_pos_78	 and  allowed  me  to  capture  lots  of  attachments  without  running  out  of  memory  . 
4_cell_pos_79	 8  -RRB-  Remember 
4_cell_pos_80	 the  Filter 
4_cell_pos_81	setting
4_cell_pos_82	 I  selected  for  Tasks  . 
4_cell_pos_83	 If  I  have  filtered  by  a  task  category 
4_cell_pos_84	 during  that  session  remember  the  filter 
4_cell_pos_85	 I  selected  . 
4_cell_pos_86	 Currently  I  have  so  many  tasks 
4_cell_pos_87	 there  is  a  5  second  delay  to  bring  them  all  up 
4_cell_pos_88	 9  -RRB-  Give  me  a  way  to  turn  off  have  the  Internet  browser 
4_cell_pos_89	 Quick  Key 
4_cell_pos_90	 -LRB-  or  make  this  button  programmable  -RRB- 
4_cell_pos_91	I
4_cell_pos_92	 am  always  having  to  close  the  browser 
4_cell_pos_93	 because  it  gets  hit\/selected 
4_cell_pos_94	 10  -RRB-  Let 
4_cell_pos_95	 me  Edit\/Paste  with  one  step  for  notes  ,  word  ,  task  notes  etc  . 
4_cell_pos_96	" ""The  IPAQ  has  """"  Edit  """""" "
4_cell_pos_97	 at  the  bottom  . 
4_cell_pos_98	 With  8525  OS 
4_cell_pos_99	 you  must  select  Menu  , 
4_cell_pos_100	 then  Edit  , 
4_cell_pos_101	 then  Copy  . 
4_cell_pos_102	 Keep  Edit  on  the  bottom  . 
4_cell_pos_103	 Question  : 
4_cell_pos_104	 is  there  a  key  on  the  keypad  to  select  CNTRL  C  for  copy  like  what  is  done  on  a  PC 
4_cell_pos_105	 -LRB-  the  letters  are  underlined  in  the  menu  ,  but  I  do  n't  see  a  CNTRL  key  on  the  keypad  ? 
4_cell_pos_106	 11  -RRB-  Allow  the  trackwheel  to  scroll  up 
4_cell_pos_107	 to  the  icons  on  the  top 
4_cell_pos_108	 and  then  use  the  nav  button  to  move  across  the  icons 
4_cell_pos_109	 -LRB-  might  be  the  way 
4_cell_pos_110	 to  allow  an  external  way 
4_cell_pos_111	 to  set  audio  volume  -RRB- 
4_cell_pos_112	 12  -RRB-  If  I  power  off  the  device  have  it  remember  my  input  selection  . 
4_cell_pos_113	 For  example 
4_cell_pos_114	" ""I  select  """"  Letter  Recognizer  """"  ."" "
4_cell_pos_115	 But  I  must  reset  each  time  I  power  8525  off  . 
5_cell_pos_1	 Well  I  read  through  just  about  every  review  prior  to  purchasing  this  phone 
5_cell_pos_2	 and  was  almost  thinking  twice  about  it 
5_cell_pos_3	 after  reading  some  of  the  reviews  here  , 
5_cell_pos_4	 but  I  decided  to  take  the  plunge 
5_cell_pos_5	 and  go  for  it  . 
5_cell_pos_6	 Well  I  'm  glad 
5_cell_pos_7	 I  did  . 
5_cell_pos_8	 All  I  can  say  is  this  phone 
5_cell_pos_9	 has  been  a  pleasure 
5_cell_pos_10	 to  use  from  the  get-go  . 
5_cell_pos_11	 It  has  its  flaws 
5_cell_pos_12	 but  what  phone  does  n't  ? 
5_cell_pos_13	 The  question  is  whether  you  `  re  going  go  flip  out  over  an  alarm  clock  or  volume  strip  or  is  it  a  trivial  issue  for  you  . 
5_cell_pos_14	 Most  of  the  gripes  others  have  had  just  seem  little  to  me  . 
5_cell_pos_15	 Let  's  talk  about  the  pros  and  cons  : 
5_cell_pos_16	 Pros  : 
5_cell_pos_17	 1  .  Call  quality  is  excellent  . 
5_cell_pos_18	 No  static 
5_cell_pos_19	 what  so  ever  . 
5_cell_pos_20	 No  dropped  calls  . 
5_cell_pos_21	 My  area  has  good  T-mobile  coverage 
5_cell_pos_22	 so  I  ca  n't  complain  . 
5_cell_pos_23	 As  a  phone 
5_cell_pos_24	 it  does 
5_cell_pos_25	 what  it  's  supposed  to  do  . 
5_cell_pos_26	 Make  good  quality  calls  . 
5_cell_pos_27	 It  also  pairs  with  my  bluetooth  headset 
5_cell_pos_28	 -LRB-  Plantronics  510  -RRB- 
5_cell_pos_29	 really  well  . 
5_cell_pos_30	 Speaker  phone  is  of  good  quality  too  . 
5_cell_pos_31	 2  .  Internet  works  great  . 
5_cell_pos_32	 I  have  the  $  5.99  plan 
5_cell_pos_33	 and  yes  EDGE  is  n't  the  fastest 
5_cell_pos_34	 but  it  gets  the  job 
5_cell_pos_35	 done  . 
5_cell_pos_36	 It  does  n't  matter 
5_cell_pos_37	 where  I  'm  at  I  can  check  my  email  , 
5_cell_pos_38	 finds  restaurants  or  directions  ,  or  just  surf  the  web 
5_cell_pos_39	 when  I  'm  bored  . 
5_cell_pos_40	 It  really  came  in  handy 
5_cell_pos_41	 when  I  was  out  on  vacation 
5_cell_pos_42	 and  lost  . 
5_cell_pos_43	 WiFi  works  well  too  . 
5_cell_pos_44	 Did  n't  want  to  fork  out  the  money  for  hotspots  though  . 
5_cell_pos_45	 3  .  The  camera  at  1.3  megapixels  is  decent  quality  . 
5_cell_pos_46	 No  it  's  not  going  to  replace  my  regular  camera 
5_cell_pos_47	 but  I  found  it  really  handy 
5_cell_pos_48	 when  I  forgot  to  take  my  camera  to  my  friend  's  wedding  , 
5_cell_pos_49	 but  was  still  able  to  take  quality  pictures  . 
5_cell_pos_50	 I  have  n't  tried  videos  yet  though  . 
5_cell_pos_51	 4  . 
5_cell_pos_52	 Mp3\/Video  player  : 
5_cell_pos_53	 Now  the  speakers  on  this  phone  are  n't  the  greatest  so  I  would  n't  use  them  for  listening  to  music 
5_cell_pos_54	 but  when  plugged  into  a  headset 
5_cell_pos_55	 it  sounds  pretty  good  . 
5_cell_pos_56	 I  bought 
5_cell_pos_57	 a  2GB  microSD  card  bought  here  at  Amazon 
5_cell_pos_58	 and  now  I  can  hold  a  ton  music  and  movies  . 
5_cell_pos_59	 Videos  looks  pretty  nice 
5_cell_pos_60	 I  'd  have  to  admit  . 
5_cell_pos_61	 This  thing  is  my  travelinig  entertainment  center  . 
5_cell_pos_62	 I  even  found  a  way  to  play  original  nintendo  games  on  this  thing 
5_cell_pos_63	 and  have  been  trying  Mike  Tyson  's  Punchout  like  back  in  the  old  days  . 
5_cell_pos_64	 5  .  Calendar\/schedule  : 
5_cell_pos_65	 I  had  a  PDA 
5_cell_pos_66	 but  for  some  reason 
5_cell_pos_67	 I  'm  more  compelled  to  actually  use  my  calendar 
5_cell_pos_68	 and  keep  my  schedule  on  this  thing 
5_cell_pos_69	 than  I  did  with  my  Pocket  PC  . 
5_cell_pos_70	 Probably  because  of  convenience  reasons  . 
5_cell_pos_71	 6  .  Smartphone  applications  : 
5_cell_pos_72	 I  'm  in  the  medical  field 
5_cell_pos_73	 and  I  keep  all  my  medical  applications  on  this  phone  . 
5_cell_pos_74	 I  can  quickly  look  up  drug  references  or  research  diseases  . 
5_cell_pos_75	 I  really  thought  I  'd  need  a  touchscreen 
5_cell_pos_76	 in  order  to  better  navigate  these  programs 
5_cell_pos_77	 and  while  it  might  be  slightly  easier  with  a  stylus  , 
5_cell_pos_78	 I  do  n't  find  that  it  's  all  that 
5_cell_pos_79	necessary
5_cell_pos_80	 and  still  navigate  pretty  well  . 
5_cell_pos_81	 I  just  wish  the  processor  were  slightly  faster  for  some  of  these  apps  , 
5_cell_pos_82	 but  it  's  more  than  adequate  . 
5_cell_pos_83	 And  I  'm  not  sure 
5_cell_pos_84	 why  people  do  n't  think 
5_cell_pos_85	 there  are  a  lot  of  programs  for  the  smartphone  . 
5_cell_pos_86	 Programs  written  for  WM5  are  compatable  with  PPC  as  well  as  smartphones  equally  . 
5_cell_pos_87	 -LRB-  .  .  .  -RRB-  . 
5_cell_pos_88	 7  .  Appearance  : 
5_cell_pos_89	 Everyone  who  sees  this  phone  absolutely  loves  its  looks 
5_cell_pos_90	 and  so  do  I  . 
5_cell_pos_91	 It  looks  great 
5_cell_pos_92	 and  feels  great  . 
5_cell_pos_93	 I  saw  this  side  by  side  with  the  Motorola  Q 
5_cell_pos_94	 and  the  Q  just  looked  so  much  bulkier  and  .  .  .  well  .  .  .  not 
5_cell_pos_95	 as  nice  . 
5_cell_pos_96	 The  rubber  backing  feels  awesome  . 
5_cell_pos_97	 8  . 
5_cell_pos_98	 Battery  : 
5_cell_pos_99	 For  all 
5_cell_pos_100	 that  I  use  this  phone 
5_cell_pos_101	 for  it  makes  it  through  the  day  with  plenty  battery  to  spare 
5_cell_pos_102	 which  is  all 
5_cell_pos_103	 I  can  really  ask  for  . 
5_cell_pos_104	 I  would  n't  go  2  days  without  charging  the  battery  though  . 
5_cell_pos_105	 You  should  charge  it  every  night  . 
5_cell_pos_106	 Cons  : 
5_cell_pos_107	 1  . 
5_cell_pos_108	 Windows  Mobile  5  : 
5_cell_pos_109	 Mighty  Microsoft  needs  to  write  a  cleaner  program  . 
5_cell_pos_110	 However  Windows  Mobile  6  is  on  the  way 
5_cell_pos_111	 and  will  be  free  to  download  for  T-Mobile  customer  soon 
5_cell_pos_112	 so  hopefully  that  `  ll  take  care  of  some  of  the  problems  . 
5_cell_pos_113	 I  swear  just  to  turn  on  the  bluetooth 
5_cell_pos_114	 and  pair  up  my  bluetooth  device 
5_cell_pos_115	 takes  me  a  whole  minute  just  because  of  how  hard  it  is  to  navigate  WM5  . 
5_cell_pos_116	 2  . 
5_cell_pos_117	 Volume  strip  : 
5_cell_pos_118	 Yeah  like  everyone  says 
5_cell_pos_119	 it  sucks  . 
5_cell_pos_120	 I  disabled  mine  . 
5_cell_pos_121	 Adjusting  the  volume  with  this  thing  is  tedious  at  best  . 
5_cell_pos_122	 Luckily  my  music\/video  programs  as  well  as  my  stereo  headset  allow 
5_cell_pos_123	 me  easier  ways  to  adjust  the  volume 
5_cell_pos_124	 so  it  's  not  such  an  issue  for  me  . 
5_cell_pos_125	 3  .  Alarm  clock  : 
5_cell_pos_126	 Now  I  do  n't  use  this  all  that  much 
5_cell_pos_127	 but  I  see  what  everyone  says 
5_cell_pos_128	 about  it 
5_cell_pos_129	 and  yeah  it  's  a  pretty  idiotic  written  program  . 
5_cell_pos_130	 However  rather  than  writing  half  a  page  on  how  bad  it  is  I  downloaded  a  free  one  from  the  internet 
5_cell_pos_131	 that  works  great 
5_cell_pos_132	 so  my  life  now  goes  on  . 
5_cell_pos_133	 Summary  : 
5_cell_pos_134	 So  I  use  this  device  to  make  quality  phone  calls  ,  surf  the  web  ,  check  email  ,  play  games  ,  listen  to  music  ,  watch  movies  ,  monitor  my  schedule  ,  check  my  medical  references  , 
5_cell_pos_135	 and  take  decent  quality  pictures  . 
5_cell_pos_136	 All  this  thing  needs 
5_cell_pos_137	 now  is  a  laser  beam 
5_cell_pos_138	 that  will  cut  through  metal 
5_cell_pos_139	 and  it  'd  be  the  greatest  gadget 
5_cell_pos_140	 known  to  man 
19_gourmet_neg_1	 I  love  salmon 
19_gourmet_neg_2	 and  was  very  excited  about  having  salmon  jerky  to  keep  at  the  office 
19_gourmet_neg_3	 and  take 
19_gourmet_neg_4	 camping  and  skiing  .  .  . 
19_gourmet_neg_5	 until  I  got  my  order 
19_gourmet_neg_6	 and  found  out  that 
19_gourmet_neg_7	 both  flavors  contain  MSG  , 
19_gourmet_neg_8	 which  gives  some  people 
19_gourmet_neg_9	 -LRB-  like  me  -RRB- 
19_gourmet_neg_10	 whopping  headaches  . 
19_gourmet_neg_11	 My  wife  thinks  this  jerky  is  okay  apart  from  the  processed  texture 
19_gourmet_neg_12	 and  our  dogs  love  it  , 
19_gourmet_neg_13	 but  I  wo  n't  be  trying  it  . 
19_gourmet_neg_14	 To  be  fair  , 
19_gourmet_neg_15	 you  might  like  this  product  if  you  are  n't  sensitive  to  MSG  , 
19_gourmet_neg_16	 but  the  seller  should  have  noted 
19_gourmet_neg_17	 that  it  contains  a  modern  ingredient 
19_gourmet_neg_18	" ""that  causes  adverse  reactions  in  some  people  instead  of  describing  it  as  being  """"  made  the  old  fashioned  way  .  """""" "
19_gourmet_neg_19	 On  the  plus  side  ,  shipping  was  very  quick  . 
3_gourmet_neg_1	 I  must  write  quickly  , 
3_gourmet_neg_2	 for  soon  ,  soon  ,  the  Milk  will  awake  within  me  again  . 
3_gourmet_neg_3	 And  it  will  know  , 
3_gourmet_neg_4	 but  you  will  have  been  warned  . 
3_gourmet_neg_5	 The  Milk  will  punish  me  , 
3_gourmet_neg_6	 but  it  knows 
3_gourmet_neg_7	 it  must  have  a  host  , 
3_gourmet_neg_8	 so  I  will  survive  - 
3_gourmet_neg_9	 tormented  and  trapped  within  myself  , 
3_gourmet_neg_10	 but  I  will  continue  to  exist  , 
3_gourmet_neg_11	 though  I  live  in  nightmare  now  . 
3_gourmet_neg_12	 Beware  ! 
3_gourmet_neg_13	 Beware  the  Milk  ! 
3_gourmet_neg_14	 For  the  Milk  lives  . 
3_gourmet_neg_15	 I  too  was  once  tempted  by  the  smooth  ,  sweet  creaminess  of  Tuscan  Milk  ,  1  Gallon  ,  128  Fl  Oz  . 
3_gourmet_neg_16	 I  too  read  the  odes 
3_gourmet_neg_17	 written  to  its  greatness  , 
3_gourmet_neg_18	 not  knowing 
3_gourmet_neg_19	 that  the  Milk  was  forcing  it  's  hosts 
3_gourmet_neg_20	 to  speak  of  the  goodness  of  the  Milk  that  the  Milk  might  spread  , 
3_gourmet_neg_21	 that  it  might  acquire  new  hosts  in  which  to  live  , 
3_gourmet_neg_22	 and  to  spread  , 
3_gourmet_neg_23	 to  spread  , 
3_gourmet_neg_24	 to  spread  . 
3_gourmet_neg_25	 Beware  the  sweet  seduction  of  the  Milk  ! 
3_gourmet_neg_26	 Ah  -  the  bittersweet  memories 
3_gourmet_neg_27	 of  that  first  gallon  . 
3_gourmet_neg_28	 How  smooth  ,  how  creamy  ,  how  exhilarating  ,  uplifting  ,  fulfilling  and  enlightening  ! 
3_gourmet_neg_29	 How  free  it  made  me  feel  ! 
3_gourmet_neg_30	 But  then  came  that  terrible  moment 
3_gourmet_neg_31	 when  in  my  home  town  supermarket  , 
3_gourmet_neg_32	 I  reached  for  a  gallon  of  store  brand  milk  , 
3_gourmet_neg_33	 and  felt  the  pain  . 
3_gourmet_neg_34	 Oh  ,  the  pain  the  Milk  can  give  ! 
3_gourmet_neg_35	 Equal  in  intensity  to  the  first  joy  that  the  Milk  can  give  ,  but  pain  ! 
3_gourmet_neg_36	 Terrible  pain  ! 
3_gourmet_neg_37	 Words  alone  can  not  describe  it  ! 
3_gourmet_neg_38	 And  now  , 
3_gourmet_neg_39	 I  live  in  fear  of  the  Milk  ,  a  Slave  to  the  joy 
3_gourmet_neg_40	 and  the  pain 
3_gourmet_neg_41	 it  can  give  . 
3_gourmet_neg_42	 Oh  ,  the  shame 
3_gourmet_neg_43	 I  feel 
3_gourmet_neg_44	 that  I  must  come  to  the  Milk  like  a  supplicant  , 
3_gourmet_neg_45	 begging  for  the  pleasure 
3_gourmet_neg_46	 it  can  give  . 
3_gourmet_neg_47	 And  the  cowardice  that  I  feel  , 
3_gourmet_neg_48	knowing
3_gourmet_neg_49	 that  I  can  not  face  the  pain  it  can  inflict  . 
3_gourmet_neg_50	 Beware  ! 
3_gourmet_neg_51	 Do  not  let  this  be  your  fate  ! 
3_gourmet_neg_52	 And  now  , 
3_gourmet_neg_53	 I  must  go  .  .  . 
3_gourmet_neg_54	 the  Milk  stirs  inside  me  , 
3_gourmet_neg_55	 and  it  will  be  angry  . 
3_gourmet_neg_56	 But  perhaps  ,  perhaps  , 
3_gourmet_neg_57	 it  is  not  too  late  for  you  .  .  . 
12_gourmet_pos_1	\*\*\*\*\*
12_gourmet_pos_2	 Tazo  's  China  Green  Tips  Green  Tea  is  a  slightly  stronger  green  tea  than  Tazo  's  Zen  , 
12_gourmet_pos_3	 and  I  liked 
12_gourmet_pos_4	" ""that  it  does  n't  contain  Tazo  's  omnipresent  """"  natural  flavors  """""" "
12_gourmet_pos_5	 that  almost  all  of  their  other  teas  contain  , 
12_gourmet_pos_6	 which  to  me  is  not  an  advantage  . 
12_gourmet_pos_7	" ""I  like  a  natural  ,  real  taste  with  real  ingredients  sans  vague  """"  natural  flavors  """""" "
12_gourmet_pos_8	 and  sans  flavorings  ,  sans  essences  ,  etc  . 
12_gourmet_pos_9	 China  Green  Tips  delivers  this  in  a  cleaner  ,  purer  way  than  Tazo  's  other  teas  . 
12_gourmet_pos_10	 I  liked  this  green  tea  ! 
12_gourmet_pos_11	 The  ingredients  in  China  Green  Tips  are  simply  spring-harvested  green  teas  from  China  . 
12_gourmet_pos_12	 It  contains  caffeine  . 
12_gourmet_pos_13	 Tazo  is  an  interesting  company 
12_gourmet_pos_14	 that  makes  only  super  premium  teas  . 
12_gourmet_pos_15	 They  are  socially  responsible  , 
12_gourmet_pos_16	" ""based  in  Portland  ,  and  have  the  motto  ,  """"  The  Reincarnation  of  Tea  """"  ."" "
12_gourmet_pos_17	 Tazo  is  owned  by  Starbucks  . 
12_gourmet_pos_18	 Their  web  site  is  fun  and  quirky  ,  with  a  Zen-type  focus  ,  definitely  worth  checking  out  . 
12_gourmet_pos_19	 It  is  unclear  , 
12_gourmet_pos_20	 though  ,  from  their  web  site  , 
12_gourmet_pos_21	 how  many  of  their  ingredients  are  organic  or  kosher  , 
12_gourmet_pos_22	" ""and  they  do  use  some  """"  natural  flavors  """""" "
12_gourmet_pos_23	 in  their  teas 
12_gourmet_pos_24	--
12_gourmet_pos_25	 this  wording  seems  a  little  vague  and  unnecessary  for  a  super  premium  tea  . 
12_gourmet_pos_26	" ""China  Green  Tips  has  none  of  these  """"  natural  flavors  """""" "
12_gourmet_pos_27	 and  it  shows  in  the  quality  and  cleanliness  of  the  tea  experience  . 
