PhraseIDs	Text
7_cell_pos_70	There  are  2  different  menu  styles 
7_cell_pos_71	you  can  use  . 
7_cell_pos_72	I  like  the  nature  option 
7_cell_pos_73	which  has  cute  animation  for  each  subcategory 
7_cell_pos_74	you  scroll  through  . 
7_cell_pos_75	My  fiance  uses  the  icon  style 
7_cell_pos_76	which  is  a  more  simple  design  . 
7_cell_pos_77	-  Custom  welcome 
7_cell_pos_78	and  goodbye  screen  . 
7_cell_pos_79	Cons  : 
7_cell_pos_80	-  Video  quality  is  poor  and  very  pixelated  . 
7_cell_pos_81	My  phone  only  holds  2  15-second  videos  . 
7_cell_pos_82	-  Despite  the  generous  15  ring  tones  , 
7_cell_pos_83	it  's  hard  finding  a  ringtone 
7_cell_pos_84	that  does  n't  make 
7_cell_pos_85	you  want  to  pull  your  hair  out  . 
7_cell_pos_86	Out  of  the  15  ring  tones  , 
7_cell_pos_87	there  are  only  about  2  decent  ring  tones  . 
7_cell_pos_88	-  Antenna  : 
7_cell_pos_89	I  do  n't  use  the  antenna  very  often 
7_cell_pos_90	but  when  I  do  , 
7_cell_pos_91	it  has  a  hard  time  staying  up 
7_cell_pos_92	and  is  very  flimsy  . 
7_cell_pos_93	-  Picture  quality  is  not  the  best  . 
7_cell_pos_94	If  you  intend  on  taking  a  lot  of  pictures 
7_cell_pos_95	I  would  recommend  investing  in  a  better  picture  phone  . 
7_cell_pos_96	-  Does  not  have  V-Cast  . 
7_cell_pos_97	-  No  MP3  player  . 
7_cell_pos_98	Overall  : 
7_cell_pos_99	This  cell  phone  is  exactly 
7_cell_pos_100	that  ,  a  cell  phone  to  make  calls  . 
7_cell_pos_101	It  has  some  additional  features  like  picture  taking  and  video  and  organization  tools  like  the  phonebook  and  planner 
7_cell_pos_102	but  it  is  still  a  fairly  basic  phone  . 
19_kitchen_pos_1	This  is  the  best  ,  most  beloved  item  in  my  kitchen  !  !  ! 
19_kitchen_pos_2	I  only  wish  I  had  bought  the  grinder  and  all  the  different  cups 
19_kitchen_pos_3	-LRB- 
19_kitchen_pos_4	which  I  am  going  to  now  add  on  -RRB-  . 
19_kitchen_pos_5	I  read  some  of  the  other  reviews  --  and  at  first  I  was  also  disappointed  with  this  blender  . 
19_kitchen_pos_6	Now  that  I  have  learned 
19_kitchen_pos_7	how  to  use  it  , 
19_kitchen_pos_8	I  LOVE  IT  !  !  ! 
19_kitchen_pos_9	DO  NOT  put  Protein  powder  into  it  first  , 
19_kitchen_pos_10	it  will  get  stuck  in  the  bottom  of  the  cup 
19_kitchen_pos_11	which  you  invert  onto  the  blades 
19_kitchen_pos_12	-LRB- 
19_kitchen_pos_13	When  you  invert  it  , 
19_kitchen_pos_14	the  bottom  becomes  the  top  -RRB-  . 
19_kitchen_pos_15	If  you  put  liquid  in  first  and  then  the  powder 
19_kitchen_pos_16	there  's  no  problem  . 
19_kitchen_pos_17	You  have  to  learn 
19_kitchen_pos_18	how  to  use  it  . 
19_kitchen_pos_19	You  will  want  to  put  the  frozen  fruit  in  last  if  you  are  making  something  really  thick  . 
19_kitchen_pos_20	I  read  the  reviews  here 
19_kitchen_pos_21	before  I  bought  mine 
19_kitchen_pos_22	and  a  woman  said 
19_kitchen_pos_23	hers  was  junk 
19_kitchen_pos_24	but  I  went  ahead 
19_kitchen_pos_25	and  read  the  rest  of  the  reviews 
19_kitchen_pos_26	and  decided  to  buy  it  . 
19_kitchen_pos_27	If  mine  breaks  in  a  year  , 
19_kitchen_pos_28	it  will  have  been  well  worth  the  price  . 
19_kitchen_pos_29	I  use  it  every  day 
19_kitchen_pos_30	and  sometimes  three  times  a  day  . 
19_kitchen_pos_31	On  a  hot  day 
19_kitchen_pos_32	when  I  want  something  slushy  and  cold  , 
19_kitchen_pos_33	I  `  ll  put  in  orange  juice  with  some  strawberries  and  ice  -- 
19_kitchen_pos_34	in  a  flash 
19_kitchen_pos_35	you  have  a  refreshing  drink  . 
19_kitchen_pos_36	It  's  fabulous  . 
19_kitchen_pos_37	I  could  use  my  Cuisinart  , 
19_kitchen_pos_38	but  this  blender  is  so  easy  and  quiet  by  comparison  . 
19_kitchen_pos_39	There  are  no  buttons 
19_kitchen_pos_40	to  push  , 
19_kitchen_pos_41	you  just  fill  the  cup  with  your  juice 
19_kitchen_pos_42	-LRB-  I  often  add  protein  powder  -RRB- 
19_kitchen_pos_43	and  something  frozen 
19_kitchen_pos_44	-LRB-  Ice  or  frozen  fruit  -RRB- 
19_kitchen_pos_45	and  screw  on  the  lid 
19_kitchen_pos_46	-LRB- 
19_kitchen_pos_47	which  have  blades  in  it  -RRB- 
19_kitchen_pos_48	and  put  it  on  the  blending  base  and  twist  . 
19_kitchen_pos_49	You  can  either  twist  and  pusle  it  ,  or  twist 
19_kitchen_pos_50	and  leave  it  to  blend  on  its  own  . 
19_kitchen_pos_51	Then  you  take  the  lid  off  ,  rinse  , 
19_kitchen_pos_52	and  that  's  it  . 
19_kitchen_pos_53	I  love  hummus 
19_kitchen_pos_54	and  I  will  never  make  it  in  the  blender 
19_kitchen_pos_55	because  you  have  to  dig  it  out 
19_kitchen_pos_56	and  most  of  it  gets  left  behind  . 
19_kitchen_pos_57	With  this  gadget  , 
19_kitchen_pos_58	you  fill  the  cup  ,  blend  it  , 
19_kitchen_pos_59	then  screw  off  the  blade  lid  ,  screw  on  the  refrigerator  lid  ,  and 
19_kitchen_pos_60	that  's  it  . 
19_kitchen_pos_61	Nothing  to  scrape  ,  just  put  it  in  the  refrigerator  . 
19_kitchen_pos_62	-LRB-  Oh  yes  , 
19_kitchen_pos_63	you  do  have  to  rinse  off  the  blade  lid  ,  that  's  the  whole  clean-up  -RRB-  . 
19_kitchen_pos_64	If  you  like  frozen  drinks  or  sauces  you  blend  ,  this  is  a  great  gadget  !  !  ! 
19_kitchen_pos_65	I  live  in  two  places 
19_kitchen_pos_66	and  I  am  getting  another  one  for  the  other  place  , 
19_kitchen_pos_67	but  I  'm  buying  the  complete  set  this  time 
5_kitchen_neg_1	Amazing 
5_kitchen_neg_2	that  in  2005 
5_kitchen_neg_3	you  can  read  review 
5_kitchen_neg_4	after  review  on  Amazon  about  the  poor  quality  of  almost  every  toaster 
5_kitchen_neg_5	offered  . 
5_kitchen_neg_6	We  hoped  this  one  would  be  an  exception  . 
5_kitchen_neg_7	It  was  , 
5_kitchen_neg_8	but  only  in  that  it  may  be  the  poorest  of  them  all  . 
5_kitchen_neg_9	Ours  buzzed  loudly  whenever  in  use  . 
5_kitchen_neg_10	Never  had  a  toaster  buzz  before  . 
5_kitchen_neg_11	We  toast  bread  at  least  twice  a  day  , 
5_kitchen_neg_12	and  the  toasting  performance  of  this  unit  is  horrible  . 
5_kitchen_neg_13	It  has  no  bagel  setting 
5_kitchen_neg_14	-LRB- 
5_kitchen_neg_15	which  toasts  the  cut  side  more  than  the  crust  side  -RRB-  , 
5_kitchen_neg_16	so  we  ended  up  with  one  side  burnt  and  the  other  barely 
5_kitchen_neg_17	starting  to  toast  . 
5_kitchen_neg_18	What  's  more  , 
5_kitchen_neg_19	it  toasts  completely  unevenly  . 
5_kitchen_neg_20	One  corner  of  toast  will  be  blackened 
5_kitchen_neg_21	while  the  far  corner  will  barely  be  tanned  . 
5_kitchen_neg_22	And  it  's  really  annoying 
5_kitchen_neg_23	when  a  4-slice  toaster  does  not  allow  you  to  operate  the  heating  elements  independently  . 
5_kitchen_neg_24	As  far  as  looks  go  , 
5_kitchen_neg_25	De  '  Longhi  did  just  as  bad  a  job  . 
5_kitchen_neg_26	The  photos  look  cool  , 
5_kitchen_neg_27	"but  the  crumb  tray  this  unit  ""  sits  "" "
5_kitchen_neg_28	upon  is  actually  wider  than  the  unit 
5_kitchen_neg_29	itself  , 
5_kitchen_neg_30	so  there  is  a  big  uneven  gap  at  the  seam  . 
5_kitchen_neg_31	It  's  the  lower  line 
5_kitchen_neg_32	you  see  in  the  photos  -- 
5_kitchen_neg_33	but  they  make 
5_kitchen_neg_34	it  look  real  nice  for  that  ! 
5_kitchen_neg_35	What  you  do  n't  see  is  the  other  side  of  the  toaster 
5_kitchen_neg_36	where  the  bottom  crumb  tray  will  be  sticking  out  several  MM  from  the  side  of  the  toaster  rather  than  being  flush 
5_kitchen_neg_37	as  shown  . 
5_kitchen_neg_38	This  makes  it  look  broken  ,  like  two  pieces  of  something 
5_kitchen_neg_39	that  no  longer  fit  together  . 
5_kitchen_neg_40	If  De  '  Longhi  had  spent  even  a  second  thinking  about  this  , 
5_kitchen_neg_41	they  would  have  done  the  opposite  : 
5_kitchen_neg_42	The  bottom  tray  should  be  slightly  smaller  than  the  toasting  unit  , 
5_kitchen_neg_43	which  would  give  the  unit  a  seamless  look  rather  than  a  busted  look  . 
5_kitchen_neg_44	-LRB-  We  even  went  to  a  store 
5_kitchen_neg_45	yes  ,  a  real  store 
5_kitchen_neg_46	to  confirm 
5_kitchen_neg_47	that  they  are  all  like  this  , 
5_kitchen_neg_48	and  they  are  .  -RRB- 
5_kitchen_neg_49	Also  ,  the  bread  warming  rack  is  another  poorly  designed  element  . 
5_kitchen_neg_50	There  are  4  tiny  plastic  feet 
5_kitchen_neg_51	inserted  into  the  four  metal  posts  of  the  rack  so  it  does  n't  scratch  the  metal  surface  of  the  toaster  . 
5_kitchen_neg_52	However  , 
5_kitchen_neg_53	two  of  the  feet  had  already  fallen  out  during  shipping  , 
5_kitchen_neg_54	and  though  they  slipped  right  back  in  ,  all  four  of  the  tiny  feet  can  easily  be  removed  or  fall  out 
5_kitchen_neg_55	-LRB-  only  friction  holds  them  in  -RRB- 
5_kitchen_neg_56	and 
5_kitchen_neg_57	you  WILL  loose  them  very  quickly  --  especially  if  you  ever  wash  the  rack  . 
5_kitchen_neg_58	We  `  re  happy  to  pay  extra  for  a  quality  item  --  even  a  toaster  -- 
5_kitchen_neg_59	but  we  expect  something  in  return  besides  utter  dissapointment  . 
5_kitchen_neg_60	Final  advice  : 
5_kitchen_neg_61	Stick  to  the  $  20  toasters  with  functions  such  as  bagel  ,  defrost  ,  and  dual  controls  . 
5_kitchen_neg_62	If  it  's  ugly  ,  keep 
5_kitchen_neg_63	it  under  the  sink 
5_kitchen_neg_64	and  only  take  it  out 
5_kitchen_neg_65	when  you  use  it  . 
5_kitchen_neg_66	This  one  looks  broken  ,  performs  poorly  ,  and  costs  a  lot  of  money  . 
5_kitchen_neg_67	If  you  do  buy  this  model  , 
5_kitchen_neg_68	maybe  you  `  ll  get  ours  .  .  . 
5_kitchen_neg_69	we  returned  it 
5_gourmet_pos_1	One  day  , 
5_gourmet_pos_2	while  my  cell  phone  was  n't  working 
5_gourmet_pos_3	-LRB-  as  usual  -RRB- 
5_gourmet_pos_4	I  decided  to  see  what  would  happen  if  I  wrapped  the  antennae  in  a  bunch  of  Dole  USA  #  1 
5_gourmet_pos_5	Iceberg  Lettuce  ,  1  ct  ! 
5_gourmet_pos_6	Of  course  , 
5_gourmet_pos_7	you  would  never  believe 
5_gourmet_pos_8	me  in  a  trillion  zillion  years  , 
5_gourmet_pos_9	but  it  worked  better  ! 
5_gourmet_pos_10	Now  I  go  to  high  level  executive  functions  with  a  Dole  USA  #  1  Iceberg  Lettuce  ,  1  ct 
5_gourmet_pos_11	attached  to  my  ear  , 
5_gourmet_pos_12	and  people  thing 
5_gourmet_pos_13	I  'm  strange  .  .  . 
5_gourmet_pos_14	but  the  heck  with  them  . 
5_gourmet_pos_15	Now  I  have  better  coverage  than  they  do  ! 
5_gourmet_pos_16	And  is  n't  that 
5_gourmet_pos_17	what  it  's  all  about  ? 
5_gourmet_pos_18	This  thing  : 
5_gourmet_pos_19	This  is  a  list  of  mayors  of  Calgary  ,  Alberta  . 
5_gourmet_pos_20	Mayors  of  Calgary 
5_gourmet_pos_21	Mayor  Term  Began  Term  Ended 
5_gourmet_pos_22	George  Murdoch  December  4  ,  1884  October  21  ,  1886 
5_gourmet_pos_23	George  Clift  King  November  4  ,  1886  January  16  ,  1888 
5_gourmet_pos_24	Arthur  Edwin  Shelton  January  16  ,  1888  January  21  ,  1889 
5_gourmet_pos_25	Daniel  Webster  Marsh  January  21  ,  1889  January  20  ,  1890 
5_gourmet_pos_26	James  Delamere  Lafferty  January  20  ,  1890  January  19  ,  1891 
5_gourmet_pos_27	James  Reilly  January  19  ,  1891  January  18  ,  1892 
5_gourmet_pos_28	Alexander  Lucas  January  18  ,  1892  January  2  ,  1894 
5_gourmet_pos_29	Wesley  Fletcher  Orr  January  16  ,  1894  January  6  ,  1896 
5_gourmet_pos_30	Alexander  McBride  January  6  ,  1896  January  4  ,  1897 
5_gourmet_pos_31	Wesley  Fletcher  Orr  January  4  ,  1897  January  3  ,  1898 
5_gourmet_pos_32	Arthur  Leslie  Cameron  January  3  ,  1898  January  3  ,  1899 
5_gourmet_pos_33	James  Reilly  January  3  ,  1899  January  2  ,  1900 
5_gourmet_pos_34	William  Henry  Cushing  January  2  ,  1900  January  7  ,  1901 
5_gourmet_pos_35	James  Stuart  Mackie  January  7  ,  1901  January  6  ,  1902 
5_gourmet_pos_36	Thomas  Underwood  January  6  ,  1902  January  5  ,  1904 
5_gourmet_pos_37	Silas  Alexander  Ramsay  January  5  ,  1904  January  2  ,  1905 
5_gourmet_pos_38	John  Emerson  January  2  ,  1905  January  14  ,  1907 
5_gourmet_pos_39	Arthur  Leslie  Cameron  January  14  ,  1907  January  2  ,  1909 
5_gourmet_pos_40	Reuben  Rupert  Jamieson  January  2  ,  1909  January  2  ,  1911 
5_gourmet_pos_41	John  William  Mitchell  January  2  ,  1911  January  2  ,  1913 
5_gourmet_pos_42	Herbert  Arthur  Sinnott  January  2  ,  1913  January  2  ,  1915 
5_gourmet_pos_43	Michael  Copps  Costello  January  2  ,  1915  January  2  ,  1919 
5_gourmet_pos_44	Robert  Colin  Marshall  January  2  ,  1919  January  3  ,  1921 
5_gourmet_pos_45	Samuel  Hunter  Adams  January  3  ,  1921  January  2  ,  1923 
5_gourmet_pos_46	George  Harry  Webster  January  2  ,  1923  December  31  ,  1926 
5_gourmet_pos_47	Frederick  Ernest  Osborne  January  3  ,  1927  December  31  ,  1929 
5_gourmet_pos_48	Andrew  Davison  January  1  ,  1930  December  31  ,  1945 
5_gourmet_pos_49	James  Cameron  Watson  January  1  ,  1946  December  31  ,  1949 
5_gourmet_pos_50	Donald  Hugh  Mackay  January  1  ,  1950  December  31  ,  1951 
5_gourmet_pos_51	Donald  Hugh  Mackay  January  2  ,  1952  October  19  ,  1959 
5_gourmet_pos_52	Harry  William  Hays  October  19  ,  1959  June  30  ,  1963 
5_gourmet_pos_53	John  Walter  Grant  MacEwan  July  4  ,  1963  October  18  ,  1965 
5_gourmet_pos_54	John  Clifford  Leslie  October  18  ,  1965  October  22  ,  1969 
5_gourmet_pos_55	James  Rodney  Winter  Sykes  October  22  ,  1969  October  31  ,  1977 
5_gourmet_pos_56	Ross  Patterson  Alger  October  31  ,  1977  October  27  ,  1980 
5_gourmet_pos_57	Ralph  Phillip  Klein  October  27  ,  1980  March  21  ,  1989 
5_gourmet_pos_58	Donald  Adam  Hartman  March  21  ,  1989  October  23  ,  1989 
5_gourmet_pos_59	Alfred  Herman  Duerr  October  23  ,  1989  October  22  ,  2001 
5_gourmet_pos_60	David  Thomas  Bronconnier  October  22  ,  2001 
5_gourmet_pos_61	-LRB-  incumbent 
17_gourmet_neg_1	This  carafe  was  initially  perfect  . 
17_gourmet_neg_2	The  design  is  attractive  and  simple  , 
17_gourmet_neg_3	and  it  fits  well  in  my  bag  in  the  mornings  . 
17_gourmet_neg_4	The  problem  then  began  that 
17_gourmet_neg_5	keeping  liquids  boiling  hot  would  cause  it  to  explode  after  being  jostled  in  on  my  morning  commute  . 
17_gourmet_neg_6	I  attempted  to  remedy  this  by  cooling  my  morning  coffee  or  tea  in  the  morning  , 
17_gourmet_neg_7	although  I  felt 
17_gourmet_neg_8	this  was  partially  defeating  the  purpose  of  bringing  in  my  own  coffee  or  tea  . 
17_gourmet_neg_9	Then  it  became  an  issue 
17_gourmet_neg_10	that  the  liquid  would  either  leak  or  shoot  out  of  the  carafe 
17_gourmet_neg_11	after  being  turned  the  slightest  direction  other  than  straight  up  . 
17_gourmet_neg_12	I  'd  suggest 
17_gourmet_neg_13	saving  yourself  the  trouble  and  tea  stained  clothes  by  buying  a  different  carafe  altogether 
16_cell_neg_1	I  got  this  phone  basically  for  free  , 
16_cell_neg_2	but  even  taking  that  into  account  , 
16_cell_neg_3	I  'm  pretty  disappointed  with  the  phone  . 
16_cell_neg_4	This  is  my  first  Samsung 
16_cell_neg_5	and  , 
16_cell_neg_6	I  'm  pretty  sure  ,  my  last  one  ! 
16_cell_neg_7	I  owned  a  Nokia  before 
16_cell_neg_8	and  I  regret 
16_cell_neg_9	"that  I  ""  betrayed  "" "
16_cell_neg_10	it  . 
16_cell_neg_11	From  now  I  would  n't  get  anything  besides  Nokia  and  in  the  worst  case  maybe  Sony-Ericsson  . 
16_cell_neg_12	"So  here  is  a  short  list  of  those  ""  little  things  "" "
16_cell_neg_13	that  make  your  life  ,  with  this  phone 
16_cell_neg_14	-LRB-  and  it  's  combination  with  T-Mobile  -RRB-  , 
16_cell_neg_15	annoying  : 
16_cell_neg_16	-  the  keys  are  not  comfortable  to  use  . 
16_cell_neg_17	-  it  's  not  really  comfortable  to  open\/close  the  slider 
16_cell_neg_18	and  to  make 
16_cell_neg_19	it  easier 
16_cell_neg_20	you  have  to  put  your  thumb  on  the  screen 
16_cell_neg_21	which  leaves  is  greasy  all  the  time  . 
16_cell_neg_22	-  putting  a  comma  , 
16_cell_neg_23	while  writing  a  text  message  ,  capitalizes  the  next  word  - 
16_cell_neg_24	what  is  the  logic  in  that  ?  ! 
16_cell_neg_25	-LRB-  it  annoys  me 
16_cell_neg_26	because  i  do  use  text  messages  a  lot  -RRB- 
16_cell_neg_27	-  you  ca  n't  set  the  camera  shutter  to  be  silent  .  .  . 
16_cell_neg_28	-  you  can  only  save  1  phone  type  for  each  category  - 
16_cell_neg_29	what  if  the  person  has  2  business  phones  .  .  . 
16_cell_neg_30	-  you  can  not  choose  the  e-mail  address  of  a  person  from  the  contact  list 
16_cell_neg_31	when  you  want  to  send  a  picture  message  to  an  e-mail  address  . 
16_cell_neg_32	And  there  is  a  lot  more  of  those  little  illogical  things 
16_cell_neg_33	that  were  just  not  thought  through  , 
16_cell_neg_34	like  it  would  `  ve  been  in  a  Nokia 
16_cell_neg_35	-LRB-  even  in  a  model  5  years  old  !  -RRB- 
16_cell_neg_36	Oh  yeah  , 
16_cell_neg_37	"and  T-Mobile  really  ""  contributed  ""  to  the  ""  greatness  "" "
16_cell_neg_38	of  this  phone  , 
16_cell_neg_39	removing  some  of  the  features  and  limiting  others  ,  like  setting  your  mp3  as  a  ringtone 
16_cell_neg_40	-LRB-  although  ,  there  is  an  easy  hack  around  it  : 
16_cell_neg_41	just  change  the  extension  from  .  mp3  to  .3  gp 
16_cell_pos_1	I  bought  my  V360  on  eBay 
16_cell_pos_2	and  it  was  sold  unlocked\/unbranded 
