17_cell_neg_3	17_cell_neg_4
12_cell_pos_84	12_cell_pos_85
12_cell_pos_85	12_cell_pos_86
12_cell_pos_86	12_cell_pos_87
12_cell_pos_87	12_cell_pos_88
12_cell_pos_88	12_cell_pos_89
12_cell_pos_89	12_cell_pos_90
10_gourmet_neg_1	10_gourmet_neg_2
10_gourmet_neg_2	10_gourmet_neg_3
10_gourmet_neg_3	10_gourmet_neg_4
10_gourmet_neg_4	10_gourmet_neg_5
10_gourmet_neg_5	10_gourmet_neg_6
10_gourmet_neg_6	10_gourmet_neg_7
10_gourmet_neg_9	10_gourmet_neg_10
10_gourmet_neg_10	10_gourmet_neg_11
10_gourmet_neg_11	10_gourmet_neg_12
10_gourmet_neg_12	10_gourmet_neg_13
10_gourmet_neg_13	10_gourmet_neg_14
10_gourmet_neg_14	10_gourmet_neg_15
10_gourmet_neg_15	10_gourmet_neg_16
10_gourmet_neg_16	10_gourmet_neg_17
10_gourmet_neg_17	10_gourmet_neg_18
10_gourmet_neg_18	10_gourmet_neg_19
10_gourmet_neg_19	10_gourmet_neg_20
10_gourmet_neg_20	10_gourmet_neg_21
10_gourmet_neg_21	10_gourmet_neg_22
10_gourmet_neg_22	10_gourmet_neg_23
10_gourmet_neg_23	10_gourmet_neg_24
10_gourmet_neg_24	10_gourmet_neg_25
10_gourmet_neg_25	10_gourmet_neg_26
11_gourmet_neg_6	11_gourmet_neg_7
20_gourmet_pos_1	20_gourmet_pos_2
20_gourmet_pos_2	20_gourmet_pos_3
20_gourmet_pos_3	20_gourmet_pos_4
20_gourmet_pos_4	20_gourmet_pos_5
20_gourmet_pos_5	20_gourmet_pos_6
20_gourmet_pos_6	20_gourmet_pos_7
20_gourmet_pos_7	20_gourmet_pos_8
20_gourmet_pos_8	20_gourmet_pos_9
20_gourmet_pos_9	20_gourmet_pos_10
20_gourmet_pos_10	20_gourmet_pos_11
20_gourmet_pos_11	20_gourmet_pos_12
20_gourmet_pos_12	20_gourmet_pos_13
20_gourmet_pos_13	20_gourmet_pos_14
20_gourmet_pos_14	20_gourmet_pos_15
20_gourmet_pos_15	20_gourmet_pos_16
20_gourmet_pos_16	20_gourmet_pos_17
20_gourmet_pos_17	20_gourmet_pos_18
20_gourmet_pos_18	20_gourmet_pos_19
20_gourmet_pos_19	20_gourmet_pos_20
20_gourmet_pos_20	20_gourmet_pos_21
20_gourmet_pos_21	20_gourmet_pos_22
20_gourmet_pos_22	20_gourmet_pos_23
20_gourmet_pos_23	20_gourmet_pos_24
20_gourmet_pos_24	20_gourmet_pos_25
20_gourmet_pos_25	20_gourmet_pos_26
20_gourmet_pos_26	20_gourmet_pos_27
20_gourmet_pos_27	20_gourmet_pos_28
20_gourmet_pos_28	20_gourmet_pos_29
20_gourmet_pos_29	20_gourmet_pos_30
20_gourmet_pos_30	20_gourmet_pos_31
20_gourmet_pos_31	20_gourmet_pos_32
20_gourmet_pos_32	20_gourmet_pos_33
20_gourmet_pos_33	20_gourmet_pos_34
20_gourmet_pos_34	20_gourmet_pos_35
20_gourmet_pos_35	20_gourmet_pos_36
20_gourmet_pos_36	20_gourmet_pos_37
20_gourmet_pos_37	20_gourmet_pos_38
20_gourmet_pos_38	20_gourmet_pos_39
20_gourmet_pos_39	20_gourmet_pos_40
20_gourmet_pos_40	20_gourmet_pos_41
20_gourmet_pos_41	20_gourmet_pos_42
20_gourmet_pos_42	20_gourmet_pos_43
20_gourmet_pos_43	20_gourmet_pos_44
20_gourmet_pos_44	20_gourmet_pos_45
20_gourmet_pos_45	20_gourmet_pos_46
20_gourmet_pos_46	20_gourmet_pos_47
4_gourmet_pos_25	4_gourmet_pos_26
4_gourmet_pos_34	4_gourmet_pos_35
4_gourmet_pos_35	4_gourmet_pos_36
4_gourmet_pos_54	4_gourmet_pos_55
4_gourmet_pos_55	4_gourmet_pos_56
4_gourmet_pos_56	4_gourmet_pos_57
19_kitchen_neg_3	19_kitchen_neg_4
19_kitchen_neg_4	19_kitchen_neg_5
19_kitchen_neg_5	19_kitchen_neg_6
19_kitchen_neg_10	19_kitchen_neg_11
19_kitchen_neg_21	19_kitchen_neg_22
19_kitchen_neg_22	19_kitchen_neg_23
19_kitchen_neg_26	19_kitchen_neg_27
19_kitchen_neg_31	19_kitchen_neg_32
2_kitchen_neg_22	2_kitchen_neg_23
2_kitchen_neg_23	2_kitchen_neg_24
2_kitchen_neg_24	2_kitchen_neg_25
2_kitchen_neg_25	2_kitchen_neg_26
2_kitchen_neg_26	2_kitchen_neg_27
2_kitchen_neg_27	2_kitchen_neg_28
2_kitchen_neg_28	2_kitchen_neg_29
2_kitchen_neg_29	2_kitchen_neg_30
2_kitchen_neg_30	2_kitchen_neg_31
2_kitchen_neg_31	2_kitchen_neg_32
2_kitchen_neg_32	2_kitchen_neg_33
2_kitchen_neg_33	2_kitchen_neg_34
2_kitchen_neg_34	2_kitchen_neg_35
2_kitchen_neg_35	2_kitchen_neg_36
2_kitchen_neg_36	2_kitchen_neg_37
2_kitchen_neg_37	2_kitchen_neg_38
2_kitchen_neg_38	2_kitchen_neg_39
2_kitchen_neg_39	2_kitchen_neg_40
2_kitchen_neg_40	2_kitchen_neg_41
2_kitchen_neg_41	2_kitchen_neg_42
2_kitchen_neg_42	2_kitchen_neg_43
2_kitchen_neg_43	2_kitchen_neg_44
2_kitchen_neg_44	2_kitchen_neg_45
2_kitchen_neg_45	2_kitchen_neg_46
2_kitchen_neg_46	2_kitchen_neg_47
2_kitchen_neg_47	2_kitchen_neg_48
2_kitchen_neg_48	2_kitchen_neg_49
2_kitchen_neg_49	2_kitchen_neg_50
2_kitchen_neg_50	2_kitchen_neg_51
2_kitchen_neg_51	2_kitchen_neg_52
2_kitchen_neg_52	2_kitchen_neg_53
2_kitchen_neg_53	2_kitchen_neg_54
2_kitchen_neg_54	2_kitchen_neg_55
2_kitchen_neg_55	2_kitchen_neg_56
2_kitchen_neg_56	2_kitchen_neg_57
2_kitchen_neg_57	2_kitchen_neg_58
2_kitchen_neg_58	2_kitchen_neg_59
2_kitchen_neg_59	2_kitchen_neg_60
2_kitchen_neg_60	2_kitchen_neg_61
2_kitchen_neg_61	2_kitchen_neg_62
2_kitchen_neg_62	2_kitchen_neg_63
2_kitchen_neg_63	2_kitchen_neg_64
2_kitchen_neg_64	2_kitchen_neg_65
2_kitchen_neg_65	2_kitchen_neg_66
2_kitchen_neg_66	2_kitchen_neg_67
2_kitchen_neg_67	2_kitchen_neg_68
2_kitchen_neg_68	2_kitchen_neg_69
2_kitchen_neg_69	2_kitchen_neg_70
2_kitchen_neg_70	2_kitchen_neg_71
2_kitchen_neg_71	2_kitchen_neg_72
2_kitchen_neg_72	2_kitchen_neg_73
2_kitchen_neg_73	2_kitchen_neg_74
2_kitchen_neg_74	2_kitchen_neg_75
2_kitchen_neg_75	2_kitchen_neg_76
2_kitchen_neg_76	2_kitchen_neg_77
2_kitchen_neg_77	2_kitchen_neg_78
2_kitchen_neg_78	2_kitchen_neg_79
2_kitchen_neg_102	2_kitchen_neg_103
2_kitchen_neg_109	2_kitchen_neg_110
2_kitchen_neg_110	2_kitchen_neg_111
2_kitchen_neg_111	2_kitchen_neg_112
2_kitchen_neg_116	2_kitchen_neg_117
2_kitchen_neg_123	2_kitchen_neg_124
16_kitchen_pos_2	16_kitchen_pos_3
16_kitchen_pos_3	16_kitchen_pos_4
16_kitchen_pos_4	16_kitchen_pos_5
16_kitchen_pos_5	16_kitchen_pos_6
16_kitchen_pos_16	16_kitchen_pos_17
16_kitchen_pos_17	16_kitchen_pos_18
16_kitchen_pos_26	16_kitchen_pos_27
16_kitchen_pos_27	16_kitchen_pos_28
16_kitchen_pos_31	16_kitchen_pos_32
16_kitchen_pos_32	16_kitchen_pos_33
16_kitchen_pos_33	16_kitchen_pos_34
16_kitchen_pos_34	16_kitchen_pos_35
16_kitchen_pos_35	16_kitchen_pos_36
16_kitchen_pos_38	16_kitchen_pos_39
16_kitchen_pos_39	16_kitchen_pos_40
16_kitchen_pos_40	16_kitchen_pos_41
16_kitchen_pos_41	16_kitchen_pos_42
16_kitchen_pos_42	16_kitchen_pos_43
16_kitchen_pos_43	16_kitchen_pos_44
16_kitchen_pos_44	16_kitchen_pos_45
16_kitchen_pos_45	16_kitchen_pos_46
16_kitchen_pos_46	16_kitchen_pos_47
16_kitchen_pos_47	16_kitchen_pos_48
16_kitchen_pos_48	16_kitchen_pos_49
17_kitchen_pos_11	17_kitchen_pos_12
17_kitchen_pos_12	17_kitchen_pos_13
17_kitchen_pos_13	17_kitchen_pos_14
17_kitchen_pos_14	17_kitchen_pos_15
17_kitchen_pos_15	17_kitchen_pos_16
17_kitchen_pos_16	17_kitchen_pos_17
17_kitchen_pos_17	17_kitchen_pos_18
17_kitchen_pos_18	17_kitchen_pos_19
17_kitchen_pos_30	17_kitchen_pos_31
17_kitchen_pos_31	17_kitchen_pos_32
17_kitchen_pos_32	17_kitchen_pos_33
17_kitchen_pos_33	17_kitchen_pos_34
17_kitchen_pos_34	17_kitchen_pos_35
17_kitchen_pos_35	17_kitchen_pos_36
17_kitchen_pos_36	17_kitchen_pos_37
17_kitchen_pos_37	17_kitchen_pos_38
17_kitchen_pos_38	17_kitchen_pos_39
17_kitchen_pos_42	17_kitchen_pos_43
17_kitchen_pos_43	17_kitchen_pos_44
17_kitchen_pos_51	17_kitchen_pos_52
17_kitchen_pos_52	17_kitchen_pos_53
17_kitchen_pos_53	17_kitchen_pos_54
17_kitchen_pos_54	17_kitchen_pos_55
17_kitchen_pos_55	17_kitchen_pos_56
17_kitchen_pos_56	17_kitchen_pos_57
