PhraseID	Text
3_cell_neg_93	 without  having  to  be  limited  to  Palm  's  poorly  designed  hardware  . 
3_cell_neg_94	 .  .  .  maybe  it  's  time  I  finally  give  the  Blackberry  a  try  .  .  .  : 
10_cell_pos_1	 I  `  ve  had  this  phone  for  about  a  week  now  and  I  'm  glad 
10_cell_pos_2	 I  waited  to  post  a  review 
10_cell_pos_3	 because  my  initial  reaction  was  not  very  positive  . 
10_cell_pos_4	 Coming  from  owning  a  RAZR  and  many  Windows-based  devices  , 
10_cell_pos_5	 there  was  an  initial  learning  curve  to  some  of  the  functions  . 
10_cell_pos_6	 Also  ,  I  was  NOT  convinced  that  the  strange  keyboard  would  really  recognize  what  you  were  attempting  to  type  . 
10_cell_pos_7	 Boy  was  I  wrong  about  that  one  . 
10_cell_pos_8	 OK  ,  so  for  the  review  . 
10_cell_pos_9	 My  motivation  for  purchasing  was  primarily  to  get  a  PHONE  first  ,  with  a  few  bells  and  whistles  for  when  I  just  want  to  play  with  the  device  . 
10_cell_pos_10	 The  Pearl  fits  that  bill  perfectly  . 
10_cell_pos_11	 Phone  quality  is  excellent  . 
10_cell_pos_12	 Loading  ringtones 
10_cell_pos_13	 -LRB-  a  pain  at  first  -RRB- 
10_cell_pos_14	proved
10_cell_pos_15	 to  be  relatively  easy 
10_cell_pos_16	 once  I  did  a  little  research  . 
10_cell_pos_17	 Ringtones  play  very  loud  and  clear  . 
10_cell_pos_18	 The  music  player  is  MUCH  better 
10_cell_pos_19	 than  first  impressions  would  lead  you 
10_cell_pos_20	 to  believe  . 
10_cell_pos_21	 After  a  few  hours  of  frustration  , 
10_cell_pos_22	 I  was  all  ready  to  purchase  a  3rd  party  app  . 
10_cell_pos_23	 Again  ,  did  some  research  , 
10_cell_pos_24	 visited  a  few  forums  , 
10_cell_pos_25	 and  found  out 
10_cell_pos_26	 there  is  much  more  functionality  in  the  included  music  player  than  you  might  realize  . 
10_cell_pos_27	 As  an  owner  of  a  NANO  , 
10_cell_pos_28	 I  was  disappointed  with  the  interface  of  the  player  . 
10_cell_pos_29	 But  once  you  go  into  the  menu  functions  , 
10_cell_pos_30	 you  `  ll  find  much  more  functionality  . 
10_cell_pos_31	 It  's  not  an  ipod  , 
10_cell_pos_32	 but  it  works  as  an  decent  replacement  . 
10_cell_pos_33	 And  if  you  `  re  not  an  ipod  owner  , 
10_cell_pos_34	 you  `  ll  likely  have  no  complaints  . 
10_cell_pos_35	 Sound  of  tunes  is  quite  nice 
10_cell_pos_36	 when  using  headphones  . 
10_cell_pos_37	 Camera  is  only  so-so  , 
10_cell_pos_38	 but  I  do  n't  really  care  about  that 
10_cell_pos_39	 anyway  . 
10_cell_pos_40	 Must  admit  that  I  thought 
10_cell_pos_41	 it  would  be  better 
10_cell_pos_42	 since  it  is  a  megapixal  camera  . 
10_cell_pos_43	 The  couple  of  pictures 
10_cell_pos_44	 I  took  were  dark  and  somewhat  grainy  . 
10_cell_pos_45	 Part  of  why  I  dropped  my  rating  from  5  stars  . 
10_cell_pos_46	 As  far  as  email  , 
10_cell_pos_47	 I  have  a  BB  from  work 
10_cell_pos_48	 and  they  wo  n't  let  me  use  a  non-work  issued  device  to  access  the  network  ,  so  I  have  no  opinion  on  email  functionality  . 
10_cell_pos_49	 Organizer  features 
10_cell_pos_50	 -LRB-  calendar  ,  tasks  ,  notes  , 
10_cell_pos_51	 etc  -RRB-  seem  more  than  adequate  . 
10_cell_pos_52	 Much  better  than  any  of  my  old  Pocket  PC  devices  . 
10_cell_pos_53	 The  only  complaints  I  would  have  is  that  there  are  still  2  basic  things 
10_cell_pos_54	 that  I  have  n't  been  able  to  figure  out 
10_cell_pos_55	 and  while  I  'm  admittingly  not  a  techie  , 
10_cell_pos_56	 these  should  be  pretty  basic  and  intuitive  . 
10_cell_pos_57	 One  , 
10_cell_pos_58	 I  would  like  to  set  one  of  my  ringtones  as  the  default  ringer  . 
10_cell_pos_59	 That  should  be  fairly  simplistic 
10_cell_pos_60	 but  I  ca  n't  figure  it  out  . 
10_cell_pos_61	 Two  , 
10_cell_pos_62	 I  would  like  to  change  the  order  of  the  icons  on  some  of  the  themes  . 
10_cell_pos_63	 Again  ,  should  be  pretty  basic  , 
10_cell_pos_64	 but  no  go  . 
10_cell_pos_65	 Almost  forgot  ,  ca  n't  listen  to  music  through  bluetooth  . 
10_cell_pos_66	 Not  sure  why  , 
10_cell_pos_67	 but  this  is  really  my  only  MAJOR  complaint  . 
10_cell_pos_68	 Only  minor  complaints  . 
10_cell_pos_69	 All  in  all  ,  a  pretty  sweet  device  . 
10_cell_pos_70	 And  BTW  ,  form  factor  and  looks  are  simply  the  best  out  there  . 
10_cell_pos_71	 I  came  so  close  to  purchasing  the  Blackjack  ,  very  happy 
10_cell_pos_72	 that  I  went  with  the  Pearl  . 
10_cell_pos_73	 UPDATE  - 
10_cell_pos_74	 Figured  out 
10_cell_pos_75	 how  to  set  default  ringtone  and  move  icons  . 
10_cell_pos_76	 Coming  from  a  Windows  mobile  environment  , 
10_cell_pos_77	 I  was  expecting  something  along  the  lines  of  : 
10_cell_pos_78	 Start-programs-etc-etc  . 
10_cell_pos_79	 Everyting  in  windows  takes  so  many  keystroks  . 
10_cell_pos_80	 With  the  Pearl  , 
10_cell_pos_81	 it  was  so  easy  . 
10_cell_pos_82	 I  was  simply  expecting  it  to  be  much  more  difficult  based  on  my  prior  experience  . 
10_cell_pos_83	 I  'm  going  to  still  keep  it  at  4  stars 
10_cell_pos_84	 because  of  the  lack  of  BT  stereo  . 
10_cell_pos_85	 Otherwise  , 
10_cell_pos_86	 as  close  to  a  perfect  device  as  I  `  ve  used 
10_cell_pos_87	 -LRB-  and  I  `  ve  used  quite  a  few  -RRB- 
12_cell_pos_1	 I  just  purchased  this  phone  four  days  ago 
12_cell_pos_2	 and  have  been  impressed  with  it  for  the  most  part  . 
12_cell_pos_3	 The  first  thing  you  `  ll  notice  is  how  crisp  and  clear  the  screen  is  . 
12_cell_pos_4	 This  is  a  slider  phone  , 
12_cell_pos_5	 and  thankfully  you  can  do  most  things  without  sliding  the  screen 
12_cell_pos_6	 to  expose  the  number  keys  . 
12_cell_pos_7	 The  only  things  that  I  can  think  of  thus  far 
12_cell_pos_8	 that  requires  you  to  expose  the  keys  is  to  dial  a  new  number 
12_cell_pos_9	 that  's  not  in  your  contacts  and  to  text  message  . 
12_cell_pos_10	 Next  , 
12_cell_pos_11	 we  go  to  the  features  . 
12_cell_pos_12	 So  we  got  a  1.3  MP  camera  ,  camcorder  ,  music  player  ,  1GB  microSD  card  ,  bluetooth  support  ,  and  infrared  port  .  . 
12_cell_pos_13	 and  \*  drumroll  please  \*  an  FM  radio  . 
12_cell_pos_14	 Now  ,  the  FM  radio  is  n't  satellite 
12_cell_pos_15	 based  ,  so  you  can  not  pick  up  radio  stations  from  across  the  U.  S  .  , 
12_cell_pos_16	 just  those  stations  local  to  you  . 
12_cell_pos_17	 Now  I  will  go  into  the  good  and  bad  things  about  each  feature  : 
12_cell_pos_18	 1  .  Camera  -  Impressive  picture  quality  . 
12_cell_pos_19	 Yes  it  's  only  1.3  MP  compared  to  those  8MP  digital  cameras  , 
12_cell_pos_20	 but  can  you  show  me  a  camera 
12_cell_pos_21	 that  does  what  this  phone  does  ? 
12_cell_pos_22	5\/5
12_cell_pos_23	 2  .  Camcorder  -  Not  all  that  impressive  . 
12_cell_pos_24	 While  you  are  recording  , 
12_cell_pos_25	 the  quality  seems  perfect  . 
12_cell_pos_26	 However  , 
12_cell_pos_27	 once  you  play  it  , 
12_cell_pos_28	 it  turns  a  bit  distorted  . 
12_cell_pos_29	 Plus  , 
12_cell_pos_30	 it  only  allows  for  20  seconds  of  recording  time  regardless  of  the  size  of  your  microSD  card  . 
12_cell_pos_31	3\/5
12_cell_pos_32	 3  .  Music  Player  -  Impressive  . 
12_cell_pos_33	 The  speaker  is  of  good  quality  ,  and  very  loud  . 
12_cell_pos_34	 However  , 
12_cell_pos_35	 I  still  could  not  find  a  way  to  change  the  order  of  the  songs  without  making  a  playlist  . 
12_cell_pos_36	 There  's  play  ,  pause  ,  next  song  ,  previous  song  ,  fast  forward  ,  and  rewind  features 
12_cell_pos_37	 as  buttons  as  shown  in  the  pictures  . 
12_cell_pos_38	 The  buttons  must  be  pressed  fairly  hard  , 
12_cell_pos_39	 so  your  music  wo  n't  start  playing  spontaneously  in  your  pocket  . 
12_cell_pos_40	 Also  ,  I  was  blown  away  on  how  the  quality  of  the  music  improves 
12_cell_pos_41	 once  you  put  on  those  stock  earbuds  . 
12_cell_pos_42	4\/5
12_cell_pos_43	 4  .  FM  Radio  -  I  bet  those 
12_cell_pos_44	 that  have  this  phone  tried  to  use  the  radio 
12_cell_pos_45	 but  stopped  short 
12_cell_pos_46	 and  told  you 
12_cell_pos_47	 to  buy  an  enhancement  . 
12_cell_pos_48	 Well  ,  the  truth  is  you  do  n't  need  to  buy  anything  extra  . 
12_cell_pos_49	 Just  plug  in  the  earbuds 
12_cell_pos_50	 that  came  with  the  phone  , 
12_cell_pos_51	 and  this  will  serve  as  an  '  antenna  ' 
12_cell_pos_52	 and  will  allow  you  to  hear  stations  . 
12_cell_pos_53	 And  since  you  need  the  earbuds  to  hear  the  radio  , 
12_cell_pos_54	 yes  the  sound  will  go  to  the  earbuds  . 
12_cell_pos_55	 However  , 
12_cell_pos_56	 there  's  a  '  loudspeaker  '  option 
12_cell_pos_57	 that  allows  the  radio  to  be  played  through  the  external  speaker  , 
12_cell_pos_58	 but  you  still  need  to  keep  the  earbuds  plugged  in  , 
12_cell_pos_59	 as  it  serves  as  the  '  antenna  '  . 
12_cell_pos_60	 This  means  that  if  you  want  to  hear  the  radio  on  your  phone  , 
12_cell_pos_61	 you  NEED  to  have  the  earbuds  with  you  . 
12_cell_pos_62	 You  may  need  to  play  around  with  the  position  of  the  phone  and  antenna 
12_cell_pos_63	 -LRB-  or  you  may  have  to  move  -RRB- 
12_cell_pos_64	 in  order  to  get  clear  reception  . 
12_cell_pos_65	3\/5
12_cell_pos_66	 Misc  .  Info  : 
12_cell_pos_67	 Only  two  games  to  included  ,  and  both  trials  . 
12_cell_pos_68	 -LRB-  Lumines  ,  Texas  Hold  'em  -RRB- 
12_cell_pos_69	 You  ca  n't  transfer  games  from  another  phone  . 
12_cell_pos_70	 You  must  pay  and  download  them  again  . 
12_cell_pos_71	 You  ca  n't  delete  the  pre-created  profiles 
12_cell_pos_72	 -LRB-  those 
12_cell_pos_73	that
12_cell_pos_74	 come  with  the  phone  -RRB-  . 
12_cell_pos_75	 You  can  just  create  your  own  . 
12_cell_pos_76	 In  order  to  change  the  phone 
12_cell_pos_77	 to  vibrate  , 
12_cell_pos_78	you
12_cell_pos_79	 must  make  a  vibrating  profile  . 
12_cell_pos_80	 Then  to  use  it  , 
12_cell_pos_81	 it  takes  several  steps  , 
12_cell_pos_82	 which  is  not  hard  , 
12_cell_pos_83	 but  inconvenient  . 
12_cell_pos_84	 The  interface  shows  the  month  and  date  , 
12_cell_pos_85	 but  not  the  day  of  the  week  . 
12_cell_pos_86	 Only  two  face  templates  included  with  the  phone  . 
12_cell_pos_87	 That  's  all  for  now  . 
12_cell_pos_88	 Overall  : 
12_cell_pos_89	 4  \/ 
10_gourmet_neg_1	" ""This  is  Guido  Sarduci  from  the  Royal  Tuscan  Office  of  Copyrights  and  Internets  and  I  must  insist  that  you  cease  any  and  all  sales  of  theese  so  called  """"  Tuscan  Whole  Milks  """""" "
10_gourmet_neg_2	 immediately  or  I  will  have  to  come  there 
10_gourmet_neg_3	 and  beat  you  up 
10_gourmet_neg_4	 and  then  my  mom  came  upstairs 
10_gourmet_neg_5	 and  saw  me  fighting 
10_gourmet_neg_6	 and  she  got  scared 
10_gourmet_neg_7	 and  said 
10_gourmet_neg_8	" ""You  `  re  moving  with  your  auntie  and  uncle  in  Bel  Air  !  """""" "
10_gourmet_neg_9	 I  whistled  for  a  cab 
10_gourmet_neg_10	and
10_gourmet_neg_11	 when  it  came  near  , 
10_gourmet_neg_12	 the  license  plate  said 
10_gourmet_neg_13	" ""FRESH  """""" "
10_gourmet_neg_14	 and  it  had  dice  in  the  mirror  . 
10_gourmet_neg_15	 If  anything  I  could  said 
10_gourmet_neg_16	 that  this  cab  was  rare  , 
10_gourmet_neg_17	" ""but  I  though  """"  Nah  ,  forget"" "
10_gourmet_neg_18	 it  . 
10_gourmet_neg_19	" ""Yo  home  ,  to  Bel  Air  !  """""" "
10_gourmet_neg_20	 I  pulled  up  to  the  house  about  7  or  8  and 
10_gourmet_neg_21	 I  said 
10_gourmet_neg_22	" ""to  the  cabbie  """"  Yo  home  ,  smell  ya  later  !  """""" "
10_gourmet_neg_23	 Looked  at  my  kindom  , 
10_gourmet_neg_24	 I  was  finally  there  , 
10_gourmet_neg_25	 I  could  sit  on  my  throne  as  the  prince  of  Bel  Air  . 
10_gourmet_neg_26	 Love  me  sum  Tuscan 
11_gourmet_neg_1	 I  know  of  many  people 
11_gourmet_neg_2	 who  would  love  to  have  an  elk  carcass  for  their  holiday  . 
11_gourmet_neg_3	 Birthdays  ,  Christmas  ,  Hanukkah  ,  Martin  Luther  King  Jr.  '  s  Birthday  Observed  ,  Grandparent  's  Day  ,  etc  .  are  all  holidays 
11_gourmet_neg_4	 where  a  big  piece  of  elk  meat  could  brighten  someone  's  day  . 
11_gourmet_neg_5	 But  watch  out  !  !  ! 
11_gourmet_neg_6	 I  have  often  used  Amazon  in  order  to  buy  gifts  , 
11_gourmet_neg_7	 and  with  this  elk  carcass  GIFT  WRAPPING  IS  NOT  AN  OPTION  . 
11_gourmet_neg_8	 I  would  think 
11_gourmet_neg_9	 that  half  the  fun  of  giving  a  huge  elk  carcass  would  be  watching  the  look 
11_gourmet_neg_10	 on  your  loved  one  's  face  as  he  or  she  unwrapped  the  slab  of  meat  . 
11_gourmet_neg_11	 Unfortunately  ,  Amazon  does  not  think 
11_gourmet_neg_12	 this  is  so  . 
11_gourmet_neg_13	 With  the  weight  of  the  product  , 
11_gourmet_neg_14	 I  think 
11_gourmet_neg_15	 it  is  going  to  be  difficult  to  wrap  this  on  my  own  . 
11_gourmet_neg_16	 Sorry  Uncle  Tino  ,  no  elk  carcass  for  Columbus  Day  this  year  ! 
20_gourmet_pos_1	 Rings-Ding  's  are  the  best  snacks  out  there  for  many  a  reasons  . 
20_gourmet_pos_2	 First  off  , 
20_gourmet_pos_3	 they  are  the  best  after  dinner  snacks  out  there  . 
20_gourmet_pos_4	 It  's  really  like  a  cake  ,  just  more  condensed  and  not  as  fatty  or  filling  . 
20_gourmet_pos_5	 Also  ,  these  things  are  addicting  . 
20_gourmet_pos_6	 In  my  life  , 
20_gourmet_pos_7	 I  can  not  even  count  how  much  packs 
20_gourmet_pos_8	 I  have  consumed  , 
20_gourmet_pos_9	 since  I  have  been  eating  these  things  everyday 
20_gourmet_pos_10	 since  I  was  young  , 
20_gourmet_pos_11	 and  let  's  just  say 
20_gourmet_pos_12	 now  I  am  very  old  . 
20_gourmet_pos_13	 If  you  can  not  afford  drugs  , 
20_gourmet_pos_14	 then  go  for  the  ring-ding  's  . 
20_gourmet_pos_15	 The  only  negative  about  these  things  if  there  is  n't  enough  cream  , 
20_gourmet_pos_16	 then  you  get  a  mouthful  of  chocolate  . 
20_gourmet_pos_17	 Most  people  I  know  like  the  chocolate  , 
20_gourmet_pos_18	 but  I  personally  would  not  like  a  mouthful  of  it  . 
20_gourmet_pos_19	 Another  bad  thing  is  in  the  summer  , 
20_gourmet_pos_20	 they  are  melted  and  can  only  be  slightly  revived  if  refrigerated  . 
20_gourmet_pos_21	 They  kind  of  lose  that  good  flavor  edge  in  the  summer  , 
20_gourmet_pos_22	 which  makes  this  the  perfect  snack  for  the  winter  . 
20_gourmet_pos_23	 Alright  .  .  . 
20_gourmet_pos_24	 the  anatomy  of  a  ring-ding 
20_gourmet_pos_25	 -LRB-  DUN-DUN-DUN  -RRB-  . 
20_gourmet_pos_26	 First  off  , 
20_gourmet_pos_27	 you  get  a  chocolatey  outside 
20_gourmet_pos_28	 that  is  pretty  soft  . 
20_gourmet_pos_29	 In  the  center  is  a  creamy  sensation 
20_gourmet_pos_30	 -LRB-  sorry  if  that  sounded  dirty  .  .  .  get  your  mind  out  of  the  gutter  -RRB- 
20_gourmet_pos_31	that
20_gourmet_pos_32	 really  makes  this  product  go  from  good  to  great  . 
20_gourmet_pos_33	 Put  that  together 
20_gourmet_pos_34	 and  you  get  probably  the  best  snack  out  there  right  now  . 
20_gourmet_pos_35	 They  come  two  in  a  pack 
20_gourmet_pos_36	 and  are  made  by  Drake  's  . 
20_gourmet_pos_37	 Usually  ,  Drake  's  is  in  the  shadow  of  Hostess  , 
20_gourmet_pos_38	 yet  I  feel  Drake  's  destroys  Hostess  in  terms  of  their  cakes  . 
20_gourmet_pos_39	 If  you  are  actually  reading  this  ,  please  do  n't  destroy  me  for  saying 
20_gourmet_pos_40	 that  Ring-Ding  's  totally  annihilates  anything  Hostess  has  ever  put  out  . 
20_gourmet_pos_41	 Wow  .  .  . 
20_gourmet_pos_42	 I  managed  to  make  a  food  product  two  paragraphs  long 
20_gourmet_pos_43	 -LRB-  two  short  paragraphs  I  should  say  -RRB-  . 
20_gourmet_pos_44	 I  would  put  the  whole  history  of  the  Ring-Ding  in  , 
20_gourmet_pos_45	 but  that  would  probably  be  taking  someone  else  's  work  . 
20_gourmet_pos_46	 I  guess  I  `  ll  stop  now  . 
20_gourmet_pos_47	 Anyway  ,  Ring-Ding  's  for  the  win  !  ! 
4_gourmet_pos_1	\*\*\*\*
4_gourmet_pos_2	 Tazo  Assorted  Black  and  Green  Teas  and  Herbal  Infusions  includes  one  or  two  of  each  : 
4_gourmet_pos_3	 AWAKE  : 
4_gourmet_pos_4	 plain  ordinary  black  tea  , 
4_gourmet_pos_5	 a  little  bitter 
4_gourmet_pos_6	 CALM  : 
4_gourmet_pos_7	 nice  chamomile  tea 
4_gourmet_pos_8	 CHAI  BLACK  TEA  : 
4_gourmet_pos_9	 an  okay  chai  black  tea  with  caffeine 
4_gourmet_pos_10	 CHINA  GREEN  TIPS  : 
4_gourmet_pos_11	" ""great  green  tea  experience  ,  Tazo  's  best  ,  no  """"  natural  flavorings  """""" "
4_gourmet_pos_12	 DECAFFEINATED  CHAI  : 
4_gourmet_pos_13	 an  okay  chai  black  tea  without  caffeine 
4_gourmet_pos_14	 EARL  GREY  BLACK  TEA  : 
4_gourmet_pos_15	 a  disappointing  perfumy  ,  intense  ,  black  tea  experience 
4_gourmet_pos_16	 LOTUS  : 
4_gourmet_pos_17	 decaf  green  tea  with  lotus  flower  ,  one  of  my  favorite  Tazo  's 
4_gourmet_pos_18	 PASSION  HERBAL  INFUSION  : 
4_gourmet_pos_19	 hibiscus-y  ,  intense  ,  caffeine-free  ,  and  luxurious 
4_gourmet_pos_20	 WILD  SWEET  ORANGE  : 
4_gourmet_pos_21	 orange  herbal  tea  ,  some  complex  overtones  perhaps 
4_gourmet_pos_22	 ZEN  : 
4_gourmet_pos_23	 mild  ,  relaxed  green  tea 
