PhraseIDs	Text
4_kitchen_pos_84	you  may  want  to  have  help  . 
4_kitchen_pos_85	But  what  a  reward  it  was  to  see  the  unit  fully  assembled  and  then  to  marvel  at  what  a  quality  piece  of  furniture 
4_kitchen_pos_86	it  ended  up  being  . 
4_kitchen_pos_87	IKEA  sells  a  similar  item  for  twice  the  money  . 
4_kitchen_pos_88	I  give  the  Home  Styles  Double  Door  Kitchen  Cart  with  Butcher  Block  Top  5  stars 
4_kitchen_pos_89	because  of  the  beauty  of  the  product  and  its  better-than-a-bargain  price 
9_kitchen_neg_1	One  might  imagine  that  the  whole  concept  of  vacuuming-flip-mopping  is  progressive  in  some  way  , 
9_kitchen_neg_2	but  it  really  does  not  make  the  job  of  cleaning  the  floor  easier  . 
9_kitchen_neg_3	Especially 
9_kitchen_neg_4	when  the  product  is  heavy  and  hard  to  maneuver  with  poor  pickup  . 
9_kitchen_neg_5	I  'd  much  rather  go  over  the  floor  with  a  good  vacuum  ,  and  then  follow  with  a  functional  ,  well-designed  good  mop 
9_kitchen_neg_6	-LRB-  like  the  old  SteamMop  they 
9_kitchen_neg_7	discontinued  -RRB-  . 
9_kitchen_neg_8	These  things  function  better  as  seperate  units  , 
9_kitchen_neg_9	which  is  why  there  's  no  washing  machine 
9_kitchen_neg_10	that  's  also  a  dryer  . 
9_kitchen_neg_11	The  Flip-It  is  a  very  loud  machine  --  so  loud  , 
9_kitchen_neg_12	that  I  did  n't  hear  my  phone  ring  in  the  same  room  . 
9_kitchen_neg_13	This  makes  it  difficult  to  listen  for  my  3  children  ,  too  . 
9_kitchen_neg_14	It  's  difficult  to  push  and  feels  like  it  's  gripping  to  the  floor  . 
9_kitchen_neg_15	It  does  n't  fit  into  any  tight  places  or  under  any  low  chairs\/cabinets  with  it  's  big  fat  part-vacuum  head  . 
9_kitchen_neg_16	And  , 
9_kitchen_neg_17	when  you  `  re  finished  , 
9_kitchen_neg_18	it  's  a  pain  to  clean  out  the  nozzle  and  the  filter 
9_kitchen_neg_19	-LRB- 
9_kitchen_neg_20	which  you  `  re  supposed  to  keep  dry  somehow  -RRB- 
9_kitchen_neg_21	so  you  can  look  forward  to  a  second  job 
9_kitchen_neg_22	once  you  `  ve  finished  the  job  of  cleaning  your  floors  . 
9_kitchen_neg_23	And  , 
9_kitchen_neg_24	"because  of  the  ""  flip  it  ""  back  and  forth  design  , "
9_kitchen_neg_25	the  thing  has  no  equilibrium  .  .  . 
9_kitchen_neg_26	it  fell  to  the  floor  at  least  3  times  , 
9_kitchen_neg_27	even  when  I  was  so  careful  to  rest  it  against  something  .  .  . 
9_kitchen_neg_28	"once  when  this  happened  ,  the  ""  dirty  water  ""  recovery  tank  hit  the  floor  ,  fell  off  the  machine "
9_kitchen_neg_29	and  spilled  the  dirty  water  all  over  my  just-cleaned  floor  . 
9_kitchen_neg_30	A  true  nightmare  . 
9_kitchen_neg_31	I  bought  this  product 
9_kitchen_neg_32	because  I  could  no  longer  buy  replacement  filters\/pads  for  my  Bissell  SteamMop  ,  and  I  thought 
9_kitchen_neg_33	I  had  better  give  the  latest  and  greatest  a  try  , 
9_kitchen_neg_34	but  ,  sadly  ,  I  was  disappointed  . 
9_kitchen_neg_35	I  do  n't  review  things  often  , 
9_kitchen_neg_36	but  I  felt  a  responsibility  to  warn  others  out  there 
9_kitchen_neg_37	who  are  shopping  for  a  good  mop  to  keep  their  homes  clean  . 
9_kitchen_neg_38	This  contraption  is  not  your  answer  . 
9_kitchen_neg_39	On  a  side  note  , 
9_kitchen_neg_40	I  wrote 
9_kitchen_neg_41	to  Bissell  to  bring  back  the  SteamMop 
9_kitchen_neg_42	-LRB-  what  an  excellent  product  -RRB-  , 
9_kitchen_neg_43	so  I  'm  hoping 
9_kitchen_neg_44	that  they  will  one  day 
19_gourmet_pos_1	Sing  in  me  oh  muse  on  this  snow  day  , 
19_gourmet_pos_2	and  let  me  proclaim  the  many  virtues  of  this  fine  tea  . 
19_gourmet_pos_3	The  scent  and  flavor  of  this  tea  are  as  close  to  my  conception  of  ambrosia  as  anything  else  that  has  yet  crossed  my  palate  . 
19_gourmet_pos_4	It  is  full  without  being  overbearing  , 
19_gourmet_pos_5	it  is  seasoned  without  being  overpowering  . 
19_gourmet_pos_6	It  's  great  with  anything  from  English  breakfast  fare  to  hardy  curry  . 
19_gourmet_pos_7	Since  conception  , 
19_gourmet_pos_8	I  have  been  in  love  with  tea  , 
19_gourmet_pos_9	"but  ""  the  Prince  ""  was  my  first  fine  tea  . "
19_gourmet_pos_10	I  have  still  not  recovered  from  the  episode  in  which  my  father-in-law-to-be  proved  to  me  that  bag  tea  was  a  crime  against  humanity  . 
19_gourmet_pos_11	And  yet  despite  amorous  flirtations  with  rare  white  teas 
19_gourmet_pos_12	and  other  wondrous  Indian  and  Chinese  estate  varieties  with  unpronounceable  names  , 
19_gourmet_pos_13	it  's  still  my  favorite  . 
19_gourmet_pos_14	Never  mind  the  tea  purist  snobs 
19_gourmet_pos_15	who  rank  on  it 
19_gourmet_pos_16	because  it  's  flavored  with  spice  . 
19_gourmet_pos_17	Would  they  send  back  a  fine  filet 
19_gourmet_pos_18	because  the  chef  elected  to  use  some  pepper  or  shallots  ? 
19_gourmet_pos_19	Ignore  the  herbal  tea-totalers 
19_gourmet_pos_20	who  regard  caffeine  as  sinful  . 
19_gourmet_pos_21	They  probably  want  to  outlaw  yoga  on  Sunday  too  . 
19_gourmet_pos_22	Of  the  five  or  so  Kousmichoff  varieties 
19_gourmet_pos_23	I  `  ve  had  ,  this  one  is  the  clear  winner  . 
19_gourmet_pos_24	I  `  ve  gotten  my  best  results  using  HOT  water  steeping  for  five  to  six  minutes  . 
19_gourmet_pos_25	The  stuff  is  potent  enough 
19_gourmet_pos_26	that  you  can  get  , 
19_gourmet_pos_27	gasp  , 
19_gourmet_pos_28	a  reasonably  tannin-free  second  infusion  . 
19_gourmet_pos_29	My  only  reservation  is  this  ; 
19_gourmet_pos_30	once  you  `  ve  entered  the  universe  of  fine  tea  , 
19_gourmet_pos_31	you  can  never  be  satisfied 
19_gourmet_pos_32	drinking  Lipton  ,  Salada  ,  Twinings  or  Tetley  again  . 
19_gourmet_pos_33	In  guise  of  gifts  , 
19_gourmet_pos_34	I  have  managed  to  get  many  of  my  gastronome  friends  and  relations 
19_gourmet_pos_35	addicted  so  that  I  may  sup  of  it 
19_gourmet_pos_36	when  I  visit  . 
19_gourmet_pos_37	Is  n't  it  a  delicious  irony  that  perhaps  the  greatest  bourgeoisie  decadence  of  the  Romanoff  dynasty  is  today 
19_gourmet_pos_38	preserved  by  our  friends  in  socialist  France  ? 
19_gourmet_pos_39	Viva  la  Revolution  ! 
19_gourmet_pos_40	rws  ,  26\/1\/0 
4_gourmet_neg_1	I  read  the  other  reviews 
4_gourmet_neg_2	and  was  greatly  excited  to  order  this  entree  . 
4_gourmet_neg_3	I  have  bought  2-3  varieties  of  Tasty  Bite  from  my  local  Trader  Joes  . 
4_gourmet_neg_4	Most  are  decently  healthy 
4_gourmet_neg_5	and  all  are  easy  and  fast  to  make  . 
4_gourmet_neg_6	Peas  and  paneer  ,  as  an  entree  ,  is  bland  and  without  any  heat\/spice  . 
4_gourmet_neg_7	I  am  a  native  Indian 
4_gourmet_neg_8	so  I  can  handle  relatively  spicy  food  . 
4_gourmet_neg_9	However  , 
4_gourmet_neg_10	this  entree  does  not  merit  even  a  2-chili  rating 
4_gourmet_neg_11	-LRB-  out  of  four  -RRB-  . 
4_gourmet_neg_12	As  for  food  quality  , 
4_gourmet_neg_13	I  would  suggest 
4_gourmet_neg_14	microwaving  the  rice 
4_gourmet_neg_15	and  entree  separately  . 
4_gourmet_neg_16	Otherwise  ,  the  majority  of  the  sauce  seeps  into  the  rice 
4_gourmet_neg_17	giving  it  a  very  unpleasant  appearance  . 
4_gourmet_neg_18	If  you  boil  the  pouches 
4_gourmet_neg_19	-LRB-  an  alternate  option  -RRB-  , 
4_gourmet_neg_20	you  may  have  even  more  success  . 
4_gourmet_neg_21	However  ,  most  of  us  buy  these  because  of  the  ease  of  preparation  , 
4_gourmet_neg_22	so  boiling  is  n't  a  convenient  option  . 
4_gourmet_neg_23	The  rice  tastes 
4_gourmet_neg_24	and  looks  as  it  should  . 
4_gourmet_neg_25	Finally  , 
4_gourmet_neg_26	I  do  recommend  Tasty  Bite  Entr  e  ,  Jaipur  Vegetables  . 
4_gourmet_neg_27	I  am  on  box  nine  of  twelve 
4_gourmet_neg_28	and  still  not  tired  . 
4_gourmet_neg_29	This  entree  is  MUCH  spicier  -  closer 
4_gourmet_neg_30	to  a  3.25  chili  rating 
4_gourmet_neg_31	-LRB-  out  of  four  -RRB-  . 
4_gourmet_neg_32	I  also  favor  this  entree 
4_gourmet_neg_33	because  it  does  n't  have  the  throw-away  plastic  container  in  each  box  . 
4_gourmet_neg_34	Moreover  , 
4_gourmet_neg_35	you  get  12-boxes  for  a  better  price  than  the  6-boxes  for  the  peas  and  paneer  . 
4_gourmet_neg_36	I  look  forward  to  trying  the  other  Tasty  Bites  , 
4_gourmet_neg_37	though  I  will  likely  sample  the  flavors  at  Trader  Joe  's  before  ordering  another  6  -  or  12-box  set  . 
4_gourmet_neg_38	No  more  Tasty  Bite  purchases  from  the  Gold  Box  unless  I  have  already  tried  that  particular  flavor  -  lesson  learned 
19_cell_neg_1	I  had  to  return  this  phone  twice  to  Motorola  for  keys 
19_cell_neg_2	that  were  n't  working  . 
19_cell_neg_3	It  was  too  frustrating  . 
19_cell_neg_4	Ca  n't  use  the  phone  in  my  house  or  at  work  although  my  prior  Nokia  worked  well  . 
19_cell_neg_5	There  are  some  nice  things  -- 
19_cell_neg_6	but  these  are  externals 
19_cell_neg_7	and  certainly  not  explained  in  the  user  manual  . 
19_cell_neg_8	--  customisation  of  the  front  screen  is  do-able  . 
19_cell_neg_9	--  there  's  a  composer  in  the  phone 
19_cell_neg_10	to  compose  your  own  ringtone  . 
19_cell_neg_11	No  mention  in  the  user  manual  . 
19_cell_neg_12	Stumbled  across  it  . 
19_cell_neg_13	--  Ringtones  are  expensive  to  buy  from  Cingular  . 
19_cell_neg_14	First  you  pay  for  the  ringtone 
19_cell_neg_15	and  then 
19_cell_neg_16	you  pay  for  the  access  to  the  internet  to  download  it  . 
19_cell_neg_17	A  double  payment  . 
19_cell_neg_18	The  saving  grace  was  the  ability 
19_cell_neg_19	to  send  the  ringtones  to  myself  by  searching  for  methods  on  the  internet  . 
19_cell_neg_20	--  The  volume  was  always  frustrating  . 
19_cell_neg_21	I  was  unable  to  find  a  ringtone  loud  enough  so 
19_cell_neg_22	that  i  could  hear  the  phone 
19_cell_neg_23	when  it  's  in  my  purse  . 
19_cell_neg_24	Volume  controls  are  easy  . 
19_cell_neg_25	However  putting  the  phone  on  vibrate  was  buried  in  the  menus  and  not  in  the  user  manual  . 
19_cell_neg_26	Counterbalanced  by  the  ability 
19_cell_neg_27	to  put  an  icon  on  the  front  screen  so  i  could  easily  change  it  to  vibrate  . 
19_cell_neg_28	--  I  especially  hate  how  loud  the  phone  is 
19_cell_neg_29	when  you  go  to  turn  it  off  in  a  theater  . 
19_cell_neg_30	You  `  re  being  responsible 
19_cell_neg_31	and  the  phone  does  that  annoying  Moto  noise  . 
19_cell_neg_32	It  's  only  silent 
19_cell_neg_33	when  you  shut  it  down  from  silent  ringing  . 
19_cell_neg_34	Yet  to  set  it  on  silent  ringing  using  the  side  buttons  , 
19_cell_neg_35	you  get  noisy  tones 
19_cell_neg_36	as  you  lower  the  volume 
20_cell_pos_1	Bought  this  to  replace  my  three-year-old  cell  phone  and  an  ancient 
20_cell_pos_2	but  still  working  Palm  IIIc  . 
20_cell_pos_3	My  observations 
20_cell_pos_4	after  30  days  of  ownership  : 
20_cell_pos_5	1  .  Setup  is  time  consuming  but  unavoidable  . 
20_cell_pos_6	Patience  is  required  . 
20_cell_pos_7	I  `  ve  had  a  couple 
20_cell_pos_8	of  questions  that  I  asked  Cingular  ,  only  to  be  forwarded  to  Palm  ,  only  to  be  forwarded  to  Microsoft  , 
20_cell_pos_9	then  back  to  Cingular  . 
20_cell_pos_10	It  seems  no  Customer  Service  department  has  really  mastered  this  unit  . 
20_cell_pos_11	2  .  Have  to  do  a  soft  reset  every  once  in  a  while  . 
20_cell_pos_12	The  unit  turns  off  the  sound  by  itself  and  the  only  way 
20_cell_pos_13	I  `  ve  found  to  fix 
20_cell_pos_14	it  is  to  do  a  soft  reset  . 
20_cell_pos_15	3  .  I  'm  not  crazy  about  Microsoft  Outlook  's  calendar 
20_cell_pos_16	compared  to  Palm  's  . 
20_cell_pos_17	"I  miss  several  Palm  features  ,  like  the  ""  Go  to  ""  and  the  ""  Today  ""  buttons  . "
20_cell_pos_18	Outlook  's  calendar  just  is  n't  as  easy  to  manuever  as  Palm  's  . 
20_cell_pos_19	4  .  Phone  listening  volume  is  low  , 
20_cell_pos_20	especially 
20_cell_pos_21	when  the  unit  is  in  a  protective  case  , 
