PhraseIDs	Polarity
8_cell_pos_5	negative
8_cell_pos_6	negative
8_cell_pos_7	negative
8_cell_pos_8	negative
8_cell_pos_9	negative
8_cell_pos_10	positive
8_cell_pos_11	positive
8_cell_pos_12	positive
8_cell_pos_13	positive
8_cell_pos_14	positive
8_cell_pos_15	positive
8_cell_pos_16	positive
8_cell_pos_17	positive
8_cell_pos_18	positive
8_cell_pos_19	positive
8_cell_pos_20	positive
8_cell_pos_21	positive
8_cell_pos_22	positive
8_cell_pos_23	positive
8_cell_pos_24	positive
8_cell_pos_25	positive
8_cell_pos_26	positive
8_cell_pos_27	positive
8_cell_pos_28	positive
8_cell_pos_29	negative
8_cell_pos_30	positive
8_cell_pos_31	negative
8_cell_pos_32	negative
8_cell_pos_33	negative
8_cell_pos_34	negative
8_cell_pos_35	negative
8_cell_pos_36	negative
8_cell_pos_37	negative
8_cell_pos_38	negative
8_cell_pos_39	negative
8_cell_pos_40	negative
8_cell_pos_41	positive
8_cell_pos_42	positive
8_cell_pos_43	positive
8_cell_pos_44	negative
8_cell_pos_45	negative
8_cell_pos_46	negative
8_cell_pos_47	negative
8_cell_pos_48	negative
8_cell_pos_49	positive
8_cell_pos_50	positive
8_cell_pos_51	positive
8_cell_pos_52	positive
8_cell_pos_53	positive
8_cell_pos_54	positive
8_cell_pos_55	positive
8_cell_pos_56	positive
8_cell_pos_57	positive
8_cell_pos_58	positive
8_cell_pos_59	positive
8_cell_pos_60	negative
8_cell_pos_61	negative
8_cell_pos_62	positive
8_cell_pos_63	positive
8_cell_pos_64	positive
8_cell_pos_65	positive
8_cell_pos_66	positive
8_cell_pos_67	positive
8_cell_pos_68	positive
8_cell_pos_69	positive
8_cell_pos_70	positive
8_cell_pos_71	positive
8_cell_pos_72	positive
8_cell_pos_73	positive
8_cell_pos_74	positive
8_cell_pos_75	positive
8_cell_pos_76	positive
8_cell_pos_77	negative
8_cell_pos_78	negative
8_cell_pos_79	negative
8_cell_pos_80	positive
8_cell_pos_81	positive
8_cell_pos_82	positive
16_gourmet_neg_1	negative
16_gourmet_neg_2	positive
16_gourmet_neg_3	negative
16_gourmet_neg_4	negative
16_gourmet_neg_5	negative
16_gourmet_neg_6	negative
16_gourmet_neg_7	negative
16_gourmet_neg_8	negative
16_gourmet_neg_9	negative
16_gourmet_neg_10	negative
16_gourmet_neg_11	negative
16_gourmet_neg_12	negative
16_gourmet_neg_13	positive
16_gourmet_neg_14	positive
16_gourmet_neg_15	negative
16_gourmet_neg_16	positive
16_gourmet_neg_17	negative
9_gourmet_neg_1	negative
9_gourmet_neg_2	positive
9_gourmet_neg_3	positive
9_gourmet_neg_4	positive
9_gourmet_neg_5	negative
9_gourmet_neg_6	negative
9_gourmet_neg_7	negative
9_gourmet_neg_8	negative
9_gourmet_neg_9	negative
9_gourmet_neg_10	negative
9_gourmet_neg_11	negative
9_gourmet_neg_12	positive
9_gourmet_neg_13	positive
9_gourmet_neg_14	negative
9_gourmet_neg_15	negative
9_gourmet_neg_16	negative
9_gourmet_neg_17	negative
9_gourmet_neg_18	negative
9_gourmet_neg_19	negative
9_gourmet_neg_20	negative
9_gourmet_neg_21	negative
9_gourmet_neg_22	negative
9_gourmet_neg_23	negative
9_gourmet_neg_24	negative
9_gourmet_neg_25	negative
9_gourmet_neg_26	negative
9_gourmet_neg_27	negative
9_gourmet_neg_28	negative
9_gourmet_neg_29	negative
9_gourmet_neg_30	negative
3_gourmet_pos_1	positive
3_gourmet_pos_2	positive
3_gourmet_pos_3	positive
3_gourmet_pos_4	positive
3_gourmet_pos_5	positive
3_gourmet_pos_6	positive
3_gourmet_pos_7	positive
3_gourmet_pos_8	positive
3_gourmet_pos_9	positive
3_gourmet_pos_10	positive
3_gourmet_pos_11	positive
3_gourmet_pos_12	positive
3_gourmet_pos_13	positive
3_gourmet_pos_14	positive
3_gourmet_pos_15	positive
3_gourmet_pos_16	positive
3_gourmet_pos_17	positive
3_gourmet_pos_18	positive
3_gourmet_pos_19	positive
3_gourmet_pos_20	positive
3_gourmet_pos_21	positive
3_gourmet_pos_22	positive
3_gourmet_pos_23	positive
3_gourmet_pos_24	positive
3_gourmet_pos_25	positive
3_gourmet_pos_26	positive
3_gourmet_pos_27	positive
3_gourmet_pos_28	positive
3_gourmet_pos_29	positive
3_gourmet_pos_30	positive
3_gourmet_pos_31	positive
3_gourmet_pos_32	positive
3_gourmet_pos_33	positive
3_gourmet_pos_34	positive
3_gourmet_pos_35	positive
3_gourmet_pos_36	positive
3_gourmet_pos_37	positive
3_gourmet_pos_38	positive
3_gourmet_pos_39	positive
3_gourmet_pos_40	positive
3_gourmet_pos_41	positive
3_gourmet_pos_42	positive
3_gourmet_pos_43	positive
3_gourmet_pos_44	positive
3_gourmet_pos_45	positive
3_gourmet_pos_46	positive
3_gourmet_pos_47	positive
3_gourmet_pos_48	positive
3_gourmet_pos_49	positive
3_gourmet_pos_50	positive
3_gourmet_pos_51	positive
3_gourmet_pos_52	positive
3_gourmet_pos_53	positive
3_gourmet_pos_54	positive
3_gourmet_pos_55	positive
3_gourmet_pos_56	positive
3_gourmet_pos_57	positive
3_gourmet_pos_58	positive
3_gourmet_pos_59	positive
3_gourmet_pos_60	positive
3_gourmet_pos_61	positive
3_gourmet_pos_62	positive
3_gourmet_pos_63	positive
6_gourmet_pos_1	positive
6_gourmet_pos_2	positive
6_gourmet_pos_3	positive
6_gourmet_pos_4	positive
6_gourmet_pos_5	positive
6_gourmet_pos_6	positive
6_gourmet_pos_7	positive
6_gourmet_pos_8	negative
6_gourmet_pos_9	negative
6_gourmet_pos_10	negative
6_gourmet_pos_11	negative
6_gourmet_pos_12	positive
6_gourmet_pos_13	positive
6_gourmet_pos_14	positive
6_gourmet_pos_15	positive
6_gourmet_pos_16	positive
6_gourmet_pos_17	positive
6_gourmet_pos_18	positive
6_gourmet_pos_19	positive
6_gourmet_pos_20	positive
6_gourmet_pos_21	positive
6_gourmet_pos_22	positive
6_gourmet_pos_23	positive
6_gourmet_pos_24	positive
6_gourmet_pos_25	positive
6_gourmet_pos_26	positive
6_gourmet_pos_27	positive
6_gourmet_pos_28	positive
6_gourmet_pos_29	positive
6_gourmet_pos_30	positive
6_gourmet_pos_31	positive
6_gourmet_pos_32	positive
6_gourmet_pos_33	positive
6_gourmet_pos_34	positive
6_gourmet_pos_35	positive
6_gourmet_pos_36	positive
6_gourmet_pos_37	positive
6_gourmet_pos_38	positive
6_gourmet_pos_39	positive
13_kitchen_neg_1	negative
13_kitchen_neg_2	negative
13_kitchen_neg_3	negative
13_kitchen_neg_4	negative
13_kitchen_neg_5	negative
13_kitchen_neg_6	negative
13_kitchen_neg_7	positive
13_kitchen_neg_8	negative
13_kitchen_neg_9	negative
13_kitchen_neg_10	negative
13_kitchen_neg_11	negative
13_kitchen_neg_12	negative
13_kitchen_neg_13	negative
13_kitchen_neg_14	negative
13_kitchen_neg_15	negative
13_kitchen_neg_16	negative
13_kitchen_neg_17	negative
13_kitchen_neg_18	negative
13_kitchen_neg_19	negative
13_kitchen_neg_20	negative
13_kitchen_neg_21	negative
13_kitchen_neg_22	negative
13_kitchen_neg_23	negative
13_kitchen_neg_24	negative
13_kitchen_neg_25	negative
13_kitchen_neg_26	negative
13_kitchen_neg_27	negative
13_kitchen_neg_28	negative
13_kitchen_neg_29	negative
13_kitchen_neg_30	negative
13_kitchen_neg_31	negative
1_kitchen_neg_1	negative
1_kitchen_neg_2	negative
1_kitchen_neg_3	negative
1_kitchen_neg_4	negative
1_kitchen_neg_5	negative
1_kitchen_neg_6	negative
1_kitchen_neg_7	negative
1_kitchen_neg_8	negative
1_kitchen_neg_9	negative
1_kitchen_neg_10	negative
1_kitchen_neg_11	negative
1_kitchen_neg_12	negative
1_kitchen_neg_13	negative
1_kitchen_neg_14	negative
1_kitchen_neg_15	negative
1_kitchen_neg_16	negative
1_kitchen_neg_17	negative
1_kitchen_neg_18	negative
1_kitchen_neg_19	negative
1_kitchen_neg_20	negative
1_kitchen_neg_21	negative
1_kitchen_neg_22	negative
1_kitchen_neg_23	negative
1_kitchen_neg_24	negative
1_kitchen_neg_25	negative
1_kitchen_neg_26	negative
1_kitchen_neg_27	negative
1_kitchen_neg_28	positive
1_kitchen_neg_29	positive
1_kitchen_neg_30	positive
1_kitchen_neg_31	negative
1_kitchen_neg_32	negative
1_kitchen_neg_33	negative
1_kitchen_neg_34	negative
1_kitchen_neg_35	negative
1_kitchen_neg_36	negative
1_kitchen_neg_37	negative
1_kitchen_neg_38	negative
1_kitchen_neg_39	negative
1_kitchen_neg_40	negative
1_kitchen_neg_41	negative
1_kitchen_neg_42	negative
1_kitchen_neg_43	negative
1_kitchen_neg_44	negative
1_kitchen_neg_45	negative
1_kitchen_neg_46	negative
1_kitchen_neg_47	negative
1_kitchen_neg_48	negative
1_kitchen_neg_49	negative
1_kitchen_neg_50	positive
1_kitchen_neg_51	positive
1_kitchen_neg_52	positive
1_kitchen_neg_53	negative
1_kitchen_neg_54	negative
1_kitchen_neg_55	negative
1_kitchen_neg_56	positive
1_kitchen_neg_57	negative
1_kitchen_neg_58	negative
1_kitchen_neg_59	negative
1_kitchen_neg_60	negative
1_kitchen_neg_61	negative
1_kitchen_neg_62	negative
1_kitchen_neg_63	negative
1_kitchen_neg_64	negative
1_kitchen_neg_65	negative
1_kitchen_neg_66	positive
1_kitchen_neg_67	negative
1_kitchen_neg_68	negative
1_kitchen_neg_69	negative
1_kitchen_neg_70	negative
1_kitchen_neg_71	negative
1_kitchen_neg_72	negative
1_kitchen_neg_73	negative
1_kitchen_neg_74	negative
1_kitchen_neg_75	positive
1_kitchen_neg_76	positive
1_kitchen_neg_77	positive
1_kitchen_neg_78	negative
1_kitchen_neg_79	negative
1_kitchen_neg_80	negative
1_kitchen_neg_81	positive
1_kitchen_neg_82	negative
1_kitchen_neg_83	negative
1_kitchen_neg_84	negative
1_kitchen_neg_85	negative
1_kitchen_neg_86	negative
1_kitchen_neg_87	negative
1_kitchen_neg_88	negative
1_kitchen_neg_89	negative
1_kitchen_neg_90	negative
1_kitchen_neg_91	negative
1_kitchen_neg_92	negative
1_kitchen_neg_93	negative
1_kitchen_neg_94	negative
1_kitchen_neg_95	negative
1_kitchen_neg_96	negative
1_kitchen_neg_97	negative
1_kitchen_neg_98	negative
1_kitchen_neg_99	negative
1_kitchen_neg_100	negative
1_kitchen_neg_101	negative
1_kitchen_neg_102	negative
1_kitchen_neg_103	negative
1_kitchen_neg_104	negative
1_kitchen_neg_105	negative
1_kitchen_neg_106	negative
1_kitchen_neg_107	negative
1_kitchen_neg_108	negative
1_kitchen_neg_109	negative
1_kitchen_neg_110	negative
1_kitchen_neg_111	negative
1_kitchen_neg_112	negative
3_kitchen_pos_1	positive
3_kitchen_pos_2	positive
3_kitchen_pos_3	positive
3_kitchen_pos_4	positive
3_kitchen_pos_5	positive
3_kitchen_pos_6	positive
3_kitchen_pos_7	positive
3_kitchen_pos_8	positive
3_kitchen_pos_9	positive
3_kitchen_pos_10	positive
3_kitchen_pos_11	positive
3_kitchen_pos_12	positive
3_kitchen_pos_13	positive
3_kitchen_pos_14	negative
3_kitchen_pos_15	negative
3_kitchen_pos_16	negative
3_kitchen_pos_17	negative
3_kitchen_pos_18	negative
3_kitchen_pos_19	negative
3_kitchen_pos_20	positive
3_kitchen_pos_21	negative
3_kitchen_pos_22	positive
3_kitchen_pos_23	positive
3_kitchen_pos_24	negative
3_kitchen_pos_25	negative
3_kitchen_pos_26	negative
3_kitchen_pos_27	negative
3_kitchen_pos_28	negative
3_kitchen_pos_29	negative
3_kitchen_pos_30	negative
3_kitchen_pos_31	negative
3_kitchen_pos_32	positive
3_kitchen_pos_33	positive
3_kitchen_pos_34	negative
3_kitchen_pos_35	positive
3_kitchen_pos_36	positive
3_kitchen_pos_37	positive
3_kitchen_pos_38	positive
3_kitchen_pos_39	negative
3_kitchen_pos_40	positive
3_kitchen_pos_41	positive
3_kitchen_pos_42	negative
3_kitchen_pos_43	negative
3_kitchen_pos_44	negative
3_kitchen_pos_45	positive
3_kitchen_pos_46	positive
3_kitchen_pos_47	positive
3_kitchen_pos_48	positive
3_kitchen_pos_49	negative
3_kitchen_pos_50	negative
3_kitchen_pos_51	positive
3_kitchen_pos_52	positive
3_kitchen_pos_53	positive
3_kitchen_pos_54	positive
3_kitchen_pos_55	positive
3_kitchen_pos_56	positive
3_kitchen_pos_57	positive
3_kitchen_pos_58	positive
3_kitchen_pos_59	positive
3_kitchen_pos_60	positive
3_kitchen_pos_61	positive
3_kitchen_pos_62	positive
3_kitchen_pos_63	positive
3_kitchen_pos_64	positive
3_kitchen_pos_65	negative
3_kitchen_pos_66	positive
3_kitchen_pos_67	positive
3_kitchen_pos_68	positive
3_kitchen_pos_69	positive
3_kitchen_pos_70	positive
3_kitchen_pos_71	positive
3_kitchen_pos_72	positive
3_kitchen_pos_73	positive
3_kitchen_pos_74	positive
3_kitchen_pos_75	positive
3_kitchen_pos_76	positive
3_kitchen_pos_77	positive
3_kitchen_pos_78	positive
3_kitchen_pos_79	positive
3_kitchen_pos_80	positive
3_kitchen_pos_81	positive
3_kitchen_pos_82	positive
3_kitchen_pos_83	positive
3_kitchen_pos_84	positive
3_kitchen_pos_85	positive
3_kitchen_pos_86	positive
3_kitchen_pos_87	positive
3_kitchen_pos_88	positive
3_kitchen_pos_89	positive
3_kitchen_pos_90	positive
3_kitchen_pos_91	positive
3_kitchen_pos_92	positive
3_kitchen_pos_93	positive
3_kitchen_pos_94	positive
3_kitchen_pos_95	negative
3_kitchen_pos_96	positive
3_kitchen_pos_97	positive
3_kitchen_pos_98	positive
3_kitchen_pos_99	positive
3_kitchen_pos_100	positive
3_kitchen_pos_101	positive
3_kitchen_pos_102	positive
3_kitchen_pos_103	negative
3_kitchen_pos_104	positive
3_kitchen_pos_105	positive
3_kitchen_pos_106	positive
3_kitchen_pos_107	positive
3_kitchen_pos_108	positive
3_kitchen_pos_109	positive
3_kitchen_pos_110	positive
3_kitchen_pos_111	positive
3_kitchen_pos_112	positive
3_kitchen_pos_113	positive
3_kitchen_pos_114	positive
3_kitchen_pos_115	positive
3_kitchen_pos_116	positive
3_kitchen_pos_117	positive
5_kitchen_pos_1	positive
5_kitchen_pos_2	positive
5_kitchen_pos_3	positive
5_kitchen_pos_4	positive
5_kitchen_pos_5	negative
5_kitchen_pos_6	positive
5_kitchen_pos_7	positive
5_kitchen_pos_8	positive
5_kitchen_pos_9	negative
5_kitchen_pos_10	positive
5_kitchen_pos_11	positive
5_kitchen_pos_12	positive
5_kitchen_pos_13	negative
5_kitchen_pos_14	negative
5_kitchen_pos_15	positive
5_kitchen_pos_16	positive
5_kitchen_pos_17	positive
5_kitchen_pos_18	negative
5_kitchen_pos_19	negative
5_kitchen_pos_20	negative
5_kitchen_pos_21	positive
5_kitchen_pos_22	positive
5_kitchen_pos_23	positive
5_kitchen_pos_24	positive
5_kitchen_pos_25	positive
5_kitchen_pos_26	positive
5_kitchen_pos_27	positive
5_kitchen_pos_28	positive
5_kitchen_pos_29	positive
5_kitchen_pos_30	positive
5_kitchen_pos_31	positive
5_kitchen_pos_32	positive
5_kitchen_pos_33	positive
5_kitchen_pos_34	positive
5_kitchen_pos_35	negative
5_kitchen_pos_36	positive
5_kitchen_pos_37	positive
5_kitchen_pos_38	positive
5_kitchen_pos_39	positive
5_kitchen_pos_40	positive
5_kitchen_pos_41	positive
5_kitchen_pos_42	positive
5_kitchen_pos_43	positive
5_kitchen_pos_44	negative
5_kitchen_pos_45	negative
5_kitchen_pos_46	positive
5_kitchen_pos_47	positive
5_kitchen_pos_48	negative
5_kitchen_pos_49	positive
5_kitchen_pos_50	positive
5_kitchen_pos_51	positive
5_kitchen_pos_52	positive
5_kitchen_pos_53	positive
5_kitchen_pos_54	negative
5_kitchen_pos_55	negative
5_kitchen_pos_56	negative
5_kitchen_pos_57	negative
5_kitchen_pos_58	negative
5_kitchen_pos_59	negative
5_kitchen_pos_60	positive
5_kitchen_pos_61	positive
5_kitchen_pos_62	positive
5_kitchen_pos_63	positive
5_kitchen_pos_64	positive
5_kitchen_pos_65	positive
5_kitchen_pos_66	positive
5_kitchen_pos_67	positive
5_kitchen_pos_68	positive
5_kitchen_pos_69	positive
5_kitchen_pos_70	positive
5_kitchen_pos_71	positive
5_kitchen_pos_72	positive
5_kitchen_pos_73	positive
5_kitchen_pos_74	positive
5_kitchen_pos_75	positive
5_kitchen_pos_76	negative
5_kitchen_pos_77	negative
