PhraseIDs	Text
6_cell_neg_56	thru  the  answering  system 
6_cell_neg_57	and  got  thru  to  RMA  and  a  fellow 
6_cell_neg_58	named  Mike  . 
6_cell_neg_59	Mike  explained 
6_cell_neg_60	that  they  could  n't  send  a  charger 
6_cell_neg_61	-LRB-  none  in  stock  -RRB- 
6_cell_neg_62	and  that  I  would  have  to  send  the  entire  phone  back  - 
6_cell_neg_63	which  is  what  I  am  now  doing  - 
6_cell_neg_64	60  +  minutes  after  the  initial  call  . 
6_cell_neg_65	I  have  to  say 
6_cell_neg_66	that  my  interactions  with  virgin  mobile  so  far  has  not  been  positive  . 
6_cell_neg_67	They  customer  service  staff  is  obviously  poorly  trained  and  not  empowered  to  make  decisions  . 
6_cell_neg_68	The  interfaces  with  support  are  youth 
6_cell_neg_69	geared  -  not  a  bad  thing  except  when  it  is  at  the  expense  of  treating  adults  courteously  and  professionally  . 
6_cell_neg_70	I  am 
6_cell_neg_71	sending  the  phone  back  for  a  refund 
6_cell_neg_72	and  re-considering  the  provider  for  pay-as-you-go  service  . 
6_cell_neg_73	01/26/2007  . 
14_cell_pos_1	I  got  this  phone  2  weeks  back  although  I  have  seen  this  with  my  cousin  in  Singapore  quite  sometime  back  . 
14_cell_pos_2	Just  right  off  the  box  ,  the  phone  is  quite  impressive  . 
14_cell_pos_3	Many  complain  about  the  response  time  -  yes  ,  this  phone  is  slow 
14_cell_pos_4	but  does  n't  bother  me 
14_cell_pos_5	-  far  better  than  my  windows  machine  Overall  ,  very  good  phone 
14_cell_pos_6	for  what  it  offers  . 
14_cell_pos_7	Pros  : 
14_cell_pos_8	\*  This  phone  tops  in  ergonomics  ,  ease  of  use  ,  presentation  ,  features  ,  Bluetooth  ,  speakerphone  and  call  quality  . 
14_cell_pos_9	\*  Wi-fi  is  worth 
14_cell_pos_10	mentioning  separately  . 
14_cell_pos_11	It  is  simply  superb  . 
14_cell_pos_12	\*  Nokia  's  connection  manager  is  far  superior  than  anyone  else  in  the  market  . 
14_cell_pos_13	It  handles  very 
14_cell_pos_14	efficiently  that  one  can  easily  choose  between  several  access  points 
14_cell_pos_15	and  save  lots  of  money  . 
14_cell_pos_16	I  accidentally 
14_cell_pos_17	downloaded  a  big  chunk  of  data 
14_cell_pos_18	and  going  to  pay  through  my  nose  next  month  ! 
14_cell_pos_19	\*  All  the  apps 
14_cell_pos_20	that 
14_cell_pos_21	come  with  this  phone  are  quite  good  . 
14_cell_pos_22	\*  BT  sync  with  my  apple  is  just  fine  with  iSync  . 
14_cell_pos_23	Also  I  transfer  music\/themes\/ringtones 
14_cell_pos_24	using  data  cable  from  my  Wintel  . 
14_cell_pos_25	"The  phone  automatically  toggles  to  ""  Mass  storage  ""  mode "
14_cell_pos_26	when  it  is  connected  to  PC  , 
14_cell_pos_27	which  is  pretty  neat  . 
14_cell_pos_28	\*  I  have  n't  faced  any  such  problem  as  I  charge  my  gadgets  daily  . 
14_cell_pos_29	I  also  tried  leaving  it  uncharged 
14_cell_pos_30	and  it  comes  for  2-3  days  ,  good  enough  for  my  call  volumes  . 
14_cell_pos_31	\*  Symbian  browser  is  fast  and  stunning  . 
14_cell_pos_32	Bookmarks  feature  is  neat  . 
14_cell_pos_33	Having  the  wi-fi  feature  helps  you  to  set  all  the  bookmarks 
14_cell_pos_34	while  you  `  re  at  home 
14_cell_pos_35	and  then  use  it  wisely 
14_cell_pos_36	while  you  are  away  . 
14_cell_pos_37	\*  Camera  quality  is  good  . 
14_cell_pos_38	Dual  camera  is  just  a  great  idea  . 
14_cell_pos_39	Camera  settings  are  similar  to  professional  cameras  -  very  very  impressive  ! 
14_cell_pos_40	\*  Tried  the  video  mode 
14_cell_pos_41	and  came  fine  . 
14_cell_pos_42	\*  Battery  life  , 
14_cell_pos_43	as  many  claim  , 
14_cell_pos_44	seems  short  - 
14_cell_pos_45	but  I  charge  my  gadgets  daily  -  so  not  a  big  issue 
14_cell_pos_46	\*  The  headset  that  comes  with  the  phone  is  really  good  . 
14_cell_pos_47	\*  Tonnes  of  themes  , 
14_cell_pos_48	apps  etc  available  for  this  phone  .  .  . 
14_cell_pos_49	Cons 
14_cell_pos_50	\*  My  first  biggest  problem  is  that  the  main  navigation  key  is  badly  designed  . 
14_cell_pos_51	It  is  made  of  cheap  plastic  and  almost  8  out  of  10  times 
14_cell_pos_52	"I  ""  selected  "" "
14_cell_pos_53	an  option 
14_cell_pos_54	when  I  was  actually  trying  to  navigate  to  left  . 
14_cell_pos_55	It  is  SO  frustrating  . 
14_cell_pos_56	\*  My  second  biggest  problem  with  this  phone  is 
14_cell_pos_57	when  the  slider  is  on  , 
14_cell_pos_58	the  screen  light  does  not  come  up  . 
14_cell_pos_59	So  you  wo  n't  know  -  even  in  the  day  - 
14_cell_pos_60	"which  button  to  press  to  answer  the  question  ""  Unlock  phone  ?  "" "
14_cell_pos_61	- 
14_cell_pos_62	you  will  get  that 
14_cell_pos_63	by  practice 
14_cell_pos_64	but  it  is  truly  a  pain  . 
14_cell_pos_65	\*  The  process  of  taking  a  picture  sucks  . 
14_cell_pos_66	The  picture  what  you  see  on  the  screen 
14_cell_pos_67	when  you  hear  the  shutter  sound  is  NOT  what  you  get  . 
14_cell_pos_68	There  is  a  serious  lag  between  the  shutter  click  and  the  final  image  . 
14_cell_pos_69	I  sincerely  hope  if  there  would  be  some  s\/w  patch  for  this  . 
14_cell_pos_70	I  am  anyway  not  a  big  fan  of  phone  cameras  -  with  an  exception  of  Sony  Ericsson  W810i  . 
14_cell_pos_71	That  is  one  far  superior  camera  quality 
14_cell_pos_72	I  saw  so  far  . 
14_cell_pos_73	\*  Slider  lock  and  unlock  feature  is  good  and  bad  . 
14_cell_pos_74	I  am 
14_cell_pos_75	putting  this  on  the  bad  section  as  even  if  the  slider  opens  in  your  pocket  , 
14_cell_pos_76	the  phone  could  turn  on 
14_cell_pos_77	and  end  up  with  accidental  redialing  . 
14_cell_pos_78	So  you  would  need  a  small  app 
14_cell_pos_79	to  do  the  locking  properly  . 
14_cell_pos_80	Overall  -  good  phone  . 
14_cell_pos_81	At  this  point  ,  Nokia  has  better  phones  like  N95  etc  -  of  course  very  expensive  . 
6_kitchen_pos_1	Using  a  Chemex  requires  water  to  be  heated  in  a  tea  kettle  prior  to  brewing  , 
6_kitchen_pos_2	and  it  requires  a  finer  ground  than  what  auto-drip  machines  ask  for  . 
6_kitchen_pos_3	After  the  water  is  brought  to  a  boil  , 
6_kitchen_pos_4	it  's  important  to  wait  for  it  to  cool  just  slightly 
6_kitchen_pos_5	-LRB-  about  30  seconds  -RRB- 
6_kitchen_pos_6	and 
6_kitchen_pos_7	then 
6_kitchen_pos_8	you  need 
6_kitchen_pos_9	to  wet  the  grounds  in  the  filter  ,  wait  for  them  to  drain  , 
6_kitchen_pos_10	and  then  fill  the  pot  with  water  . 
6_kitchen_pos_11	Want  more  than  a  single  cup  of  coffee  ? 
6_kitchen_pos_12	You  wait  for  your  first  pour  to  brew  , 
6_kitchen_pos_13	and  then  fill  the  filter  again  . 
6_kitchen_pos_14	Some  advantages  over  other  forms  of  coffee  brewing  : 
6_kitchen_pos_15	1  .  Taste  : 
6_kitchen_pos_16	I  do  n't  know 
6_kitchen_pos_17	how  it  does  it  , 
6_kitchen_pos_18	but  the  filter  does  keep  your  coffee  from  being  bitter  . 
6_kitchen_pos_19	2  .  Cleanability  : 
6_kitchen_pos_20	Users  can  keep  all  necessary  components  clean 
6_kitchen_pos_21	-LRB-  anyone 
6_kitchen_pos_22	who  's  brewed  water  and  vinegar  through  their  coffee  maker  to  kill  off  a  bitter  taste 
6_kitchen_pos_23	that  was  n't  there 
6_kitchen_pos_24	when  you  bought 
6_kitchen_pos_25	it  understands  this  plight  -RRB-  . 
6_kitchen_pos_26	Oftentimes  ,  the  most  aggressive  criticism  of  the  Chemex  is  its  ponderousness 
6_kitchen_pos_27	to  clean 
6_kitchen_pos_28	because  it  's  not  possible  to  get  your  hand  into  the  reservoir  . 
6_kitchen_pos_29	Some  people  prefer 
6_kitchen_pos_30	to  add  hot  water  and  soap  and  give  it  a  good  rinse  , 
6_kitchen_pos_31	which  is  fine  if  you  clean  the  moment 
6_kitchen_pos_32	you  empty  the  pot  , 
6_kitchen_pos_33	but  if  you  `  re  like  me 
6_kitchen_pos_34	and  you  let 
6_kitchen_pos_35	the  remaining  sip  or  two  sit 
6_kitchen_pos_36	until  a  nice  coffee  stain  is  on  the  glass  , 
6_kitchen_pos_37	then  you  need  some  good  '  ol  fashion  friction 
6_kitchen_pos_38	to  get 
6_kitchen_pos_39	it  clean  . 
6_kitchen_pos_40	The  best  thing  I  `  ve  found  : 
6_kitchen_pos_41	a  baby  bottle  cleaner  . 
6_kitchen_pos_42	It  's  narrow  enough 
6_kitchen_pos_43	to  get  into  the  reservoir 
6_kitchen_pos_44	and  the  angle  can  be  adjusted  to  scrap  the  walls  ,  too  . 
6_kitchen_pos_45	Brilliant  ! 
6_kitchen_pos_46	3  .  Electricity  Free  : 
6_kitchen_pos_47	As  long  as  you  can  boil  water  , 
6_kitchen_pos_48	you  can  have  coffee  . 
6_kitchen_pos_49	4  .  Mud\/Sludge  : 
6_kitchen_pos_50	French  press  and  stove-top 
6_kitchen_pos_51	espresso-style  brewing  always  leaves  a  thick  slime  at  the  bottom  of  an  otherwise  rich  cup  of  coffee  . 
6_kitchen_pos_52	Do  n't  get 
6_kitchen_pos_53	me  wrong  : 
6_kitchen_pos_54	I  think 
6_kitchen_pos_55	that  's  good 
6_kitchen_pos_56	-LRB-  I  use  a  French  Press 
6_kitchen_pos_57	when  I  'm  in  the  mood  -RRB-  , 
6_kitchen_pos_58	but  the  cone  on  a  Chemex  does  n't  allow  that  at  all  . 
6_kitchen_pos_59	5  .  Style\/Size  : 
6_kitchen_pos_60	the  Chemex  coffee  pot  is  a  relic 
6_kitchen_pos_61	-LRB-  designed  in  the  40s  -RRB- 
6_kitchen_pos_62	and  the  wood  cuff  with  rawhide  tie  screams  simplicity  and  elegance 
6_kitchen_pos_63	and  it  's  a  wonderful  ,  minimalist  sight  on  any  kitchen  counter 
6_kitchen_pos_64	-LRB-  and  unlike  electric  coffee  makers  ,  easy  to  move  if  you  need  the  space  -RRB-  . 
6_kitchen_pos_65	Some  drawbacks  any  purchaser  should  consider  : 
6_kitchen_pos_66	1  .  Time  : 
6_kitchen_pos_67	it  does  take  5 
6_kitchen_pos_68	- 
6_kitchen_pos_69	10  minutes  of  labor 
6_kitchen_pos_70	to  get  the  morning  cup  of  coffee  . 
6_kitchen_pos_71	2  .  Cones  : 
6_kitchen_pos_72	you  ca  n't  run  over  to  Wal-Mart 
6_kitchen_pos_73	when  you  use  the  last  filter  ; 
6_kitchen_pos_74	you  need 
6_kitchen_pos_75	to  find  a  specialty  store  or  go  online  , 
6_kitchen_pos_76	which  means 
6_kitchen_pos_77	you  need 
6_kitchen_pos_78	to  plan  ahead  . 
6_kitchen_pos_79	3  .  Cold  Coffee  : 
6_kitchen_pos_80	no  electric  hot  plate 
6_kitchen_pos_81	-LRB-  thank  god  -RRB- 
6_kitchen_pos_82	means  coffee  not  poured  and  consumed  immediately  gets  cold  quickly  . 
6_kitchen_pos_83	You  can  buy  a  wire  guard  and  a  glass  lid  so  your  Chemex  can  be  warmed  on  the  stovetop  . 
6_kitchen_pos_84	I  think 
6_kitchen_pos_85	that  's  more  labor 
6_kitchen_pos_86	added  to  an  already  laborious  endeavor  . 
6_kitchen_pos_87	Just  have  a  warmed  thermos  ready 
6_kitchen_pos_88	and  use  that  to  store  any  unused  coffee  . 
6_kitchen_pos_89	4  .  Learning  Curve  : 
6_kitchen_pos_90	It  does  take  some  time  to  get  the  grind  right  ,  the  amount  right 
6_kitchen_pos_91	and  the  water  level  right  to  find  a  cup 
6_kitchen_pos_92	which  caters  to  your  tongue  . 
6_kitchen_pos_93	5  . 
6_kitchen_pos_94	Cleanability  : 
6_kitchen_pos_95	I  know 
6_kitchen_pos_96	this  is  in  the  advantages  column  ,  as  well  , 
6_kitchen_pos_97	but  it  's  worth 
6_kitchen_pos_98	mentioning 
6_kitchen_pos_99	that  a  lot  of  people  hate 
6_kitchen_pos_100	cleaning  these  things  . 
6_kitchen_pos_101	To  submerge  it  does  mean  pulling  off  the  wood  cuff 
6_kitchen_pos_102	-LRB- 
6_kitchen_pos_103	which  is  a  small  pain  -RRB- 
6_kitchen_pos_104	else 
6_kitchen_pos_105	it  will  get  nasty  over  time 
10_kitchen_neg_1	I  am 
10_kitchen_neg_2	looking  for  a  remote  trainer  for  one  of  my  dogs  . 
10_kitchen_neg_3	Amazon  's  listing  says 
10_kitchen_neg_4	"this  Innotek  trainer  comes  with  a  ""  lifetime  warranty  .  "" "
10_kitchen_neg_5	I  `  ve  read 
10_kitchen_neg_6	that  batteries  can  be  an  issue  with  remote  training  collars  ,  so  I  decided  to  review  the  owner  's  manual 
10_kitchen_neg_7	to  learn  more  about  the  warranty  . 
10_kitchen_neg_8	-LRB-  .  .  .  -RRB- 
10_kitchen_neg_9	The  last  page  has  a  section 
10_kitchen_neg_10	"entitled  ""  Lifetime  Limited  Warranty  ,  "" "
10_kitchen_neg_11	"which  states  ""  .  .  .  INNOTEK  brand  products  will  be  free  from  defects  in  material  and  workmanship  ,  under  normal  use  ,  for  a  period  of  one  year  from  the  date  of  the  original  retail  purchase  .  "" "
10_kitchen_neg_12	"The  ""  lifetime  warranty  "" "
10_kitchen_neg_13	apparently  expires  after  one  year  ! 
10_kitchen_neg_14	Further  on  it  says  , 
10_kitchen_neg_15	"the  company  ""  offers  several  product  exchange  options  during  the  warranty  period  .  .  . "
10_kitchen_neg_16	"Costs  are  dependent  on  the  processing  time  .  "" "
10_kitchen_neg_17	"This  suggests  customers  will  incur  fees  for  warranty  repairs  even  during  the  one  year  ""  lifetime  ""  warranty  . "
10_kitchen_neg_18	The  next  paragraph  says 
10_kitchen_neg_19	After  one  year  from  date  of  original  retail  purchase  , 
10_kitchen_neg_20	we  will  repair  ,  replace  or  upgrade  your  product  at  a  fixed  rate 
10_kitchen_neg_21	"based  on  the  component  .  "" "
10_kitchen_neg_22	What  will  these  repairs  cost  ? 
10_kitchen_neg_23	This  leaves  me  with  a  big  question  mark  about  buying  a  collar  from  Innotek  . 
10_kitchen_neg_24	What  ,  if  anything  , 
10_kitchen_neg_25	"is  warranted  for  a  ""  lifetime  ?  "" "
10_kitchen_neg_26	If  the  lifetime  warranty  is  really  only  for  one  year  , 
10_kitchen_neg_27	"why  call  it  ""  lifetime  ?  "" "
10_kitchen_neg_28	"And  finally  ,  what  will  repairs  cost  ,  both  during  warranty  under  their  ""  product  exchange  options  "" "
10_kitchen_neg_29	"and  afterwards  under  their  component-based  ""  fixed  rate  ?  "" "
10_kitchen_neg_30	My  specific  concern  is  that  the  collar  contains  a  rechargeable  battery  . 
10_kitchen_neg_31	The  manual  does  not  indicate  that  this  battery  is  user-replaceable  . 
10_kitchen_neg_32	Does  this  mean  the  user  will  have  to  send  the  collar  to  Innotek  to  replace  the  battery  and  ,  if  so  , 
10_kitchen_neg_33	what  will  it  cost  ? 
10_kitchen_neg_34	I  have  contacted  Innotek  through  their  website 
10_kitchen_neg_35	and  will  report  back  if  I  get  a  response  . 
10_kitchen_neg_36	Until  I  do  , 
10_kitchen_neg_37	I  `  ve  got  to  rate  this  product  with  only  one  star 
10_kitchen_neg_38	because  of  the  warranty  . 
10_kitchen_neg_39	Can  anyone  comment  on  warranty  claims  to  Innotek 
13_gourmet_pos_1	The  Easy  Sprouter  is  a  great  vertical  sprouter  . 
13_gourmet_pos_2	The  seeds  or  beans  go  into  an  inner  cup  with  drainage  holes  . 
13_gourmet_pos_3	The  inner  cup  sets  in  the  outer  cup 
13_gourmet_pos_4	which  catches  any  dripping  water 
13_gourmet_pos_5	and  still  allows  air  circulation  around  the  inner  cup  on  all  sides  . 
13_gourmet_pos_6	Maintaining  your  growing  sprouts 
13_gourmet_pos_7	-LRB-  for  most  seed  types  -RRB- 
13_gourmet_pos_8	means 
13_gourmet_pos_9	holding  the  inner  cup  under  running  water  for  at  least  thirty  seconds  , 
13_gourmet_pos_10	allowing  excess  water 
13_gourmet_pos_11	to  drain  off  , 
13_gourmet_pos_12	and  setting  the  inner  cup  back  in  the  outer  cup  . 
13_gourmet_pos_13	Doing  this  two  or  three  times  a  day  makes  sure 
13_gourmet_pos_14	that  the  growing  sprouts  remain  fresh  enough 
13_gourmet_pos_15	to  avoid  spoiling  , 
13_gourmet_pos_16	moist  enough  not  to  dry  out  , 
13_gourmet_pos_17	but  never  remaining  in  standing  water  . 
13_gourmet_pos_18	Most  seeds  need  to  be  pre-soaked  initially  ,  and  this  step  can  be  managed  directly  in  the  Easy  Sprouter  . 
13_gourmet_pos_19	There  are  three  lids  :  two  lock  into  place  -  one  with  air  holes  ,  one  without  . 
13_gourmet_pos_20	The  third  is  domed  , 
13_gourmet_pos_21	but  does  n't  actually  lock  onto  the  cup  . 
13_gourmet_pos_22	By  comparison  , 
13_gourmet_pos_23	sprouting  in  canning  jars  requires  the  jar  to  be  filled  and  emptied  several  times  with  each  rinsing  , 
13_gourmet_pos_24	and  draining  sufficiently  is  not  always  easy  . 
13_gourmet_pos_25	The  Sprout  Master  , 
13_gourmet_pos_26	which  is  another  sprouting  tray 
13_gourmet_pos_27	I  love  ,  allows  similar  rinsing  , 
13_gourmet_pos_28	but  the  seeds  must  be  soaked  in  a  different  container 
13_gourmet_pos_29	and  then  transfered  to  the  Sprout  Master  . 
13_gourmet_pos_30	The  Sprout  Master  allows  the  growing  plants  slightly  more  light 
13_gourmet_pos_31	because  it  has  width 
13_gourmet_pos_32	rather  than  height  , 
13_gourmet_pos_33	but  the  difference  is  slight  . 
13_gourmet_pos_34	I  `  ve  mostly  used  my  Easy  Sprouter  for  leafy  sprout  salad  mixes 
13_gourmet_pos_35	-LRB-  alfalfa  ,  clover  ,  etc  .  .  .  -RRB- 
13_gourmet_pos_36	These  varieties  take  about  a  week  to  grow  . 
13_gourmet_pos_37	With  the  variety  of  lids  the  sprouter 
13_gourmet_pos_38	it  is  very  flexible  . 
13_gourmet_pos_39	I  have  n't  tried  to  sprout 
13_gourmet_pos_40	while  traveling  , 
13_gourmet_pos_41	but  I  'm  confident 
13_gourmet_pos_42	that  it  would  work  well  . 
13_gourmet_pos_43	It  works  for  storing  your  grown  sprouts  in  the  fridge  as  advertised  , 
13_gourmet_pos_44	but  I  usually  take  them  out  of  the  sprouter 
13_gourmet_pos_45	and  break  up  the  clumps  before  serving  and  put  any  left-overs  into  a  different  container  . 
13_gourmet_pos_46	I  use  my  Easy  Sprouter  nearly  constantly  ,  along  with  my  Sprout  Master  mini  trays  . 
13_gourmet_pos_47	I  currently  have  a  second  Easy  Sprouter  on  order 
7_gourmet_neg_1	Good  black  tea  is  not  hard  to  find  -  just  hard  to  find  in  your  grocery  store  . 
7_gourmet_neg_2	The  honest  truth  is  that  Tazo  really  does  not  make  many  ,  if  any  really  good  teas  . 
7_gourmet_neg_3	This  ,  in  particular  ,  is  one  of  their  worst  . 
7_gourmet_neg_4	It  is  bitter 
7_gourmet_neg_5	and  leaves  a  bad  taste  in  your  mouth  immediately  . 
7_gourmet_neg_6	Every  time  i  get 
7_gourmet_neg_7	stuck  in  a  starbucks  with  friends 
7_gourmet_neg_8	i  am  faced  with  the  choice  -  tea  ,  chai  or  steamed  milk  . 
7_gourmet_neg_9	Every  time  i  cave  in 
7_gourmet_neg_10	and  give  Tazo  another  chance 
7_gourmet_neg_11	it  disappoints  me  . 
7_gourmet_neg_12	If  you  want  a  good  black  tea  look  for  a  local  tea  shop 
7_gourmet_neg_13	and  let  them  brew 
7_gourmet_neg_14	you  a  few  cups  . 
7_gourmet_neg_15	Try  a  keemun  ,  a  lapsang  and  maybe  golden  dianhong 
7_gourmet_neg_16	and  see 
7_gourmet_neg_17	how  it  goes  . 
7_gourmet_neg_18	If  you  really  want  to  kick  it  up  a  notch  look  for  a 
7_gourmet_neg_19	Cameroonian  black  . 
7_gourmet_neg_20	take  it  from  someone 
7_gourmet_neg_21	who  really  loves  tea  ,  this  stuff  is  not  worth  your  time  . 
7_gourmet_neg_22	and  when  you  get  good  tea  , 
7_gourmet_neg_23	please  do  n't  brew  it  in  your  coffee  maker 
10_cell_neg_1	When  I  recieved  this  item  , 
10_cell_neg_2	I  had  mixed  emotions  for  the  product  . 
10_cell_neg_3	On  one  hand  , 
10_cell_neg_4	the  black  finish  looked  very  nice  , 
10_cell_neg_5	and  the  clear  plastic  covering  protected  the  screen 
10_cell_neg_6	but  was  still  easy  to  read  . 
10_cell_neg_7	Also  ,  all  of  the  side  buttons  are  fairly  easy  to  reach  with  average-sized  fingers 
10_cell_neg_8	-LRB-  except  maybe  the  camera  button  -RRB-  , 
10_cell_neg_9	so  navigating  the  phone  with  the  cover  still  closed  is  pretty  easy 
10_cell_neg_10	unless  you  need 
10_cell_neg_11	to  use  touch  functions  or  open  the  QWERTY  keyboard  . 
10_cell_neg_12	However  ,  due  to  the  padding  and  the  nature  of  the  metal  materials  ,  the  case  is  very  thick  and  bulky  - 
10_cell_neg_13	when  using  the  belt  clip  ,  the  phone  sticks  out  far 
10_cell_neg_14	enough  that  it  does  not  even  rest  evenly  on  your  hip  , 
10_cell_neg_15	but  leans  at  an  angle  . 
10_cell_neg_16	BUT  ,  the  deciding  factor  in  my  two-star  rating  is  that  this  case  was  the  cause  of  the  only  two  times  I  have  dropped  my  Cingular  8525  -LRB- 
10_cell_neg_17	which  at  such  a  steep  price  ,  is  not  something 
10_cell_neg_18	I  like  to  drop  -RRB-  . 
10_cell_neg_19	The  problem  lies  with  the  snap-shut  system 
10_cell_neg_20	that  closes  the  case  . 
10_cell_neg_21	Because  the  metal  is  so  thin  , 
10_cell_neg_22	it  does  not  secure  very  well  , 
10_cell_neg_23	and  can  come  open  pretty  easily  . 
10_cell_neg_24	To  fix  this  , 
10_cell_neg_25	I  simply  bent  the  piece  of  metal  downward  and  towards  the  phone  , 
10_cell_neg_26	so  that  it  was  much  harder  to  both  open  and  close  the  case  . 
10_cell_neg_27	This  ,  for  the  most  part  ,  solves  the  problem  , 
10_cell_neg_28	but  it  is  still  dangerous 
10_cell_neg_29	and  caution  is  DEFINATELY  in  order  . 
10_cell_neg_30	My  favorite  thing  about  this  case  is  that  you  can  open  the  case 
10_cell_neg_31	and  slide  the  keyboard  open  without  actually  taking  the  phone  out  of  the  case  . 
10_cell_neg_32	This  is  nice 
10_cell_neg_33	because  it  enable  quick  replies  to  text  messages  . 
10_cell_neg_34	This  is  the  only  reason 
10_cell_neg_35	I  did  not  give  it  a  one-star  rating  . 
10_cell_neg_36	I  am  currently  looking  for  a  soft  case  ,  preferably  a  leather  sleeve  case  that  I  can  just  pull  my  phone  out  of  off  of  my  hip  , 
10_cell_neg_37	rather  than  bother  with  a  clip  anymore  . 
10_cell_neg_38	As  a  final  warning  -  BE 
10_cell_neg_39	CAREFUL  if  you  buy  this  case  . 
10_cell_neg_40	Plus  , 
10_cell_neg_41	I  seriously  do  not  believe 
10_cell_neg_42	it  is  worth  its  steep  price  point 
2_cell_pos_1	I  think  this  is  a  pretty  good  earpiece  .  .  . 
2_cell_pos_2	granted  , 
2_cell_pos_3	I  `  ve  only  used  one  other 
2_cell_pos_4	-LRB-  it  was  a  flimsy  little  thing 
2_cell_pos_5	that  came  w  \/  my  friend  's  Nokia  -RRB-  , 
2_cell_pos_6	but  this  one  far  surpasses  that  one  in  sound  quality  and  comfort  . 
2_cell_pos_7	Where  my  friend  's  would  fall  out  of  my  ear  ,  this  one 
2_cell_pos_8	-LRB-  once  I  got 
2_cell_pos_9	it  figured  out  -RRB- 
2_cell_pos_10	never  comes  loose  . 
2_cell_pos_11	Second  , 
2_cell_pos_12	listening  to  people  on  my  friend  's  , 
2_cell_pos_13	I  would  have  to  turn  up  the  sound  to  hear  the  person  well  , 
2_cell_pos_14	and  then  they  sounded  muffled  and  distorted  ; 
2_cell_pos_15	but  on  my  Jabra 
2_cell_pos_16	I  can  actually  turn  down  the  volume  on  my  phone 
2_cell_pos_17	and  they  sound  crisp  and  clear  --  moreso  than  when  I  'm  not  using  the  earpiece  . 
2_cell_pos_18	Finally  , 
2_cell_pos_19	when  my  friend  calls  me 
2_cell_pos_20	and  uses  her  earpiece  , 
2_cell_pos_21	she  sounds  distant 
2_cell_pos_22	and  muffled  ; 
2_cell_pos_23	I  `  ve  had  no  complaints  from  the  people 
2_cell_pos_24	I  'm  talking  to  using  the  Jabra  , 
2_cell_pos_25	and  , 
2_cell_pos_26	in  fact  , 
2_cell_pos_27	my  mom  said 
2_cell_pos_28	it  sounds  better 
