PhraseIDs	Polarity
8_cell_neg_50	negative
8_cell_neg_51	negative
8_cell_neg_52	negative
8_cell_neg_53	negative
8_cell_neg_54	negative
20_cell_pos_1	positive
20_cell_pos_2	positive
20_cell_pos_3	positive
20_cell_pos_4	positive
20_cell_pos_5	negative
20_cell_pos_6	negative
20_cell_pos_7	negative
20_cell_pos_8	negative
20_cell_pos_9	negative
20_cell_pos_10	negative
20_cell_pos_11	negative
20_cell_pos_12	negative
20_cell_pos_13	negative
20_cell_pos_14	negative
20_cell_pos_15	negative
20_cell_pos_16	negative
20_cell_pos_17	negative
20_cell_pos_18	negative
20_cell_pos_19	negative
20_cell_pos_20	negative
20_cell_pos_21	negative
20_cell_pos_22	negative
20_cell_pos_23	positive
20_cell_pos_24	positive
20_cell_pos_25	positive
20_cell_pos_26	positive
20_cell_pos_27	positive
20_cell_pos_28	positive
20_cell_pos_29	positive
20_cell_pos_30	positive
20_cell_pos_31	positive
20_cell_pos_32	positive
20_cell_pos_33	positive
20_cell_pos_34	positive
20_cell_pos_35	positive
20_cell_pos_36	positive
20_cell_pos_37	negative
20_cell_pos_38	negative
20_cell_pos_39	negative
20_cell_pos_40	positive
20_cell_pos_41	negative
20_cell_pos_42	positive
20_cell_pos_43	positive
20_cell_pos_44	positive
20_cell_pos_45	positive
20_cell_pos_46	positive
20_cell_pos_47	positive
20_cell_pos_48	positive
20_cell_pos_49	negative
20_cell_pos_50	negative
20_cell_pos_51	negative
20_cell_pos_52	positive
20_cell_pos_53	positive
20_cell_pos_54	negative
20_cell_pos_55	negative
20_cell_pos_56	positive
20_cell_pos_57	positive
20_cell_pos_58	positive
20_cell_pos_59	positive
20_cell_pos_60	positive
20_cell_pos_61	positive
20_cell_pos_62	positive
20_cell_pos_63	positive
20_cell_pos_64	positive
20_cell_pos_65	positive
20_cell_pos_66	positive
20_cell_pos_67	positive
20_cell_pos_68	negative
20_cell_pos_69	negative
20_cell_pos_70	negative
9_cell_pos_1	positive
9_cell_pos_2	positive
9_cell_pos_3	positive
9_cell_pos_4	positive
9_cell_pos_5	positive
9_cell_pos_6	positive
9_cell_pos_7	positive
9_cell_pos_8	positive
9_cell_pos_9	positive
9_cell_pos_10	positive
9_cell_pos_11	positive
9_cell_pos_12	positive
9_cell_pos_13	positive
9_cell_pos_14	positive
9_cell_pos_15	positive
9_cell_pos_16	positive
9_cell_pos_17	positive
9_cell_pos_18	positive
9_cell_pos_19	positive
9_cell_pos_20	positive
9_cell_pos_21	positive
9_cell_pos_22	positive
9_cell_pos_23	positive
9_cell_pos_24	positive
9_cell_pos_25	positive
9_cell_pos_26	positive
9_cell_pos_27	positive
9_cell_pos_28	positive
9_cell_pos_29	positive
9_cell_pos_30	positive
9_cell_pos_31	negative
9_cell_pos_32	positive
9_cell_pos_33	positive
9_cell_pos_34	positive
9_cell_pos_35	positive
9_cell_pos_36	positive
9_cell_pos_37	positive
9_cell_pos_38	positive
9_cell_pos_39	negative
9_cell_pos_40	positive
9_cell_pos_41	negative
9_cell_pos_42	negative
9_cell_pos_43	negative
9_cell_pos_44	positive
9_cell_pos_45	positive
9_cell_pos_46	negative
9_cell_pos_47	negative
9_cell_pos_48	positive
9_cell_pos_49	positive
9_cell_pos_50	negative
9_cell_pos_51	negative
9_cell_pos_52	positive
9_cell_pos_53	negative
9_cell_pos_54	negative
9_cell_pos_55	negative
9_cell_pos_56	negative
9_cell_pos_57	negative
9_cell_pos_58	negative
9_cell_pos_59	negative
9_cell_pos_60	negative
9_cell_pos_61	negative
9_cell_pos_62	negative
9_cell_pos_63	negative
9_cell_pos_64	negative
9_cell_pos_65	negative
9_cell_pos_66	negative
9_cell_pos_67	negative
9_cell_pos_68	negative
9_cell_pos_69	negative
9_cell_pos_70	negative
9_cell_pos_71	negative
9_cell_pos_72	positive
9_cell_pos_73	positive
9_cell_pos_74	positive
9_cell_pos_75	positive
9_cell_pos_76	positive
9_cell_pos_77	positive
9_cell_pos_78	positive
9_cell_pos_79	negative
9_cell_pos_80	positive
9_cell_pos_81	positive
9_cell_pos_82	positive
9_cell_pos_83	positive
9_cell_pos_84	positive
9_cell_pos_85	positive
9_cell_pos_86	negative
9_cell_pos_87	negative
9_cell_pos_88	positive
9_cell_pos_89	positive
9_cell_pos_90	positive
9_cell_pos_91	positive
9_cell_pos_92	positive
9_cell_pos_93	positive
18_gourmet_neg_1	negative
18_gourmet_neg_2	negative
18_gourmet_neg_3	negative
18_gourmet_neg_4	negative
18_gourmet_neg_5	negative
18_gourmet_neg_6	negative
18_gourmet_neg_7	negative
18_gourmet_neg_8	negative
18_gourmet_neg_9	negative
18_gourmet_neg_10	negative
18_gourmet_neg_11	negative
18_gourmet_neg_12	negative
18_gourmet_neg_13	negative
18_gourmet_neg_14	negative
18_gourmet_neg_15	negative
18_gourmet_neg_16	negative
18_gourmet_neg_17	negative
18_gourmet_neg_18	negative
18_gourmet_neg_19	negative
18_gourmet_neg_20	negative
18_gourmet_neg_21	negative
18_gourmet_neg_22	negative
18_gourmet_neg_23	negative
18_gourmet_neg_24	negative
18_gourmet_neg_25	negative
18_gourmet_neg_26	negative
4_gourmet_neg_1	positive
4_gourmet_neg_2	positive
4_gourmet_neg_3	positive
4_gourmet_neg_4	positive
4_gourmet_neg_5	positive
4_gourmet_neg_6	negative
4_gourmet_neg_7	negative
4_gourmet_neg_8	negative
4_gourmet_neg_9	negative
4_gourmet_neg_10	negative
4_gourmet_neg_11	negative
4_gourmet_neg_12	negative
4_gourmet_neg_13	negative
4_gourmet_neg_14	negative
4_gourmet_neg_15	negative
4_gourmet_neg_16	negative
4_gourmet_neg_17	negative
4_gourmet_neg_18	positive
4_gourmet_neg_19	positive
4_gourmet_neg_20	positive
4_gourmet_neg_21	negative
4_gourmet_neg_22	negative
4_gourmet_neg_23	positive
4_gourmet_neg_24	positive
4_gourmet_neg_25	positive
4_gourmet_neg_26	positive
4_gourmet_neg_27	positive
4_gourmet_neg_28	positive
4_gourmet_neg_29	positive
4_gourmet_neg_30	positive
4_gourmet_neg_31	negative
4_gourmet_neg_32	positive
4_gourmet_neg_33	positive
4_gourmet_neg_34	positive
4_gourmet_neg_35	positive
4_gourmet_neg_36	negative
4_gourmet_neg_37	negative
4_gourmet_neg_38	negative
11_gourmet_pos_1	positive
11_gourmet_pos_2	positive
11_gourmet_pos_3	positive
11_gourmet_pos_4	positive
11_gourmet_pos_5	positive
11_gourmet_pos_6	positive
11_gourmet_pos_7	positive
11_gourmet_pos_8	positive
11_gourmet_pos_9	positive
11_gourmet_pos_10	positive
11_gourmet_pos_11	positive
11_gourmet_pos_12	positive
11_gourmet_pos_13	positive
11_gourmet_pos_14	positive
11_gourmet_pos_15	negative
11_gourmet_pos_16	negative
11_gourmet_pos_17	positive
11_gourmet_pos_18	positive
11_gourmet_pos_19	positive
11_gourmet_pos_20	positive
11_gourmet_pos_21	positive
11_gourmet_pos_22	positive
11_gourmet_pos_23	positive
11_gourmet_pos_24	positive
11_gourmet_pos_25	positive
11_gourmet_pos_26	positive
11_gourmet_pos_27	negative
11_gourmet_pos_28	negative
11_gourmet_pos_29	negative
11_gourmet_pos_30	negative
11_gourmet_pos_31	positive
11_gourmet_pos_32	positive
11_gourmet_pos_33	negative
11_gourmet_pos_34	positive
11_gourmet_pos_35	negative
11_gourmet_pos_36	negative
11_gourmet_pos_37	negative
11_gourmet_pos_38	positive
11_gourmet_pos_39	positive
11_gourmet_pos_40	positive
11_gourmet_pos_41	negative
11_gourmet_pos_42	negative
11_gourmet_pos_43	negative
11_gourmet_pos_44	positive
19_gourmet_pos_1	positive
19_gourmet_pos_2	positive
19_gourmet_pos_3	positive
19_gourmet_pos_4	positive
19_gourmet_pos_5	positive
19_gourmet_pos_6	positive
19_gourmet_pos_7	positive
19_gourmet_pos_8	positive
19_gourmet_pos_9	positive
19_gourmet_pos_10	positive
19_gourmet_pos_11	positive
19_gourmet_pos_12	positive
19_gourmet_pos_13	positive
19_gourmet_pos_14	positive
19_gourmet_pos_15	positive
19_gourmet_pos_16	positive
19_gourmet_pos_17	positive
19_gourmet_pos_18	positive
19_gourmet_pos_19	positive
19_gourmet_pos_20	positive
19_gourmet_pos_21	positive
19_gourmet_pos_22	positive
19_gourmet_pos_23	positive
19_gourmet_pos_24	positive
19_gourmet_pos_25	positive
19_gourmet_pos_26	positive
19_gourmet_pos_27	positive
19_gourmet_pos_28	positive
19_gourmet_pos_29	positive
19_gourmet_pos_30	positive
19_gourmet_pos_31	positive
19_gourmet_pos_32	positive
19_gourmet_pos_33	positive
19_gourmet_pos_34	positive
19_gourmet_pos_35	positive
19_gourmet_pos_36	positive
19_gourmet_pos_37	positive
19_gourmet_pos_38	positive
19_gourmet_pos_39	positive
19_gourmet_pos_40	positive
8_kitchen_neg_1	positive
8_kitchen_neg_2	negative
8_kitchen_neg_3	negative
8_kitchen_neg_4	negative
8_kitchen_neg_5	positive
8_kitchen_neg_6	positive
8_kitchen_neg_7	positive
8_kitchen_neg_8	negative
8_kitchen_neg_9	negative
8_kitchen_neg_10	negative
8_kitchen_neg_11	negative
8_kitchen_neg_12	negative
8_kitchen_neg_13	negative
8_kitchen_neg_14	negative
8_kitchen_neg_15	negative
8_kitchen_neg_16	negative
8_kitchen_neg_17	negative
8_kitchen_neg_18	negative
8_kitchen_neg_19	negative
8_kitchen_neg_20	negative
8_kitchen_neg_21	negative
8_kitchen_neg_22	negative
8_kitchen_neg_23	negative
8_kitchen_neg_24	negative
8_kitchen_neg_25	negative
8_kitchen_neg_26	negative
8_kitchen_neg_27	negative
8_kitchen_neg_28	negative
8_kitchen_neg_29	negative
8_kitchen_neg_30	negative
8_kitchen_neg_31	negative
8_kitchen_neg_32	negative
8_kitchen_neg_33	positive
8_kitchen_neg_34	negative
8_kitchen_neg_35	negative
8_kitchen_neg_36	negative
8_kitchen_neg_37	negative
8_kitchen_neg_38	negative
8_kitchen_neg_39	positive
8_kitchen_neg_40	positive
8_kitchen_neg_41	positive
8_kitchen_neg_42	positive
8_kitchen_neg_43	positive
8_kitchen_neg_44	positive
9_kitchen_neg_1	positive
9_kitchen_neg_2	negative
9_kitchen_neg_3	negative
9_kitchen_neg_4	negative
9_kitchen_neg_5	positive
9_kitchen_neg_6	positive
9_kitchen_neg_7	positive
9_kitchen_neg_8	negative
9_kitchen_neg_9	negative
9_kitchen_neg_10	negative
9_kitchen_neg_11	negative
9_kitchen_neg_12	negative
9_kitchen_neg_13	negative
9_kitchen_neg_14	negative
9_kitchen_neg_15	negative
9_kitchen_neg_16	negative
9_kitchen_neg_17	negative
9_kitchen_neg_18	negative
9_kitchen_neg_19	negative
9_kitchen_neg_20	negative
9_kitchen_neg_21	negative
9_kitchen_neg_22	negative
9_kitchen_neg_23	negative
9_kitchen_neg_24	negative
9_kitchen_neg_25	negative
9_kitchen_neg_26	negative
9_kitchen_neg_27	negative
9_kitchen_neg_28	negative
9_kitchen_neg_29	negative
9_kitchen_neg_30	negative
9_kitchen_neg_31	negative
9_kitchen_neg_32	negative
9_kitchen_neg_33	positive
9_kitchen_neg_34	negative
9_kitchen_neg_35	negative
9_kitchen_neg_36	negative
9_kitchen_neg_37	negative
9_kitchen_neg_38	negative
9_kitchen_neg_39	positive
9_kitchen_neg_40	positive
9_kitchen_neg_41	positive
9_kitchen_neg_42	positive
9_kitchen_neg_43	positive
9_kitchen_neg_44	positive
4_kitchen_pos_1	positive
4_kitchen_pos_2	positive
4_kitchen_pos_3	positive
4_kitchen_pos_4	positive
4_kitchen_pos_5	positive
4_kitchen_pos_6	positive
4_kitchen_pos_7	positive
4_kitchen_pos_8	negative
4_kitchen_pos_9	positive
4_kitchen_pos_10	positive
4_kitchen_pos_11	positive
4_kitchen_pos_12	positive
4_kitchen_pos_13	positive
4_kitchen_pos_14	positive
4_kitchen_pos_15	positive
4_kitchen_pos_16	positive
4_kitchen_pos_17	positive
4_kitchen_pos_18	positive
4_kitchen_pos_19	positive
4_kitchen_pos_20	positive
4_kitchen_pos_21	positive
4_kitchen_pos_22	positive
4_kitchen_pos_23	positive
4_kitchen_pos_24	positive
4_kitchen_pos_25	positive
4_kitchen_pos_26	positive
4_kitchen_pos_27	positive
4_kitchen_pos_28	positive
4_kitchen_pos_29	positive
4_kitchen_pos_30	positive
4_kitchen_pos_31	positive
4_kitchen_pos_32	positive
4_kitchen_pos_33	positive
4_kitchen_pos_34	positive
4_kitchen_pos_35	positive
4_kitchen_pos_36	positive
4_kitchen_pos_37	positive
4_kitchen_pos_38	positive
4_kitchen_pos_39	positive
4_kitchen_pos_40	positive
4_kitchen_pos_41	positive
4_kitchen_pos_42	positive
4_kitchen_pos_43	positive
4_kitchen_pos_44	positive
4_kitchen_pos_45	positive
4_kitchen_pos_46	positive
4_kitchen_pos_47	positive
4_kitchen_pos_48	positive
4_kitchen_pos_49	positive
4_kitchen_pos_50	positive
4_kitchen_pos_51	positive
4_kitchen_pos_52	positive
4_kitchen_pos_53	positive
4_kitchen_pos_54	positive
4_kitchen_pos_55	positive
4_kitchen_pos_56	positive
4_kitchen_pos_57	positive
4_kitchen_pos_58	positive
4_kitchen_pos_59	positive
4_kitchen_pos_60	positive
4_kitchen_pos_61	positive
4_kitchen_pos_62	positive
4_kitchen_pos_63	positive
4_kitchen_pos_64	positive
4_kitchen_pos_65	positive
4_kitchen_pos_66	positive
4_kitchen_pos_67	positive
4_kitchen_pos_68	positive
4_kitchen_pos_69	positive
4_kitchen_pos_70	positive
4_kitchen_pos_71	positive
4_kitchen_pos_72	positive
4_kitchen_pos_73	positive
4_kitchen_pos_74	positive
4_kitchen_pos_75	negative
4_kitchen_pos_76	positive
4_kitchen_pos_77	positive
4_kitchen_pos_78	positive
4_kitchen_pos_79	positive
4_kitchen_pos_80	positive
4_kitchen_pos_81	positive
4_kitchen_pos_82	positive
4_kitchen_pos_83	negative
4_kitchen_pos_84	negative
4_kitchen_pos_85	positive
4_kitchen_pos_86	positive
4_kitchen_pos_87	negative
4_kitchen_pos_88	positive
4_kitchen_pos_89	positive
9_kitchen_pos_1	positive
9_kitchen_pos_2	positive
9_kitchen_pos_3	positive
9_kitchen_pos_4	positive
9_kitchen_pos_5	positive
9_kitchen_pos_6	positive
9_kitchen_pos_7	positive
9_kitchen_pos_8	positive
9_kitchen_pos_9	positive
9_kitchen_pos_10	positive
9_kitchen_pos_11	positive
9_kitchen_pos_12	positive
9_kitchen_pos_13	positive
9_kitchen_pos_14	positive
9_kitchen_pos_15	positive
9_kitchen_pos_16	negative
9_kitchen_pos_17	positive
9_kitchen_pos_18	positive
9_kitchen_pos_19	positive
9_kitchen_pos_20	positive
9_kitchen_pos_21	positive
9_kitchen_pos_22	positive
9_kitchen_pos_23	positive
9_kitchen_pos_24	positive
9_kitchen_pos_25	positive
9_kitchen_pos_26	positive
9_kitchen_pos_27	positive
9_kitchen_pos_28	positive
9_kitchen_pos_29	positive
9_kitchen_pos_30	positive
9_kitchen_pos_31	positive
9_kitchen_pos_32	positive
9_kitchen_pos_33	positive
9_kitchen_pos_34	positive
9_kitchen_pos_35	positive
9_kitchen_pos_36	positive
9_kitchen_pos_37	positive
9_kitchen_pos_38	positive
9_kitchen_pos_39	negative
9_kitchen_pos_40	positive
9_kitchen_pos_41	positive
9_kitchen_pos_42	positive
9_kitchen_pos_43	positive
9_kitchen_pos_44	positive
9_kitchen_pos_45	positive
9_kitchen_pos_46	positive
9_kitchen_pos_47	positive
9_kitchen_pos_48	positive
9_kitchen_pos_49	positive
9_kitchen_pos_50	positive
9_kitchen_pos_51	negative
9_kitchen_pos_52	positive
9_kitchen_pos_53	negative
9_kitchen_pos_54	negative
9_kitchen_pos_55	negative
9_kitchen_pos_56	negative
9_kitchen_pos_57	negative
9_kitchen_pos_58	negative
9_kitchen_pos_59	negative
9_kitchen_pos_60	negative
9_kitchen_pos_61	negative
9_kitchen_pos_62	positive
9_kitchen_pos_63	positive
9_kitchen_pos_64	negative
9_kitchen_pos_65	negative
9_kitchen_pos_66	negative
9_kitchen_pos_67	negative
9_kitchen_pos_68	negative
9_kitchen_pos_69	negative
9_kitchen_pos_70	positive
9_kitchen_pos_71	positive
