18_cell_neg_5	18_cell_neg_6
7_kitchen_neg_14	7_kitchen_neg_15
7_kitchen_neg_15	7_kitchen_neg_16
7_kitchen_neg_25	7_kitchen_neg_26
7_kitchen_neg_26	7_kitchen_neg_27
7_kitchen_neg_27	7_kitchen_neg_28
7_kitchen_neg_28	7_kitchen_neg_29
7_kitchen_neg_29	7_kitchen_neg_30
7_kitchen_neg_30	7_kitchen_neg_31
7_kitchen_neg_31	7_kitchen_neg_32
7_kitchen_neg_32	7_kitchen_neg_33
7_kitchen_neg_33	7_kitchen_neg_34
7_kitchen_neg_34	7_kitchen_neg_35
7_kitchen_neg_35	7_kitchen_neg_36
7_kitchen_neg_36	7_kitchen_neg_37
7_kitchen_neg_37	7_kitchen_neg_38
7_kitchen_neg_38	7_kitchen_neg_39
7_kitchen_neg_39	7_kitchen_neg_40
7_kitchen_neg_40	7_kitchen_neg_41
7_kitchen_neg_41	7_kitchen_neg_42
7_kitchen_neg_42	7_kitchen_neg_43
7_kitchen_neg_43	7_kitchen_neg_44
7_kitchen_neg_44	7_kitchen_neg_45
7_kitchen_neg_45	7_kitchen_neg_46
7_kitchen_neg_46	7_kitchen_neg_47
7_kitchen_neg_47	7_kitchen_neg_48
11_kitchen_pos_2	11_kitchen_pos_3
11_kitchen_pos_15	11_kitchen_pos_16
11_kitchen_pos_16	11_kitchen_pos_17
11_kitchen_pos_17	11_kitchen_pos_18
11_kitchen_pos_28	11_kitchen_pos_29
11_kitchen_pos_29	11_kitchen_pos_30
11_kitchen_pos_38	11_kitchen_pos_39
18_kitchen_pos_9	18_kitchen_pos_10
18_kitchen_pos_10	18_kitchen_pos_11
18_kitchen_pos_11	18_kitchen_pos_12
18_kitchen_pos_31	18_kitchen_pos_32
18_kitchen_pos_32	18_kitchen_pos_33
18_kitchen_pos_33	18_kitchen_pos_34
18_kitchen_pos_34	18_kitchen_pos_35
18_kitchen_pos_42	18_kitchen_pos_43
18_kitchen_pos_51	18_kitchen_pos_52
