15_cell_neg_4	15_cell_neg_5
18_cell_pos_23	18_cell_pos_24
18_cell_pos_24	18_cell_pos_25
18_cell_pos_25	18_cell_pos_26
18_cell_pos_26	18_cell_pos_27
18_cell_pos_27	18_cell_pos_28
18_cell_pos_28	18_cell_pos_29
18_cell_pos_29	18_cell_pos_30
18_cell_pos_30	18_cell_pos_31
18_cell_pos_31	18_cell_pos_32
18_cell_pos_32	18_cell_pos_33
18_cell_pos_33	18_cell_pos_34
18_cell_pos_34	18_cell_pos_35
18_cell_pos_35	18_cell_pos_36
18_cell_pos_36	18_cell_pos_37
18_cell_pos_37	18_cell_pos_38
18_cell_pos_38	18_cell_pos_39
18_cell_pos_39	18_cell_pos_40
18_cell_pos_40	18_cell_pos_41
18_cell_pos_41	18_cell_pos_42
18_cell_pos_42	18_cell_pos_43
18_cell_pos_43	18_cell_pos_44
18_cell_pos_44	18_cell_pos_45
18_cell_pos_45	18_cell_pos_46
18_cell_pos_46	18_cell_pos_47
18_cell_pos_47	18_cell_pos_48
18_cell_pos_48	18_cell_pos_49
18_cell_pos_49	18_cell_pos_50
18_cell_pos_50	18_cell_pos_51
18_cell_pos_51	18_cell_pos_52
18_cell_pos_52	18_cell_pos_53
18_cell_pos_53	18_cell_pos_54
18_cell_pos_54	18_cell_pos_55
18_cell_pos_55	18_cell_pos_56
18_cell_pos_56	18_cell_pos_57
18_cell_pos_57	18_cell_pos_58
18_cell_pos_58	18_cell_pos_59
18_cell_pos_59	18_cell_pos_60
18_cell_pos_60	18_cell_pos_61
18_cell_pos_61	18_cell_pos_62
18_cell_pos_62	18_cell_pos_63
18_cell_pos_63	18_cell_pos_64
18_cell_pos_64	18_cell_pos_65
18_cell_pos_65	18_cell_pos_66
18_cell_pos_66	18_cell_pos_67
1_cell_pos_7	1_cell_pos_8
1_cell_pos_8	1_cell_pos_9
1_cell_pos_9	1_cell_pos_10
1_cell_pos_10	1_cell_pos_11
1_cell_pos_11	1_cell_pos_12
1_cell_pos_12	1_cell_pos_13
1_cell_pos_13	1_cell_pos_14
1_cell_pos_14	1_cell_pos_15
1_cell_pos_15	1_cell_pos_16
1_cell_pos_16	1_cell_pos_17
1_cell_pos_17	1_cell_pos_18
1_cell_pos_18	1_cell_pos_19
1_cell_pos_19	1_cell_pos_20
1_cell_pos_20	1_cell_pos_21
1_cell_pos_21	1_cell_pos_22
1_cell_pos_24	1_cell_pos_25
1_cell_pos_25	1_cell_pos_26
1_cell_pos_26	1_cell_pos_27
1_cell_pos_27	1_cell_pos_28
1_cell_pos_28	1_cell_pos_29
1_cell_pos_32	1_cell_pos_33
1_cell_pos_33	1_cell_pos_34
1_cell_pos_34	1_cell_pos_35
1_cell_pos_54	1_cell_pos_55
1_cell_pos_55	1_cell_pos_56
1_cell_pos_65	1_cell_pos_66
1_cell_pos_66	1_cell_pos_67
1_cell_pos_67	1_cell_pos_68
1_cell_pos_68	1_cell_pos_69
1_cell_pos_69	1_cell_pos_70
1_cell_pos_70	1_cell_pos_71
1_cell_pos_71	1_cell_pos_72
1_cell_pos_72	1_cell_pos_73
1_cell_pos_73	1_cell_pos_74
1_cell_pos_74	1_cell_pos_75
1_cell_pos_75	1_cell_pos_76
1_cell_pos_76	1_cell_pos_77
1_cell_pos_77	1_cell_pos_78
1_cell_pos_78	1_cell_pos_79
1_cell_pos_79	1_cell_pos_80
1_cell_pos_80	1_cell_pos_81
1_cell_pos_81	1_cell_pos_82
1_cell_pos_82	1_cell_pos_83
1_cell_pos_83	1_cell_pos_84
1_cell_pos_84	1_cell_pos_85
1_cell_pos_85	1_cell_pos_86
1_cell_pos_86	1_cell_pos_87
1_cell_pos_87	1_cell_pos_88
1_cell_pos_88	1_cell_pos_89
1_cell_pos_89	1_cell_pos_90
1_cell_pos_90	1_cell_pos_91
1_cell_pos_91	1_cell_pos_92
1_cell_pos_92	1_cell_pos_93
1_cell_pos_93	1_cell_pos_94
1_cell_pos_94	1_cell_pos_95
1_cell_pos_95	1_cell_pos_96
1_cell_pos_96	1_cell_pos_97
1_cell_pos_97	1_cell_pos_98
1_cell_pos_98	1_cell_pos_99
1_cell_pos_99	1_cell_pos_100
1_cell_pos_100	1_cell_pos_101
1_cell_pos_101	1_cell_pos_102
1_cell_pos_102	1_cell_pos_103
1_cell_pos_103	1_cell_pos_104
1_cell_pos_104	1_cell_pos_105
1_cell_pos_105	1_cell_pos_106
1_cell_pos_106	1_cell_pos_107
1_cell_pos_107	1_cell_pos_108
1_cell_pos_108	1_cell_pos_109
1_cell_pos_109	1_cell_pos_110
1_cell_pos_110	1_cell_pos_111
1_cell_pos_111	1_cell_pos_112
1_cell_pos_112	1_cell_pos_113
1_cell_pos_113	1_cell_pos_114
1_cell_pos_114	1_cell_pos_115
1_cell_pos_115	1_cell_pos_116
1_cell_pos_116	1_cell_pos_117
1_cell_pos_117	1_cell_pos_118
1_cell_pos_118	1_cell_pos_119
1_cell_pos_119	1_cell_pos_120
1_cell_pos_120	1_cell_pos_121
1_cell_pos_121	1_cell_pos_122
1_cell_pos_122	1_cell_pos_123
1_cell_pos_123	1_cell_pos_124
1_cell_pos_124	1_cell_pos_125
1_cell_pos_125	1_cell_pos_126
1_cell_pos_126	1_cell_pos_127
1_cell_pos_127	1_cell_pos_128
1_cell_pos_128	1_cell_pos_129
1_cell_pos_129	1_cell_pos_130
1_cell_pos_130	1_cell_pos_131
1_cell_pos_131	1_cell_pos_132
1_cell_pos_132	1_cell_pos_133
1_cell_pos_133	1_cell_pos_134
1_cell_pos_134	1_cell_pos_135
1_cell_pos_135	1_cell_pos_136
1_cell_pos_136	1_cell_pos_137
1_cell_pos_137	1_cell_pos_138
1_cell_pos_138	1_cell_pos_139
1_cell_pos_139	1_cell_pos_140
1_cell_pos_140	1_cell_pos_141
1_cell_pos_141	1_cell_pos_142
1_cell_pos_142	1_cell_pos_143
14_gourmet_neg_5	14_gourmet_neg_6
15_gourmet_neg_5	15_gourmet_neg_6
15_gourmet_pos_7	15_gourmet_pos_8
15_gourmet_pos_10	15_gourmet_pos_11
15_gourmet_pos_11	15_gourmet_pos_12
15_gourmet_pos_12	15_gourmet_pos_13
15_gourmet_pos_13	15_gourmet_pos_14
15_gourmet_pos_24	15_gourmet_pos_25
15_gourmet_pos_25	15_gourmet_pos_26
15_gourmet_pos_28	15_gourmet_pos_29
15_gourmet_pos_29	15_gourmet_pos_30
15_gourmet_pos_30	15_gourmet_pos_31
15_gourmet_pos_31	15_gourmet_pos_32
15_gourmet_pos_36	15_gourmet_pos_37
15_gourmet_pos_37	15_gourmet_pos_38
15_gourmet_pos_38	15_gourmet_pos_39
15_gourmet_pos_39	15_gourmet_pos_40
15_gourmet_pos_40	15_gourmet_pos_41
15_gourmet_pos_41	15_gourmet_pos_42
1_gourmet_pos_25	1_gourmet_pos_26
1_gourmet_pos_26	1_gourmet_pos_27
1_gourmet_pos_73	1_gourmet_pos_74
1_gourmet_pos_74	1_gourmet_pos_75
1_gourmet_pos_80	1_gourmet_pos_81
1_gourmet_pos_81	1_gourmet_pos_82
1_gourmet_pos_82	1_gourmet_pos_83
1_gourmet_pos_83	1_gourmet_pos_84
1_gourmet_pos_84	1_gourmet_pos_85
1_gourmet_pos_89	1_gourmet_pos_90
1_gourmet_pos_100	1_gourmet_pos_101
1_gourmet_pos_101	1_gourmet_pos_102
1_gourmet_pos_102	1_gourmet_pos_103
18_kitchen_neg_3	18_kitchen_neg_4
18_kitchen_neg_4	18_kitchen_neg_5
18_kitchen_neg_5	18_kitchen_neg_6
18_kitchen_neg_6	18_kitchen_neg_7
18_kitchen_neg_7	18_kitchen_neg_8
18_kitchen_neg_8	18_kitchen_neg_9
18_kitchen_neg_9	18_kitchen_neg_10
18_kitchen_neg_27	18_kitchen_neg_28
18_kitchen_neg_30	18_kitchen_neg_31
18_kitchen_neg_31	18_kitchen_neg_32
18_kitchen_neg_32	18_kitchen_neg_33
18_kitchen_neg_33	18_kitchen_neg_34
18_kitchen_neg_34	18_kitchen_neg_35
18_kitchen_neg_35	18_kitchen_neg_36
18_kitchen_neg_36	18_kitchen_neg_37
18_kitchen_neg_37	18_kitchen_neg_38
18_kitchen_neg_38	18_kitchen_neg_39
18_kitchen_neg_39	18_kitchen_neg_40
18_kitchen_neg_40	18_kitchen_neg_41
18_kitchen_neg_41	18_kitchen_neg_42
18_kitchen_neg_42	18_kitchen_neg_43
18_kitchen_neg_43	18_kitchen_neg_44
18_kitchen_neg_44	18_kitchen_neg_45
18_kitchen_neg_45	18_kitchen_neg_46
18_kitchen_neg_46	18_kitchen_neg_47
18_kitchen_neg_47	18_kitchen_neg_48
18_kitchen_neg_48	18_kitchen_neg_49
18_kitchen_neg_49	18_kitchen_neg_50
18_kitchen_neg_50	18_kitchen_neg_51
18_kitchen_neg_51	18_kitchen_neg_52
18_kitchen_neg_52	18_kitchen_neg_53
18_kitchen_neg_53	18_kitchen_neg_54
6_kitchen_neg_12	6_kitchen_neg_13
6_kitchen_neg_13	6_kitchen_neg_14
6_kitchen_neg_23	6_kitchen_neg_24
6_kitchen_neg_26	6_kitchen_neg_27
6_kitchen_neg_27	6_kitchen_neg_28
6_kitchen_neg_30	6_kitchen_neg_31
6_kitchen_neg_31	6_kitchen_neg_32
6_kitchen_neg_32	6_kitchen_neg_33
6_kitchen_neg_33	6_kitchen_neg_34
6_kitchen_neg_36	6_kitchen_neg_37
6_kitchen_neg_37	6_kitchen_neg_38
6_kitchen_neg_38	6_kitchen_neg_39
6_kitchen_neg_39	6_kitchen_neg_40
6_kitchen_neg_40	6_kitchen_neg_41
6_kitchen_neg_44	6_kitchen_neg_45
6_kitchen_neg_45	6_kitchen_neg_46
6_kitchen_neg_46	6_kitchen_neg_47
6_kitchen_neg_47	6_kitchen_neg_48
6_kitchen_neg_48	6_kitchen_neg_49
6_kitchen_neg_49	6_kitchen_neg_50
6_kitchen_neg_50	6_kitchen_neg_51
6_kitchen_neg_63	6_kitchen_neg_64
13_kitchen_pos_4	13_kitchen_pos_5
13_kitchen_pos_10	13_kitchen_pos_11
13_kitchen_pos_11	13_kitchen_pos_12
13_kitchen_pos_12	13_kitchen_pos_13
13_kitchen_pos_25	13_kitchen_pos_26
13_kitchen_pos_26	13_kitchen_pos_27
13_kitchen_pos_36	13_kitchen_pos_37
13_kitchen_pos_37	13_kitchen_pos_38
13_kitchen_pos_40	13_kitchen_pos_41
13_kitchen_pos_43	13_kitchen_pos_44
13_kitchen_pos_44	13_kitchen_pos_45
13_kitchen_pos_45	13_kitchen_pos_46
13_kitchen_pos_46	13_kitchen_pos_47
13_kitchen_pos_50	13_kitchen_pos_51
15_kitchen_pos_1	15_kitchen_pos_2
15_kitchen_pos_7	15_kitchen_pos_8
15_kitchen_pos_13	15_kitchen_pos_14
15_kitchen_pos_14	15_kitchen_pos_15
15_kitchen_pos_15	15_kitchen_pos_16
15_kitchen_pos_16	15_kitchen_pos_17
15_kitchen_pos_27	15_kitchen_pos_28
15_kitchen_pos_46	15_kitchen_pos_47
15_kitchen_pos_47	15_kitchen_pos_48
15_kitchen_pos_48	15_kitchen_pos_49
15_kitchen_pos_49	15_kitchen_pos_50
15_kitchen_pos_50	15_kitchen_pos_51
15_kitchen_pos_51	15_kitchen_pos_52
