PhraseID	Text
1_cell_neg_19	 when  Wi-Fi  is  not  enabled  and  adequate 
1_cell_neg_20	 when  it  is  . 
1_cell_neg_21	 -LRB-  I  `  ve  rarely  struggled  with  a  dying  battery  .  -RRB-  Stand-by 
1_cell_neg_22	 power  management  appears  to  be  excellent  . 
1_cell_neg_23	 -  Charging  of  the  device  is  very  quick  . 
1_cell_neg_24	 -  The  display  , 
1_cell_neg_25	 while  a  little  small  , 
1_cell_neg_26	 is  crystal  clear  and  surprisingly  easy  to  use  given  its  size  . 
1_cell_neg_27	 -  The  camera  is  pretty  good  and  it  's  been  really  great 
1_cell_neg_28	 emailing  photo  's  to  people  as  I  'm  traveling  around  . 
1_cell_neg_29	 After  all  of  the  cons 
1_cell_neg_30	 that  you  `  ll  read  below  you 
1_cell_neg_31	 `  ll  wonder 
1_cell_neg_32	 why  I  ever  bought  the  device 
1_cell_neg_33	 and  why  I  still  use  it  . 
1_cell_neg_34	 Well  here  it  is  : 
1_cell_neg_35	 1  .  T-Mobile  locked  me  into  a  2  year  contract  on  a  very  expensive  device  . 
1_cell_neg_36	 2  .  It  has  great  hardware 
1_cell_neg_37	 that  I  can  use  in  the  US  and  Europe  , 
1_cell_neg_38	 I  'm  just  hoping 
1_cell_neg_39	 that  Microsoft  will  finally  get 
1_cell_neg_40	 it  right  . 
1_cell_neg_41	 Hardware  Con  's 
1_cell_neg_42	 -  The  touch  sensitive  volume  button  is  the  most  ill-conceived  feature 
1_cell_neg_43	 I  `  ve  ever  seen  . 
1_cell_neg_44	 Even  after  playing  around  with  various  settings 
1_cell_neg_45	 it  is  still  hard  to  quickly  set  the  volume  at  the  desired  level  . 
1_cell_neg_46	 Even  worse  , 
1_cell_neg_47	 when  using  the  phone  your  ear  or  finger  can  inadvertently  hit  the  control 
1_cell_neg_48	 and  randomly  change  the  volume  . 
1_cell_neg_49	 -  The  TI  OMAP  850  at  201MHz  is  not  beefy  enough  for  the  software 
1_cell_neg_50	 that  is  loaded  onto  the  device  . 
1_cell_neg_51	 However  , 
1_cell_neg_52	 the  blame  could  well  be  laid  at  Microsoft  's  door  for  writing  inefficient  code 
1_cell_neg_53	 and  having  poor  scheduling  software  between  tasks  and  applications  . 
1_cell_neg_54	 Either  way  ,  performance  is  very  slow  for  some  basic  functions 
1_cell_neg_55	 -LRB-  see  below  -RRB- 
1_cell_neg_56	and
1_cell_neg_57	 I  'm  afraid 
1_cell_neg_58	 some  of  the  blame  needs  to  be  laid  at  the  choice  of  processor  . 
1_cell_neg_59	 Software  Pro  's 
1_cell_neg_60	 -  Not  many 
1_cell_neg_61	 that  really  come  to  mind  . 
1_cell_neg_62	 Software  Con  's 
1_cell_neg_63	 -LRB-  I  hope 
1_cell_neg_64	 you  `  re  sitting  comfortably  -RRB- 
1_cell_neg_65	-
1_cell_neg_66	 When  a  call  is  on  call 
1_cell_neg_67	 waiting  the  phone  fails  to  give  an  option  to  the  user  to  select  which  call  to  take  and 
1_cell_neg_68	 which  call  to  put  on  hold  or  drop\/ignore  . 
1_cell_neg_69	 On  the  occasions 
1_cell_neg_70	 this  problem  has  occurred  with  me  the  call 
1_cell_neg_71	 that  is  dropped\/kept  appears  random  with  a  preference  to  switch  to  the  incoming  call  no  matter 
1_cell_neg_72	 what  is  depressed  . 
1_cell_neg_73	 The  other  call  is  dropped  and  not  put  on  hold  . 
1_cell_neg_74	-
1_cell_neg_75	 When  a  call  is  incoming 
1_cell_neg_76	 and  the  keyboard  is  locked  , 
1_cell_neg_77	 if  the  user  depresses  the  green  phone  key  the  call  is  dropped  . 
1_cell_neg_78	 This  is  extremely  counter  intuitive  . 
1_cell_neg_79	" ""If  the  user  presses  anything  other  than  the  """"  answer  """"  key  the  call  is  dropped  and  sometimes  the  call  has  been  dropped  even"" "
1_cell_neg_80	" ""when  I  have  depressed  the  """"  answer  """"  key  ."" "
1_cell_neg_81	 -  The  contacts  database  is  extremely  rudimentary  with  a  very  limited  number  of  views  and  filters 
1_cell_neg_82	 that  can  be  used  . 
1_cell_neg_83	 Even  worse  ,  upon  selection  ,  the  contacts  database  takes  between  5  and  8  seconds 
1_cell_neg_84	 to  open  . 
1_cell_neg_85	 Now  , 
1_cell_neg_86	 I  have  what  some  would  call  a  large  database  of  contacts  , 
1_cell_neg_87	 but  considering 
1_cell_neg_88	 that  the  Palm  OS  version  responded  immediately  with  a  far  more  sophisticated  use  model  this  excuse  does  not  wash  . 
1_cell_neg_89	 It  's  simply  a  poorly  architected  database  . 
1_cell_neg_90	 -  The  user  interface  for  entering  a  new  contact  is  rudimentary 
1_cell_neg_91	 -LRB-  as  are  all  dialog  windows  on  this  device  .  -RRB- 
1_cell_neg_92	 -  One  of  the  most  annoying  aspects  of  this  device  is  the  alarm  clock  . 
1_cell_neg_93	 The  user  interface  looks  like  it  was  written  in  10  minutes 
1_cell_neg_94	 and  was  clearly  not  verified  for  correctness  . 
1_cell_neg_95	 The  digital  watch  I  had  in  1982  had  the  same  degree  of  sophistication 
1_cell_neg_96	 but  with  a  more  intuitive  use  model 
1_cell_neg_97	 and  was  more  thoroughly  debugged  . 
1_cell_neg_98	 First  of  all  ,  the  user  only  gets  to  select  a  time  and  if  the  alarm  is  on  or  off  . 
1_cell_neg_99	 From  the  interface 
1_cell_neg_100	 you  would  assume  you  could  only  set  a  single  alarm  .  .  . 
1_cell_neg_101	 if  only  it  were  that  obvious  . 
1_cell_neg_102	 The  best  way  to  explain  this  buggy  piece  of  software  is  with  an  example  : 
1_cell_neg_103	 I  set  the  alarm  for  6am  ; 
1_cell_neg_104	 the  next  day  the  alarm  goes  off  at  6am  . 
1_cell_neg_105	 That  day  I  set  the  alarm  for  7am  - 
1_cell_neg_106	 the  following  day  the  alarm  goes  off  at  6am  and  7am  . 
1_cell_neg_107	 The  next  day  I  set  the  alarm  for  7:30  am  and  you  guessed  it  , 
1_cell_neg_108	 the  alarm  now  goes  off  three  times  . 
1_cell_neg_109	 The  best  that  I  `  ve  been  able  to  deduce 
1_cell_neg_110	 -LRB-  of  course  ,  this  type  of  behavior 
1_cell_neg_111	 is  not  documented  in  the  user  manual 
1_cell_neg_112	 that  comes  with  the  device  -RRB- 
1_cell_neg_113	" ""is  that  the  user  has  to  actively  select  """"  off  """"  for  the  current  setting"" "
1_cell_neg_114	" ""before  setting  """"  on  """"  for  the  new  time  ."" "
1_cell_neg_115	 But  there  is  no  indication  of  what  alarms  are  set  ,  so  after  a  while  or  a  particularly  busy  week  you  can  loose  track  of  what  's  set  and  what  is  n't  .  .  .  the  only  way  to  clear  all  of  the  alarms 
1_cell_neg_116	 that  have  been  set  is  a  hard  re-boot  . 
1_cell_neg_117	 -  The  calculator  is  a  joke  . 
1_cell_neg_118	 If  this  took  an  engineer  10  minutes  to  write  they  should  be  fired  . 
1_cell_neg_119	 A  calculator  watch  in  the  '  80  's  had  more  sophisticated  features  . 
1_cell_neg_120	 The  user  interface  is  so  bad 
1_cell_neg_121	 it  's  hard  to  describe  it  in  words  . 
1_cell_neg_122	 -  Microsoft  truly  does  not  understand 
1_cell_neg_123	 how  a  user  would  like  to  use  the  device 
1_cell_neg_124	 and  instead  insists  on  using  the  same  usage  model 
1_cell_neg_125	 that  they  `  ve  inflicted  upon  us  since  Windows  95  . 
1_cell_neg_126	 Most  features  or  function  have  to  be  navigated  through  the  Start  menu  button  . 
1_cell_neg_127	 Applications  are  nested  and  features  are  hidden  behind  several  annoying  menu  selections  . 
1_cell_neg_128	 Some  features  are  simply  hard  to  find  , 
1_cell_neg_129	 but  should  it  really  take  so  many  menu  selections 
1_cell_neg_130	 to  find  common  tools  or  applications  ? 
1_cell_neg_131	 -  The  use  of  alarms  or  reminders  is  ambiguous  - 
1_cell_neg_132	" ""to  put  the  device  in  """"  Silent  """"  mode  ,"" "
1_cell_neg_133	 but  leave  alarms  on 
1_cell_neg_134	 because  you  want  to  sleep  and  only  want  your  alarm  to  wake 
1_cell_neg_135	you
1_cell_neg_136	 up  ,  for  example  , 
1_cell_neg_137	 does  not  work  . 
1_cell_neg_138	 Calendar  reminders  will  be  active 
1_cell_neg_139	 as  they  are  assigned  the  alarm  property  instead  of  their  own  or  the  notification  property  . 
1_cell_neg_140	 The  only  way  around  this  is  to  cancel  reminders  for  all  day  events  .  .  . 
1_cell_neg_141	otherwise
1_cell_neg_142	 you  get  an  alarm  at  midnight  . 
1_cell_neg_143	 -  So  , 
1_cell_neg_144	 on  my  Nokia  phone  a  thousand  years  ago  , 
1_cell_neg_145	 when  I  went  to  Europe  my  phone  would  have  a  simple  selection  for  the  new  frequency 
1_cell_neg_146	 I  needed 
1_cell_neg_147	 once  landed  . 
1_cell_neg_148	 The  phone  would  then  automatically  connect  to  the  provider  available  . 
1_cell_neg_149	 It  was  n't  completely  automatic  , 
1_cell_neg_150	 but  the  user  interaction  was  simple  and  intuitive  . 
1_cell_neg_151	 Not  with  the  Dash  . 
1_cell_neg_152	 First  of  all  T-Mobile  does  n't  help  by  keeping  a  radio  button  on  your  online  account  that  you  have  to  select  to  enable  international  roaming  . 
1_cell_neg_153	 The  feature  is  free 
1_cell_neg_154	 so  why  not  add  a  selection  anyway  ? 
1_cell_neg_155	 All  you  know 
1_cell_neg_156	 when  you  get  to  your  destination  is  that  your  phone  wo  n't  connect  to  the  local  network  no  matter 
1_cell_neg_157	 what  you  do  . 
1_cell_neg_158	 Now  , 
1_cell_neg_159	assuming
1_cell_neg_160	 that  you  worked  this  out  , 
1_cell_neg_161	 you  are  now  faced  with  the  challenge  of  actually  connecting  to  the  local  provider  's  network  . 
1_cell_neg_162	 On  my  Blackberry  this  was  automatic  , 
1_cell_neg_163	 but  of  course  with  Microsoft 
1_cell_neg_164	 there  are  selections  to  make  ,  searches  to  activate  and  various  other  contortions 
1_cell_neg_165	 that  need  to  be  gone  through  before  you  connect  to  the  provider  of  choice  . 
1_cell_neg_166	 Assuming  that  you  get 
1_cell_neg_167	 connected  at  all  . 
1_cell_neg_168	 -  ActiveSync  : 
1_cell_neg_169	 This  is  the  most  annoying  piece  of  software  in  that  it  just  does  not  work  . 
1_cell_neg_170	 Worse  still  , 
1_cell_neg_171	 when  it  does  not  work  it  gives  a  cryptic  error  message 
1_cell_neg_172	 stating  that  an  error  has  occurred  and  some  data  will  be  lost  next  time  you  perform  synchronization  . 
1_cell_neg_173	 It  does  not  provide  you  with  a  fix  ,  a  hint  or  a  path  so  that  you  do  n't  lose  data  . 
1_cell_neg_174	 It  does  not  even  tell  you  the  data 
1_cell_neg_175	 that  was  lost  . 
1_cell_neg_176	 So  , 
1_cell_neg_177	 I  'm  using  a  Microsoft  Mobile  OS  with  Microsoft  XP  and  Microsoft  Outlook 
1_cell_neg_178	 and  they  ca  n't  get  that  right  ? 
1_cell_neg_179	 -LRB-  OK  , 
1_cell_neg_180	 it  maybe  serves  me  right  for  signing  up  to  so  much  Microsoft  , 
1_cell_neg_181	 but  come  on  .  -RRB- 
1_cell_neg_182	 This  was  another  primary  purchasing  driver  for  me  . 
1_cell_neg_183	 I  am  very  busy  and  want  to  have  my  schedule  up  to  date  between  my  PC  and  PDA  -  all  the  time  . 
1_cell_neg_184	 It  's  the  only  way  to  keep  organized  . 
1_cell_neg_185	 I  thought  that  with  the  same  provider  of  all  the  software 
1_cell_neg_186	 I  'd  be  OK  . 
1_cell_neg_187	 Also  , 
1_cell_neg_188	 as  this  feature  has  been  around  for  over  a  decade  from  Palm 
1_cell_neg_189	 and  perfected  by  Blackberry  .  .  . 
1_cell_neg_190	 how  hard  can  it  be  ? 
1_cell_neg_191	 There  are  probably  annoying  nits  that  I  have  with  the  software  , 
1_cell_neg_192	 but  those  are  the  major  ones  . 
1_cell_neg_193	 And  they  are  major  . 
1_cell_neg_194	 Considering  this  is  Windows  Mobile  5.0  what  on  earth  were  they 
1_cell_neg_195	 doing  for  1.0  ,  2.0  , 
1_cell_neg_196	 etc  .  ? 
1_cell_neg_197	 Service  Provider  Pro 
1_cell_neg_198	 -  T-Mobile  is  useful  to  me  for  traveling  in  Europe  . 
1_cell_neg_199	 They  have  much  better  coverage  over  there  than  in  the  US 
1_cell_neg_200	-LRB-
1_cell_neg_201	 where  I  'm  actually  paying  -RRB-  . 
1_cell_neg_202	 -  Their  package  is  competitive  . 
1_cell_neg_203	 Service  Provider  Con  : 
1_cell_neg_204	 -  Coverage  is  not  good  enough  . 
1_cell_neg_205	 I  'm  in  San  Francisco 
1_cell_neg_206	 and  I  have  dead  spots  in  my  house  . 
1_cell_neg_207	 -  Their  back-end  connectivity  with  your  email  providers  is  terribly  buggy  . 
1_cell_neg_208	 At  random  times 
1_cell_neg_209	 you  will  get  cryptic  messages 
1_cell_neg_210	saying
1_cell_neg_211	 that  you  must  have  something  wrong  with  your  connection 
1_cell_neg_212	 and  emails  ca  n't  be  accessed  . 
1_cell_neg_213	 But  you  know 
1_cell_neg_214	 there  's  nothing 
1_cell_neg_215	 wrong  with  your  connection 
1_cell_neg_216	 because  you  `  ve  been  on  the  browser  . 
1_cell_neg_217	 Also  , 
1_cell_neg_218	 there  was  a  whole  day 
1_cell_neg_219	 that  emails  were  not  accessible  . 
1_cell_neg_220	 Because  of  the  many  issues 
1_cell_neg_221	 that  I  'd 
1_cell_neg_222	 had  with  email 
1_cell_neg_223	 set  up 
1_cell_neg_224	 and  maintaining  a  connection 
1_cell_neg_225	 I  went  through  various  debug  routines 
1_cell_neg_226	 wondering  what  had  failed  . 
1_cell_neg_227	 When  I  finally  called  technical  support 
1_cell_neg_228	 they  told  me 
1_cell_neg_229	 that  their  service  was  down  -  no  apology  ,  no  notification  ,  no  nothing  . 
1_cell_neg_230	 Certainly  no  minutes  to  make  up  for  the  inconvenience  . 
1_cell_neg_231	 -LRB-  So  , 
1_cell_neg_232	 why  did  n't  I  call  technical  support  earlier  ? 
1_cell_neg_233	 read  below  .  .  .  -RRB- 
1_cell_neg_234	 -  Their  technical  support  structure  is  terrible  . 
1_cell_neg_235	" ""I  have  collectively  wasted  over  12  hours  of  my  life  on  their  """"  help  """"  line  ."" "
1_cell_neg_236	 I  'm  not  going  to  go  into  details  as  it  would  just  take  too  long  . 
1_cell_neg_237	 Bottom  line  , 
1_cell_neg_238	 if  you  have  a  problem  with  your  phone  say 
1_cell_neg_239	" ""Dash  """"  at  the  prompt"" "
1_cell_neg_240	and
1_cell_neg_241	 then  ask  for  Tier  Three  Data  support  . 
1_cell_neg_242	 Everything  you  get 
1_cell_neg_243	 before  that  is  a  waste  of  your  time  as  the  technicians 
1_cell_neg_244	 you  `  ll  encounter  have  inadequate  training  . 
1_cell_neg_245	 If  you  are  then  put  on  hold  and  are  given  another  number 
1_cell_neg_246	 to  dial  -  DO  NOT  DO  IT  - 
1_cell_neg_247	 This  cycles 
1_cell_neg_248	 you  back  around  to  Tier  Two  Data  Support 
1_cell_neg_249	 and  you  have  to  go  back  to  the  back  of  the  line  for  someone 
1_cell_neg_250	 that  understands  the  device  . 
1_cell_neg_251	 So  ,  should  you  buy 
1_cell_neg_252	 it  ? 
1_cell_neg_253	 Wait  until  Windows  Mobile  6.0  comes  out  at  least  . 
1_cell_neg_254	 Maybe  another  provider  will  pick  up  the  device  by  that  time  . 
1_cell_neg_255	 Then  see  what  else  is  available 
13_cell_pos_1	 I  'm  a  long-running  Virgin  customer  , 
13_cell_pos_2	 but  additionally  I  work  as  a  developer  in  the  mobile  industry  ,  and  so  I  `  ve  had  experience 
13_cell_pos_3	 using  literally  scores  of  handsets  from  every  imaginable  carrier 
13_cell_pos_4	 -LRB-  including  non-US  -RRB-  . 
13_cell_pos_5	 Previous  Virgin  phones  I  `  ve  used  include  the  Vox  8610 
13_cell_pos_6	 and  Kyocera  2255  . 
13_cell_pos_7	 My  8610  still  works  , 
13_cell_pos_8	 but  it  's  a  bit  bulky  and  heavy  for  my  tastes 
13_cell_pos_9	 and  I  decided 
13_cell_pos_10	 to  upgrade  . 
13_cell_pos_11	 Let  's  start  with  the  positives  : 
13_cell_pos_12	 -  Very  compact  design  . 
13_cell_pos_13	 This  is  probably  the  cheapest  phone  of  its  size\/capabilities  available  anywhere  . 
13_cell_pos_14	 It  is  so  thin 
13_cell_pos_15	that
13_cell_pos_16	 when  I  put  it  in  the  same  pocket  as  my  wallet  , 
13_cell_pos_17	 I  sometimes  forget 
13_cell_pos_18	 it  's  there  . 
13_cell_pos_19	 -  For  the  cost  , 
13_cell_pos_20	 it  is  pretty  decent  in  terms  of  features  . 
13_cell_pos_21	 128x128  screen  with  fullscreen  graphic  support  ,  10  MB  for  downloads 
13_cell_pos_22	 -LRB-  32  total  -RRB-  ,  speakerphone  ,  web  capability  ,  comparable  performance 
13_cell_pos_23	 to  most  Nokia  series  40  devices  . 
13_cell_pos_24	 Very  long  battery  life  , 
13_cell_pos_25	 and  fast 
13_cell_pos_26	 charging  . 
13_cell_pos_27	 For  those 
13_cell_pos_28	 that  have  had  trouble  with  the  battery 
13_cell_pos_29	 I  suggest 
13_cell_pos_30	 you  try  turning  off  the  backlight  . 
13_cell_pos_31	 It  might  have  .  .  .  interesting  .  .  .  effects  . 
13_cell_pos_32	 -  Uses  the  Sprint  network  . 
13_cell_pos_33	 I  `  ve  found  this  to  be  very  reliable  in  my  area  , 
13_cell_pos_34	 and  signal  quality  is  excellent  both  in  and  outdoors  . 
13_cell_pos_35	 -  Call  quality  is  good  . 
13_cell_pos_36	 Comparable  to  the  8610  as  far  as  I  can  tell  , 
13_cell_pos_37	 which  was  also  good 
13_cell_pos_38	 -LRB-  my  old  Kyocera  ,  on  the  other  hand  ,  was  garbage  -RRB-  . 
13_cell_pos_39	 -  UI  has  a  solid  ,  standard  design  . 
13_cell_pos_40	 Predictive  text  included  for  messaging  . 
13_cell_pos_41	 The  phone  's  graphics  are  a  bit  odd  , 
13_cell_pos_42	 but  not  necessarily  in  a  bad  ways  . 
13_cell_pos_43	 -  Durable  . 
13_cell_pos_44	 UTStarcom  knows 
13_cell_pos_45	 how  to  build  to  last  . 
13_cell_pos_46	 This  handset  is  no  exception  . 
13_cell_pos_47	 -  Good  library  of  games  ,  ringtones  ,  and  graphics  available  . 
13_cell_pos_48	 Now  I  actually  have  something  to  spend  all  that  balance  on  .  .  . 
13_cell_pos_49	 -  Virgin  is  a  very  low  cost  provider  . 
13_cell_pos_50	 It  's  no  good  if  you  want  video  on  demand  ,  3G  ,  or  whatnot  . 
13_cell_pos_51	 But  for  just  making  calls\/texting  now  and  then  , 
13_cell_pos_52	 you  simply  ca  n't  beat  $  20\/3  months  . 
13_cell_pos_53	 No  annual  contract  as  well  , 
13_cell_pos_54	 which  is  a  huge  plus 
13_cell_pos_55	 -LRB-  as  many  who  `  ve  had  one  know  all  too  well  -RRB-  . 
13_cell_pos_56	 On  the  downside  : 
13_cell_pos_57	 -  Keys  are  a  bit  small  . 
13_cell_pos_58	 This  is  typical  of  ultra-thin  handsets  . 
13_cell_pos_59	 They  are  a  bit  stiff  as  well  , 
13_cell_pos_60	 which  is  good  and  bad 
13_cell_pos_61	 -LRB-  good 
13_cell_pos_62	 because  you  wo  n't  accidentally  press  them  as  easily  ,  bad 
13_cell_pos_63	 because  typing  is  more  of  a  pain  -RRB-  . 
13_cell_pos_64	 -  Virgin  's  web  browser  is  lame  . 
13_cell_pos_65	 Their  web  service  costs  extra  , 
13_cell_pos_66	 and  it  has  problems  viewing  many  page  formats 
13_cell_pos_67	 -LRB-  says  '  network  gremlins  ' 
13_cell_pos_68	 when  you  try  .  .  . 
13_cell_pos_69	 cute  -RRB-  . 
13_cell_pos_70	 You  can  browse  basic  html  , 
13_cell_pos_71	 and  that  's  about  it  -  good  luck  reading  e-mail  with  it  . 
13_cell_pos_72	 -  No  bluetooth  built-in  , 
13_cell_pos_73	 though  this  is  to  be  expected  . 
13_cell_pos_74	 -  No  camera  either  ,  also  to  be  expected  . 
13_cell_pos_75	 This  can  actually  be  a  good  thing  , 
13_cell_pos_76	 since  camera  phones  are  off-limits 
13_cell_pos_77	 in  more  areas  than  you  might  expect  . 
13_cell_pos_78	 Bottom  line  : 
13_cell_pos_79	 this  handset  is  great  for  the  price  . 
13_cell_pos_80	 There  are  flaws  with  it  ,  as  with  any  phone  , 
13_cell_pos_81	 but  the  pluses  outweigh  the  minuses  . 
13_cell_pos_82	 I  `  ve  seen  many  reviewers  complain  about  both  Virgin  and  the  phone  , 
13_cell_pos_83	 but  in  my  professional  opinion 
13_cell_pos_84	 -LRB-  and  it  is  an  expert  opinion  -RRB- 
13_cell_pos_85	 these  people  need 
13_cell_pos_86	 to  realize 
13_cell_pos_87	 that  you  get 
13_cell_pos_88	 what  you  pay  for  . 
13_cell_pos_89	 This  is  n't  a  $  200  Samsung  T519  , 
13_cell_pos_90	 and  you  `  re  not  paying  $  60  a  month  for  service  on  a  2  year  contract  . 
13_cell_pos_91	 Considering  the  costs  ,  the  Slice  is  an  great  handset  with  excellent  service  , 
13_cell_pos_92	 and  that  is  that 
17_cell_pos_1	 This  is  a  great  phone 
17_cell_pos_2	 that  I  `  ve  used  for  a  year 
17_cell_pos_3	 now  . 
17_cell_pos_4	 I  'd  like  to  highlight  the  standout  features 
17_cell_pos_5	 that  make  this  phone  unique  ,  especially  at  its  price  . 
17_cell_pos_6	 MP3  player  . 
17_cell_pos_7	 Just  get  an  adapter  for  the  usb  port 
17_cell_pos_8	 -LRB-  a  few  bucks  on  eBay  -RRB- 
17_cell_pos_9	and
17_cell_pos_10	 you  can  plug  in  your  stereo  headphones  . 
17_cell_pos_11	 Too  bad  they  have  n't  offered  an  update  to  the  Motorola  Digital  Audio  Player  . 
17_cell_pos_12	 MicroSD  slot  . 
17_cell_pos_13	 You  can  take  a  MicroSD  card  ,  put  it  into  the  included  adapter 
17_cell_pos_14	 and  plug  into  an  SD  slot 
17_cell_pos_15	 on  your  computer  and  copy  MP3s 
17_cell_pos_16	 -LRB-  you  can  take  any  mp3 
17_cell_pos_17	 and  make  it  your  ringtone  , 
17_cell_pos_18	cropping
17_cell_pos_19	 it  will  make 
17_cell_pos_20	 it  more  effective  -RRB-  ,  3GP  videos 
17_cell_pos_21	 -LRB-  animation  looks  great  , 
17_cell_pos_22	 but  the  sound  was  slightly  out  of  sync  ,  search  the  web  for  video  converters  to  convert  your  content  -RRB-  ,  or  pictures  . 
17_cell_pos_23	 I  love 
17_cell_pos_24	 making  my  own  ringtones 
17_cell_pos_25	 and  not  having  to  buy  them  . 
17_cell_pos_26	 Bluetooth  . 
17_cell_pos_27	 I  got  an  Explorer  320  headset  for  $  20 
17_cell_pos_28	and
17_cell_pos_29	 it  works  great  with  it  . 
17_cell_pos_30	 Battery  . 
17_cell_pos_31	 Easily  exchangeable  . 
17_cell_pos_32	 Easily  slide  off  the  cover  and  pop  in  a  fresh  one  . 
17_cell_pos_33	 The  battery  life  is  n't  very  long  , 
17_cell_pos_34	 so  it  's  good  to  have  a  spare  battery  , 
17_cell_pos_35	 they  `  re  cheap  . 
17_cell_pos_36	 Video  camera  . 
17_cell_pos_37	 Not  high  quality  video  , 
17_cell_pos_38	 but  its  something  the  old  RAZR  could  n't  do  . 
17_cell_pos_39	 Customization  . 
17_cell_pos_40	 I  love  customization  . 
17_cell_pos_41	 You  can  set  up  the  hotkey  on  the  side  of  the  phone  ,  the  two  on  the  top  of  the  keypad  ,  and  the  directional  pad  to  go  directly  to  most  functions  of  the  phone  . 
17_cell_pos_42	 It  even  has  a  shortcut  list  to  list  all  your  favorite  features  . 
17_cell_pos_43	 You  can  easily  make  any  picture 
17_cell_pos_44	 including  pics 
17_cell_pos_45	 you  take  into  your  wallpaper  . 
17_cell_pos_46	 Also  you  can  find  replacement  faceplates  to  make  your  phone  unique  . 
