1_cell_neg_71	0.16666666666666666	0.2916666666666667	0.001
1_cell_neg_72	0.125	0.25	0.001
1_cell_neg_73	0.4583333333333333	0.25	0.001
1_cell_neg_74	0.001	0.001	0.25
1_cell_neg_75	0.125	0.25	0.001
1_cell_neg_76	0.125	0.25	0.001
1_cell_neg_77	0.125	0.25	0.001
1_cell_neg_78	0.125	0.4375	0.001
1_cell_neg_79	0.2916666666666667	0.21875	0.001
1_cell_neg_80	0.125	0.25	0.001
1_cell_neg_81	0.25	0.375	0.001
1_cell_neg_82	0.125	0.25	0.001
1_cell_neg_83	0.75	0.25	0.001
1_cell_neg_84	0.001	0.001	0.25
1_cell_neg_85	0.001	0.001	0.25
1_cell_neg_86	0.125	0.28125	0.001
1_cell_neg_87	0.001	0.125	0.001
1_cell_neg_88	0.4166666666666667	0.375	0.001
1_cell_neg_89	0.75	0.001	0.001
1_cell_neg_90	0.125	0.3333333333333333	0.001
1_cell_neg_91	0.125	0.25	0.001
1_cell_neg_92	0.1875	0.3125	0.001
1_cell_neg_93	0.125	0.1875	0.001
1_cell_neg_94	0.45	0.25	0.001
1_cell_neg_95	0.25	0.20833333333333334	0.001
1_cell_neg_96	0.001	0.001	0.25
1_cell_neg_97	0.125	0.4375	0.001
1_cell_neg_98	0.3333333333333333	0.25	0.001
1_cell_neg_99	0.001	0.001	0.25
1_cell_neg_100	0.3125	0.375	0.001
1_cell_neg_101	0.125	0.375	0.001
1_cell_neg_102	0.125	0.4166666666666667	0.001
1_cell_neg_103	0.25	0.375	0.001
1_cell_neg_104	0.4375	0.375	0.001
1_cell_neg_105	0.25	0.375	0.001
1_cell_neg_106	0.4375	0.375	0.001
1_cell_neg_107	0.25	0.25	0.001
1_cell_neg_108	0.4375	0.4375	0.001
1_cell_neg_109	0.125	0.375	0.001
1_cell_neg_110	0.001	0.25	0.001
1_cell_neg_111	0.2916666666666667	0.25	0.001
1_cell_neg_112	0.001	0.001	0.25
1_cell_neg_113	0.375	0.3333333333333333	0.001
1_cell_neg_114	0.001	0.375	0.001
1_cell_neg_115	0.275	0.2	0.001
1_cell_neg_116	0.3333333333333333	0.25	0.001
1_cell_neg_117	0.125	0.3125	0.001
1_cell_neg_118	0.125	0.25	0.001
1_cell_neg_119	0.001	0.625	0.001
1_cell_neg_120	0.375	0.25	0.001
1_cell_neg_121	0.75	0.001	0.001
1_cell_neg_122	0.5	0.625	0.001
1_cell_neg_123	0.001	0.125	0.001
1_cell_neg_124	0.25	0.001	0.001
1_cell_neg_125	0.625	0.001	0.001
1_cell_neg_126	0.125	0.25	0.001
1_cell_neg_127	0.125	0.25	0.001
1_cell_neg_128	0.125	0.1875	0.001
1_cell_neg_129	0.001	0.625	0.001
1_cell_neg_130	0.001	0.001	0.25
1_cell_neg_131	0.16666666666666666	0.2916666666666667	0.001
1_cell_neg_132	0.001	0.001	0.25
1_cell_neg_133	0.25	0.375	0.001
1_cell_neg_134	0.1875	0.2916666666666667	0.001
1_cell_neg_135	0.001	0.001	0.25
1_cell_neg_136	0.001	0.001	0.25
1_cell_neg_137	0.625	0.001	0.001
1_cell_neg_138	0.3125	0.25	0.001
1_cell_neg_139	0.1875	0.3125	0.001
1_cell_neg_140	0.125	0.25	0.001
1_cell_neg_141	0.125	0.5	0.001
1_cell_neg_142	0.1875	0.25	0.001
1_cell_neg_143	0.001	0.001	0.25
1_cell_neg_144	0.001	0.001	0.25
1_cell_neg_145	0.375	0.25	0.001
1_cell_neg_146	0.25	0.25	0.001
1_cell_neg_147	0.001	0.001	0.25
1_cell_neg_148	0.001	0.375	0.001
1_cell_neg_149	0.2916666666666667	0.25	0.001
1_cell_neg_150	0.25	0.1875	0.001
1_cell_neg_151	0.625	0.375	0.001
1_cell_neg_152	0.25	0.5	0.001
1_cell_neg_153	0.125	0.3125	0.001
1_cell_neg_154	0.625	0.001	0.001
1_cell_neg_155	0.001	0.001	0.25
1_cell_neg_156	0.16666666666666666	0.21875	0.001
1_cell_neg_157	0.001	0.001	0.25
1_cell_neg_158	0.001	0.001	0.25
1_cell_neg_159	0.375	0.001	0.001
1_cell_neg_160	0.001	0.001	0.25
1_cell_neg_161	0.2916666666666667	0.3333333333333333	0.001
1_cell_neg_162	0.125	0.25	0.001
1_cell_neg_163	0.001	0.001	0.25
1_cell_neg_164	0.375	0.25	0.001
1_cell_neg_165	0.1875	0.25	0.001
1_cell_neg_166	0.375	0.125	0.001
1_cell_neg_167	0.001	0.001	0.25
1_cell_neg_168	0.001	0.001	0.25
1_cell_neg_169	0.375	0.25	0.001
1_cell_neg_170	0.375	0.001	0.001
1_cell_neg_171	0.625	0.375	0.001
1_cell_neg_172	0.34375	0.20833333333333334	0.001
1_cell_neg_173	0.4375	0.5	0.001
1_cell_neg_174	0.375	0.001	0.001
1_cell_neg_175	0.3125	0.25	0.001
1_cell_neg_176	0.001	0.001	0.25
1_cell_neg_177	0.001	0.001	0.25
1_cell_neg_178	0.20833333333333334	0.001	0.001
1_cell_neg_179	0.001	0.001	0.25
1_cell_neg_180	0.001	0.1875	0.001
1_cell_neg_181	0.001	0.001	0.25
1_cell_neg_182	0.125	0.375	0.001
1_cell_neg_183	0.1875	0.25	0.001
1_cell_neg_184	0.001	0.001	0.25
1_cell_neg_185	0.001	0.001	0.25
1_cell_neg_186	0.125	0.25	0.001
1_cell_neg_187	0.001	0.001	0.25
1_cell_neg_188	0.125	0.25	0.001
1_cell_neg_189	0.001	0.001	0.25
1_cell_neg_190	0.4375	0.25	0.001
1_cell_neg_191	0.125	0.25	0.001
1_cell_neg_192	0.125	0.4375	0.001
1_cell_neg_193	0.125	0.4375	0.001
1_cell_neg_194	0.125	0.20833333333333334	0.001
1_cell_neg_195	0.001	0.001	0.25
1_cell_neg_196	0.001	0.001	0.25
1_cell_neg_197	0.001	0.001	0.25
1_cell_neg_198	0.125	0.25	0.001
1_cell_neg_199	0.001	0.5625	0.001
1_cell_neg_200	0.001	0.001	0.25
1_cell_neg_201	0.001	0.375	0.001
1_cell_neg_202	0.125	0.25	0.001
1_cell_neg_203	0.001	0.001	0.25
1_cell_neg_204	0.40625	0.25	0.001
1_cell_neg_205	0.001	0.001	0.25
1_cell_neg_206	0.625	0.25	0.001
1_cell_neg_207	0.125	0.25	0.001
1_cell_neg_208	0.001	0.5	0.001
1_cell_neg_209	0.001	0.125	0.001
1_cell_neg_210	0.001	0.001	0.25
1_cell_neg_211	0.4375	0.3125	0.001
1_cell_neg_212	0.25	0.125	0.001
1_cell_neg_213	0.001	0.001	0.25
1_cell_neg_214	0.25	0.25	0.001
1_cell_neg_215	0.4375	0.125	0.001
1_cell_neg_216	0.3125	0.25	0.001
1_cell_neg_217	0.001	0.001	0.25
1_cell_neg_218	0.125	0.1875	0.001
1_cell_neg_219	0.4583333333333333	0.25	0.001
1_cell_neg_220	0.001	0.125	0.001
1_cell_neg_221	0.001	0.001	0.25
1_cell_neg_222	0.001	0.25	0.001
1_cell_neg_223	0.001	0.125	0.001
1_cell_neg_224	0.125	0.001	0.001
1_cell_neg_225	0.001	0.25	0.001
1_cell_neg_226	0.125	0.3125	0.001
1_cell_neg_227	0.001	0.1875	0.001
1_cell_neg_228	0.001	0.001	0.25
1_cell_neg_229	0.20833333333333334	0.2916666666666667	0.001
1_cell_neg_230	0.25	0.5625	0.001
1_cell_neg_231	0.001	0.001	0.25
1_cell_neg_232	0.20833333333333334	0.001	0.001
1_cell_neg_233	0.001	0.25	0.001
1_cell_neg_234	0.125	0.1875	0.001
1_cell_neg_235	0.001	0.2916666666666667	0.001
1_cell_neg_236	0.2916666666666667	0.1875	0.001
1_cell_neg_237	0.125	0.001	0.001
1_cell_neg_238	0.625	0.1875	0.001
1_cell_neg_239	0.001	0.375	0.001
1_cell_neg_240	0.001	0.001	0.25
1_cell_neg_241	0.001	0.001	0.25
1_cell_neg_242	0.001	0.125	0.001
1_cell_neg_243	0.125	0.1875	0.001
1_cell_neg_244	0.5	0.1875	0.001
1_cell_neg_245	0.1875	0.25	0.001
1_cell_neg_246	0.625	0.001	0.001
1_cell_neg_247	0.001	0.001	0.25
1_cell_neg_248	0.001	0.375	0.001
1_cell_neg_249	0.001	0.25	0.001
1_cell_neg_250	0.001	0.375	0.001
1_cell_neg_251	0.001	0.001	0.25
1_cell_neg_252	0.001	0.001	0.25
1_cell_neg_253	0.001	0.001	0.25
1_cell_neg_254	0.001	0.125	0.001
1_cell_neg_255	0.125	0.3125	0.001
13_cell_pos_1	0.125	0.001	0.001
13_cell_pos_2	0.125	0.001	0.001
13_cell_pos_3	0.25	0.001	0.001
13_cell_pos_4	0.001	0.001	0.25
13_cell_pos_5	0.125	0.001	0.001
13_cell_pos_6	0.001	0.001	0.25
13_cell_pos_7	0.125	0.001	0.001
13_cell_pos_8	0.125	0.001	0.001
13_cell_pos_9	0.001	0.001	0.25
13_cell_pos_10	0.001	0.5	0.001
13_cell_pos_11	0.001	0.001	0.25
13_cell_pos_12	0.25	0.25	0.001
13_cell_pos_13	0.1875	0.3125	0.001
13_cell_pos_14	0.125	0.25	0.001
13_cell_pos_15	0.001	0.001	0.25
13_cell_pos_16	0.001	0.001	0.25
13_cell_pos_17	0.001	0.25	0.001
13_cell_pos_18	0.001	0.001	0.25
13_cell_pos_19	0.001	0.001	0.25
13_cell_pos_20	0.1875	0.3333333333333333	0.001
13_cell_pos_21	0.001	0.375	0.001
13_cell_pos_22	0.125	0.375	0.001
13_cell_pos_23	0.001	0.001	0.25
13_cell_pos_24	0.25	0.25	0.001
13_cell_pos_25	0.001	0.001	0.25
13_cell_pos_26	0.001	0.001	0.25
13_cell_pos_27	0.001	0.001	0.25
13_cell_pos_28	0.001	0.25	0.001
13_cell_pos_29	0.001	0.001	0.25
13_cell_pos_30	0.625	0.001	0.001
13_cell_pos_31	0.3125	0.3333333333333333	0.001
13_cell_pos_32	0.001	0.001	0.25
13_cell_pos_33	0.1875	0.2916666666666667	0.001
13_cell_pos_34	0.125	0.3125	0.001
13_cell_pos_35	0.125	0.40625	0.001
13_cell_pos_36	0.001	0.5	0.001
13_cell_pos_37	0.125	0.5	0.001
13_cell_pos_38	0.375	0.375	0.001
13_cell_pos_39	0.375	0.3125	0.001
13_cell_pos_40	0.001	0.001	0.25
13_cell_pos_41	0.125	0.25	0.001
13_cell_pos_42	0.625	0.625	0.001
13_cell_pos_43	0.001	0.001	0.25
13_cell_pos_44	0.001	0.001	0.25
13_cell_pos_45	0.001	0.001	0.25
13_cell_pos_46	0.1875	0.25	0.001
13_cell_pos_47	0.001	0.5625	0.001
13_cell_pos_48	0.001	0.25	0.001
13_cell_pos_49	0.1875	0.25	0.001
13_cell_pos_50	0.4166666666666667	0.25	0.001
13_cell_pos_51	0.001	0.001	0.25
13_cell_pos_52	0.1875	0.001	0.001
13_cell_pos_53	0.2916666666666667	0.001	0.001
13_cell_pos_54	0.125	0.4375	0.001
13_cell_pos_55	0.25	0.34375	0.001
13_cell_pos_56	0.001	0.125	0.001
13_cell_pos_57	0.20833333333333334	0.25	0.001
13_cell_pos_58	0.125	0.1875	0.001
13_cell_pos_59	0.125	0.3125	0.001
13_cell_pos_60	0.375	0.5	0.001
13_cell_pos_61	0.001	0.75	0.001
13_cell_pos_62	0.20833333333333334	0.625	0.001
13_cell_pos_63	0.4375	0.25	0.001
13_cell_pos_64	0.25	0.25	0.001
13_cell_pos_65	0.001	0.25	0.001
13_cell_pos_66	0.625	0.1875	0.001
13_cell_pos_67	0.001	0.001	0.25
13_cell_pos_68	0.001	0.001	0.25
13_cell_pos_69	0.001	0.001	0.25
13_cell_pos_70	0.001	0.001	0.25
13_cell_pos_71	0.25	0.625	0.001
13_cell_pos_72	0.25	0.001	0.001
13_cell_pos_73	0.16666666666666666	0.25	0.001
13_cell_pos_74	0.25	0.1875	0.001
13_cell_pos_75	0.125	0.4583333333333333	0.001
13_cell_pos_76	0.125	0.25	0.001
13_cell_pos_77	0.375	0.3125	0.001
13_cell_pos_78	0.125	0.001	0.001
13_cell_pos_79	0.125	0.25	0.001
13_cell_pos_80	0.125	0.25	0.001
13_cell_pos_81	0.001	0.625	0.001
13_cell_pos_82	0.375	0.5	0.001
13_cell_pos_83	0.625	0.001	0.001
13_cell_pos_84	0.2916666666666667	0.25	0.001
13_cell_pos_85	0.25	0.25	0.001
13_cell_pos_86	0.001	0.375	0.001
13_cell_pos_87	0.001	0.125	0.001
13_cell_pos_88	0.001	0.001	0.25
13_cell_pos_89	0.1875	0.25	0.001
13_cell_pos_90	0.4375	0.001	0.001
13_cell_pos_91	0.125	0.1875	0.001
13_cell_pos_92	0.125	0.25	0.001
17_cell_pos_1	0.125	0.25	0.001
17_cell_pos_2	0.001	0.001	0.25
17_cell_pos_3	0.001	0.001	0.25
17_cell_pos_4	0.001	0.125	0.001
17_cell_pos_5	0.001	0.001	0.25
17_cell_pos_6	0.001	0.001	0.25
17_cell_pos_7	0.125	0.125	0.001
17_cell_pos_8	0.5	0.001	0.001
17_cell_pos_9	0.001	0.001	0.25
17_cell_pos_10	0.001	0.001	0.25
17_cell_pos_11	0.375	0.16666666666666666	0.001
17_cell_pos_12	0.001	0.001	0.25
17_cell_pos_13	0.001	0.001	0.25
17_cell_pos_14	0.125	0.001	0.001
17_cell_pos_15	0.25	0.001	0.001
17_cell_pos_16	0.001	0.001	0.25
17_cell_pos_17	0.001	0.001	0.25
17_cell_pos_18	0.001	0.001	0.25
17_cell_pos_19	0.001	0.125	0.001
17_cell_pos_20	0.125	0.25	0.001
17_cell_pos_21	0.001	0.001	0.25
17_cell_pos_22	0.125	0.25	0.001
17_cell_pos_23	0.001	0.5	0.001
17_cell_pos_24	0.001	0.001	0.25
17_cell_pos_25	0.4375	0.001	0.001
17_cell_pos_26	0.001	0.001	0.25
17_cell_pos_27	0.125	0.125	0.001
17_cell_pos_28	0.001	0.001	0.25
17_cell_pos_29	0.001	0.001	0.25
17_cell_pos_30	0.001	0.001	0.25
17_cell_pos_31	0.001	0.5	0.001
17_cell_pos_32	0.625	0.3125	0.001
17_cell_pos_33	0.20833333333333334	0.25	0.001
17_cell_pos_34	0.001	0.5	0.001
17_cell_pos_35	0.001	0.001	0.25
17_cell_pos_36	0.001	0.001	0.25
17_cell_pos_37	0.375	0.25	0.001
17_cell_pos_38	0.25	0.375	0.001
17_cell_pos_39	0.001	0.001	0.25
17_cell_pos_40	0.001	0.5	0.001
17_cell_pos_41	0.001	0.001	0.25
17_cell_pos_42	0.001	0.20833333333333334	0.001
17_cell_pos_43	0.001	0.25	0.001
17_cell_pos_44	0.001	0.001	0.25
17_cell_pos_45	0.001	0.001	0.25
17_cell_pos_46	0.001	0.001	0.25
17_cell_pos_47	0.001	0.001	0.25
17_cell_pos_48	0.001	0.125	0.001
17_cell_pos_49	0.001	0.75	0.001
17_cell_pos_50	0.001	0.001	0.25
17_cell_pos_51	0.125	0.25	0.001
17_cell_pos_52	0.5	0.1875	0.001
17_cell_pos_53	0.001	0.001	0.25
17_cell_pos_54	0.125	0.001	0.001
17_cell_pos_55	0.25	0.25	0.001
17_cell_pos_56	0.1875	0.1875	0.001
17_cell_pos_57	0.1875	0.25	0.001
17_cell_pos_58	0.125	0.25	0.001
17_cell_pos_59	0.625	0.001	0.001
17_cell_pos_60	0.125	0.375	0.001
17_cell_pos_61	0.375	0.001	0.001
17_cell_pos_62	0.001	0.001	0.25
17_cell_pos_63	0.1875	0.001	0.001
17_cell_pos_64	0.3125	0.001	0.001
17_cell_pos_65	0.001	0.875	0.001
17_cell_pos_66	0.125	0.25	0.001
17_cell_pos_67	0.625	0.3125	0.001
17_cell_pos_68	0.125	0.25	0.001
17_cell_pos_69	0.625	0.001	0.001
17_cell_pos_70	0.25	0.001	0.001
17_cell_pos_71	0.625	0.001	0.001
17_cell_pos_72	0.001	0.001	0.25
17_cell_pos_73	0.375	0.2916666666666667	0.001
17_cell_pos_74	0.001	0.25	0.001
12_gourmet_neg_1	0.4166666666666667	0.25	0.001
12_gourmet_neg_2	0.001	0.001	0.25
12_gourmet_neg_3	0.125	0.25	0.001
12_gourmet_neg_4	0.3125	0.1875	0.001
12_gourmet_neg_5	0.001	0.875	0.001
12_gourmet_neg_6	0.001	0.001	0.25
12_gourmet_neg_7	0.28125	0.20833333333333334	0.001
12_gourmet_neg_8	0.4166666666666667	0.25	0.001
12_gourmet_neg_9	0.001	0.125	0.001
12_gourmet_neg_10	0.125	0.25	0.001
12_gourmet_neg_11	0.001	0.001	0.25
12_gourmet_neg_12	0.001	0.1875	0.001
12_gourmet_neg_13	0.001	0.125	0.001
12_gourmet_neg_14	0.625	0.5	0.001
12_gourmet_neg_15	0.275	0.375	0.001
12_gourmet_neg_16	0.125	0.25	0.001
12_gourmet_neg_17	0.001	0.001	0.25
12_gourmet_neg_18	0.001	0.5	0.001
12_gourmet_neg_19	0.001	0.001	0.25
12_gourmet_neg_20	0.25	0.1875	0.001
12_gourmet_neg_21	0.125	0.5	0.001
5_gourmet_neg_1	0.001	0.001	0.25
5_gourmet_neg_2	0.2916666666666667	0.3125	0.001
5_gourmet_neg_3	0.1875	0.001	0.001
5_gourmet_neg_4	0.20833333333333334	0.3333333333333333	0.001
5_gourmet_neg_5	0.001	0.5	0.001
5_gourmet_neg_6	0.125	0.25	0.001
5_gourmet_neg_7	0.001	0.001	0.25
5_gourmet_neg_8	0.25	0.001	0.001
5_gourmet_neg_9	0.25	0.25	0.001
5_gourmet_neg_10	0.001	0.625	0.001
5_gourmet_neg_11	0.001	0.625	0.001
5_gourmet_neg_12	0.001	0.001	0.25
5_gourmet_neg_13	0.125	0.4375	0.001
5_gourmet_neg_14	0.3125	0.28125	0.001
5_gourmet_neg_15	0.001	0.25	0.001
5_gourmet_neg_16	0.1875	0.1875	0.001
5_gourmet_neg_17	0.1875	0.001	0.001
5_gourmet_neg_18	0.5	0.125	0.001
5_gourmet_neg_19	0.001	0.1875	0.001
5_gourmet_neg_20	0.001	0.001	0.25
5_gourmet_neg_21	0.125	0.4583333333333333	0.001
5_gourmet_neg_22	0.125	0.001	0.001
5_gourmet_neg_23	0.001	0.001	0.25
5_gourmet_neg_24	0.125	0.375	0.001
5_gourmet_neg_25	0.001	0.375	0.001
5_gourmet_neg_26	0.001	0.001	0.25
5_gourmet_neg_27	0.25	0.25	0.001
5_gourmet_neg_28	0.001	0.001	0.25
5_gourmet_neg_29	0.25	0.001	0.001
5_gourmet_neg_30	0.1875	0.25	0.001
5_gourmet_neg_31	0.25	0.001	0.001
5_gourmet_neg_32	0.001	0.001	0.25
5_gourmet_neg_33	0.001	0.25	0.001
5_gourmet_neg_34	0.3333333333333333	0.20833333333333334	0.001
5_gourmet_neg_35	0.625	0.001	0.001
5_gourmet_neg_36	0.001	0.25	0.001
5_gourmet_neg_37	0.001	0.001	0.25
5_gourmet_neg_38	0.25	0.001	0.001
5_gourmet_neg_39	0.1875	0.2916666666666667	0.001
5_gourmet_neg_40	0.001	0.001	0.25
5_gourmet_neg_41	0.001	0.25	0.001
5_gourmet_neg_42	0.001	0.001	0.25
5_gourmet_neg_43	0.001	0.125	0.001
16_gourmet_pos_1	0.001	0.001	0.25
16_gourmet_pos_2	0.125	0.25	0.001
16_gourmet_pos_3	0.125	0.4375	0.001
16_gourmet_pos_4	0.375	0.25	0.001
16_gourmet_pos_5	0.20833333333333334	0.20833333333333334	0.001
16_gourmet_pos_6	0.375	0.125	0.001
16_gourmet_pos_7	0.125	0.25	0.001
16_gourmet_pos_8	0.4375	0.20833333333333334	0.001
16_gourmet_pos_9	0.125	0.25	0.001
16_gourmet_pos_10	0.125	0.3125	0.001
16_gourmet_pos_11	0.001	0.001	0.25
16_gourmet_pos_12	0.125	0.4375	0.001
16_gourmet_pos_13	0.001	0.25	0.001
16_gourmet_pos_14	0.125	0.25	0.001
16_gourmet_pos_15	0.125	0.21875	0.001
16_gourmet_pos_16	0.125	0.3125	0.001
16_gourmet_pos_17	0.001	0.25	0.001
16_gourmet_pos_18	0.125	0.25	0.001
16_gourmet_pos_19	0.001	0.25	0.001
16_gourmet_pos_20	0.001	0.001	0.25
16_gourmet_pos_21	0.001	0.001	0.25
16_gourmet_pos_22	0.375	0.1875	0.001
16_gourmet_pos_23	0.001	0.001	0.25
16_gourmet_pos_24	0.001	0.001	0.25
16_gourmet_pos_25	0.001	0.3125	0.001
16_gourmet_pos_26	0.125	0.25	0.001
16_gourmet_pos_27	0.20833333333333334	0.2708333333333333	0.001
16_gourmet_pos_28	0.001	0.001	0.25
16_gourmet_pos_29	0.001	0.001	0.25
16_gourmet_pos_30	0.1875	0.25	0.001
16_gourmet_pos_31	0.001	0.001	0.25
16_gourmet_pos_32	0.25	0.001	0.001
16_gourmet_pos_33	0.125	0.625	0.001
16_gourmet_pos_34	0.25	0.125	0.001
16_gourmet_pos_35	0.001	0.875	0.001
16_gourmet_pos_36	0.25	0.25	0.001
16_gourmet_pos_37	0.2916666666666667	0.001	0.001
16_gourmet_pos_38	0.001	0.5	0.001
16_gourmet_pos_39	0.25	0.46875	0.001
16_gourmet_pos_40	0.6875	0.001	0.001
16_gourmet_pos_41	0.001	0.001	0.25
16_gourmet_pos_42	0.75	0.001	0.001
16_gourmet_pos_43	0.125	0.25	0.001
16_gourmet_pos_44	0.001	0.001	0.25
17_gourmet_pos_1	0.001	0.001	0.25
17_gourmet_pos_2	0.125	0.25	0.001
17_gourmet_pos_3	0.125	0.4375	0.001
17_gourmet_pos_4	0.375	0.25	0.001
17_gourmet_pos_5	0.20833333333333334	0.20833333333333334	0.001
17_gourmet_pos_6	0.375	0.125	0.001
17_gourmet_pos_7	0.125	0.25	0.001
17_gourmet_pos_8	0.4375	0.20833333333333334	0.001
17_gourmet_pos_9	0.125	0.25	0.001
17_gourmet_pos_10	0.125	0.3125	0.001
17_gourmet_pos_11	0.001	0.001	0.25
17_gourmet_pos_12	0.125	0.4375	0.001
17_gourmet_pos_13	0.001	0.25	0.001
17_gourmet_pos_14	0.125	0.25	0.001
17_gourmet_pos_15	0.125	0.21875	0.001
17_gourmet_pos_16	0.125	0.3125	0.001
17_gourmet_pos_17	0.001	0.25	0.001
17_gourmet_pos_18	0.125	0.25	0.001
17_gourmet_pos_19	0.001	0.25	0.001
17_gourmet_pos_20	0.001	0.001	0.25
17_gourmet_pos_21	0.001	0.001	0.25
17_gourmet_pos_22	0.375	0.1875	0.001
17_gourmet_pos_23	0.001	0.001	0.25
17_gourmet_pos_24	0.001	0.001	0.25
17_gourmet_pos_25	0.001	0.3125	0.001
17_gourmet_pos_26	0.125	0.25	0.001
17_gourmet_pos_27	0.20833333333333334	0.2708333333333333	0.001
17_gourmet_pos_28	0.001	0.001	0.25
17_gourmet_pos_29	0.001	0.001	0.25
17_gourmet_pos_30	0.1875	0.25	0.001
17_gourmet_pos_31	0.001	0.001	0.25
17_gourmet_pos_32	0.25	0.001	0.001
