PhraseIDs	Contrast
19_kitchen_neg_6	False
19_kitchen_neg_7	False
19_kitchen_neg_8	False
19_kitchen_neg_9	False
19_kitchen_neg_10	False
19_kitchen_neg_11	False
19_kitchen_neg_12	False
19_kitchen_neg_13	False
19_kitchen_neg_14	False
19_kitchen_neg_15	False
19_kitchen_neg_16	False
19_kitchen_neg_17	False
19_kitchen_neg_18	False
19_kitchen_neg_19	False
19_kitchen_neg_20	False
19_kitchen_neg_21	False
19_kitchen_neg_22	False
19_kitchen_neg_23	False
19_kitchen_neg_24	False
19_kitchen_neg_25	False
19_kitchen_neg_26	False
19_kitchen_neg_27	False
19_kitchen_neg_28	False
19_kitchen_neg_29	False
19_kitchen_neg_30	False
19_kitchen_neg_31	False
19_kitchen_neg_32	False
19_kitchen_neg_33	False
19_kitchen_neg_34	False
19_kitchen_neg_35	False
19_kitchen_neg_36	False
4_gourmet_pos_1	False
4_gourmet_pos_2	False
4_gourmet_pos_3	False
4_gourmet_pos_4	False
4_gourmet_pos_5	False
4_gourmet_pos_6	False
4_gourmet_pos_7	False
4_gourmet_pos_8	False
4_gourmet_pos_9	False
4_gourmet_pos_10	False
4_gourmet_pos_11	False
4_gourmet_pos_12	False
4_gourmet_pos_13	False
4_gourmet_pos_14	False
4_gourmet_pos_15	False
4_gourmet_pos_16	False
4_gourmet_pos_17	False
4_gourmet_pos_18	False
4_gourmet_pos_19	False
4_gourmet_pos_20	False
4_gourmet_pos_21	False
4_gourmet_pos_22	False
4_gourmet_pos_23	False
4_gourmet_pos_24	False
4_gourmet_pos_25	False
4_gourmet_pos_26	False
4_gourmet_pos_27	False
4_gourmet_pos_28	False
4_gourmet_pos_29	True
4_gourmet_pos_30	False
4_gourmet_pos_31	False
4_gourmet_pos_32	False
4_gourmet_pos_33	False
4_gourmet_pos_34	False
4_gourmet_pos_35	False
4_gourmet_pos_36	False
4_gourmet_pos_37	False
4_gourmet_pos_38	False
4_gourmet_pos_39	False
4_gourmet_pos_40	False
4_gourmet_pos_41	False
4_gourmet_pos_42	False
4_gourmet_pos_43	False
4_gourmet_pos_44	False
4_gourmet_pos_45	False
4_gourmet_pos_46	False
4_gourmet_pos_47	True
4_gourmet_pos_48	False
4_gourmet_pos_49	False
4_gourmet_pos_50	False
4_gourmet_pos_51	False
4_gourmet_pos_52	False
4_gourmet_pos_53	False
4_gourmet_pos_54	False
4_gourmet_pos_55	False
4_gourmet_pos_56	False
4_gourmet_pos_57	False
4_gourmet_pos_58	False
4_gourmet_pos_59	False
4_gourmet_pos_60	False
4_gourmet_pos_61	False
4_gourmet_pos_62	False
4_gourmet_pos_63	False
4_gourmet_pos_64	False
4_gourmet_pos_65	False
4_gourmet_pos_66	False
11_gourmet_neg_1	False
11_gourmet_neg_2	False
11_gourmet_neg_3	False
11_gourmet_neg_4	False
11_gourmet_neg_5	False
11_gourmet_neg_6	False
11_gourmet_neg_7	False
11_gourmet_neg_8	False
11_gourmet_neg_9	False
11_gourmet_neg_10	False
11_gourmet_neg_11	False
11_gourmet_neg_12	False
11_gourmet_neg_13	True
11_gourmet_neg_14	False
11_gourmet_neg_15	False
11_gourmet_neg_16	False
17_cell_neg_1	False
17_cell_neg_2	False
17_cell_neg_3	False
17_cell_neg_4	False
17_cell_neg_5	False
17_cell_neg_6	False
17_cell_neg_7	False
17_cell_neg_8	False
17_cell_neg_9	False
17_cell_neg_10	False
17_cell_neg_11	False
17_cell_neg_12	False
17_cell_neg_13	False
17_cell_neg_14	False
17_cell_neg_15	False
17_cell_neg_16	False
17_cell_neg_17	False
17_cell_neg_18	False
17_cell_neg_19	False
17_cell_neg_20	False
17_cell_neg_21	False
17_cell_neg_22	False
17_cell_neg_23	False
17_cell_neg_24	False
17_cell_neg_25	False
17_cell_neg_26	False
17_cell_neg_27	False
17_cell_neg_28	False
17_cell_neg_29	False
17_cell_neg_30	False
17_cell_neg_31	False
17_cell_neg_32	False
17_cell_neg_33	False
17_cell_neg_34	False
17_cell_neg_35	False
17_cell_neg_36	False
17_cell_neg_37	False
17_cell_neg_38	False
17_cell_neg_39	False
17_cell_neg_40	True
17_cell_neg_41	False
17_cell_neg_42	False
17_cell_neg_43	False
17_cell_neg_44	False
17_cell_neg_45	False
17_cell_neg_46	False
17_cell_neg_47	False
17_cell_neg_48	False
12_cell_pos_1	False
12_cell_pos_2	False
12_cell_pos_3	False
12_cell_pos_4	False
12_cell_pos_5	False
12_cell_pos_6	False
12_cell_pos_7	False
12_cell_pos_8	False
12_cell_pos_9	False
12_cell_pos_10	False
12_cell_pos_11	False
12_cell_pos_12	False
12_cell_pos_13	False
12_cell_pos_14	False
12_cell_pos_15	False
12_cell_pos_16	False
12_cell_pos_17	False
12_cell_pos_18	False
12_cell_pos_19	True
12_cell_pos_20	False
12_cell_pos_21	False
12_cell_pos_22	False
12_cell_pos_23	False
12_cell_pos_24	True
12_cell_pos_25	False
12_cell_pos_26	False
12_cell_pos_27	False
12_cell_pos_28	False
12_cell_pos_29	False
12_cell_pos_30	False
12_cell_pos_31	False
12_cell_pos_32	False
12_cell_pos_33	False
12_cell_pos_34	False
12_cell_pos_35	False
12_cell_pos_36	False
12_cell_pos_37	False
12_cell_pos_38	False
12_cell_pos_39	False
12_cell_pos_40	False
12_cell_pos_41	False
12_cell_pos_42	False
12_cell_pos_43	False
12_cell_pos_44	False
12_cell_pos_45	False
12_cell_pos_46	False
12_cell_pos_47	False
12_cell_pos_48	False
12_cell_pos_49	False
12_cell_pos_50	False
12_cell_pos_51	False
12_cell_pos_52	False
12_cell_pos_53	False
12_cell_pos_54	False
12_cell_pos_55	False
12_cell_pos_56	False
12_cell_pos_57	False
12_cell_pos_58	False
12_cell_pos_59	False
12_cell_pos_60	False
12_cell_pos_61	False
12_cell_pos_62	False
12_cell_pos_63	False
12_cell_pos_64	False
12_cell_pos_65	False
12_cell_pos_66	False
12_cell_pos_67	False
12_cell_pos_68	False
12_cell_pos_69	False
12_cell_pos_70	False
12_cell_pos_71	False
12_cell_pos_72	False
12_cell_pos_73	False
12_cell_pos_74	False
12_cell_pos_75	False
12_cell_pos_76	False
12_cell_pos_77	False
12_cell_pos_78	False
12_cell_pos_79	False
12_cell_pos_80	False
12_cell_pos_81	False
12_cell_pos_82	False
12_cell_pos_83	False
12_cell_pos_84	True
12_cell_pos_85	True
12_cell_pos_86	False
12_cell_pos_87	False
12_cell_pos_88	False
12_cell_pos_89	False
17_kitchen_pos_1	False
17_kitchen_pos_2	False
17_kitchen_pos_3	False
17_kitchen_pos_4	False
17_kitchen_pos_5	False
17_kitchen_pos_6	False
17_kitchen_pos_7	False
17_kitchen_pos_8	False
17_kitchen_pos_9	True
17_kitchen_pos_10	False
17_kitchen_pos_11	False
17_kitchen_pos_12	False
17_kitchen_pos_13	False
17_kitchen_pos_14	True
17_kitchen_pos_15	False
17_kitchen_pos_16	False
17_kitchen_pos_17	False
17_kitchen_pos_18	False
17_kitchen_pos_19	False
17_kitchen_pos_20	True
17_kitchen_pos_21	False
17_kitchen_pos_22	True
17_kitchen_pos_23	False
17_kitchen_pos_24	False
17_kitchen_pos_25	False
17_kitchen_pos_26	False
17_kitchen_pos_27	False
17_kitchen_pos_28	False
17_kitchen_pos_29	False
17_kitchen_pos_30	False
17_kitchen_pos_31	False
17_kitchen_pos_32	False
17_kitchen_pos_33	False
17_kitchen_pos_34	False
17_kitchen_pos_35	False
17_kitchen_pos_36	False
17_kitchen_pos_37	False
17_kitchen_pos_38	False
17_kitchen_pos_39	False
17_kitchen_pos_40	False
17_kitchen_pos_41	False
17_kitchen_pos_42	False
17_kitchen_pos_43	False
17_kitchen_pos_44	False
17_kitchen_pos_45	True
17_kitchen_pos_46	True
17_kitchen_pos_47	False
17_kitchen_pos_48	False
17_kitchen_pos_49	False
17_kitchen_pos_50	False
17_kitchen_pos_51	False
17_kitchen_pos_52	False
17_kitchen_pos_53	False
17_kitchen_pos_54	False
17_kitchen_pos_55	False
17_kitchen_pos_56	False
17_kitchen_pos_57	False
2_kitchen_neg_1	False
2_kitchen_neg_2	False
2_kitchen_neg_3	False
2_kitchen_neg_4	False
2_kitchen_neg_5	False
2_kitchen_neg_6	False
2_kitchen_neg_7	False
2_kitchen_neg_8	False
2_kitchen_neg_9	False
2_kitchen_neg_10	False
2_kitchen_neg_11	False
2_kitchen_neg_12	False
2_kitchen_neg_13	False
2_kitchen_neg_14	False
2_kitchen_neg_15	False
2_kitchen_neg_16	False
2_kitchen_neg_17	True
2_kitchen_neg_18	False
2_kitchen_neg_19	False
2_kitchen_neg_20	False
2_kitchen_neg_21	False
2_kitchen_neg_22	False
2_kitchen_neg_23	False
2_kitchen_neg_24	False
2_kitchen_neg_25	False
2_kitchen_neg_26	False
2_kitchen_neg_27	False
2_kitchen_neg_28	False
2_kitchen_neg_29	False
2_kitchen_neg_30	False
2_kitchen_neg_31	False
2_kitchen_neg_32	False
2_kitchen_neg_33	False
2_kitchen_neg_34	False
2_kitchen_neg_35	False
2_kitchen_neg_36	False
2_kitchen_neg_37	False
2_kitchen_neg_38	False
2_kitchen_neg_39	False
2_kitchen_neg_40	False
2_kitchen_neg_41	False
2_kitchen_neg_42	False
2_kitchen_neg_43	False
2_kitchen_neg_44	False
2_kitchen_neg_45	False
2_kitchen_neg_46	False
2_kitchen_neg_47	False
2_kitchen_neg_48	False
2_kitchen_neg_49	True
2_kitchen_neg_50	False
2_kitchen_neg_51	False
2_kitchen_neg_52	False
2_kitchen_neg_53	False
2_kitchen_neg_54	False
2_kitchen_neg_55	False
2_kitchen_neg_56	False
2_kitchen_neg_57	False
2_kitchen_neg_58	False
2_kitchen_neg_59	False
2_kitchen_neg_60	False
2_kitchen_neg_61	False
2_kitchen_neg_62	False
2_kitchen_neg_63	False
2_kitchen_neg_64	False
2_kitchen_neg_65	False
2_kitchen_neg_66	False
2_kitchen_neg_67	False
2_kitchen_neg_68	False
2_kitchen_neg_69	False
2_kitchen_neg_70	False
2_kitchen_neg_71	True
2_kitchen_neg_72	False
2_kitchen_neg_73	False
2_kitchen_neg_74	False
2_kitchen_neg_75	False
2_kitchen_neg_76	False
2_kitchen_neg_77	False
2_kitchen_neg_78	False
2_kitchen_neg_79	False
2_kitchen_neg_80	False
2_kitchen_neg_81	False
2_kitchen_neg_82	False
2_kitchen_neg_83	False
2_kitchen_neg_84	False
2_kitchen_neg_85	False
2_kitchen_neg_86	False
2_kitchen_neg_87	False
2_kitchen_neg_88	False
2_kitchen_neg_89	False
2_kitchen_neg_90	False
2_kitchen_neg_91	False
2_kitchen_neg_92	False
2_kitchen_neg_93	False
2_kitchen_neg_94	False
2_kitchen_neg_95	False
2_kitchen_neg_96	False
2_kitchen_neg_97	False
2_kitchen_neg_98	False
2_kitchen_neg_99	False
2_kitchen_neg_100	False
2_kitchen_neg_101	False
2_kitchen_neg_102	False
2_kitchen_neg_103	False
2_kitchen_neg_104	False
2_kitchen_neg_105	False
2_kitchen_neg_106	False
2_kitchen_neg_107	False
2_kitchen_neg_108	False
2_kitchen_neg_109	False
2_kitchen_neg_110	False
2_kitchen_neg_111	False
2_kitchen_neg_112	False
2_kitchen_neg_113	False
2_kitchen_neg_114	False
2_kitchen_neg_115	False
2_kitchen_neg_116	False
2_kitchen_neg_117	False
2_kitchen_neg_118	False
2_kitchen_neg_119	False
2_kitchen_neg_120	False
2_kitchen_neg_121	False
2_kitchen_neg_122	False
2_kitchen_neg_123	False
2_kitchen_neg_124	False
2_kitchen_neg_125	False
20_gourmet_pos_1	False
20_gourmet_pos_2	False
20_gourmet_pos_3	False
20_gourmet_pos_4	False
20_gourmet_pos_5	False
20_gourmet_pos_6	False
20_gourmet_pos_7	False
20_gourmet_pos_8	False
20_gourmet_pos_9	False
20_gourmet_pos_10	False
20_gourmet_pos_11	False
20_gourmet_pos_12	False
20_gourmet_pos_13	False
20_gourmet_pos_14	False
20_gourmet_pos_15	False
20_gourmet_pos_16	False
20_gourmet_pos_17	True
20_gourmet_pos_18	False
20_gourmet_pos_19	False
20_gourmet_pos_20	False
20_gourmet_pos_21	False
20_gourmet_pos_22	False
20_gourmet_pos_23	False
20_gourmet_pos_24	False
20_gourmet_pos_25	False
20_gourmet_pos_26	False
20_gourmet_pos_27	False
20_gourmet_pos_28	False
20_gourmet_pos_29	False
20_gourmet_pos_30	False
20_gourmet_pos_31	False
20_gourmet_pos_32	False
20_gourmet_pos_33	False
20_gourmet_pos_34	False
20_gourmet_pos_35	False
20_gourmet_pos_36	False
20_gourmet_pos_37	False
20_gourmet_pos_38	False
20_gourmet_pos_39	False
20_gourmet_pos_40	False
20_gourmet_pos_41	False
20_gourmet_pos_42	False
20_gourmet_pos_43	False
20_gourmet_pos_44	False
20_gourmet_pos_45	False
20_gourmet_pos_46	False
20_gourmet_pos_47	False
10_gourmet_neg_1	False
10_gourmet_neg_2	False
10_gourmet_neg_3	False
10_gourmet_neg_4	False
10_gourmet_neg_5	False
10_gourmet_neg_6	False
10_gourmet_neg_7	False
10_gourmet_neg_8	False
10_gourmet_neg_9	False
10_gourmet_neg_10	False
10_gourmet_neg_11	False
10_gourmet_neg_12	False
10_gourmet_neg_13	False
10_gourmet_neg_14	False
10_gourmet_neg_15	False
10_gourmet_neg_16	False
10_gourmet_neg_17	False
10_gourmet_neg_18	False
10_gourmet_neg_19	False
10_gourmet_neg_20	False
10_gourmet_neg_21	False
10_gourmet_neg_22	False
10_gourmet_neg_23	False
10_gourmet_neg_24	False
10_gourmet_neg_25	False
10_gourmet_neg_26	False
