11_cell_neg_5	11_cell_neg_6
9_gourmet_pos_14	9_gourmet_pos_15
9_gourmet_pos_19	9_gourmet_pos_20
9_gourmet_pos_20	9_gourmet_pos_21
9_gourmet_pos_21	9_gourmet_pos_22
9_gourmet_pos_22	9_gourmet_pos_23
9_gourmet_pos_23	9_gourmet_pos_24
9_gourmet_pos_24	9_gourmet_pos_25
9_gourmet_pos_25	9_gourmet_pos_26
9_gourmet_pos_26	9_gourmet_pos_27
9_gourmet_pos_27	9_gourmet_pos_28
9_gourmet_pos_28	9_gourmet_pos_29
9_gourmet_pos_29	9_gourmet_pos_30
9_gourmet_pos_30	9_gourmet_pos_31
9_gourmet_pos_31	9_gourmet_pos_32
9_gourmet_pos_32	9_gourmet_pos_33
9_gourmet_pos_33	9_gourmet_pos_34
9_gourmet_pos_34	9_gourmet_pos_35
9_gourmet_pos_35	9_gourmet_pos_36
9_gourmet_pos_36	9_gourmet_pos_37
9_gourmet_pos_37	9_gourmet_pos_38
9_gourmet_pos_38	9_gourmet_pos_39
9_gourmet_pos_39	9_gourmet_pos_40
9_gourmet_pos_40	9_gourmet_pos_41
9_gourmet_pos_41	9_gourmet_pos_42
9_gourmet_pos_42	9_gourmet_pos_43
9_gourmet_pos_43	9_gourmet_pos_44
9_gourmet_pos_44	9_gourmet_pos_45
9_gourmet_pos_45	9_gourmet_pos_46
9_gourmet_pos_46	9_gourmet_pos_47
9_gourmet_pos_57	9_gourmet_pos_58
9_gourmet_pos_58	9_gourmet_pos_59
9_gourmet_pos_59	9_gourmet_pos_60
9_gourmet_pos_60	9_gourmet_pos_61
9_gourmet_pos_61	9_gourmet_pos_62
9_gourmet_pos_62	9_gourmet_pos_63
9_gourmet_pos_63	9_gourmet_pos_64
9_gourmet_pos_64	9_gourmet_pos_65
9_gourmet_pos_65	9_gourmet_pos_66
9_gourmet_pos_66	9_gourmet_pos_67
9_gourmet_pos_67	9_gourmet_pos_68
9_gourmet_pos_68	9_gourmet_pos_69
9_gourmet_pos_69	9_gourmet_pos_70
9_gourmet_pos_70	9_gourmet_pos_71
9_gourmet_pos_71	9_gourmet_pos_72
14_kitchen_neg_3	14_kitchen_neg_4
14_kitchen_neg_4	14_kitchen_neg_5
14_kitchen_neg_5	14_kitchen_neg_6
14_kitchen_neg_14	14_kitchen_neg_15
14_kitchen_neg_15	14_kitchen_neg_16
14_kitchen_neg_16	14_kitchen_neg_17
14_kitchen_neg_17	14_kitchen_neg_18
14_kitchen_neg_24	14_kitchen_neg_25
14_kitchen_neg_39	14_kitchen_neg_40
14_kitchen_neg_42	14_kitchen_neg_43
14_kitchen_neg_45	14_kitchen_neg_46
14_kitchen_neg_57	14_kitchen_neg_58
4_kitchen_neg_2	4_kitchen_neg_3
4_kitchen_neg_26	4_kitchen_neg_27
4_kitchen_neg_31	4_kitchen_neg_32
4_kitchen_neg_32	4_kitchen_neg_33
4_kitchen_neg_33	4_kitchen_neg_34
4_kitchen_neg_34	4_kitchen_neg_35
10_kitchen_pos_12	10_kitchen_pos_13
10_kitchen_pos_13	10_kitchen_pos_14
10_kitchen_pos_24	10_kitchen_pos_25
10_kitchen_pos_25	10_kitchen_pos_26
10_kitchen_pos_34	10_kitchen_pos_35
10_kitchen_pos_35	10_kitchen_pos_36
10_kitchen_pos_43	10_kitchen_pos_44
10_kitchen_pos_44	10_kitchen_pos_45
10_kitchen_pos_45	10_kitchen_pos_46
10_kitchen_pos_46	10_kitchen_pos_47
10_kitchen_pos_47	10_kitchen_pos_48
10_kitchen_pos_64	10_kitchen_pos_65
10_kitchen_pos_65	10_kitchen_pos_66
10_kitchen_pos_66	10_kitchen_pos_67
10_kitchen_pos_67	10_kitchen_pos_68
10_kitchen_pos_68	10_kitchen_pos_69
10_kitchen_pos_69	10_kitchen_pos_70
10_kitchen_pos_77	10_kitchen_pos_78
10_kitchen_pos_78	10_kitchen_pos_79
10_kitchen_pos_79	10_kitchen_pos_80
1_kitchen_pos_3	1_kitchen_pos_4
1_kitchen_pos_4	1_kitchen_pos_5
1_kitchen_pos_9	1_kitchen_pos_10
1_kitchen_pos_12	1_kitchen_pos_13
1_kitchen_pos_20	1_kitchen_pos_21
1_kitchen_pos_21	1_kitchen_pos_22
1_kitchen_pos_30	1_kitchen_pos_31
1_kitchen_pos_31	1_kitchen_pos_32
1_kitchen_pos_32	1_kitchen_pos_33
1_kitchen_pos_33	1_kitchen_pos_34
1_kitchen_pos_34	1_kitchen_pos_35
1_kitchen_pos_35	1_kitchen_pos_36
1_kitchen_pos_36	1_kitchen_pos_37
1_kitchen_pos_37	1_kitchen_pos_38
1_kitchen_pos_38	1_kitchen_pos_39
1_kitchen_pos_39	1_kitchen_pos_40
1_kitchen_pos_40	1_kitchen_pos_41
1_kitchen_pos_41	1_kitchen_pos_42
1_kitchen_pos_42	1_kitchen_pos_43
1_kitchen_pos_43	1_kitchen_pos_44
1_kitchen_pos_44	1_kitchen_pos_45
1_kitchen_pos_45	1_kitchen_pos_46
1_kitchen_pos_46	1_kitchen_pos_47
1_kitchen_pos_47	1_kitchen_pos_48
1_kitchen_pos_48	1_kitchen_pos_49
1_kitchen_pos_55	1_kitchen_pos_56
1_kitchen_pos_56	1_kitchen_pos_57
1_kitchen_pos_57	1_kitchen_pos_58
1_kitchen_pos_97	1_kitchen_pos_98
1_kitchen_pos_98	1_kitchen_pos_99
1_kitchen_pos_99	1_kitchen_pos_100
1_kitchen_pos_100	1_kitchen_pos_101
1_kitchen_pos_101	1_kitchen_pos_102
1_kitchen_pos_102	1_kitchen_pos_103
1_kitchen_pos_103	1_kitchen_pos_104
1_kitchen_pos_104	1_kitchen_pos_105
1_kitchen_pos_105	1_kitchen_pos_106
1_kitchen_pos_106	1_kitchen_pos_107
1_kitchen_pos_107	1_kitchen_pos_108
1_kitchen_pos_108	1_kitchen_pos_109
1_kitchen_pos_109	1_kitchen_pos_110
1_kitchen_pos_110	1_kitchen_pos_111
1_kitchen_pos_111	1_kitchen_pos_112
1_kitchen_pos_112	1_kitchen_pos_113
1_kitchen_pos_113	1_kitchen_pos_114
1_kitchen_pos_114	1_kitchen_pos_115
1_kitchen_pos_115	1_kitchen_pos_116
1_kitchen_pos_116	1_kitchen_pos_117
1_kitchen_pos_117	1_kitchen_pos_118
1_kitchen_pos_132	1_kitchen_pos_133
1_kitchen_pos_141	1_kitchen_pos_142
1_kitchen_pos_145	1_kitchen_pos_146
1_kitchen_pos_146	1_kitchen_pos_147
