PhraseIDs	Polarity
5_cell_neg_61	negative
5_cell_neg_62	negative
5_cell_neg_63	negative
5_cell_neg_64	negative
5_cell_neg_65	negative
5_cell_neg_66	negative
5_cell_neg_67	negative
5_cell_neg_68	negative
5_cell_neg_69	negative
5_cell_neg_70	negative
5_cell_neg_71	negative
5_cell_neg_72	negative
5_cell_neg_73	negative
5_cell_neg_74	negative
5_cell_neg_75	negative
16_cell_pos_1	positive
16_cell_pos_2	positive
16_cell_pos_3	positive
16_cell_pos_4	positive
16_cell_pos_5	positive
16_cell_pos_6	positive
16_cell_pos_7	positive
16_cell_pos_8	positive
16_cell_pos_9	positive
16_cell_pos_10	positive
16_cell_pos_11	positive
16_cell_pos_12	negative
16_cell_pos_13	negative
16_cell_pos_14	positive
16_cell_pos_15	positive
16_cell_pos_16	positive
16_cell_pos_17	positive
16_cell_pos_18	negative
16_cell_pos_19	positive
16_cell_pos_20	positive
16_cell_pos_21	positive
16_cell_pos_22	positive
16_cell_pos_23	positive
16_cell_pos_24	positive
16_cell_pos_25	negative
16_cell_pos_26	positive
16_cell_pos_27	positive
16_cell_pos_28	positive
16_cell_pos_29	positive
16_cell_pos_30	positive
16_cell_pos_31	positive
16_cell_pos_32	positive
16_cell_pos_33	positive
16_cell_pos_34	positive
16_cell_pos_35	positive
16_cell_pos_36	positive
16_cell_pos_37	positive
16_cell_pos_38	positive
16_cell_pos_39	positive
16_cell_pos_40	positive
16_cell_pos_41	positive
16_cell_pos_42	positive
16_cell_pos_43	positive
16_cell_pos_44	positive
16_cell_pos_45	positive
16_cell_pos_46	positive
16_cell_pos_47	positive
16_cell_pos_48	positive
16_cell_pos_49	positive
16_cell_pos_50	positive
16_cell_pos_51	positive
16_cell_pos_52	positive
16_cell_pos_53	positive
16_cell_pos_54	positive
16_cell_pos_55	negative
16_cell_pos_56	negative
16_cell_pos_57	negative
16_cell_pos_58	negative
16_cell_pos_59	negative
16_cell_pos_60	negative
16_cell_pos_61	positive
16_cell_pos_62	positive
16_cell_pos_63	negative
16_cell_pos_64	positive
16_cell_pos_65	negative
16_cell_pos_66	negative
16_cell_pos_67	negative
16_cell_pos_68	negative
16_cell_pos_69	negative
16_cell_pos_70	negative
16_cell_pos_71	negative
16_cell_pos_72	negative
16_cell_pos_73	negative
16_cell_pos_74	positive
16_cell_pos_75	positive
16_cell_pos_76	positive
16_cell_pos_77	negative
16_cell_pos_78	negative
16_cell_pos_79	negative
16_cell_pos_80	positive
16_cell_pos_81	positive
16_cell_pos_82	positive
16_cell_pos_83	positive
7_cell_pos_1	positive
7_cell_pos_2	positive
7_cell_pos_3	positive
7_cell_pos_4	positive
7_cell_pos_5	positive
7_cell_pos_6	positive
7_cell_pos_7	positive
7_cell_pos_8	positive
7_cell_pos_9	positive
7_cell_pos_10	positive
7_cell_pos_11	positive
7_cell_pos_12	positive
7_cell_pos_13	positive
7_cell_pos_14	positive
7_cell_pos_15	positive
7_cell_pos_16	positive
7_cell_pos_17	negative
7_cell_pos_18	negative
7_cell_pos_19	positive
7_cell_pos_20	positive
7_cell_pos_21	positive
7_cell_pos_22	positive
7_cell_pos_23	positive
7_cell_pos_24	positive
7_cell_pos_25	positive
7_cell_pos_26	positive
7_cell_pos_27	positive
7_cell_pos_28	positive
7_cell_pos_29	positive
7_cell_pos_30	positive
7_cell_pos_31	positive
7_cell_pos_32	positive
7_cell_pos_33	positive
7_cell_pos_34	positive
7_cell_pos_35	positive
7_cell_pos_36	positive
7_cell_pos_37	positive
7_cell_pos_38	positive
7_cell_pos_39	positive
7_cell_pos_40	positive
7_cell_pos_41	positive
7_cell_pos_42	positive
7_cell_pos_43	positive
7_cell_pos_44	positive
7_cell_pos_45	positive
7_cell_pos_46	positive
7_cell_pos_47	positive
7_cell_pos_48	positive
7_cell_pos_49	positive
7_cell_pos_50	positive
7_cell_pos_51	positive
7_cell_pos_52	positive
7_cell_pos_53	positive
7_cell_pos_54	positive
7_cell_pos_55	positive
7_cell_pos_56	positive
7_cell_pos_57	positive
7_cell_pos_58	positive
7_cell_pos_59	positive
7_cell_pos_60	positive
7_cell_pos_61	positive
7_cell_pos_62	positive
7_cell_pos_63	positive
7_cell_pos_64	positive
7_cell_pos_65	positive
7_cell_pos_66	positive
7_cell_pos_67	positive
7_cell_pos_68	positive
7_cell_pos_69	positive
7_cell_pos_70	positive
7_cell_pos_71	positive
7_cell_pos_72	positive
7_cell_pos_73	positive
7_cell_pos_74	positive
7_cell_pos_75	positive
7_cell_pos_76	positive
7_cell_pos_77	positive
7_cell_pos_78	positive
7_cell_pos_79	negative
7_cell_pos_80	negative
7_cell_pos_81	negative
7_cell_pos_82	negative
7_cell_pos_83	negative
7_cell_pos_84	negative
7_cell_pos_85	negative
7_cell_pos_86	negative
7_cell_pos_87	negative
7_cell_pos_88	negative
7_cell_pos_89	negative
7_cell_pos_90	negative
7_cell_pos_91	negative
7_cell_pos_92	negative
7_cell_pos_93	negative
7_cell_pos_94	negative
7_cell_pos_95	negative
7_cell_pos_96	negative
7_cell_pos_97	negative
7_cell_pos_98	positive
7_cell_pos_99	positive
7_cell_pos_100	positive
7_cell_pos_101	positive
7_cell_pos_102	positive
17_gourmet_neg_1	positive
17_gourmet_neg_2	positive
17_gourmet_neg_3	positive
17_gourmet_neg_4	negative
17_gourmet_neg_5	negative
17_gourmet_neg_6	negative
17_gourmet_neg_7	negative
17_gourmet_neg_8	negative
17_gourmet_neg_9	negative
17_gourmet_neg_10	negative
17_gourmet_neg_11	negative
17_gourmet_neg_12	negative
17_gourmet_neg_13	negative
1_gourmet_neg_1	negative
1_gourmet_neg_2	positive
1_gourmet_neg_3	positive
1_gourmet_neg_4	positive
1_gourmet_neg_5	positive
1_gourmet_neg_6	positive
1_gourmet_neg_7	positive
1_gourmet_neg_8	positive
1_gourmet_neg_9	negative
1_gourmet_neg_10	negative
1_gourmet_neg_11	negative
1_gourmet_neg_12	positive
1_gourmet_neg_13	negative
1_gourmet_neg_14	negative
1_gourmet_neg_15	negative
1_gourmet_neg_16	negative
1_gourmet_neg_17	negative
1_gourmet_neg_18	negative
1_gourmet_neg_19	negative
1_gourmet_neg_20	negative
1_gourmet_neg_21	negative
1_gourmet_neg_22	negative
1_gourmet_neg_23	negative
1_gourmet_neg_24	negative
1_gourmet_neg_25	negative
1_gourmet_neg_26	negative
1_gourmet_neg_27	negative
1_gourmet_neg_28	negative
1_gourmet_neg_29	negative
1_gourmet_neg_30	negative
1_gourmet_neg_31	negative
1_gourmet_neg_32	negative
1_gourmet_neg_33	negative
1_gourmet_neg_34	negative
1_gourmet_neg_35	negative
1_gourmet_neg_36	negative
1_gourmet_neg_37	negative
1_gourmet_neg_38	negative
1_gourmet_neg_39	negative
1_gourmet_neg_40	negative
1_gourmet_neg_41	negative
1_gourmet_neg_42	negative
1_gourmet_neg_43	negative
1_gourmet_neg_44	negative
1_gourmet_neg_45	negative
1_gourmet_neg_46	negative
1_gourmet_neg_47	negative
1_gourmet_neg_48	negative
1_gourmet_neg_49	negative
1_gourmet_neg_50	negative
1_gourmet_neg_51	negative
1_gourmet_neg_52	negative
1_gourmet_neg_53	negative
1_gourmet_neg_54	negative
1_gourmet_neg_55	negative
1_gourmet_neg_56	negative
1_gourmet_neg_57	negative
1_gourmet_neg_58	negative
1_gourmet_neg_59	negative
1_gourmet_neg_60	negative
1_gourmet_neg_61	negative
1_gourmet_neg_62	negative
1_gourmet_neg_63	negative
1_gourmet_neg_64	negative
1_gourmet_neg_65	negative
1_gourmet_neg_66	negative
1_gourmet_neg_67	negative
1_gourmet_neg_68	negative
1_gourmet_neg_69	negative
1_gourmet_neg_70	negative
1_gourmet_neg_71	negative
1_gourmet_neg_72	negative
1_gourmet_neg_73	negative
1_gourmet_neg_74	negative
1_gourmet_neg_75	negative
1_gourmet_neg_76	negative
1_gourmet_neg_77	negative
1_gourmet_neg_78	negative
1_gourmet_neg_79	negative
1_gourmet_neg_80	negative
1_gourmet_neg_81	negative
1_gourmet_neg_82	negative
1_gourmet_neg_83	negative
1_gourmet_neg_84	negative
1_gourmet_neg_85	negative
1_gourmet_neg_86	negative
1_gourmet_neg_87	negative
1_gourmet_neg_88	negative
1_gourmet_neg_89	negative
1_gourmet_neg_90	negative
1_gourmet_neg_91	negative
1_gourmet_neg_92	negative
1_gourmet_neg_93	negative
1_gourmet_neg_94	negative
1_gourmet_neg_95	negative
1_gourmet_neg_96	negative
1_gourmet_neg_97	negative
1_gourmet_neg_98	negative
1_gourmet_neg_99	negative
1_gourmet_neg_100	positive
1_gourmet_neg_101	positive
2_gourmet_pos_1	positive
2_gourmet_pos_2	positive
2_gourmet_pos_3	positive
2_gourmet_pos_4	positive
2_gourmet_pos_5	positive
2_gourmet_pos_6	positive
2_gourmet_pos_7	positive
2_gourmet_pos_8	positive
2_gourmet_pos_9	positive
2_gourmet_pos_10	positive
2_gourmet_pos_11	positive
2_gourmet_pos_12	positive
2_gourmet_pos_13	positive
2_gourmet_pos_14	positive
2_gourmet_pos_15	positive
2_gourmet_pos_16	positive
2_gourmet_pos_17	positive
2_gourmet_pos_18	positive
2_gourmet_pos_19	positive
2_gourmet_pos_20	positive
2_gourmet_pos_21	positive
2_gourmet_pos_22	positive
2_gourmet_pos_23	positive
2_gourmet_pos_24	positive
2_gourmet_pos_25	positive
2_gourmet_pos_26	positive
2_gourmet_pos_27	positive
2_gourmet_pos_28	positive
2_gourmet_pos_29	positive
2_gourmet_pos_30	positive
2_gourmet_pos_31	positive
2_gourmet_pos_32	positive
2_gourmet_pos_33	positive
2_gourmet_pos_34	positive
2_gourmet_pos_35	positive
2_gourmet_pos_36	positive
2_gourmet_pos_37	positive
2_gourmet_pos_38	positive
2_gourmet_pos_39	positive
2_gourmet_pos_40	positive
2_gourmet_pos_41	positive
2_gourmet_pos_42	positive
2_gourmet_pos_43	positive
2_gourmet_pos_44	positive
2_gourmet_pos_45	positive
2_gourmet_pos_46	positive
2_gourmet_pos_47	positive
2_gourmet_pos_48	positive
2_gourmet_pos_49	positive
2_gourmet_pos_50	positive
2_gourmet_pos_51	positive
2_gourmet_pos_52	positive
2_gourmet_pos_53	positive
2_gourmet_pos_54	positive
2_gourmet_pos_55	positive
2_gourmet_pos_56	positive
2_gourmet_pos_57	positive
2_gourmet_pos_58	positive
2_gourmet_pos_59	positive
2_gourmet_pos_60	positive
2_gourmet_pos_61	positive
2_gourmet_pos_62	positive
2_gourmet_pos_63	positive
5_gourmet_pos_1	positive
5_gourmet_pos_2	positive
5_gourmet_pos_3	positive
5_gourmet_pos_4	positive
5_gourmet_pos_5	positive
5_gourmet_pos_6	positive
5_gourmet_pos_7	positive
5_gourmet_pos_8	positive
5_gourmet_pos_9	positive
5_gourmet_pos_10	positive
5_gourmet_pos_11	positive
5_gourmet_pos_12	positive
5_gourmet_pos_13	positive
5_gourmet_pos_14	positive
5_gourmet_pos_15	positive
5_gourmet_pos_16	positive
5_gourmet_pos_17	positive
5_gourmet_pos_18	positive
5_gourmet_pos_19	positive
5_gourmet_pos_20	positive
5_gourmet_pos_21	positive
5_gourmet_pos_22	positive
5_gourmet_pos_23	positive
5_gourmet_pos_24	positive
5_gourmet_pos_25	positive
5_gourmet_pos_26	positive
5_gourmet_pos_27	positive
5_gourmet_pos_28	positive
5_gourmet_pos_29	positive
5_gourmet_pos_30	positive
5_gourmet_pos_31	positive
5_gourmet_pos_32	positive
5_gourmet_pos_33	positive
5_gourmet_pos_34	positive
5_gourmet_pos_35	positive
5_gourmet_pos_36	positive
5_gourmet_pos_37	positive
5_gourmet_pos_38	positive
5_gourmet_pos_39	positive
5_gourmet_pos_40	positive
5_gourmet_pos_41	positive
5_gourmet_pos_42	positive
5_gourmet_pos_43	positive
5_gourmet_pos_44	positive
5_gourmet_pos_45	positive
5_gourmet_pos_46	positive
5_gourmet_pos_47	positive
5_gourmet_pos_48	positive
5_gourmet_pos_49	positive
5_gourmet_pos_50	positive
5_gourmet_pos_51	positive
5_gourmet_pos_52	positive
5_gourmet_pos_53	positive
5_gourmet_pos_54	positive
5_gourmet_pos_55	positive
5_gourmet_pos_56	positive
5_gourmet_pos_57	positive
5_gourmet_pos_58	positive
5_gourmet_pos_59	positive
5_gourmet_pos_60	positive
5_gourmet_pos_61	positive
15_kitchen_neg_1	positive
15_kitchen_neg_2	positive
15_kitchen_neg_3	negative
15_kitchen_neg_4	negative
15_kitchen_neg_5	negative
15_kitchen_neg_6	positive
15_kitchen_neg_7	negative
15_kitchen_neg_8	positive
15_kitchen_neg_9	negative
15_kitchen_neg_10	positive
15_kitchen_neg_11	negative
15_kitchen_neg_12	negative
15_kitchen_neg_13	negative
15_kitchen_neg_14	negative
15_kitchen_neg_15	negative
15_kitchen_neg_16	negative
15_kitchen_neg_17	negative
15_kitchen_neg_18	negative
15_kitchen_neg_19	positive
15_kitchen_neg_20	positive
15_kitchen_neg_21	negative
15_kitchen_neg_22	negative
15_kitchen_neg_23	negative
15_kitchen_neg_24	negative
15_kitchen_neg_25	negative
15_kitchen_neg_26	negative
15_kitchen_neg_27	negative
15_kitchen_neg_28	negative
15_kitchen_neg_29	negative
15_kitchen_neg_30	negative
15_kitchen_neg_31	negative
15_kitchen_neg_32	negative
15_kitchen_neg_33	negative
15_kitchen_neg_34	negative
15_kitchen_neg_35	negative
15_kitchen_neg_36	negative
15_kitchen_neg_37	negative
15_kitchen_neg_38	negative
15_kitchen_neg_39	negative
15_kitchen_neg_40	negative
15_kitchen_neg_41	positive
15_kitchen_neg_42	positive
15_kitchen_neg_43	negative
5_kitchen_neg_1	negative
5_kitchen_neg_2	negative
5_kitchen_neg_3	negative
5_kitchen_neg_4	negative
5_kitchen_neg_5	negative
5_kitchen_neg_6	positive
5_kitchen_neg_7	negative
5_kitchen_neg_8	negative
5_kitchen_neg_9	negative
5_kitchen_neg_10	negative
5_kitchen_neg_11	negative
5_kitchen_neg_12	negative
5_kitchen_neg_13	negative
5_kitchen_neg_14	negative
5_kitchen_neg_15	negative
5_kitchen_neg_16	negative
5_kitchen_neg_17	negative
5_kitchen_neg_18	negative
5_kitchen_neg_19	negative
5_kitchen_neg_20	negative
5_kitchen_neg_21	negative
5_kitchen_neg_22	negative
5_kitchen_neg_23	negative
5_kitchen_neg_24	negative
5_kitchen_neg_25	negative
5_kitchen_neg_26	positive
5_kitchen_neg_27	negative
5_kitchen_neg_28	negative
5_kitchen_neg_29	negative
5_kitchen_neg_30	negative
5_kitchen_neg_31	positive
5_kitchen_neg_32	positive
5_kitchen_neg_33	positive
5_kitchen_neg_34	positive
5_kitchen_neg_35	negative
5_kitchen_neg_36	negative
5_kitchen_neg_37	negative
5_kitchen_neg_38	negative
5_kitchen_neg_39	negative
5_kitchen_neg_40	negative
5_kitchen_neg_41	negative
5_kitchen_neg_42	negative
5_kitchen_neg_43	negative
5_kitchen_neg_44	negative
5_kitchen_neg_45	negative
5_kitchen_neg_46	negative
5_kitchen_neg_47	negative
5_kitchen_neg_48	negative
5_kitchen_neg_49	negative
5_kitchen_neg_50	positive
5_kitchen_neg_51	positive
5_kitchen_neg_52	negative
5_kitchen_neg_53	negative
5_kitchen_neg_54	negative
5_kitchen_neg_55	negative
5_kitchen_neg_56	positive
5_kitchen_neg_57	negative
5_kitchen_neg_58	negative
5_kitchen_neg_59	negative
5_kitchen_neg_60	positive
5_kitchen_neg_61	positive
5_kitchen_neg_62	negative
5_kitchen_neg_63	negative
5_kitchen_neg_64	negative
5_kitchen_neg_65	negative
5_kitchen_neg_66	negative
5_kitchen_neg_67	negative
5_kitchen_neg_68	negative
5_kitchen_neg_69	negative
19_kitchen_pos_1	positive
19_kitchen_pos_2	positive
19_kitchen_pos_3	positive
19_kitchen_pos_4	positive
19_kitchen_pos_5	negative
19_kitchen_pos_6	positive
19_kitchen_pos_7	positive
19_kitchen_pos_8	positive
19_kitchen_pos_9	negative
19_kitchen_pos_10	negative
19_kitchen_pos_11	negative
19_kitchen_pos_12	positive
19_kitchen_pos_13	positive
19_kitchen_pos_14	positive
19_kitchen_pos_15	positive
19_kitchen_pos_16	positive
19_kitchen_pos_17	negative
19_kitchen_pos_18	negative
19_kitchen_pos_19	positive
19_kitchen_pos_20	negative
19_kitchen_pos_21	negative
19_kitchen_pos_22	negative
19_kitchen_pos_23	negative
19_kitchen_pos_24	positive
19_kitchen_pos_25	positive
19_kitchen_pos_26	positive
19_kitchen_pos_27	positive
19_kitchen_pos_28	positive
19_kitchen_pos_29	positive
19_kitchen_pos_30	positive
19_kitchen_pos_31	positive
19_kitchen_pos_32	positive
19_kitchen_pos_33	positive
19_kitchen_pos_34	positive
19_kitchen_pos_35	positive
19_kitchen_pos_36	positive
19_kitchen_pos_37	positive
19_kitchen_pos_38	positive
19_kitchen_pos_39	positive
19_kitchen_pos_40	positive
19_kitchen_pos_41	positive
19_kitchen_pos_42	positive
19_kitchen_pos_43	positive
19_kitchen_pos_44	positive
19_kitchen_pos_45	positive
19_kitchen_pos_46	positive
19_kitchen_pos_47	positive
19_kitchen_pos_48	positive
19_kitchen_pos_49	positive
19_kitchen_pos_50	positive
19_kitchen_pos_51	positive
19_kitchen_pos_52	positive
19_kitchen_pos_53	negative
19_kitchen_pos_54	negative
19_kitchen_pos_55	negative
19_kitchen_pos_56	negative
19_kitchen_pos_57	positive
19_kitchen_pos_58	positive
19_kitchen_pos_59	positive
19_kitchen_pos_60	positive
19_kitchen_pos_61	positive
19_kitchen_pos_62	positive
19_kitchen_pos_63	positive
19_kitchen_pos_64	positive
19_kitchen_pos_65	positive
19_kitchen_pos_66	positive
19_kitchen_pos_67	positive
7_kitchen_pos_1	negative
7_kitchen_pos_2	positive
7_kitchen_pos_3	positive
7_kitchen_pos_4	positive
7_kitchen_pos_5	positive
7_kitchen_pos_6	positive
7_kitchen_pos_7	positive
7_kitchen_pos_8	positive
7_kitchen_pos_9	positive
7_kitchen_pos_10	negative
7_kitchen_pos_11	positive
7_kitchen_pos_12	positive
7_kitchen_pos_13	negative
7_kitchen_pos_14	positive
7_kitchen_pos_15	positive
7_kitchen_pos_16	positive
7_kitchen_pos_17	positive
7_kitchen_pos_18	positive
7_kitchen_pos_19	positive
7_kitchen_pos_20	positive
7_kitchen_pos_21	positive
7_kitchen_pos_22	negative
7_kitchen_pos_23	negative
7_kitchen_pos_24	negative
7_kitchen_pos_25	negative
7_kitchen_pos_26	positive
7_kitchen_pos_27	positive
7_kitchen_pos_28	positive
7_kitchen_pos_29	positive
7_kitchen_pos_30	positive
7_kitchen_pos_31	positive
7_kitchen_pos_32	positive
7_kitchen_pos_33	positive
7_kitchen_pos_34	positive
7_kitchen_pos_35	positive
7_kitchen_pos_36	negative
7_kitchen_pos_37	negative
7_kitchen_pos_38	negative
7_kitchen_pos_39	negative
7_kitchen_pos_40	negative
7_kitchen_pos_41	positive
7_kitchen_pos_42	positive
7_kitchen_pos_43	positive
7_kitchen_pos_44	positive
7_kitchen_pos_45	positive
7_kitchen_pos_46	negative
7_kitchen_pos_47	negative
7_kitchen_pos_48	positive
7_kitchen_pos_49	positive
7_kitchen_pos_50	positive
7_kitchen_pos_51	negative
7_kitchen_pos_52	positive
7_kitchen_pos_53	positive
7_kitchen_pos_54	positive
7_kitchen_pos_55	positive
7_kitchen_pos_56	positive
7_kitchen_pos_57	positive
7_kitchen_pos_58	negative
7_kitchen_pos_59	negative
7_kitchen_pos_60	negative
7_kitchen_pos_61	negative
7_kitchen_pos_62	positive
7_kitchen_pos_63	positive
7_kitchen_pos_64	positive
7_kitchen_pos_65	positive
