PhraseID	Polarity
10_cell_pos_3	1
10_cell_pos_4	0
10_cell_pos_5	1
10_cell_pos_6	1
10_cell_pos_7	-1
10_cell_pos_8	1
10_cell_pos_9	1
10_cell_pos_10	1
10_cell_pos_11	1
10_cell_pos_12	0
10_cell_pos_13	-1
10_cell_pos_14	0
10_cell_pos_15	1
10_cell_pos_16	-1
10_cell_pos_17	1
10_cell_pos_18	1
10_cell_pos_19	0
10_cell_pos_20	1
10_cell_pos_21	-1
10_cell_pos_22	1
10_cell_pos_23	0
10_cell_pos_24	0
10_cell_pos_25	0
10_cell_pos_26	1
10_cell_pos_27	0
10_cell_pos_28	-1
10_cell_pos_29	0
10_cell_pos_30	1
10_cell_pos_31	-1
10_cell_pos_32	0
10_cell_pos_33	-1
10_cell_pos_34	1
10_cell_pos_35	1
10_cell_pos_36	0
10_cell_pos_37	1
10_cell_pos_38	1
10_cell_pos_39	0
10_cell_pos_40	1
10_cell_pos_41	1
10_cell_pos_42	1
10_cell_pos_43	-1
10_cell_pos_44	1
10_cell_pos_45	0
10_cell_pos_46	0
10_cell_pos_47	1
10_cell_pos_48	1
10_cell_pos_49	0
10_cell_pos_50	0
10_cell_pos_51	0
10_cell_pos_52	1
10_cell_pos_53	1
10_cell_pos_54	1
10_cell_pos_55	-1
10_cell_pos_56	0
10_cell_pos_57	0
10_cell_pos_58	0
10_cell_pos_59	0
10_cell_pos_60	0
10_cell_pos_61	0
10_cell_pos_62	1
10_cell_pos_63	0
10_cell_pos_64	0
10_cell_pos_65	1
10_cell_pos_66	-1
10_cell_pos_67	1
10_cell_pos_68	-1
10_cell_pos_69	-1
10_cell_pos_70	1
10_cell_pos_71	1
10_cell_pos_72	0
10_cell_pos_73	0
10_cell_pos_74	0
10_cell_pos_75	-1
10_cell_pos_76	0
10_cell_pos_77	1
10_cell_pos_78	0
10_cell_pos_79	0
10_cell_pos_80	0
10_cell_pos_81	1
10_cell_pos_82	-1
10_cell_pos_83	-1
10_cell_pos_84	0
10_cell_pos_85	1
10_cell_pos_86	0
10_cell_pos_87	-1
16_kitchen_pos_1	-1
16_kitchen_pos_2	1
16_kitchen_pos_3	-1
16_kitchen_pos_4	0
16_kitchen_pos_5	-1
16_kitchen_pos_6	-1
16_kitchen_pos_7	1
16_kitchen_pos_8	0
16_kitchen_pos_9	-1
16_kitchen_pos_10	-1
16_kitchen_pos_11	1
16_kitchen_pos_12	1
16_kitchen_pos_13	0
16_kitchen_pos_14	1
16_kitchen_pos_15	-1
16_kitchen_pos_16	1
16_kitchen_pos_17	-1
16_kitchen_pos_18	0
16_kitchen_pos_19	1
16_kitchen_pos_20	1
16_kitchen_pos_21	1
16_kitchen_pos_22	-1
16_kitchen_pos_23	1
16_kitchen_pos_24	1
16_kitchen_pos_25	-1
16_kitchen_pos_26	-1
16_kitchen_pos_27	-1
16_kitchen_pos_28	0
16_kitchen_pos_29	1
16_kitchen_pos_30	0
16_kitchen_pos_31	-1
16_kitchen_pos_32	1
16_kitchen_pos_33	1
16_kitchen_pos_34	-1
16_kitchen_pos_35	-1
16_kitchen_pos_36	0
16_kitchen_pos_37	1
16_kitchen_pos_38	0
16_kitchen_pos_39	-1
16_kitchen_pos_40	-1
16_kitchen_pos_41	0
16_kitchen_pos_42	-1
16_kitchen_pos_43	-1
16_kitchen_pos_44	1
16_kitchen_pos_45	0
16_kitchen_pos_46	1
16_kitchen_pos_47	1
16_kitchen_pos_48	1
16_kitchen_pos_49	0
19_kitchen_neg_1	-1
19_kitchen_neg_2	1
19_kitchen_neg_3	-1
19_kitchen_neg_4	1
19_kitchen_neg_5	-1
19_kitchen_neg_6	1
19_kitchen_neg_7	-1
19_kitchen_neg_8	0
19_kitchen_neg_9	-1
19_kitchen_neg_10	-1
19_kitchen_neg_11	1
19_kitchen_neg_12	-1
19_kitchen_neg_13	1
19_kitchen_neg_14	-1
19_kitchen_neg_15	-1
19_kitchen_neg_16	1
19_kitchen_neg_17	-1
19_kitchen_neg_18	-1
19_kitchen_neg_19	1
19_kitchen_neg_20	0
19_kitchen_neg_21	-1
19_kitchen_neg_22	-1
19_kitchen_neg_23	-1
19_kitchen_neg_24	-1
19_kitchen_neg_25	-1
19_kitchen_neg_26	0
19_kitchen_neg_27	-1
19_kitchen_neg_28	1
19_kitchen_neg_29	-1
19_kitchen_neg_30	-1
19_kitchen_neg_31	0
19_kitchen_neg_32	1
19_kitchen_neg_33	0
19_kitchen_neg_34	-1
19_kitchen_neg_35	1
19_kitchen_neg_36	0
4_gourmet_pos_1	0
4_gourmet_pos_2	-1
4_gourmet_pos_3	0
4_gourmet_pos_4	-1
4_gourmet_pos_5	-1
4_gourmet_pos_6	1
4_gourmet_pos_7	0
4_gourmet_pos_8	-1
4_gourmet_pos_9	-1
4_gourmet_pos_10	0
4_gourmet_pos_11	1
4_gourmet_pos_12	0
4_gourmet_pos_13	-1
4_gourmet_pos_14	-1
4_gourmet_pos_15	-1
4_gourmet_pos_16	0
4_gourmet_pos_17	0
4_gourmet_pos_18	1
4_gourmet_pos_19	-1
4_gourmet_pos_20	-1
4_gourmet_pos_21	1
4_gourmet_pos_22	0
4_gourmet_pos_23	-1
4_gourmet_pos_24	0
4_gourmet_pos_25	-1
4_gourmet_pos_26	-1
4_gourmet_pos_27	1
4_gourmet_pos_28	0
4_gourmet_pos_29	1
4_gourmet_pos_30	1
4_gourmet_pos_31	1
4_gourmet_pos_32	1
4_gourmet_pos_33	1
4_gourmet_pos_34	1
4_gourmet_pos_35	1
4_gourmet_pos_36	1
4_gourmet_pos_37	0
4_gourmet_pos_38	0
4_gourmet_pos_39	-1
4_gourmet_pos_40	0
4_gourmet_pos_41	-1
4_gourmet_pos_42	1
4_gourmet_pos_43	1
4_gourmet_pos_44	0
4_gourmet_pos_45	0
4_gourmet_pos_46	1
4_gourmet_pos_47	1
4_gourmet_pos_48	-1
4_gourmet_pos_49	0
4_gourmet_pos_50	1
4_gourmet_pos_51	1
4_gourmet_pos_52	0
4_gourmet_pos_53	1
4_gourmet_pos_54	1
4_gourmet_pos_55	0
4_gourmet_pos_56	1
4_gourmet_pos_57	1
4_gourmet_pos_58	1
4_gourmet_pos_59	1
4_gourmet_pos_60	1
4_gourmet_pos_61	1
4_gourmet_pos_62	1
4_gourmet_pos_63	0
4_gourmet_pos_64	1
4_gourmet_pos_65	1
4_gourmet_pos_66	0
11_gourmet_neg_1	0
11_gourmet_neg_2	1
11_gourmet_neg_3	1
11_gourmet_neg_4	1
11_gourmet_neg_5	1
11_gourmet_neg_6	1
11_gourmet_neg_7	-1
11_gourmet_neg_8	0
11_gourmet_neg_9	1
11_gourmet_neg_10	1
11_gourmet_neg_11	-1
11_gourmet_neg_12	1
11_gourmet_neg_13	0
11_gourmet_neg_14	0
11_gourmet_neg_15	-1
11_gourmet_neg_16	0
17_cell_neg_1	0
17_cell_neg_2	-1
17_cell_neg_3	1
17_cell_neg_4	-1
17_cell_neg_5	0
17_cell_neg_6	0
17_cell_neg_7	1
17_cell_neg_8	-1
17_cell_neg_9	1
17_cell_neg_10	1
17_cell_neg_11	1
17_cell_neg_12	0
17_cell_neg_13	1
17_cell_neg_14	-1
17_cell_neg_15	1
17_cell_neg_16	1
17_cell_neg_17	1
17_cell_neg_18	0
17_cell_neg_19	0
17_cell_neg_20	1
17_cell_neg_21	1
17_cell_neg_22	0
17_cell_neg_23	1
17_cell_neg_24	0
17_cell_neg_25	0
17_cell_neg_26	0
17_cell_neg_27	0
17_cell_neg_28	1
17_cell_neg_29	1
17_cell_neg_30	-1
17_cell_neg_31	1
17_cell_neg_32	1
17_cell_neg_33	1
17_cell_neg_34	1
17_cell_neg_35	1
17_cell_neg_36	0
17_cell_neg_37	1
17_cell_neg_38	1
17_cell_neg_39	1
17_cell_neg_40	1
17_cell_neg_41	0
17_cell_neg_42	-1
17_cell_neg_43	1
17_cell_neg_44	-1
17_cell_neg_45	-1
17_cell_neg_46	-1
17_cell_neg_47	0
17_cell_neg_48	1
12_cell_pos_1	0
12_cell_pos_2	1
12_cell_pos_3	1
12_cell_pos_4	1
12_cell_pos_5	0
12_cell_pos_6	-1
12_cell_pos_7	0
12_cell_pos_8	1
12_cell_pos_9	-1
12_cell_pos_10	0
12_cell_pos_11	0
12_cell_pos_12	1
12_cell_pos_13	0
12_cell_pos_14	1
12_cell_pos_15	-1
12_cell_pos_16	0
12_cell_pos_17	1
12_cell_pos_18	1
12_cell_pos_19	1
12_cell_pos_20	0
12_cell_pos_21	0
12_cell_pos_22	0
12_cell_pos_23	-1
12_cell_pos_24	1
12_cell_pos_25	1
12_cell_pos_26	-1
12_cell_pos_27	0
12_cell_pos_28	-1
12_cell_pos_29	1
12_cell_pos_30	-1
12_cell_pos_31	0
12_cell_pos_32	0
12_cell_pos_33	1
12_cell_pos_34	-1
12_cell_pos_35	-1
12_cell_pos_36	1
12_cell_pos_37	0
12_cell_pos_38	0
12_cell_pos_39	1
12_cell_pos_40	1
12_cell_pos_41	0
12_cell_pos_42	0
12_cell_pos_43	0
12_cell_pos_44	1
12_cell_pos_45	0
12_cell_pos_46	0
12_cell_pos_47	1
12_cell_pos_48	1
12_cell_pos_49	0
12_cell_pos_50	0
12_cell_pos_51	0
12_cell_pos_52	0
12_cell_pos_53	0
12_cell_pos_54	1
12_cell_pos_55	-1
12_cell_pos_56	-1
12_cell_pos_57	1
12_cell_pos_58	-1
12_cell_pos_59	0
12_cell_pos_60	1
12_cell_pos_61	1
12_cell_pos_62	0
12_cell_pos_63	1
12_cell_pos_64	1
12_cell_pos_65	0
12_cell_pos_66	0
12_cell_pos_67	0
12_cell_pos_68	0
12_cell_pos_69	0
12_cell_pos_70	0
12_cell_pos_71	-1
12_cell_pos_72	0
12_cell_pos_73	0
12_cell_pos_74	0
12_cell_pos_75	0
12_cell_pos_76	0
12_cell_pos_77	0
12_cell_pos_78	0
12_cell_pos_79	0
12_cell_pos_80	0
12_cell_pos_81	0
12_cell_pos_82	-1
12_cell_pos_83	0
12_cell_pos_84	1
12_cell_pos_85	-1
12_cell_pos_86	1
12_cell_pos_87	0
12_cell_pos_88	0
12_cell_pos_89	0
17_kitchen_pos_1	0
17_kitchen_pos_2	0
17_kitchen_pos_3	-1
17_kitchen_pos_4	0
17_kitchen_pos_5	1
17_kitchen_pos_6	0
17_kitchen_pos_7	0
17_kitchen_pos_8	1
17_kitchen_pos_9	0
17_kitchen_pos_10	0
17_kitchen_pos_11	0
17_kitchen_pos_12	0
17_kitchen_pos_13	-1
17_kitchen_pos_14	1
17_kitchen_pos_15	1
17_kitchen_pos_16	1
17_kitchen_pos_17	1
17_kitchen_pos_18	1
17_kitchen_pos_19	1
17_kitchen_pos_20	1
17_kitchen_pos_21	-1
17_kitchen_pos_22	0
17_kitchen_pos_23	1
17_kitchen_pos_24	0
17_kitchen_pos_25	0
17_kitchen_pos_26	1
17_kitchen_pos_27	0
17_kitchen_pos_28	0
17_kitchen_pos_29	0
17_kitchen_pos_30	0
17_kitchen_pos_31	-1
17_kitchen_pos_32	1
17_kitchen_pos_33	1
17_kitchen_pos_34	1
17_kitchen_pos_35	0
17_kitchen_pos_36	1
17_kitchen_pos_37	0
17_kitchen_pos_38	1
17_kitchen_pos_39	0
17_kitchen_pos_40	-1
17_kitchen_pos_41	1
17_kitchen_pos_42	-1
17_kitchen_pos_43	1
17_kitchen_pos_44	1
17_kitchen_pos_45	1
17_kitchen_pos_46	1
17_kitchen_pos_47	0
17_kitchen_pos_48	0
17_kitchen_pos_49	1
17_kitchen_pos_50	0
17_kitchen_pos_51	-1
17_kitchen_pos_52	0
17_kitchen_pos_53	-1
17_kitchen_pos_54	0
17_kitchen_pos_55	-1
17_kitchen_pos_56	1
17_kitchen_pos_57	0
2_kitchen_neg_1	-1
2_kitchen_neg_2	-1
2_kitchen_neg_3	1
2_kitchen_neg_4	-1
2_kitchen_neg_5	0
2_kitchen_neg_6	1
2_kitchen_neg_7	0
2_kitchen_neg_8	1
2_kitchen_neg_9	-1
2_kitchen_neg_10	1
2_kitchen_neg_11	1
2_kitchen_neg_12	-1
2_kitchen_neg_13	-1
2_kitchen_neg_14	-1
2_kitchen_neg_15	1
2_kitchen_neg_16	1
2_kitchen_neg_17	-1
2_kitchen_neg_18	-1
2_kitchen_neg_19	1
2_kitchen_neg_20	-1
2_kitchen_neg_21	0
2_kitchen_neg_22	1
2_kitchen_neg_23	0
2_kitchen_neg_24	-1
2_kitchen_neg_25	-1
2_kitchen_neg_26	-1
2_kitchen_neg_27	0
2_kitchen_neg_28	1
2_kitchen_neg_29	-1
2_kitchen_neg_30	1
2_kitchen_neg_31	1
2_kitchen_neg_32	0
2_kitchen_neg_33	1
2_kitchen_neg_34	-1
2_kitchen_neg_35	0
2_kitchen_neg_36	1
2_kitchen_neg_37	1
2_kitchen_neg_38	0
2_kitchen_neg_39	0
2_kitchen_neg_40	1
2_kitchen_neg_41	1
2_kitchen_neg_42	-1
2_kitchen_neg_43	0
2_kitchen_neg_44	0
2_kitchen_neg_45	1
2_kitchen_neg_46	1
2_kitchen_neg_47	0
2_kitchen_neg_48	-1
2_kitchen_neg_49	1
2_kitchen_neg_50	1
2_kitchen_neg_51	1
2_kitchen_neg_52	0
2_kitchen_neg_53	0
2_kitchen_neg_54	1
2_kitchen_neg_55	0
2_kitchen_neg_56	1
2_kitchen_neg_57	1
2_kitchen_neg_58	0
2_kitchen_neg_59	-1
2_kitchen_neg_60	1
2_kitchen_neg_61	1
2_kitchen_neg_62	1
2_kitchen_neg_63	0
2_kitchen_neg_64	0
2_kitchen_neg_65	1
2_kitchen_neg_66	1
2_kitchen_neg_67	0
2_kitchen_neg_68	-1
2_kitchen_neg_69	0
2_kitchen_neg_70	0
2_kitchen_neg_71	1
2_kitchen_neg_72	1
2_kitchen_neg_73	-1
2_kitchen_neg_74	0
2_kitchen_neg_75	1
2_kitchen_neg_76	0
2_kitchen_neg_77	-1
2_kitchen_neg_78	1
2_kitchen_neg_79	0
2_kitchen_neg_80	0
2_kitchen_neg_81	-1
2_kitchen_neg_82	0
2_kitchen_neg_83	1
2_kitchen_neg_84	0
2_kitchen_neg_85	-1
2_kitchen_neg_86	1
2_kitchen_neg_87	-1
2_kitchen_neg_88	0
2_kitchen_neg_89	-1
2_kitchen_neg_90	1
2_kitchen_neg_91	-1
2_kitchen_neg_92	-1
2_kitchen_neg_93	0
2_kitchen_neg_94	1
2_kitchen_neg_95	0
2_kitchen_neg_96	1
2_kitchen_neg_97	-1
2_kitchen_neg_98	-1
2_kitchen_neg_99	1
2_kitchen_neg_100	0
2_kitchen_neg_101	1
2_kitchen_neg_102	1
2_kitchen_neg_103	1
2_kitchen_neg_104	-1
2_kitchen_neg_105	1
2_kitchen_neg_106	-1
2_kitchen_neg_107	0
2_kitchen_neg_108	-1
2_kitchen_neg_109	1
2_kitchen_neg_110	1
2_kitchen_neg_111	1
2_kitchen_neg_112	-1
2_kitchen_neg_113	-1
2_kitchen_neg_114	1
2_kitchen_neg_115	-1
2_kitchen_neg_116	1
2_kitchen_neg_117	0
2_kitchen_neg_118	-1
2_kitchen_neg_119	0
2_kitchen_neg_120	0
2_kitchen_neg_121	1
2_kitchen_neg_122	-1
2_kitchen_neg_123	0
2_kitchen_neg_124	-1
2_kitchen_neg_125	0
20_gourmet_pos_1	1
20_gourmet_pos_2	0
20_gourmet_pos_3	1
20_gourmet_pos_4	1
20_gourmet_pos_5	1
20_gourmet_pos_6	0
20_gourmet_pos_7	-1
20_gourmet_pos_8	1
20_gourmet_pos_9	1
20_gourmet_pos_10	1
20_gourmet_pos_11	0
20_gourmet_pos_12	1
20_gourmet_pos_13	-1
20_gourmet_pos_14	0
20_gourmet_pos_15	-1
20_gourmet_pos_16	1
20_gourmet_pos_17	0
20_gourmet_pos_18	-1
20_gourmet_pos_19	-1
20_gourmet_pos_20	1
20_gourmet_pos_21	1
20_gourmet_pos_22	0
20_gourmet_pos_23	0
20_gourmet_pos_24	0
20_gourmet_pos_25	0
20_gourmet_pos_26	0
20_gourmet_pos_27	1
20_gourmet_pos_28	-1
20_gourmet_pos_29	0
20_gourmet_pos_30	1
20_gourmet_pos_31	0
20_gourmet_pos_32	1
20_gourmet_pos_33	0
20_gourmet_pos_34	1
20_gourmet_pos_35	-1
20_gourmet_pos_36	1
20_gourmet_pos_37	1
20_gourmet_pos_38	1
20_gourmet_pos_39	1
20_gourmet_pos_40	1
20_gourmet_pos_41	-1
20_gourmet_pos_42	1
20_gourmet_pos_43	1
20_gourmet_pos_44	1
20_gourmet_pos_45	1
20_gourmet_pos_46	1
20_gourmet_pos_47	1
10_gourmet_neg_1	1
10_gourmet_neg_2	-1
10_gourmet_neg_3	1
10_gourmet_neg_4	1
10_gourmet_neg_5	0
10_gourmet_neg_6	1
10_gourmet_neg_7	0
10_gourmet_neg_8	0
10_gourmet_neg_9	0
10_gourmet_neg_10	0
10_gourmet_neg_11	0
10_gourmet_neg_12	0
10_gourmet_neg_13	-1
10_gourmet_neg_14	1
10_gourmet_neg_15	0
10_gourmet_neg_16	1
10_gourmet_neg_17	0
10_gourmet_neg_18	0
10_gourmet_neg_19	0
10_gourmet_neg_20	0
10_gourmet_neg_21	0
10_gourmet_neg_22	0
10_gourmet_neg_23	0
10_gourmet_neg_24	1
10_gourmet_neg_25	0
10_gourmet_neg_26	1
