PhraseIDs	Contrast
7_kitchen_neg_16	False
7_kitchen_neg_17	False
7_kitchen_neg_18	False
7_kitchen_neg_19	False
7_kitchen_neg_20	False
7_kitchen_neg_21	False
7_kitchen_neg_22	False
7_kitchen_neg_23	False
7_kitchen_neg_24	False
7_kitchen_neg_25	False
7_kitchen_neg_26	False
7_kitchen_neg_27	False
7_kitchen_neg_28	False
7_kitchen_neg_29	False
7_kitchen_neg_30	False
7_kitchen_neg_31	False
7_kitchen_neg_32	False
7_kitchen_neg_33	False
7_kitchen_neg_34	False
7_kitchen_neg_35	False
7_kitchen_neg_36	False
7_kitchen_neg_37	False
7_kitchen_neg_38	False
7_kitchen_neg_39	False
7_kitchen_neg_40	False
7_kitchen_neg_41	False
7_kitchen_neg_42	False
7_kitchen_neg_43	False
7_kitchen_neg_44	False
7_kitchen_neg_45	False
7_kitchen_neg_46	False
7_kitchen_neg_47	False
7_kitchen_neg_48	False
12_gourmet_pos_1	False
12_gourmet_pos_2	False
12_gourmet_pos_3	False
12_gourmet_pos_4	False
12_gourmet_pos_5	False
12_gourmet_pos_6	False
12_gourmet_pos_7	False
12_gourmet_pos_8	False
12_gourmet_pos_9	False
12_gourmet_pos_10	False
12_gourmet_pos_11	False
12_gourmet_pos_12	False
12_gourmet_pos_13	False
12_gourmet_pos_14	False
12_gourmet_pos_15	True
12_gourmet_pos_16	False
12_gourmet_pos_17	False
12_gourmet_pos_18	False
12_gourmet_pos_19	False
12_gourmet_pos_20	False
12_gourmet_pos_21	False
12_gourmet_pos_22	False
12_gourmet_pos_23	False
12_gourmet_pos_24	False
12_gourmet_pos_25	False
12_gourmet_pos_26	False
12_gourmet_pos_27	False
12_gourmet_pos_28	False
12_gourmet_pos_29	False
12_gourmet_pos_30	False
12_gourmet_pos_31	False
12_gourmet_pos_32	False
12_gourmet_pos_33	False
12_gourmet_pos_34	True
12_gourmet_pos_35	False
12_gourmet_pos_36	False
12_gourmet_pos_37	False
12_gourmet_pos_38	False
12_gourmet_pos_39	False
12_gourmet_pos_40	False
12_gourmet_pos_41	False
12_gourmet_pos_42	False
12_gourmet_pos_43	False
3_gourmet_neg_1	False
3_gourmet_neg_2	False
3_gourmet_neg_3	True
3_gourmet_neg_4	False
3_gourmet_neg_5	True
3_gourmet_neg_6	False
3_gourmet_neg_7	False
3_gourmet_neg_8	False
3_gourmet_neg_9	False
3_gourmet_neg_10	False
3_gourmet_neg_11	False
3_gourmet_neg_12	False
3_gourmet_neg_13	False
3_gourmet_neg_14	False
3_gourmet_neg_15	False
3_gourmet_neg_16	False
3_gourmet_neg_17	False
3_gourmet_neg_18	False
3_gourmet_neg_19	False
3_gourmet_neg_20	False
3_gourmet_neg_21	False
3_gourmet_neg_22	False
3_gourmet_neg_23	False
3_gourmet_neg_24	False
3_gourmet_neg_25	False
3_gourmet_neg_26	False
3_gourmet_neg_27	False
3_gourmet_neg_28	False
3_gourmet_neg_29	False
3_gourmet_neg_30	False
3_gourmet_neg_31	False
3_gourmet_neg_32	False
3_gourmet_neg_33	False
3_gourmet_neg_34	False
3_gourmet_neg_35	False
3_gourmet_neg_36	False
3_gourmet_neg_37	False
3_gourmet_neg_38	False
3_gourmet_neg_39	False
3_gourmet_neg_40	False
3_gourmet_neg_41	False
3_gourmet_neg_42	False
3_gourmet_neg_43	False
3_gourmet_neg_44	False
3_gourmet_neg_45	False
3_gourmet_neg_46	False
3_gourmet_neg_47	False
3_gourmet_neg_48	False
3_gourmet_neg_49	False
3_gourmet_neg_50	False
3_gourmet_neg_51	False
3_gourmet_neg_52	False
3_gourmet_neg_53	False
3_gourmet_neg_54	False
3_gourmet_neg_55	False
3_gourmet_neg_56	False
3_gourmet_neg_57	False
18_cell_neg_1	True
18_cell_neg_2	False
18_cell_neg_3	False
18_cell_neg_4	False
18_cell_neg_5	False
18_cell_neg_6	False
18_cell_neg_7	False
18_cell_neg_8	False
18_cell_neg_9	False
18_cell_neg_10	False
18_cell_neg_11	False
18_cell_neg_12	False
18_cell_neg_13	False
18_cell_neg_14	False
18_cell_neg_15	False
18_cell_neg_16	False
18_cell_neg_17	False
18_cell_neg_18	False
18_cell_neg_19	False
18_cell_neg_20	False
18_cell_neg_21	False
18_cell_neg_22	False
18_cell_neg_23	False
18_cell_neg_24	False
18_cell_neg_25	False
18_cell_neg_26	False
18_cell_neg_27	False
18_cell_neg_28	False
18_cell_neg_29	False
18_cell_neg_30	False
18_cell_neg_31	False
18_cell_neg_32	False
18_cell_neg_33	False
18_cell_neg_34	False
18_cell_neg_35	False
18_cell_neg_36	False
18_cell_neg_37	False
18_cell_neg_38	False
18_cell_neg_39	False
4_cell_pos_1	False
4_cell_pos_2	False
4_cell_pos_3	False
4_cell_pos_4	False
4_cell_pos_5	False
4_cell_pos_6	False
4_cell_pos_7	False
4_cell_pos_8	False
4_cell_pos_9	False
4_cell_pos_10	False
4_cell_pos_11	False
4_cell_pos_12	False
4_cell_pos_13	False
4_cell_pos_14	False
4_cell_pos_15	False
4_cell_pos_16	False
4_cell_pos_17	False
4_cell_pos_18	False
4_cell_pos_19	False
4_cell_pos_20	False
4_cell_pos_21	False
4_cell_pos_22	True
4_cell_pos_23	False
4_cell_pos_24	False
4_cell_pos_25	False
4_cell_pos_26	False
4_cell_pos_27	False
4_cell_pos_28	False
4_cell_pos_29	False
4_cell_pos_30	False
4_cell_pos_31	False
4_cell_pos_32	False
4_cell_pos_33	False
4_cell_pos_34	False
4_cell_pos_35	False
4_cell_pos_36	False
4_cell_pos_37	True
4_cell_pos_38	False
4_cell_pos_39	False
4_cell_pos_40	False
4_cell_pos_41	False
4_cell_pos_42	False
4_cell_pos_43	False
4_cell_pos_44	False
4_cell_pos_45	False
4_cell_pos_46	False
4_cell_pos_47	False
4_cell_pos_48	False
4_cell_pos_49	False
4_cell_pos_50	False
4_cell_pos_51	False
4_cell_pos_52	False
4_cell_pos_53	False
4_cell_pos_54	False
4_cell_pos_55	False
4_cell_pos_56	False
4_cell_pos_57	False
4_cell_pos_58	False
4_cell_pos_59	False
4_cell_pos_60	False
4_cell_pos_61	False
4_cell_pos_62	False
4_cell_pos_63	False
4_cell_pos_64	False
4_cell_pos_65	False
4_cell_pos_66	False
4_cell_pos_67	False
4_cell_pos_68	False
4_cell_pos_69	False
4_cell_pos_70	False
4_cell_pos_71	False
4_cell_pos_72	True
4_cell_pos_73	False
4_cell_pos_74	False
4_cell_pos_75	False
4_cell_pos_76	False
4_cell_pos_77	False
4_cell_pos_78	False
4_cell_pos_79	False
4_cell_pos_80	False
4_cell_pos_81	False
4_cell_pos_82	False
4_cell_pos_83	False
4_cell_pos_84	False
4_cell_pos_85	False
4_cell_pos_86	True
4_cell_pos_87	False
4_cell_pos_88	False
4_cell_pos_89	False
4_cell_pos_90	False
4_cell_pos_91	False
4_cell_pos_92	False
4_cell_pos_93	False
4_cell_pos_94	False
4_cell_pos_95	False
4_cell_pos_96	False
4_cell_pos_97	False
4_cell_pos_98	False
4_cell_pos_99	False
4_cell_pos_100	False
4_cell_pos_101	False
4_cell_pos_102	False
4_cell_pos_103	False
4_cell_pos_104	False
4_cell_pos_105	False
4_cell_pos_106	False
4_cell_pos_107	False
4_cell_pos_108	False
4_cell_pos_109	False
4_cell_pos_110	False
4_cell_pos_111	False
4_cell_pos_112	False
4_cell_pos_113	False
4_cell_pos_114	True
4_cell_pos_115	False
18_kitchen_pos_1	False
18_kitchen_pos_2	False
18_kitchen_pos_3	False
18_kitchen_pos_4	False
18_kitchen_pos_5	False
18_kitchen_pos_6	False
18_kitchen_pos_7	False
18_kitchen_pos_8	False
18_kitchen_pos_9	False
18_kitchen_pos_10	False
18_kitchen_pos_11	False
18_kitchen_pos_12	False
18_kitchen_pos_13	True
18_kitchen_pos_14	False
18_kitchen_pos_15	False
18_kitchen_pos_16	False
18_kitchen_pos_17	False
18_kitchen_pos_18	False
18_kitchen_pos_19	False
18_kitchen_pos_20	False
18_kitchen_pos_21	False
18_kitchen_pos_22	False
18_kitchen_pos_23	False
18_kitchen_pos_24	False
18_kitchen_pos_25	False
18_kitchen_pos_26	False
18_kitchen_pos_27	False
18_kitchen_pos_28	False
18_kitchen_pos_29	False
18_kitchen_pos_30	False
18_kitchen_pos_31	False
18_kitchen_pos_32	False
18_kitchen_pos_33	False
18_kitchen_pos_34	False
18_kitchen_pos_35	False
18_kitchen_pos_36	False
18_kitchen_pos_37	False
18_kitchen_pos_38	False
18_kitchen_pos_39	True
18_kitchen_pos_40	False
18_kitchen_pos_41	False
18_kitchen_pos_42	False
18_kitchen_pos_43	False
18_kitchen_pos_44	False
18_kitchen_pos_45	False
18_kitchen_pos_46	False
18_kitchen_pos_47	False
18_kitchen_pos_48	False
18_kitchen_pos_49	False
18_kitchen_pos_50	False
18_kitchen_pos_51	False
18_kitchen_pos_52	False
12_kitchen_neg_1	False
12_kitchen_neg_2	False
12_kitchen_neg_3	False
12_kitchen_neg_4	False
12_kitchen_neg_5	True
12_kitchen_neg_6	False
12_kitchen_neg_7	False
12_kitchen_neg_8	False
12_kitchen_neg_9	False
12_kitchen_neg_10	False
12_kitchen_neg_11	False
12_kitchen_neg_12	False
12_kitchen_neg_13	False
12_kitchen_neg_14	False
12_kitchen_neg_15	False
12_kitchen_neg_16	False
12_kitchen_neg_17	False
12_kitchen_neg_18	False
12_kitchen_neg_19	False
12_kitchen_neg_20	True
12_kitchen_neg_21	False
12_kitchen_neg_22	False
12_kitchen_neg_23	False
12_kitchen_neg_24	False
12_kitchen_neg_25	False
12_kitchen_neg_26	False
12_kitchen_neg_27	False
12_kitchen_neg_28	False
12_kitchen_neg_29	False
12_kitchen_neg_30	False
12_kitchen_neg_31	False
12_kitchen_neg_32	False
12_kitchen_neg_33	False
12_kitchen_neg_34	False
12_kitchen_neg_35	False
12_kitchen_neg_36	False
12_kitchen_neg_37	False
12_kitchen_neg_38	False
12_kitchen_neg_39	False
12_kitchen_neg_40	False
12_kitchen_neg_41	False
7_gourmet_pos_1	False
7_gourmet_pos_2	False
7_gourmet_pos_3	False
7_gourmet_pos_4	False
7_gourmet_pos_5	False
7_gourmet_pos_6	False
7_gourmet_pos_7	False
7_gourmet_pos_8	False
7_gourmet_pos_9	False
7_gourmet_pos_10	False
7_gourmet_pos_11	False
7_gourmet_pos_12	False
7_gourmet_pos_13	False
7_gourmet_pos_14	False
7_gourmet_pos_15	False
7_gourmet_pos_16	False
7_gourmet_pos_17	True
7_gourmet_pos_18	False
7_gourmet_pos_19	False
7_gourmet_pos_20	False
7_gourmet_pos_21	False
7_gourmet_pos_22	False
7_gourmet_pos_23	False
7_gourmet_pos_24	False
7_gourmet_pos_25	False
7_gourmet_pos_26	False
7_gourmet_pos_27	False
7_gourmet_pos_28	False
7_gourmet_pos_29	False
7_gourmet_pos_30	False
7_gourmet_pos_31	False
7_gourmet_pos_32	False
7_gourmet_pos_33	False
7_gourmet_pos_34	False
7_gourmet_pos_35	False
7_gourmet_pos_36	True
7_gourmet_pos_37	False
7_gourmet_pos_38	False
7_gourmet_pos_39	False
7_gourmet_pos_40	False
7_gourmet_pos_41	False
7_gourmet_pos_42	False
7_gourmet_pos_43	False
7_gourmet_pos_44	False
7_gourmet_pos_45	False
19_gourmet_neg_1	False
19_gourmet_neg_2	False
19_gourmet_neg_3	False
19_gourmet_neg_4	False
19_gourmet_neg_5	False
19_gourmet_neg_6	False
19_gourmet_neg_7	False
19_gourmet_neg_8	False
19_gourmet_neg_9	False
19_gourmet_neg_10	False
19_gourmet_neg_11	False
19_gourmet_neg_12	False
19_gourmet_neg_13	False
19_gourmet_neg_14	False
19_gourmet_neg_15	False
19_gourmet_neg_16	False
19_gourmet_neg_17	False
19_gourmet_neg_18	False
19_gourmet_neg_19	False
