PhraseID	Text
4_cell_neg_25	 that  get  the  classic  nextel  line  .  .  . 
4_cell_neg_26	 Please  hold 
4_cell_neg_27	 while  the  nextel  subscriber  you  are  trying  to  reach  is  located  . 
4_cell_neg_28	 Most  of  the  time  I  would  not  even  recieve  incoming  calls  ,  calls  would  go  straight  to  my  voice  mail  . 
4_cell_neg_29	 Not  only  would  I  not  get  the  calls  , 
4_cell_neg_30	 but  often  I  would  not  even  get  the  voice  mails  until  days  or  even  weeks  later  . 
4_cell_neg_31	 When  I  did  actually  take  calls 
4_cell_neg_32	 -LRB-  and  call  out  -RRB-  , 
4_cell_neg_33	 I  can  not  count  the  number  of  times 
4_cell_neg_34	 I  `  ve  had  my  call 
4_cell_neg_35	 dropped  . 
4_cell_neg_36	 I  recieved  so  many  different  error  messages  sometimes 
4_cell_neg_37	 I  wonder  if  they  just  spend  all  their  time  at  nextel  thinking  of  different  error  messages  to  program  into  their  phones  . 
4_cell_neg_38	 That  brings 
4_cell_neg_39	 me  to  the  selling  point  of  nextel  ,  the  famed  and  well-loved  direct  connect  feature  . 
4_cell_neg_40	 This  is  an  absolute  joke  . 
4_cell_neg_41	 Direct  connect  only  works  MAYBE  half  the  time 
4_cell_neg_42	 I  tried  to  use  it  . 
4_cell_neg_43	 Even  then  ,  in  the  middle  of  the  conversation 
4_cell_neg_44	 I  would  be  greeted  by  the  loud  beep  of  my  phone 
4_cell_neg_45	 telling  me 
4_cell_neg_46	 I  wont  be  talking  to  that  person  anymore  . 
4_cell_neg_47	 Of  course  , 
4_cell_neg_48	 I  would  expect  nothing  less  from  the  nextel  network  . 
4_cell_neg_49	 Text  messaging  with  nextel  is  next  to  impossible  . 
4_cell_neg_50	 If  it  did  not  take  hours 
4_cell_neg_51	 to  send  or  recieve  a  message  , 
4_cell_neg_52	 it  took  days  ,  or  maybe  did  n't  even  come  at  all  . 
4_cell_neg_53	 The  internet  access  was  fine  , 
4_cell_neg_54	 it  the  rare  instance  that  it  worked  . 
4_cell_neg_55	 Of  course  , 
4_cell_neg_56	 when  you  do  n't  have  service  , 
4_cell_neg_57	 you  do  n't  get  the  internet  access  either  . 
4_cell_neg_58	" ""I  was  constantly  getting  the  message  """"  network  not  available  """"  ."" "
4_cell_neg_59	 Calling  and  trying  to  complain  to  nextel  is  futile  . 
4_cell_neg_60	 Trying  to  get  through  to  customer  service  takes  forever 
4_cell_neg_61	 and  once  you  get  through  they  do  nothing  . 
4_cell_neg_62	 My  experience  with  nextel  has  been  nothing  short  of  a  disaster 
4_cell_neg_63	 and  I  write  this  trying  to  warn  anyone 
4_cell_neg_64	 considering  nextel  . 
4_cell_neg_65	 Stick  with  Verizon  or  Cingular  and  you  will  be  much  happier  in  the  end  . 
4_cell_neg_66	 Do  n't  make  the  same  mistake 
4_cell_neg_67	 I  did  . 
3_cell_pos_1	 I  bought  this  phone  as  part  of  the  Sprint\/Nextel  SERO  plan  . 
3_cell_pos_2	 I  used  it  for  about  14  days  before  deciding 
3_cell_pos_3	 that  it  did  n't  fit  my  needs  for  several  reasons 
3_cell_pos_4	 outlined  below  : 
3_cell_pos_5	 -  Battery  life  was  sporadic  -- 
3_cell_pos_6	 I  got  maybe  a  day  worth  of  power  from  it  . 
3_cell_pos_7	 One  time  it  completely 
3_cell_pos_8	 discharged  overnight  . 
3_cell_pos_9	 For  the  price  of  the  phone 
3_cell_pos_10	 -LRB-  and  the  two  year  contract  it  carries  -RRB- 
3_cell_pos_11	 this  is  a  dealbreaker  . 
3_cell_pos_12	 -  The  Nextel  network  coverage  has  gone  downhill  in  my  area 
3_cell_pos_13	 -LRB-  I  was  a  former  Nextel  subscriber  for  3  years 
3_cell_pos_14	-
3_cell_pos_15	 so  I  have  some  experience  with  coverage  around  town  -RRB-  . 
3_cell_pos_16	 I  was  getting  disconnects 
3_cell_pos_17	 and  sporadic  no  signals  . 
3_cell_pos_18	 -  The  phone  would  sporadically  mute  the  ringer  . 
3_cell_pos_19	 An  incoming  call  would  light  up  the  display 
3_cell_pos_20	 but  there  would  be  no  ringing  . 
3_cell_pos_21	 This  seems 
3_cell_pos_22	 to  happen 
3_cell_pos_23	 after  I  had  put  the  phone  on  vibrate 
3_cell_pos_24	 and  then  turned  it  back 
3_cell_pos_25	 to  ring  . 
3_cell_pos_26	 -  For  the  same  monthly  service  fee  , 
3_cell_pos_27	 I  was  getting  less  access  to  web  services  and  no  high  speed  Internet  ability  . 
3_cell_pos_28	 Admittedly  the  high  speed  access  is  not  as  useful  on  a  tiny  screen  -- 
3_cell_pos_29	 but  if  I  'm  going  to  be  locked  into  a  2  year  contract 
3_cell_pos_30	 I  would  like  to  have  some  fast  internet  access  on  the  phone  . 
3_cell_pos_31	 The  i880  still  uses  the  slow  Nextel  data  network  . 
3_cell_pos_32	 I  was  not  a  Direct  Connect\/Walkie  Talkie  user  . 
3_cell_pos_33	 If  I  were  , 
3_cell_pos_34	 then  my  opinion  of  this  phone  might  be  a  little  higher 
3_cell_pos_35	 -LRB-  since  Nextel  presently  has  arguably  the  best  fully  functioning  walkie  talkie  network  -RRB-  . 
3_cell_pos_36	 I  could  not  justify  being  locked  into  a  2  year  contract  with  equipment 
3_cell_pos_37	 that  seemed  sub-par  on  a  network 
3_cell_pos_38	 that  did  not 
3_cell_pos_39	 -LRB-  and  likely  never  will  -RRB-  support  the  latest  high  speed  technologies  . 
3_cell_pos_40	 Below  were  my  initial  impressions  during  the  time  I  used  the  phone  : 
3_cell_pos_41	 Thankfully  Motorola  designed  the  phone 
3_cell_pos_42	 so  the  micro-SD  card  is  accessible  from  the  outside  -- 
3_cell_pos_43	 no  need  to  pull  the  battery 
3_cell_pos_44	 to  update  the  card  . 
3_cell_pos_45	 Here  's  the  big  things 
3_cell_pos_46	 I  do  n't  like  . 
3_cell_pos_47	 1  . 
3_cell_pos_48	 You  CAN  NOT  use  any  mp3  songs 
3_cell_pos_49	 that  you  transfer  to  the  micro-sd  card  as  ringtones  . 
3_cell_pos_50	 2  .  You  also  can  not  readily  load  additional  wallpapers 
3_cell_pos_51	 unless  it  is  a  picture 
3_cell_pos_52	 you  took  with  the  phone  or  a  paid  download  . 
3_cell_pos_53	 Any  message 
3_cell_pos_54	 -LRB-  mms  -RRB- 
3_cell_pos_55	 that  you  send  to  yourself  can  only  be  set  as  a  caller  id  image  and  not  wallpaper  . 
3_cell_pos_56	 3  .  Battery  life  on  my  phone  is  flaky  - 
3_cell_pos_57	 I  'm  getting  maybe  a  day  and  one-half  with  usage 
3_cell_pos_58	 that  approximates  60  minutes  talk  time  and  perhaps  6  to  10  picture  messages  . 
3_cell_pos_59	 You  must  pay  Nextel  to  download  ringtones  . 
3_cell_pos_60	 There  are  some  users 
3_cell_pos_61	 who  have  modified  the  phone 
3_cell_pos_62	 and  reportedly  are  able  to  use  ringtones  off  their  micro-SD  memory  card  -  however  the  process  is  more  technical  than  what  your  average  user  might  want  to  tangle  with  . 
3_cell_pos_63	 Note  : 
3_cell_pos_64	 Sprint  and  Nextel  are  both  owned  by  the  same  company  . 
3_cell_pos_65	 If  you  `  re  making  a  decision  on  Sprint  vs  . 
3_cell_pos_66	 Nextel  , 
3_cell_pos_67	 there  are  only  a  couple  reasons 
3_cell_pos_68	 that  I  can  think  of 
3_cell_pos_69	 to  recommend  Nextel  over  Sprint  . 
3_cell_pos_70	 First  , 
3_cell_pos_71	 if  the  Nextel  coverage  is  better  . 
3_cell_pos_72	 Second  , 
3_cell_pos_73	 if  you  have  a  need 
3_cell_pos_74	 to  use  the  Nextel  Walkie  Talkie  feature  . 
3_cell_pos_75	 The  Sprint  side  of  the  company  features  phones  with  significantly  enhanced  web  browsing  and  higher  speed  data  communications  . 
3_cell_pos_76	 The  Nextel  side  clings  to  the  larger  phones 
3_cell_pos_77	 and  aims  their  services  at  the  industrial\/construction  market  . 
3_cell_pos_78	 For  almost  every  consumer  ,  the  Sprint  side  is  a  better  deal  . 
3_cell_pos_79	 Sprint  in  my  experience  has  better  customer  service 
3_cell_pos_80	 whereas  Nextel  tends  to  transfer  you  endlessly  among  a  variety  of  customer  service  representatives  . 
3_cell_pos_81	 Here  's  my  summary  of  this  phone 
3_cell_pos_82	 after  using  it  about  two  weeks  : 
3_cell_pos_83	 The  Good  : 
3_cell_pos_84	 -  beautiful  speaker  phone 
3_cell_pos_85	 -  compact  design  \/  solid  feel 
3_cell_pos_86	 -2  megapixel  camera  ,  ability  to  capture  movies 
3_cell_pos_87	 -  flip  swings  open 
3_cell_pos_88	 when  you  push  a  button 
3_cell_pos_89	 -  Nextel  sms\/mms  messages  can  now  be  auto-downloaded  - 
3_cell_pos_90	 I  believe 
3_cell_pos_91	 this  is  the  first  Nextel  phone  to  sport  this  feature 
3_cell_pos_92	 -  nice  loud  audio 
3_cell_pos_93	 -  both  Nextel  walkie  talkie  and  DirecTalk  support 
3_cell_pos_94	 The  Bad  : 
3_cell_pos_95	 -  ca  n't  play  ringtones  off  Micro  SD  or  via  any  other  non-Nextel  transfer 
3_cell_pos_96	 -LRB-  Note  : 
3_cell_pos_97	 Technically  some  people  have  been  using 
3_cell_pos_98	 a  Motorola  product  called  webjal  to  make  transfers  with  a  cable  - 
3_cell_pos_99	 but  this  may  be  more  technical 
3_cell_pos_100	 than  the  average  user  would  like  to  tackle  -RRB- 
3_cell_pos_101	 -  Nextel  is  in  my  opinion  on  their  way  out  as  a  carrier  ,  soon  to  be  completely  assimilated  into  the  Sprint  side  of  things  . 
3_cell_pos_102	 While  not  entirely  unexpected  , 
3_cell_pos_103	 it  means  that  Nextel  plans  and  features  are  not  as  attractive  to  non-construction  users 
3_cell_pos_104	 -LRB-  Nextel  's  core  group  -RRB-  . 
3_cell_pos_105	 If  you  want  Mobile  to  Mobile  unlimited  minutes 
3_cell_pos_106	 you  pay  more  versus  most  Sprint  plans 
3_cell_pos_107	 which  include  them  . 
3_cell_pos_108	 Nextel  does  n't  have  the  super  fast  data  speeds  or  network  web  browsing  of  competing  carriers  . 
3_cell_pos_109	 Most  web  browsing  on  Nextel  is  limited  to  character 
3_cell_pos_110	 based  wap  sites 
3_cell_pos_111	 that  both  crawl  along  speedwise  and  present  unexciting  character 
3_cell_pos_112	 based  screens  . 
3_cell_pos_113	 -  the  phone  is  a  little  bigger 
3_cell_pos_114	 that  what  some  have  grown  accustomed  to  . 
3_cell_pos_115	-
3_cell_pos_116	 while  not  phone  related  ,  some  users  in  larger  cities  have  reported 
3_cell_pos_117	 the  iDen  system  is  nearing  capactity  with  a  lot  of  busy  signals  . 
3_cell_pos_118	 -  I  am  only  getting  about  a  day  of  battery  life  - 
3_cell_pos_119	 which  is  extremely  low  . 
8_cell_pos_1	 For  the  $  50  bucks 
8_cell_pos_2	 you  pay  here  , 
8_cell_pos_3	 you  get  the  phone  plus  300  minutes  of  airtime  . 
8_cell_pos_4	 That  's  not  a  bad  deal 
8_cell_pos_5	 considering  if  you  bought  the  phone 
8_cell_pos_6	 itself  elsewhere  , 
8_cell_pos_7	 it  would  be  $  20  bucks  , 
8_cell_pos_8	 and  buying  the  airtime  separately  would  also  total  approximately  $  20  some  odd  bucks  or  so  . 
8_cell_pos_9	 Plus  tax  . 
8_cell_pos_10	 So  cost  works  about  to  be  about  the  same  . 
8_cell_pos_11	 Frankly  , 
8_cell_pos_12	 I  see  no  savings  to  buying  this  phone  on  this  site  versus  elsewhere  . 
8_cell_pos_13	 Regarding  the  sim  card  , 
8_cell_pos_14	 I  noticed  nothing  unusual  or  problematic  about  insertion  . 
8_cell_pos_15	 A  sim  card  is  a  delicate  silicon  apparatus 
8_cell_pos_16	 that  is  highly  susceptible  to  ESD  -  electro  static  discharge  - 
8_cell_pos_17	 just  like  computer  RAM  is  . 
8_cell_pos_18	 ESD  is  probably  the  primary  reason 
8_cell_pos_19	 why  so  many  reviewers  phones  here  have  failed  . 
8_cell_pos_20	 I  'd  bet  every  single  one  of  them  reside  in  geographical  locations 
8_cell_pos_21	 where  the  weather  is  cold  and  snows  . 
8_cell_pos_22	 Before  you  handle  the  sim  card  , 
8_cell_pos_23	" ""you  should  """"  ground  """""" "
8_cell_pos_24	 yourself  by  touching  something  metal  . 
8_cell_pos_25	 Otherwise  you  run  the  risk  of  destroying  the  sim  card  with  ESD  . 
8_cell_pos_26	 The  phone  itself  is  OK  . 
8_cell_pos_27	 It  's  BASIC  . 
8_cell_pos_28	 Emphasis  on  the  basic  . 
8_cell_pos_29	 I  just  transferred  my  mobile  #  from  a  Motorola  V120c  and  notwithstanding  the  annoying  20  polyphonic  ringtones  on  the  c139  ,  about  the  only  edge 
8_cell_pos_30	 the  c139  has  over  the  V120c  is  the  color  display  . 
8_cell_pos_31	 Please  also  note  that  c139  does  not  have  any  kind  of  interface  as  to  a  pc  so  that  means 
8_cell_pos_32	 you  are  stuck  with  the  bundled  ringtones  and  the  wallpaper  . 
8_cell_pos_33	 IMO  ,  Motorola  could  have  added  a  port 
8_cell_pos_34	 to  accomodate  a  USB  interface  to  this  model  . 
8_cell_pos_35	 It  was  short-sighted  and  just  dumb  not  to  considering  the  V120c  -  also  in  the  same  price  range  -  has  such  a  port  . 
8_cell_pos_36	 Voicemail  is  extremely  problematic  to  set  up  at  this  time  . 
8_cell_pos_37	 I  only  just  had  the  phone 
8_cell_pos_38	 activated  on  this  past  Saturday 
8_cell_pos_39	 -LRB-  10/28/06  -RRB- 
8_cell_pos_40	 and  it  took  over  5  hours  for  my  number  to  be  transferred  over  to  the  new  phone  . 
8_cell_pos_41	 Also  , 
8_cell_pos_42	 it  is  an  entirely  new  network  . 
8_cell_pos_43	 In  Southern  California  ,  the  network  this  model  TracFone  uses  is  Cingular  . 
8_cell_pos_44	 Suffice  it  to  say  , 
8_cell_pos_45	 I  followed  all  the  instructions  on  the  website  explicitly  ,  however  Cingular  just  keeps  regurgitating  its  canned  message 
8_cell_pos_46	 that  it  does  n't  recognize  my  number 
8_cell_pos_47	 and  to  input  my  voicemail  number  . 
8_cell_pos_48	 And  around  and  around  it  goes  . 
8_cell_pos_49	 I  anticipate  nothing 
8_cell_pos_50	" ""but  problems  with  """"  technical  support  """""" "
8_cell_pos_51	 when  I  contact  them  . 
8_cell_pos_52	 They  are  very  polite  as  customer  service  reps  ,  however  they  can  barely  speak  or  understand  English  . 
8_cell_pos_53	 I  am 
8_cell_pos_54	 envisioning  hours  of  BS  with  the  call 
8_cell_pos_55	 I  have  to  make 
8_cell_pos_56	 because  past  experience  has  indicated  to  me  that  these  reps  are  not  technical  whatSOever  . 
8_cell_pos_57	 Note  to  Tracfone  : 
8_cell_pos_58	 Customer  service  reps  from  Mexico 
8_cell_pos_59	 who  can  barely  communicate  with  your  American  consumers  are  most  assuredly  NOT  TECH  SUPPORT  . 
8_cell_pos_60	 Also  ,  I  was  n't  overly  impressed  with  the  keypad 
8_cell_pos_61	 where  it  concerns  text  messaging  . 
8_cell_pos_62	 The  V120c  is  actually  more  intuitive  . 
8_cell_pos_63	 It  's  much  easier  to  use  . 
8_cell_pos_64	 But  the  c139  does  have  one  advantage  in  this  regard  - 
8_cell_pos_65	 text  messages  cost  only  0.3  units  versus  on  the  V120c  ,  TracFone  was  deducting  0.5  units  for  each  incoming  and  outgoing  text  message  . 
8_cell_pos_66	 I  'm  not  sure 
8_cell_pos_67	 why  that  is  considering  the  deduction  of  units  has  zip  to  do  with  the  model  of  the  phone  . 
8_cell_pos_68	 It  should  be  one  uniform  deduction  across  the  board  . 
8_cell_pos_69	 Consumers  should  contact  TracFone  customer  service 
8_cell_pos_70	 and  inquire  about  this  phenomenon  . 
8_cell_pos_71	 Bottom  line  is  that  I  would  recommend  this  phone  to  anyone 
8_cell_pos_72	 who  is  upgrading  from  a  monochromatic  LED  phone 
8_cell_pos_73	 and  wants  an  \*  inexpensive  \*  phone  with  a  much  easier  on  the  eyes  color  display  . 
8_cell_pos_74	 Inexpensive  as  in  you 
8_cell_pos_75	bought
8_cell_pos_76	 it  from  a  retailer  for  $  20  bucks  . 
8_cell_pos_77	 But  if  you  want  pretty  new  ringtones  and  wallpaper  ,  and  a  little  more  flexibility  , 
8_cell_pos_78	 then  get 
8_cell_pos_79	 yourself  a  Nokia  2126  . 
8_cell_pos_80	 For  the  same  money  you  spend  here  ,  the  Nokia  is  a  better  phone  . 
8_cell_pos_81	 It  has  a  USB  port  ,  a  speakerphone  , 
8_cell_pos_82	 plus  other  extras  . 
16_gourmet_neg_1	 I  purchased  this  flour  a  few  weeks  ago  and  just  baked  with  it  the  first  time  yesterday  . 
16_gourmet_neg_2	 I  was  very  satisfied  with  the  taste  and  texture  of  it  . 
16_gourmet_neg_3	 However  , 
16_gourmet_neg_4	 I  can  not  tolerate  gluten  or  rice 
16_gourmet_neg_5	 and  after  eating  some  of  what  I  had  baked  , 
16_gourmet_neg_6	 I  had  an  allergic  reaction  . 
16_gourmet_neg_7	 I  called  the  company  and  they  could  not  tell  me  anything  in  regards  to  their  mills 
16_gourmet_neg_8	 nor  if  there  could  be  any  cross-contamination  . 
16_gourmet_neg_9	 The  lady  on  the  phone  seemed  to  think 
16_gourmet_neg_10	 that  the  mills  are  shared  equipment 
16_gourmet_neg_11	 and  that  no  precautions  are  taken 
16_gourmet_neg_12	 to  avoid  cross-contamination  . 
16_gourmet_neg_13	 If  you  `  re  buying  it  for  low-carb  prep  only  , 
16_gourmet_neg_14	 it  should  be  a  good  flour  at  a  great  deal  . 
16_gourmet_neg_15	 Please  beware  if  you  are  using 
16_gourmet_neg_16	it
16_gourmet_neg_17	 to  avoid  gluten  or  other  allergenic  grains 
9_gourmet_neg_1	 I  have  multiple  concerns  with  this  product  . 
9_gourmet_neg_2	 Out  of  the  box  , 
9_gourmet_neg_3	 they  really  do  look  fresh 
9_gourmet_neg_4	 and  plump  like  they  do  in  the  picture  . 
9_gourmet_neg_5	 However  , 
9_gourmet_neg_6	 you  soon  notice  the  lack  of  instructions  . 
9_gourmet_neg_7	 None  . 
9_gourmet_neg_8	" ""The  only  documentation  at  all  is  a  """"  California  """"  sticker  .  .  ."" "
9_gourmet_neg_9	 with  no  reference  to  a  web  site  . 
9_gourmet_neg_10	 Nada  . 
9_gourmet_neg_11	 My  grapes  broke  quickly  . 
9_gourmet_neg_12	 When  I  received  them 
9_gourmet_neg_13	 they  looked  just  like  the  picture  . 
9_gourmet_neg_14	 But  in  a  couple  days  I  started  noticing 
9_gourmet_neg_15	 they  were  n't  as  plump 
9_gourmet_neg_16	 and  were  shriveling  . 
9_gourmet_neg_17	 Withing  a  week  , 
9_gourmet_neg_18	 many  were  brown 
9_gourmet_neg_19	 and  certainly  lacked  freshness  . 
9_gourmet_neg_20	 It  was  so  bad  , 
9_gourmet_neg_21	 that  I  was  in  shock  , 
9_gourmet_neg_22	 and  I  kept 
9_gourmet_neg_23	 holding  up  the  picture  next  to  them  to  compare 
9_gourmet_neg_24	 because  I  could  n't  believe 
9_gourmet_neg_25	 it  . 
9_gourmet_neg_26	 It  was  like  they  were  deteriorating  right  before  my  eyes  . 
9_gourmet_neg_27	 Within  a  month  they  looked  awful  . 
9_gourmet_neg_28	 They  looked  like  moldy  raisins  . 
9_gourmet_neg_29	 Really  Moldy  . 
9_gourmet_neg_30	 Not  recommended 
3_gourmet_pos_1	 If  it  is  possible  to  fall  madly  in  love  with  a  box  of  chocolates  , 
3_gourmet_pos_2	 then  the  assortment  is  the  perfect  place 
3_gourmet_pos_3	 to  start  such  an  adventure  . 
3_gourmet_pos_4	 These  chocolate  are  named  after  Leonidas  Kestekidis  , 
3_gourmet_pos_5	 who  definitely  knew 
3_gourmet_pos_6	 how  to  create  chocolates  for  the  true  chocolate  connoisseur  . 
3_gourmet_pos_7	 When  he  moved  back  to  Belgium  he  not  only  married  his  true  love  , 
3_gourmet_pos_8	 he  created  chocolates  the  world 
3_gourmet_pos_9	 now  adores  . 
3_gourmet_pos_10	 When  you  taste  these  chocolates  , 
3_gourmet_pos_11	 your  taste  buds  will  also  finally  know  true  chocolate  happiness  . 
3_gourmet_pos_12	 Whether  you  try  one  of  these  with  a  cup  of  coffee  or  tea  or  enjoy  one  as  a  daily  indulgence  , 
3_gourmet_pos_13	 these  will  impress  . 
3_gourmet_pos_14	" ""The  """"  I  Love  You  """"  chocolate  with  dreamy  lemon  filling  embodies  this  sentiment  ."" "
3_gourmet_pos_15	 Each  chocolate  has  a  unique  design  and  the  I  Love  You  chocolate  has  two  hearts  ,  ribbons  and  a  seal  . 
3_gourmet_pos_16	 After  you  sample  the  variety  of  chocolates  , 
3_gourmet_pos_17	 specific  flavors  will  stand  out  as  favorites  . 
3_gourmet_pos_18	 Here  are  my  favorite  creamy  fillings  -LRB-  ganache  and  butter  cream  -RRB- 
3_gourmet_pos_19	which
3_gourmet_pos_20	 come  in  dark  ,  white  and  milk  chocolate 
3_gourmet_pos_21	 depending  on  the  selection  : 
3_gourmet_pos_22	 Antoinette  -  A  smooth  Brandy  flavored  ganache 
3_gourmet_pos_23	 Lingoit  Lait  -  Absolutely  delicious  vanilla  flavored  fresh  butter  cream 
3_gourmet_pos_24	 filling  . 
3_gourmet_pos_25	 Time  definitely  stopped  while  tasting  this  chocolate  . 
3_gourmet_pos_26	 Irr  sistible  -  Dark  chocolate  and  Strawberry  sauce  . 
3_gourmet_pos_27	 For  ever  -  If  you  love  coffee  this  may  be  one  of  the  most  delicious  milk  or  dark  chocolate  chocolates  ever  made  as  it  is  filled  with  a  special  coffee  cream 
3_gourmet_pos_28	 that  has  hints  of  caramel  . 
3_gourmet_pos_29	 I  ordered  an  entire  box  of  these  and 
3_gourmet_pos_30	 they  come  in  a  variety  of  flavors  . 
3_gourmet_pos_31	 The  milk  chocolate  and  cherry  filling  is  like  Claude  Debussy  's  R  verie  . 
3_gourmet_pos_32	 It  is  difficult  to  describe  besides  saying 
3_gourmet_pos_33	 it  is  like  a  delicate  cherry  icing 
3_gourmet_pos_34	 wrapped  in  milk  chocolate  . 
3_gourmet_pos_35	 Merveilleux  -  Milk  or  dark  chocolate 
3_gourmet_pos_36	 filled  with  coffee  ganache  . 
3_gourmet_pos_37	 Europe  -  Dark  or  milk  chocolate 
3_gourmet_pos_38	 filled  with  rum  filling  . 
3_gourmet_pos_39	 Ganache  -  Milk  or  dark  chocolate  with  pure  ganache  . 
3_gourmet_pos_40	 Tosca  -  Milk  chocolate  with  a  special  ganache  . 
3_gourmet_pos_41	 Po  sie  -  Dark  chocolate  and  a  Cointreau  filling  . 
3_gourmet_pos_42	 Antoinette  -  Delicate  caramel  hints  in  the  milk  chocolate  coating  mingle  nicely  with  the  vanilla  filling  . 
3_gourmet_pos_43	 Eve  -  Milk  or  dark  chocolate  with  a  creamy  dreamy  banana  filling  . 
3_gourmet_pos_44	 Alexandre  le  grand  -  A  milk  or  dark  chocolate  with  caramel  cream  . 
3_gourmet_pos_45	 Also  Recommended  : 
3_gourmet_pos_46	 If  you  wish  to  also  try  the  Napolitains  , 
3_gourmet_pos_47	 I  'd  suggest  the  1  pound  sampler  Ballotin  with  six  varieties  . 
3_gourmet_pos_48	 You  may  also  want  to  look  for  the  new  Palet  d'  Or  . 
3_gourmet_pos_49	 A  deeply  delicious  and  strong  bitter  chocolate 
3_gourmet_pos_50	 filled  with  ganache  . 
3_gourmet_pos_51	 The  center  is  made  with  butter  ,  cream  and  chocolate 
3_gourmet_pos_52	 and  the  outer  coating  is  a  masterpiece  with  gold  decorations  . 
3_gourmet_pos_53	 Leonidas  now  has  over  1700  stores  and  sales  locations 
3_gourmet_pos_54	worldwide
