10_cell_neg_3	10_cell_neg_4
20_kitchen_neg_11	20_kitchen_neg_12
20_kitchen_neg_12	20_kitchen_neg_13
20_kitchen_neg_13	20_kitchen_neg_14
20_kitchen_neg_14	20_kitchen_neg_15
20_kitchen_neg_15	20_kitchen_neg_16
20_kitchen_neg_16	20_kitchen_neg_17
20_kitchen_neg_17	20_kitchen_neg_18
20_kitchen_neg_18	20_kitchen_neg_19
20_kitchen_neg_19	20_kitchen_neg_20
20_kitchen_neg_20	20_kitchen_neg_21
20_kitchen_neg_21	20_kitchen_neg_22
20_kitchen_neg_22	20_kitchen_neg_23
20_kitchen_neg_23	20_kitchen_neg_24
20_kitchen_neg_24	20_kitchen_neg_25
20_kitchen_neg_25	20_kitchen_neg_26
20_kitchen_neg_26	20_kitchen_neg_27
20_kitchen_neg_27	20_kitchen_neg_28
20_kitchen_neg_28	20_kitchen_neg_29
20_kitchen_neg_29	20_kitchen_neg_30
20_kitchen_neg_30	20_kitchen_neg_31
20_kitchen_neg_31	20_kitchen_neg_32
20_kitchen_neg_32	20_kitchen_neg_33
20_kitchen_neg_33	20_kitchen_neg_34
20_kitchen_neg_34	20_kitchen_neg_35
20_kitchen_neg_35	20_kitchen_neg_36
20_kitchen_neg_36	20_kitchen_neg_37
20_kitchen_neg_37	20_kitchen_neg_38
20_kitchen_neg_38	20_kitchen_neg_39
20_kitchen_neg_39	20_kitchen_neg_40
20_kitchen_neg_40	20_kitchen_neg_41
20_kitchen_neg_41	20_kitchen_neg_42
20_kitchen_neg_42	20_kitchen_neg_43
20_kitchen_neg_43	20_kitchen_neg_44
20_kitchen_pos_5	20_kitchen_pos_6
20_kitchen_pos_8	20_kitchen_pos_9
20_kitchen_pos_9	20_kitchen_pos_10
20_kitchen_pos_10	20_kitchen_pos_11
20_kitchen_pos_11	20_kitchen_pos_12
20_kitchen_pos_12	20_kitchen_pos_13
20_kitchen_pos_19	20_kitchen_pos_20
20_kitchen_pos_44	20_kitchen_pos_45
20_kitchen_pos_45	20_kitchen_pos_46
20_kitchen_pos_46	20_kitchen_pos_47
20_kitchen_pos_47	20_kitchen_pos_48
20_kitchen_pos_48	20_kitchen_pos_49
20_kitchen_pos_49	20_kitchen_pos_50
6_kitchen_pos_1	6_kitchen_pos_2
6_kitchen_pos_2	6_kitchen_pos_3
6_kitchen_pos_3	6_kitchen_pos_4
6_kitchen_pos_4	6_kitchen_pos_5
6_kitchen_pos_5	6_kitchen_pos_6
6_kitchen_pos_6	6_kitchen_pos_7
6_kitchen_pos_7	6_kitchen_pos_8
6_kitchen_pos_8	6_kitchen_pos_9
6_kitchen_pos_9	6_kitchen_pos_10
6_kitchen_pos_12	6_kitchen_pos_13
6_kitchen_pos_30	6_kitchen_pos_31
6_kitchen_pos_31	6_kitchen_pos_32
6_kitchen_pos_32	6_kitchen_pos_33
6_kitchen_pos_33	6_kitchen_pos_34
6_kitchen_pos_34	6_kitchen_pos_35
6_kitchen_pos_35	6_kitchen_pos_36
6_kitchen_pos_36	6_kitchen_pos_37
6_kitchen_pos_37	6_kitchen_pos_38
6_kitchen_pos_38	6_kitchen_pos_39
6_kitchen_pos_39	6_kitchen_pos_40
6_kitchen_pos_40	6_kitchen_pos_41
6_kitchen_pos_41	6_kitchen_pos_42
6_kitchen_pos_42	6_kitchen_pos_43
6_kitchen_pos_43	6_kitchen_pos_44
6_kitchen_pos_44	6_kitchen_pos_45
6_kitchen_pos_45	6_kitchen_pos_46
6_kitchen_pos_46	6_kitchen_pos_47
6_kitchen_pos_47	6_kitchen_pos_48
6_kitchen_pos_48	6_kitchen_pos_49
6_kitchen_pos_49	6_kitchen_pos_50
6_kitchen_pos_50	6_kitchen_pos_51
6_kitchen_pos_51	6_kitchen_pos_52
6_kitchen_pos_52	6_kitchen_pos_53
6_kitchen_pos_53	6_kitchen_pos_54
6_kitchen_pos_54	6_kitchen_pos_55
6_kitchen_pos_55	6_kitchen_pos_56
6_kitchen_pos_56	6_kitchen_pos_57
6_kitchen_pos_57	6_kitchen_pos_58
6_kitchen_pos_58	6_kitchen_pos_59
6_kitchen_pos_59	6_kitchen_pos_60
6_kitchen_pos_60	6_kitchen_pos_61
6_kitchen_pos_61	6_kitchen_pos_62
6_kitchen_pos_62	6_kitchen_pos_63
6_kitchen_pos_63	6_kitchen_pos_64
6_kitchen_pos_64	6_kitchen_pos_65
6_kitchen_pos_65	6_kitchen_pos_66
6_kitchen_pos_66	6_kitchen_pos_67
6_kitchen_pos_67	6_kitchen_pos_68
6_kitchen_pos_68	6_kitchen_pos_69
6_kitchen_pos_69	6_kitchen_pos_70
6_kitchen_pos_70	6_kitchen_pos_71
6_kitchen_pos_71	6_kitchen_pos_72
6_kitchen_pos_72	6_kitchen_pos_73
6_kitchen_pos_73	6_kitchen_pos_74
6_kitchen_pos_74	6_kitchen_pos_75
6_kitchen_pos_75	6_kitchen_pos_76
6_kitchen_pos_76	6_kitchen_pos_77
6_kitchen_pos_77	6_kitchen_pos_78
6_kitchen_pos_78	6_kitchen_pos_79
6_kitchen_pos_79	6_kitchen_pos_80
6_kitchen_pos_80	6_kitchen_pos_81
6_kitchen_pos_81	6_kitchen_pos_82
6_kitchen_pos_82	6_kitchen_pos_83
6_kitchen_pos_83	6_kitchen_pos_84
6_kitchen_pos_84	6_kitchen_pos_85
6_kitchen_pos_85	6_kitchen_pos_86
6_kitchen_pos_86	6_kitchen_pos_87
6_kitchen_pos_87	6_kitchen_pos_88
6_kitchen_pos_88	6_kitchen_pos_89
6_kitchen_pos_89	6_kitchen_pos_90
6_kitchen_pos_90	6_kitchen_pos_91
6_kitchen_pos_91	6_kitchen_pos_92
6_kitchen_pos_92	6_kitchen_pos_93
6_kitchen_pos_93	6_kitchen_pos_94
6_kitchen_pos_94	6_kitchen_pos_95
6_kitchen_pos_95	6_kitchen_pos_96
6_kitchen_pos_96	6_kitchen_pos_97
6_kitchen_pos_97	6_kitchen_pos_98
6_kitchen_pos_98	6_kitchen_pos_99
6_kitchen_pos_99	6_kitchen_pos_100
6_kitchen_pos_100	6_kitchen_pos_101
6_kitchen_pos_101	6_kitchen_pos_102
6_kitchen_pos_102	6_kitchen_pos_103
6_kitchen_pos_103	6_kitchen_pos_104
6_kitchen_pos_104	6_kitchen_pos_105
