PhraseIDs	Contrast
15_cell_pos_68	False
15_cell_pos_69	False
15_cell_pos_70	False
15_cell_pos_71	False
15_cell_pos_72	False
15_cell_pos_73	False
15_cell_pos_74	False
15_cell_pos_75	False
15_cell_pos_76	False
15_cell_pos_77	False
15_cell_pos_78	False
15_cell_pos_79	False
15_cell_pos_80	True
15_cell_pos_81	False
15_cell_pos_82	False
15_cell_pos_83	False
15_cell_pos_84	False
15_cell_pos_85	False
15_cell_pos_86	False
15_cell_pos_87	False
15_cell_pos_88	False
8_kitchen_pos_1	False
8_kitchen_pos_2	False
8_kitchen_pos_3	False
8_kitchen_pos_4	False
8_kitchen_pos_5	False
8_kitchen_pos_6	False
8_kitchen_pos_7	False
8_kitchen_pos_8	False
8_kitchen_pos_9	False
8_kitchen_pos_10	False
8_kitchen_pos_11	False
8_kitchen_pos_12	False
8_kitchen_pos_13	False
8_kitchen_pos_14	False
8_kitchen_pos_15	False
8_kitchen_pos_16	False
8_kitchen_pos_17	False
8_kitchen_pos_18	False
8_kitchen_pos_19	False
8_kitchen_pos_20	False
8_kitchen_pos_21	False
8_kitchen_pos_22	False
8_kitchen_pos_23	False
8_kitchen_pos_24	False
8_kitchen_pos_25	False
8_kitchen_pos_26	False
8_kitchen_pos_27	False
8_kitchen_pos_28	False
8_kitchen_pos_29	False
8_kitchen_pos_30	False
8_kitchen_pos_31	False
8_kitchen_pos_32	False
8_kitchen_pos_33	False
8_kitchen_pos_34	False
8_kitchen_pos_35	False
8_kitchen_pos_36	False
8_kitchen_pos_37	False
8_kitchen_pos_38	False
8_kitchen_pos_39	False
8_kitchen_pos_40	False
8_kitchen_pos_41	False
8_kitchen_pos_42	False
8_kitchen_pos_43	False
8_kitchen_pos_44	False
8_kitchen_pos_45	False
8_kitchen_pos_46	False
8_kitchen_pos_47	False
8_kitchen_pos_48	False
8_kitchen_pos_49	False
8_kitchen_pos_50	False
8_kitchen_pos_51	False
8_kitchen_pos_52	False
8_kitchen_pos_53	False
8_kitchen_pos_54	False
8_kitchen_pos_55	False
8_kitchen_pos_56	False
8_kitchen_pos_57	False
8_kitchen_pos_58	False
8_kitchen_pos_59	False
8_kitchen_pos_60	False
8_kitchen_pos_61	False
8_kitchen_pos_62	False
8_kitchen_pos_63	False
8_kitchen_pos_64	False
8_kitchen_pos_65	False
8_kitchen_pos_66	False
8_kitchen_pos_67	False
8_kitchen_pos_68	False
8_kitchen_pos_69	False
8_kitchen_pos_70	False
8_kitchen_pos_71	False
11_kitchen_neg_1	False
11_kitchen_neg_2	True
11_kitchen_neg_3	False
11_kitchen_neg_4	False
11_kitchen_neg_5	False
11_kitchen_neg_6	False
11_kitchen_neg_7	False
11_kitchen_neg_8	False
11_kitchen_neg_9	False
11_kitchen_neg_10	False
11_kitchen_neg_11	False
11_kitchen_neg_12	False
11_kitchen_neg_13	False
11_kitchen_neg_14	False
11_kitchen_neg_15	False
11_kitchen_neg_16	False
11_kitchen_neg_17	True
11_kitchen_neg_18	False
11_kitchen_neg_19	False
11_kitchen_neg_20	False
11_kitchen_neg_21	False
11_kitchen_neg_22	False
11_kitchen_neg_23	False
11_kitchen_neg_24	False
11_kitchen_neg_25	False
11_kitchen_neg_26	False
11_kitchen_neg_27	False
11_kitchen_neg_28	False
11_kitchen_neg_29	False
11_kitchen_neg_30	False
11_kitchen_neg_31	False
11_kitchen_neg_32	False
11_kitchen_neg_33	False
11_kitchen_neg_34	False
11_kitchen_neg_35	False
11_kitchen_neg_36	False
11_kitchen_neg_37	False
11_kitchen_neg_38	False
11_kitchen_neg_39	False
11_kitchen_neg_40	False
11_kitchen_neg_41	False
11_kitchen_neg_42	False
11_kitchen_neg_43	False
11_kitchen_neg_44	False
11_kitchen_neg_45	False
11_kitchen_neg_46	False
11_kitchen_neg_47	False
11_kitchen_neg_48	True
11_kitchen_neg_49	False
11_kitchen_neg_50	False
18_gourmet_pos_1	False
18_gourmet_pos_2	False
18_gourmet_pos_3	False
18_gourmet_pos_4	False
18_gourmet_pos_5	False
18_gourmet_pos_6	False
18_gourmet_pos_7	False
18_gourmet_pos_8	False
18_gourmet_pos_9	False
18_gourmet_pos_10	False
18_gourmet_pos_11	False
18_gourmet_pos_12	False
18_gourmet_pos_13	False
18_gourmet_pos_14	False
18_gourmet_pos_15	False
18_gourmet_pos_16	False
18_gourmet_pos_17	False
18_gourmet_pos_18	True
18_gourmet_pos_19	False
18_gourmet_pos_20	False
18_gourmet_pos_21	False
18_gourmet_pos_22	False
18_gourmet_pos_23	False
18_gourmet_pos_24	False
18_gourmet_pos_25	False
18_gourmet_pos_26	False
18_gourmet_pos_27	False
18_gourmet_pos_28	False
18_gourmet_pos_29	False
18_gourmet_pos_30	False
18_gourmet_pos_31	False
18_gourmet_pos_32	False
18_gourmet_pos_33	False
18_gourmet_pos_34	False
18_gourmet_pos_35	False
18_gourmet_pos_36	False
18_gourmet_pos_37	False
18_gourmet_pos_38	False
18_gourmet_pos_39	False
18_gourmet_pos_40	False
18_gourmet_pos_41	False
18_gourmet_pos_42	False
18_gourmet_pos_43	False
18_gourmet_pos_44	False
8_gourmet_neg_1	False
8_gourmet_neg_2	False
8_gourmet_neg_3	False
8_gourmet_neg_4	False
8_gourmet_neg_5	False
8_gourmet_neg_6	False
8_gourmet_neg_7	False
8_gourmet_neg_8	False
8_gourmet_neg_9	False
8_gourmet_neg_10	False
8_gourmet_neg_11	False
8_gourmet_neg_12	False
8_gourmet_neg_13	False
8_gourmet_neg_14	False
8_gourmet_neg_15	False
8_gourmet_neg_16	False
8_gourmet_neg_17	False
2_cell_neg_1	False
2_cell_neg_2	False
2_cell_neg_3	False
2_cell_neg_4	True
2_cell_neg_5	True
2_cell_neg_6	False
2_cell_neg_7	False
2_cell_neg_8	False
2_cell_neg_9	False
2_cell_neg_10	False
2_cell_neg_11	False
2_cell_neg_12	False
2_cell_neg_13	False
2_cell_neg_14	False
2_cell_neg_15	False
2_cell_neg_16	False
2_cell_neg_17	False
2_cell_neg_18	False
2_cell_neg_19	True
2_cell_neg_20	False
2_cell_neg_21	False
2_cell_neg_22	False
2_cell_neg_23	False
2_cell_neg_24	False
2_cell_neg_25	False
2_cell_neg_26	False
2_cell_neg_27	False
2_cell_neg_28	False
2_cell_neg_29	False
2_cell_neg_30	False
2_cell_neg_31	False
2_cell_neg_32	False
2_cell_neg_33	False
2_cell_neg_34	False
2_cell_neg_35	False
2_cell_neg_36	False
2_cell_neg_37	False
2_cell_neg_38	False
2_cell_neg_39	False
2_cell_neg_40	False
2_cell_neg_41	False
2_cell_neg_42	False
2_cell_neg_43	False
2_cell_neg_44	True
2_cell_neg_45	False
2_cell_neg_46	False
2_cell_neg_47	False
2_cell_neg_48	False
2_cell_neg_49	False
2_cell_neg_50	False
2_cell_neg_51	False
2_cell_neg_52	False
2_cell_neg_53	False
2_cell_neg_54	False
2_cell_neg_55	False
2_cell_neg_56	False
2_cell_neg_57	False
2_cell_neg_58	False
2_cell_neg_59	False
2_cell_neg_60	False
2_cell_neg_61	False
2_cell_neg_62	False
2_cell_neg_63	False
2_cell_neg_64	False
2_cell_neg_65	False
2_cell_neg_66	False
2_cell_neg_67	False
2_cell_neg_68	False
2_cell_neg_69	False
2_cell_neg_70	False
2_cell_neg_71	False
2_cell_neg_72	True
2_cell_neg_73	False
2_cell_neg_74	False
2_cell_neg_75	False
2_cell_neg_76	False
2_cell_neg_77	False
2_cell_neg_78	False
2_cell_neg_79	False
2_cell_neg_80	False
2_cell_neg_81	False
2_cell_neg_82	False
2_cell_neg_83	False
2_cell_neg_84	False
2_cell_neg_85	False
2_cell_neg_86	True
2_cell_neg_87	True
2_cell_neg_88	False
2_cell_neg_89	True
2_cell_neg_90	False
2_cell_neg_91	False
2_cell_neg_92	False
2_cell_neg_93	False
2_cell_neg_94	False
2_cell_neg_95	False
2_cell_neg_96	False
11_cell_pos_1	False
11_cell_pos_2	False
11_cell_pos_3	False
11_cell_pos_4	False
11_cell_pos_5	False
11_cell_pos_6	False
11_cell_pos_7	False
11_cell_pos_8	False
11_cell_pos_9	False
11_cell_pos_10	False
11_cell_pos_11	False
11_cell_pos_12	True
11_cell_pos_13	False
11_cell_pos_14	False
11_cell_pos_15	False
11_cell_pos_16	False
11_cell_pos_17	False
11_cell_pos_18	False
11_cell_pos_19	False
11_cell_pos_20	False
11_cell_pos_21	False
11_cell_pos_22	True
11_cell_pos_23	False
11_cell_pos_24	False
11_cell_pos_25	False
11_cell_pos_26	False
11_cell_pos_27	False
11_cell_pos_28	False
11_cell_pos_29	False
11_cell_pos_30	False
11_cell_pos_31	False
11_cell_pos_32	False
11_cell_pos_33	False
11_cell_pos_34	False
11_cell_pos_35	False
11_cell_pos_36	True
11_cell_pos_37	False
11_cell_pos_38	False
11_cell_pos_39	False
11_cell_pos_40	False
11_cell_pos_41	False
11_cell_pos_42	False
11_cell_pos_43	False
11_cell_pos_44	False
11_cell_pos_45	False
11_cell_pos_46	False
11_cell_pos_47	False
11_cell_pos_48	False
11_cell_pos_49	False
11_cell_pos_50	False
11_cell_pos_51	False
11_cell_pos_52	False
11_cell_pos_53	False
11_cell_pos_54	False
11_cell_pos_55	False
11_cell_pos_56	False
11_cell_pos_57	False
11_cell_pos_58	False
11_cell_pos_59	False
11_cell_pos_60	False
11_cell_pos_61	False
11_cell_pos_62	False
11_cell_pos_63	False
11_cell_pos_64	False
11_cell_pos_65	False
11_cell_pos_66	False
11_cell_pos_67	False
11_cell_pos_68	False
11_cell_pos_69	False
11_cell_pos_70	False
11_cell_pos_71	False
11_cell_pos_72	False
14_kitchen_pos_1	False
14_kitchen_pos_2	False
14_kitchen_pos_3	False
14_kitchen_pos_4	False
14_kitchen_pos_5	False
14_kitchen_pos_6	False
14_kitchen_pos_7	False
14_kitchen_pos_8	False
14_kitchen_pos_9	False
14_kitchen_pos_10	False
14_kitchen_pos_11	False
14_kitchen_pos_12	False
14_kitchen_pos_13	False
14_kitchen_pos_14	False
14_kitchen_pos_15	False
14_kitchen_pos_16	False
14_kitchen_pos_17	False
14_kitchen_pos_18	False
14_kitchen_pos_19	False
14_kitchen_pos_20	False
14_kitchen_pos_21	False
14_kitchen_pos_22	False
14_kitchen_pos_23	False
14_kitchen_pos_24	False
14_kitchen_pos_25	False
14_kitchen_pos_26	False
14_kitchen_pos_27	False
14_kitchen_pos_28	False
14_kitchen_pos_29	False
14_kitchen_pos_30	False
14_kitchen_pos_31	False
14_kitchen_pos_32	False
14_kitchen_pos_33	False
14_kitchen_pos_34	False
14_kitchen_pos_35	False
16_kitchen_neg_1	False
16_kitchen_neg_2	False
16_kitchen_neg_3	False
16_kitchen_neg_4	False
16_kitchen_neg_5	True
16_kitchen_neg_6	False
16_kitchen_neg_7	False
16_kitchen_neg_8	False
16_kitchen_neg_9	False
16_kitchen_neg_10	False
16_kitchen_neg_11	False
16_kitchen_neg_12	False
16_kitchen_neg_13	False
16_kitchen_neg_14	False
16_kitchen_neg_15	False
16_kitchen_neg_16	False
16_kitchen_neg_17	False
16_kitchen_neg_18	False
16_kitchen_neg_19	False
16_kitchen_neg_20	False
16_kitchen_neg_21	False
16_kitchen_neg_22	False
16_kitchen_neg_23	False
16_kitchen_neg_24	False
16_kitchen_neg_25	False
16_kitchen_neg_26	False
16_kitchen_neg_27	False
16_kitchen_neg_28	False
16_kitchen_neg_29	False
16_kitchen_neg_30	False
16_kitchen_neg_31	False
16_kitchen_neg_32	False
16_kitchen_neg_33	False
16_kitchen_neg_34	False
16_kitchen_neg_35	False
16_kitchen_neg_36	False
16_kitchen_neg_37	False
16_kitchen_neg_38	False
16_kitchen_neg_39	False
16_kitchen_neg_40	False
16_kitchen_neg_41	False
8_gourmet_pos_1	False
8_gourmet_pos_2	False
8_gourmet_pos_3	False
8_gourmet_pos_4	False
8_gourmet_pos_5	False
8_gourmet_pos_6	False
8_gourmet_pos_7	False
8_gourmet_pos_8	False
8_gourmet_pos_9	False
8_gourmet_pos_10	False
8_gourmet_pos_11	False
8_gourmet_pos_12	False
8_gourmet_pos_13	False
8_gourmet_pos_14	False
8_gourmet_pos_15	False
8_gourmet_pos_16	False
8_gourmet_pos_17	False
8_gourmet_pos_18	False
8_gourmet_pos_19	False
8_gourmet_pos_20	False
8_gourmet_pos_21	False
8_gourmet_pos_22	False
8_gourmet_pos_23	False
8_gourmet_pos_24	False
8_gourmet_pos_25	False
8_gourmet_pos_26	False
8_gourmet_pos_27	False
8_gourmet_pos_28	False
8_gourmet_pos_29	False
8_gourmet_pos_30	False
8_gourmet_pos_31	False
8_gourmet_pos_32	False
8_gourmet_pos_33	False
8_gourmet_pos_34	False
8_gourmet_pos_35	False
8_gourmet_pos_36	False
8_gourmet_pos_37	False
8_gourmet_pos_38	False
8_gourmet_pos_39	False
8_gourmet_pos_40	False
8_gourmet_pos_41	False
8_gourmet_pos_42	False
8_gourmet_pos_43	False
8_gourmet_pos_44	False
8_gourmet_pos_45	False
8_gourmet_pos_46	False
8_gourmet_pos_47	False
8_gourmet_pos_48	False
8_gourmet_pos_49	False
8_gourmet_pos_50	False
8_gourmet_pos_51	False
8_gourmet_pos_52	False
8_gourmet_pos_53	False
8_gourmet_pos_54	False
8_gourmet_pos_55	False
8_gourmet_pos_56	False
8_gourmet_pos_57	False
8_gourmet_pos_58	False
8_gourmet_pos_59	False
8_gourmet_pos_60	False
8_gourmet_pos_61	False
8_gourmet_pos_62	False
20_gourmet_neg_1	False
20_gourmet_neg_2	False
20_gourmet_neg_3	False
20_gourmet_neg_4	False
20_gourmet_neg_5	False
20_gourmet_neg_6	False
20_gourmet_neg_7	False
20_gourmet_neg_8	False
20_gourmet_neg_9	False
20_gourmet_neg_10	False
20_gourmet_neg_11	False
20_gourmet_neg_12	False
20_gourmet_neg_13	False
20_gourmet_neg_14	False
20_gourmet_neg_15	False
20_gourmet_neg_16	False
20_gourmet_neg_17	False
20_gourmet_neg_18	False
20_gourmet_neg_19	False
20_gourmet_neg_20	False
