PhraseID	Polarity
18_gourmet_pos_41	0
18_gourmet_pos_42	1
18_gourmet_pos_43	0
18_gourmet_pos_44	1
8_gourmet_neg_1	1
8_gourmet_neg_2	1
8_gourmet_neg_3	1
8_gourmet_neg_4	0
8_gourmet_neg_5	1
8_gourmet_neg_6	0
8_gourmet_neg_7	1
8_gourmet_neg_8	0
8_gourmet_neg_9	-1
8_gourmet_neg_10	0
8_gourmet_neg_11	-1
8_gourmet_neg_12	0
8_gourmet_neg_13	-1
8_gourmet_neg_14	1
8_gourmet_neg_15	1
8_gourmet_neg_16	-1
8_gourmet_neg_17	1
2_cell_neg_1	0
2_cell_neg_2	0
2_cell_neg_3	1
2_cell_neg_4	1
2_cell_neg_5	0
2_cell_neg_6	1
2_cell_neg_7	0
2_cell_neg_8	1
2_cell_neg_9	-1
2_cell_neg_10	1
2_cell_neg_11	-1
2_cell_neg_12	0
2_cell_neg_13	1
2_cell_neg_14	1
2_cell_neg_15	1
2_cell_neg_16	0
2_cell_neg_17	1
2_cell_neg_18	1
2_cell_neg_19	-1
2_cell_neg_20	-1
2_cell_neg_21	1
2_cell_neg_22	-1
2_cell_neg_23	1
2_cell_neg_24	1
2_cell_neg_25	0
2_cell_neg_26	0
2_cell_neg_27	-1
2_cell_neg_28	0
2_cell_neg_29	-1
2_cell_neg_30	0
2_cell_neg_31	-1
2_cell_neg_32	1
2_cell_neg_33	0
2_cell_neg_34	-1
2_cell_neg_35	-1
2_cell_neg_36	-1
2_cell_neg_37	1
2_cell_neg_38	0
2_cell_neg_39	1
2_cell_neg_40	1
2_cell_neg_41	-1
2_cell_neg_42	1
2_cell_neg_43	1
2_cell_neg_44	-1
2_cell_neg_45	0
2_cell_neg_46	-1
2_cell_neg_47	0
2_cell_neg_48	0
2_cell_neg_49	0
2_cell_neg_50	1
2_cell_neg_51	0
2_cell_neg_52	1
2_cell_neg_53	1
2_cell_neg_54	0
2_cell_neg_55	0
2_cell_neg_56	1
2_cell_neg_57	1
2_cell_neg_58	1
2_cell_neg_59	1
2_cell_neg_60	-1
2_cell_neg_61	1
2_cell_neg_62	1
2_cell_neg_63	1
2_cell_neg_64	0
2_cell_neg_65	1
2_cell_neg_66	0
2_cell_neg_67	0
2_cell_neg_68	0
2_cell_neg_69	0
2_cell_neg_70	1
2_cell_neg_71	1
2_cell_neg_72	1
2_cell_neg_73	0
2_cell_neg_74	0
2_cell_neg_75	1
2_cell_neg_76	-1
2_cell_neg_77	0
2_cell_neg_78	0
2_cell_neg_79	-1
2_cell_neg_80	-1
2_cell_neg_81	-1
2_cell_neg_82	0
2_cell_neg_83	0
2_cell_neg_84	1
2_cell_neg_85	0
2_cell_neg_86	1
2_cell_neg_87	1
2_cell_neg_88	0
2_cell_neg_89	1
2_cell_neg_90	1
2_cell_neg_91	0
2_cell_neg_92	1
2_cell_neg_93	1
2_cell_neg_94	1
2_cell_neg_95	1
2_cell_neg_96	0
11_cell_pos_1	-1
11_cell_pos_2	0
11_cell_pos_3	-1
11_cell_pos_4	0
11_cell_pos_5	1
11_cell_pos_6	1
11_cell_pos_7	-1
11_cell_pos_8	0
11_cell_pos_9	0
11_cell_pos_10	1
11_cell_pos_11	1
11_cell_pos_12	1
11_cell_pos_13	1
11_cell_pos_14	-1
11_cell_pos_15	-1
11_cell_pos_16	1
11_cell_pos_17	0
11_cell_pos_18	1
11_cell_pos_19	1
11_cell_pos_20	1
11_cell_pos_21	1
11_cell_pos_22	1
11_cell_pos_23	0
11_cell_pos_24	1
11_cell_pos_25	0
11_cell_pos_26	1
11_cell_pos_27	-1
11_cell_pos_28	1
11_cell_pos_29	1
11_cell_pos_30	1
11_cell_pos_31	1
11_cell_pos_32	-1
11_cell_pos_33	-1
11_cell_pos_34	1
11_cell_pos_35	-1
11_cell_pos_36	-1
11_cell_pos_37	1
11_cell_pos_38	1
11_cell_pos_39	0
11_cell_pos_40	1
11_cell_pos_41	0
11_cell_pos_42	-1
11_cell_pos_43	-1
11_cell_pos_44	0
11_cell_pos_45	1
11_cell_pos_46	1
11_cell_pos_47	-1
11_cell_pos_48	0
11_cell_pos_49	0
11_cell_pos_50	0
11_cell_pos_51	1
11_cell_pos_52	0
11_cell_pos_53	-1
11_cell_pos_54	1
11_cell_pos_55	1
11_cell_pos_56	0
11_cell_pos_57	0
11_cell_pos_58	1
11_cell_pos_59	0
11_cell_pos_60	0
11_cell_pos_61	-1
11_cell_pos_62	1
11_cell_pos_63	0
11_cell_pos_64	0
11_cell_pos_65	1
11_cell_pos_66	0
11_cell_pos_67	0
11_cell_pos_68	1
11_cell_pos_69	-1
11_cell_pos_70	1
11_cell_pos_71	0
11_cell_pos_72	-1
14_kitchen_pos_1	-1
14_kitchen_pos_2	-1
14_kitchen_pos_3	0
14_kitchen_pos_4	0
14_kitchen_pos_5	-1
14_kitchen_pos_6	-1
14_kitchen_pos_7	-1
14_kitchen_pos_8	-1
14_kitchen_pos_9	0
14_kitchen_pos_10	1
14_kitchen_pos_11	1
14_kitchen_pos_12	0
14_kitchen_pos_13	1
14_kitchen_pos_14	-1
14_kitchen_pos_15	1
14_kitchen_pos_16	-1
14_kitchen_pos_17	0
14_kitchen_pos_18	1
14_kitchen_pos_19	0
14_kitchen_pos_20	0
14_kitchen_pos_21	0
14_kitchen_pos_22	0
14_kitchen_pos_23	1
14_kitchen_pos_24	1
14_kitchen_pos_25	0
14_kitchen_pos_26	-1
14_kitchen_pos_27	1
14_kitchen_pos_28	-1
14_kitchen_pos_29	1
14_kitchen_pos_30	0
14_kitchen_pos_31	1
14_kitchen_pos_32	0
14_kitchen_pos_33	0
14_kitchen_pos_34	-1
14_kitchen_pos_35	1
16_kitchen_neg_1	0
16_kitchen_neg_2	0
16_kitchen_neg_3	1
16_kitchen_neg_4	1
16_kitchen_neg_5	-1
16_kitchen_neg_6	-1
16_kitchen_neg_7	-1
16_kitchen_neg_8	0
16_kitchen_neg_9	0
16_kitchen_neg_10	1
16_kitchen_neg_11	-1
16_kitchen_neg_12	-1
16_kitchen_neg_13	-1
16_kitchen_neg_14	1
16_kitchen_neg_15	1
16_kitchen_neg_16	0
16_kitchen_neg_17	0
16_kitchen_neg_18	0
16_kitchen_neg_19	-1
16_kitchen_neg_20	0
16_kitchen_neg_21	1
16_kitchen_neg_22	1
16_kitchen_neg_23	-1
16_kitchen_neg_24	0
16_kitchen_neg_25	0
16_kitchen_neg_26	1
16_kitchen_neg_27	0
16_kitchen_neg_28	0
16_kitchen_neg_29	-1
16_kitchen_neg_30	-1
16_kitchen_neg_31	0
16_kitchen_neg_32	1
16_kitchen_neg_33	1
16_kitchen_neg_34	0
16_kitchen_neg_35	1
16_kitchen_neg_36	0
16_kitchen_neg_37	1
16_kitchen_neg_38	1
16_kitchen_neg_39	1
16_kitchen_neg_40	1
16_kitchen_neg_41	-1
8_gourmet_pos_1	-1
8_gourmet_pos_2	-1
8_gourmet_pos_3	1
8_gourmet_pos_4	1
8_gourmet_pos_5	0
8_gourmet_pos_6	0
8_gourmet_pos_7	0
8_gourmet_pos_8	0
8_gourmet_pos_9	0
8_gourmet_pos_10	0
8_gourmet_pos_11	0
8_gourmet_pos_12	1
8_gourmet_pos_13	1
8_gourmet_pos_14	-1
8_gourmet_pos_15	0
8_gourmet_pos_16	1
8_gourmet_pos_17	1
8_gourmet_pos_18	1
8_gourmet_pos_19	-1
8_gourmet_pos_20	0
8_gourmet_pos_21	-1
8_gourmet_pos_22	1
8_gourmet_pos_23	0
8_gourmet_pos_24	1
8_gourmet_pos_25	1
8_gourmet_pos_26	-1
8_gourmet_pos_27	1
8_gourmet_pos_28	0
8_gourmet_pos_29	1
8_gourmet_pos_30	0
8_gourmet_pos_31	0
8_gourmet_pos_32	1
8_gourmet_pos_33	1
8_gourmet_pos_34	1
8_gourmet_pos_35	0
8_gourmet_pos_36	1
8_gourmet_pos_37	0
8_gourmet_pos_38	1
8_gourmet_pos_39	1
8_gourmet_pos_40	-1
8_gourmet_pos_41	1
8_gourmet_pos_42	0
8_gourmet_pos_43	1
8_gourmet_pos_44	0
8_gourmet_pos_45	-1
8_gourmet_pos_46	0
8_gourmet_pos_47	0
8_gourmet_pos_48	-1
8_gourmet_pos_49	-1
8_gourmet_pos_50	1
8_gourmet_pos_51	-1
8_gourmet_pos_52	-1
8_gourmet_pos_53	0
8_gourmet_pos_54	0
8_gourmet_pos_55	-1
8_gourmet_pos_56	-1
8_gourmet_pos_57	1
8_gourmet_pos_58	0
8_gourmet_pos_59	-1
8_gourmet_pos_60	-1
8_gourmet_pos_61	1
8_gourmet_pos_62	0
20_gourmet_neg_1	1
20_gourmet_neg_2	0
20_gourmet_neg_3	0
20_gourmet_neg_4	1
20_gourmet_neg_5	1
20_gourmet_neg_6	1
20_gourmet_neg_7	-1
20_gourmet_neg_8	-1
20_gourmet_neg_9	0
20_gourmet_neg_10	0
20_gourmet_neg_11	0
20_gourmet_neg_12	-1
20_gourmet_neg_13	1
20_gourmet_neg_14	0
20_gourmet_neg_15	0
20_gourmet_neg_16	-1
20_gourmet_neg_17	1
20_gourmet_neg_18	0
20_gourmet_neg_19	0
20_gourmet_neg_20	-1
