PhraseIDs	Polarity
1_cell_neg_126	negative
1_cell_neg_127	negative
1_cell_neg_128	negative
1_cell_neg_129	negative
1_cell_neg_130	negative
1_cell_neg_131	negative
1_cell_neg_132	negative
1_cell_neg_133	negative
1_cell_neg_134	negative
1_cell_neg_135	negative
1_cell_neg_136	negative
1_cell_neg_137	negative
1_cell_neg_138	negative
1_cell_neg_139	negative
1_cell_neg_140	negative
1_cell_neg_141	negative
1_cell_neg_142	negative
1_cell_neg_143	negative
1_cell_neg_144	negative
1_cell_neg_145	negative
1_cell_neg_146	negative
1_cell_neg_147	negative
1_cell_neg_148	negative
1_cell_neg_149	positive
1_cell_neg_150	negative
1_cell_neg_151	negative
1_cell_neg_152	negative
1_cell_neg_153	negative
1_cell_neg_154	negative
1_cell_neg_155	negative
1_cell_neg_156	negative
1_cell_neg_157	negative
1_cell_neg_158	negative
1_cell_neg_159	negative
1_cell_neg_160	negative
1_cell_neg_161	negative
1_cell_neg_162	negative
1_cell_neg_163	negative
1_cell_neg_164	negative
1_cell_neg_165	negative
1_cell_neg_166	negative
1_cell_neg_167	negative
1_cell_neg_168	negative
1_cell_neg_169	negative
1_cell_neg_170	negative
1_cell_neg_171	negative
1_cell_neg_172	negative
1_cell_neg_173	negative
1_cell_neg_174	negative
1_cell_neg_175	negative
1_cell_neg_176	positive
1_cell_neg_177	negative
1_cell_neg_178	negative
1_cell_neg_179	negative
1_cell_neg_180	negative
1_cell_neg_181	negative
1_cell_neg_182	negative
1_cell_neg_183	negative
1_cell_neg_184	negative
1_cell_neg_185	negative
1_cell_neg_186	negative
1_cell_neg_187	negative
1_cell_neg_188	negative
1_cell_neg_189	negative
1_cell_neg_190	negative
1_cell_neg_191	negative
1_cell_neg_192	negative
1_cell_neg_193	negative
1_cell_neg_194	negative
1_cell_neg_195	negative
1_cell_neg_196	negative
1_cell_neg_197	negative
1_cell_neg_198	negative
1_cell_neg_199	negative
1_cell_neg_200	negative
1_cell_neg_201	negative
1_cell_neg_202	negative
1_cell_neg_203	negative
1_cell_neg_204	negative
1_cell_neg_205	negative
1_cell_neg_206	negative
1_cell_neg_207	negative
1_cell_neg_208	negative
1_cell_neg_209	negative
1_cell_neg_210	negative
1_cell_neg_211	negative
1_cell_neg_212	negative
1_cell_neg_213	negative
1_cell_neg_214	negative
1_cell_neg_215	negative
1_cell_neg_216	negative
1_cell_neg_217	negative
1_cell_neg_218	negative
1_cell_neg_219	negative
1_cell_neg_220	negative
1_cell_neg_221	negative
1_cell_neg_222	negative
1_cell_neg_223	negative
1_cell_neg_224	negative
1_cell_neg_225	negative
1_cell_neg_226	negative
1_cell_neg_227	negative
1_cell_neg_228	negative
1_cell_neg_229	negative
1_cell_neg_230	negative
1_cell_neg_231	negative
1_cell_neg_232	negative
1_cell_neg_233	negative
1_cell_neg_234	negative
1_cell_neg_235	negative
1_cell_neg_236	negative
1_cell_neg_237	negative
1_cell_neg_238	negative
1_cell_neg_239	negative
1_cell_neg_240	negative
1_cell_neg_241	negative
1_cell_neg_242	negative
1_cell_neg_243	negative
1_cell_neg_244	negative
1_cell_neg_245	negative
1_cell_neg_246	negative
1_cell_neg_247	negative
1_cell_neg_248	negative
1_cell_neg_249	negative
1_cell_neg_250	negative
1_cell_neg_251	negative
1_cell_neg_252	negative
1_cell_neg_253	negative
1_cell_neg_254	negative
1_cell_neg_255	negative
13_cell_pos_1	positive
13_cell_pos_2	positive
13_cell_pos_3	positive
13_cell_pos_4	positive
13_cell_pos_5	positive
13_cell_pos_6	positive
13_cell_pos_7	positive
13_cell_pos_8	positive
13_cell_pos_9	positive
13_cell_pos_10	positive
13_cell_pos_11	positive
13_cell_pos_12	positive
13_cell_pos_13	positive
13_cell_pos_14	positive
13_cell_pos_15	positive
13_cell_pos_16	positive
13_cell_pos_17	positive
13_cell_pos_18	positive
13_cell_pos_19	positive
13_cell_pos_20	positive
13_cell_pos_21	positive
13_cell_pos_22	positive
13_cell_pos_23	positive
13_cell_pos_24	positive
13_cell_pos_25	positive
13_cell_pos_26	positive
13_cell_pos_27	positive
13_cell_pos_28	positive
13_cell_pos_29	positive
13_cell_pos_30	positive
13_cell_pos_31	positive
13_cell_pos_32	positive
13_cell_pos_33	positive
13_cell_pos_34	positive
13_cell_pos_35	positive
13_cell_pos_36	positive
13_cell_pos_37	positive
13_cell_pos_38	positive
13_cell_pos_39	positive
13_cell_pos_40	positive
13_cell_pos_41	negative
13_cell_pos_42	positive
13_cell_pos_43	positive
13_cell_pos_44	positive
13_cell_pos_45	positive
13_cell_pos_46	positive
13_cell_pos_47	positive
13_cell_pos_48	positive
13_cell_pos_49	positive
13_cell_pos_50	negative
13_cell_pos_51	positive
13_cell_pos_52	positive
13_cell_pos_53	positive
13_cell_pos_54	positive
13_cell_pos_55	positive
13_cell_pos_56	negative
13_cell_pos_57	negative
13_cell_pos_58	negative
13_cell_pos_59	negative
13_cell_pos_60	positive
13_cell_pos_61	positive
13_cell_pos_62	positive
13_cell_pos_63	negative
13_cell_pos_64	positive
13_cell_pos_65	positive
13_cell_pos_66	positive
13_cell_pos_67	positive
13_cell_pos_68	positive
13_cell_pos_69	positive
13_cell_pos_70	positive
13_cell_pos_71	positive
13_cell_pos_72	negative
13_cell_pos_73	negative
13_cell_pos_74	negative
13_cell_pos_75	positive
13_cell_pos_76	positive
13_cell_pos_77	positive
13_cell_pos_78	positive
13_cell_pos_79	positive
13_cell_pos_80	negative
13_cell_pos_81	positive
13_cell_pos_82	positive
13_cell_pos_83	positive
13_cell_pos_84	positive
13_cell_pos_85	positive
13_cell_pos_86	positive
13_cell_pos_87	positive
13_cell_pos_88	positive
13_cell_pos_89	positive
13_cell_pos_90	positive
13_cell_pos_91	positive
13_cell_pos_92	positive
12_kitchen_pos_1	positive
12_kitchen_pos_2	positive
12_kitchen_pos_3	positive
12_kitchen_pos_4	positive
12_kitchen_pos_5	negative
12_kitchen_pos_6	positive
12_kitchen_pos_7	positive
12_kitchen_pos_8	positive
12_kitchen_pos_9	positive
12_kitchen_pos_10	positive
12_kitchen_pos_11	positive
12_kitchen_pos_12	positive
12_kitchen_pos_13	positive
12_kitchen_pos_14	positive
12_kitchen_pos_15	positive
12_kitchen_pos_16	negative
12_kitchen_pos_17	positive
12_kitchen_pos_18	positive
12_kitchen_pos_19	positive
12_kitchen_pos_20	positive
12_kitchen_pos_21	positive
12_kitchen_pos_22	positive
12_kitchen_pos_23	positive
12_kitchen_pos_24	positive
12_kitchen_pos_25	positive
12_kitchen_pos_26	positive
12_kitchen_pos_27	positive
12_kitchen_pos_28	positive
12_kitchen_pos_29	positive
12_kitchen_pos_30	positive
12_kitchen_pos_31	positive
12_kitchen_pos_32	positive
12_kitchen_pos_33	positive
12_kitchen_pos_34	positive
12_kitchen_pos_35	positive
12_kitchen_pos_36	positive
12_kitchen_pos_37	positive
12_kitchen_pos_38	positive
12_kitchen_pos_39	positive
12_kitchen_pos_40	positive
12_kitchen_pos_41	positive
12_kitchen_pos_42	positive
12_kitchen_pos_43	positive
12_kitchen_pos_44	positive
12_kitchen_pos_45	positive
12_kitchen_pos_46	positive
12_kitchen_pos_47	positive
12_kitchen_pos_48	positive
12_kitchen_pos_49	positive
12_kitchen_pos_50	positive
12_kitchen_pos_51	positive
12_kitchen_pos_52	positive
12_kitchen_pos_53	positive
12_kitchen_pos_54	positive
12_kitchen_pos_55	positive
12_kitchen_pos_56	positive
12_kitchen_pos_57	positive
12_kitchen_pos_58	positive
12_kitchen_pos_59	positive
12_kitchen_pos_60	positive
12_kitchen_pos_61	positive
17_kitchen_neg_1	positive
17_kitchen_neg_2	positive
17_kitchen_neg_3	positive
17_kitchen_neg_4	positive
17_kitchen_neg_5	negative
17_kitchen_neg_6	negative
17_kitchen_neg_7	negative
17_kitchen_neg_8	negative
17_kitchen_neg_9	negative
17_kitchen_neg_10	negative
17_kitchen_neg_11	negative
17_kitchen_neg_12	negative
17_kitchen_neg_13	negative
17_kitchen_neg_14	negative
17_kitchen_neg_15	negative
17_kitchen_neg_16	negative
17_kitchen_neg_17	negative
17_kitchen_neg_18	negative
17_kitchen_neg_19	negative
17_kitchen_neg_20	positive
17_kitchen_neg_21	positive
17_kitchen_neg_22	positive
17_kitchen_neg_23	negative
17_kitchen_neg_24	negative
17_kitchen_neg_25	negative
17_kitchen_neg_26	negative
17_kitchen_neg_27	negative
17_kitchen_neg_28	negative
17_kitchen_neg_29	negative
17_kitchen_neg_30	negative
17_kitchen_neg_31	negative
17_kitchen_neg_32	negative
17_kitchen_neg_33	negative
17_kitchen_neg_34	negative
17_kitchen_neg_35	negative
17_kitchen_neg_36	negative
17_kitchen_neg_37	negative
17_kitchen_neg_38	positive
17_kitchen_neg_39	positive
17_kitchen_neg_40	positive
17_kitchen_neg_41	negative
17_kitchen_neg_42	negative
17_kitchen_neg_43	negative
17_kitchen_neg_44	negative
17_kitchen_neg_45	negative
17_kitchen_neg_46	negative
17_gourmet_pos_1	negative
17_gourmet_pos_2	positive
17_gourmet_pos_3	positive
17_gourmet_pos_4	positive
17_gourmet_pos_5	positive
17_gourmet_pos_6	positive
17_gourmet_pos_7	positive
17_gourmet_pos_8	positive
17_gourmet_pos_9	positive
17_gourmet_pos_10	positive
17_gourmet_pos_11	positive
17_gourmet_pos_12	positive
17_gourmet_pos_13	positive
17_gourmet_pos_14	positive
17_gourmet_pos_15	positive
17_gourmet_pos_16	negative
17_gourmet_pos_17	negative
17_gourmet_pos_18	negative
17_gourmet_pos_19	negative
17_gourmet_pos_20	negative
17_gourmet_pos_21	positive
17_gourmet_pos_22	negative
17_gourmet_pos_23	positive
17_gourmet_pos_24	positive
17_gourmet_pos_25	positive
17_gourmet_pos_26	positive
17_gourmet_pos_27	positive
17_gourmet_pos_28	positive
17_gourmet_pos_29	negative
17_gourmet_pos_30	negative
17_gourmet_pos_31	positive
17_gourmet_pos_32	negative
17_gourmet_pos_33	negative
17_gourmet_pos_34	positive
17_gourmet_pos_35	positive
17_gourmet_pos_36	positive
17_gourmet_pos_37	negative
17_gourmet_pos_38	negative
17_gourmet_pos_39	positive
17_gourmet_pos_40	negative
17_gourmet_pos_41	negative
17_gourmet_pos_42	negative
17_gourmet_pos_43	negative
17_gourmet_pos_44	positive
12_gourmet_neg_1	negative
12_gourmet_neg_2	positive
12_gourmet_neg_3	positive
12_gourmet_neg_4	negative
12_gourmet_neg_5	negative
12_gourmet_neg_6	negative
12_gourmet_neg_7	negative
12_gourmet_neg_8	negative
12_gourmet_neg_9	negative
12_gourmet_neg_10	negative
12_gourmet_neg_11	negative
12_gourmet_neg_12	negative
12_gourmet_neg_13	negative
12_gourmet_neg_14	negative
12_gourmet_neg_15	negative
12_gourmet_neg_16	negative
12_gourmet_neg_17	negative
12_gourmet_neg_18	negative
12_gourmet_neg_19	negative
12_gourmet_neg_20	negative
12_gourmet_neg_21	negative
12_cell_neg_1	negative
12_cell_neg_2	negative
12_cell_neg_3	negative
12_cell_neg_4	negative
12_cell_neg_5	negative
12_cell_neg_6	negative
12_cell_neg_7	negative
12_cell_neg_8	negative
12_cell_neg_9	negative
12_cell_neg_10	negative
12_cell_neg_11	negative
12_cell_neg_12	negative
12_cell_neg_13	negative
12_cell_neg_14	negative
12_cell_neg_15	negative
12_cell_neg_16	negative
12_cell_neg_17	negative
12_cell_neg_18	negative
12_cell_neg_19	positive
12_cell_neg_20	negative
12_cell_neg_21	negative
12_cell_neg_22	negative
12_cell_neg_23	positive
12_cell_neg_24	positive
12_cell_neg_25	negative
12_cell_neg_26	negative
12_cell_neg_27	negative
12_cell_neg_28	negative
12_cell_neg_29	negative
12_cell_neg_30	negative
12_cell_neg_31	negative
12_cell_neg_32	negative
12_cell_neg_33	negative
12_cell_neg_34	negative
12_cell_neg_35	negative
12_cell_neg_36	negative
12_cell_neg_37	negative
12_cell_neg_38	negative
12_cell_neg_39	negative
17_cell_pos_1	positive
17_cell_pos_2	positive
17_cell_pos_3	positive
17_cell_pos_4	positive
17_cell_pos_5	positive
17_cell_pos_6	negative
17_cell_pos_7	positive
17_cell_pos_8	positive
17_cell_pos_9	positive
17_cell_pos_10	positive
17_cell_pos_11	negative
17_cell_pos_12	positive
17_cell_pos_13	positive
17_cell_pos_14	positive
17_cell_pos_15	positive
17_cell_pos_16	positive
17_cell_pos_17	positive
17_cell_pos_18	positive
17_cell_pos_19	positive
17_cell_pos_20	positive
17_cell_pos_21	positive
17_cell_pos_22	positive
17_cell_pos_23	positive
17_cell_pos_24	positive
17_cell_pos_25	positive
17_cell_pos_26	positive
17_cell_pos_27	positive
17_cell_pos_28	positive
17_cell_pos_29	positive
17_cell_pos_30	positive
17_cell_pos_31	positive
17_cell_pos_32	positive
17_cell_pos_33	negative
17_cell_pos_34	positive
17_cell_pos_35	positive
17_cell_pos_36	positive
17_cell_pos_37	negative
17_cell_pos_38	positive
17_cell_pos_39	positive
17_cell_pos_40	positive
17_cell_pos_41	positive
17_cell_pos_42	positive
17_cell_pos_43	positive
17_cell_pos_44	positive
17_cell_pos_45	positive
17_cell_pos_46	positive
17_cell_pos_47	positive
17_cell_pos_48	positive
17_cell_pos_49	positive
17_cell_pos_50	positive
17_cell_pos_51	positive
17_cell_pos_52	positive
17_cell_pos_53	positive
17_cell_pos_54	positive
17_cell_pos_55	positive
17_cell_pos_56	positive
17_cell_pos_57	positive
17_cell_pos_58	negative
17_cell_pos_59	positive
17_cell_pos_60	positive
17_cell_pos_61	positive
17_cell_pos_62	positive
17_cell_pos_63	negative
17_cell_pos_64	negative
17_cell_pos_65	negative
17_cell_pos_66	positive
17_cell_pos_67	negative
17_cell_pos_68	negative
17_cell_pos_69	negative
17_cell_pos_70	negative
17_cell_pos_71	negative
17_cell_pos_72	positive
17_cell_pos_73	positive
17_cell_pos_74	positive
2_kitchen_pos_1	negative
2_kitchen_pos_2	negative
2_kitchen_pos_3	negative
2_kitchen_pos_4	negative
2_kitchen_pos_5	negative
2_kitchen_pos_6	positive
2_kitchen_pos_7	positive
2_kitchen_pos_8	positive
2_kitchen_pos_9	positive
2_kitchen_pos_10	positive
2_kitchen_pos_11	positive
2_kitchen_pos_12	positive
2_kitchen_pos_13	positive
2_kitchen_pos_14	positive
2_kitchen_pos_15	positive
2_kitchen_pos_16	negative
2_kitchen_pos_17	positive
2_kitchen_pos_18	negative
2_kitchen_pos_19	negative
2_kitchen_pos_20	positive
2_kitchen_pos_21	negative
2_kitchen_pos_22	negative
2_kitchen_pos_23	positive
2_kitchen_pos_24	positive
2_kitchen_pos_25	positive
2_kitchen_pos_26	positive
2_kitchen_pos_27	positive
2_kitchen_pos_28	positive
2_kitchen_pos_29	positive
2_kitchen_pos_30	positive
2_kitchen_pos_31	positive
2_kitchen_pos_32	positive
2_kitchen_pos_33	negative
2_kitchen_pos_34	negative
2_kitchen_pos_35	negative
2_kitchen_pos_36	negative
2_kitchen_pos_37	negative
2_kitchen_pos_38	negative
2_kitchen_pos_39	negative
2_kitchen_pos_40	negative
2_kitchen_pos_41	negative
2_kitchen_pos_42	positive
2_kitchen_pos_43	positive
2_kitchen_pos_44	positive
2_kitchen_pos_45	positive
2_kitchen_pos_46	positive
2_kitchen_pos_47	positive
2_kitchen_pos_48	positive
2_kitchen_pos_49	negative
2_kitchen_pos_50	positive
2_kitchen_pos_51	positive
2_kitchen_pos_52	positive
2_kitchen_pos_53	positive
2_kitchen_pos_54	positive
2_kitchen_pos_55	negative
2_kitchen_pos_56	positive
2_kitchen_pos_57	positive
2_kitchen_pos_58	positive
2_kitchen_pos_59	positive
2_kitchen_pos_60	positive
2_kitchen_pos_61	positive
2_kitchen_pos_62	positive
2_kitchen_pos_63	negative
2_kitchen_pos_64	positive
2_kitchen_pos_65	positive
2_kitchen_pos_66	positive
2_kitchen_pos_67	positive
2_kitchen_pos_68	positive
2_kitchen_pos_69	positive
2_kitchen_pos_70	positive
2_kitchen_pos_71	negative
2_kitchen_pos_72	negative
2_kitchen_pos_73	negative
2_kitchen_pos_74	positive
2_kitchen_pos_75	negative
2_kitchen_pos_76	negative
2_kitchen_pos_77	positive
2_kitchen_pos_78	negative
2_kitchen_pos_79	negative
2_kitchen_pos_80	negative
2_kitchen_pos_81	positive
2_kitchen_pos_82	negative
2_kitchen_pos_83	negative
2_kitchen_pos_84	negative
2_kitchen_pos_85	positive
2_kitchen_pos_86	negative
2_kitchen_pos_87	negative
2_kitchen_pos_88	positive
2_kitchen_pos_89	positive
2_kitchen_pos_90	positive
2_kitchen_pos_91	positive
2_kitchen_pos_92	positive
2_kitchen_pos_93	positive
2_kitchen_pos_94	positive
2_kitchen_pos_95	positive
2_kitchen_pos_96	positive
2_kitchen_pos_97	positive
2_kitchen_pos_98	positive
2_kitchen_pos_99	positive
2_kitchen_pos_100	positive
2_kitchen_pos_101	positive
2_kitchen_pos_102	positive
2_kitchen_pos_103	positive
2_kitchen_pos_104	negative
2_kitchen_pos_105	negative
2_kitchen_pos_106	negative
2_kitchen_pos_107	positive
2_kitchen_pos_108	positive
2_kitchen_pos_109	positive
2_kitchen_pos_110	positive
2_kitchen_pos_111	negative
2_kitchen_pos_112	negative
2_kitchen_pos_113	positive
2_kitchen_pos_114	negative
2_kitchen_pos_115	negative
2_kitchen_pos_116	negative
2_kitchen_pos_117	negative
2_kitchen_pos_118	negative
2_kitchen_pos_119	negative
2_kitchen_pos_120	positive
2_kitchen_pos_121	positive
2_kitchen_pos_122	positive
2_kitchen_pos_123	positive
2_kitchen_pos_124	positive
2_kitchen_pos_125	positive
2_kitchen_pos_126	positive
3_kitchen_neg_1	negative
3_kitchen_neg_2	positive
3_kitchen_neg_3	positive
3_kitchen_neg_4	positive
3_kitchen_neg_5	positive
3_kitchen_neg_6	positive
3_kitchen_neg_7	positive
3_kitchen_neg_8	positive
3_kitchen_neg_9	positive
3_kitchen_neg_10	positive
3_kitchen_neg_11	negative
3_kitchen_neg_12	negative
3_kitchen_neg_13	negative
3_kitchen_neg_14	negative
3_kitchen_neg_15	negative
3_kitchen_neg_16	negative
3_kitchen_neg_17	negative
3_kitchen_neg_18	negative
3_kitchen_neg_19	negative
3_kitchen_neg_20	negative
3_kitchen_neg_21	negative
3_kitchen_neg_22	negative
3_kitchen_neg_23	negative
3_kitchen_neg_24	negative
3_kitchen_neg_25	negative
3_kitchen_neg_26	negative
3_kitchen_neg_27	negative
3_kitchen_neg_28	negative
3_kitchen_neg_29	negative
3_kitchen_neg_30	negative
3_kitchen_neg_31	negative
3_kitchen_neg_32	negative
3_kitchen_neg_33	negative
3_kitchen_neg_34	negative
3_kitchen_neg_35	negative
3_kitchen_neg_36	negative
3_kitchen_neg_37	negative
3_kitchen_neg_38	negative
3_kitchen_neg_39	negative
3_kitchen_neg_40	negative
3_kitchen_neg_41	negative
3_kitchen_neg_42	negative
3_kitchen_neg_43	negative
3_kitchen_neg_44	positive
3_kitchen_neg_45	positive
3_kitchen_neg_46	negative
3_kitchen_neg_47	positive
3_kitchen_neg_48	negative
3_kitchen_neg_49	negative
3_kitchen_neg_50	negative
3_kitchen_neg_51	negative
3_kitchen_neg_52	negative
3_kitchen_neg_53	positive
3_kitchen_neg_54	negative
3_kitchen_neg_55	negative
3_kitchen_neg_56	negative
3_kitchen_neg_57	negative
3_kitchen_neg_58	negative
3_kitchen_neg_59	negative
3_kitchen_neg_60	negative
3_kitchen_neg_61	negative
3_kitchen_neg_62	negative
3_kitchen_neg_63	negative
3_kitchen_neg_64	negative
3_kitchen_neg_65	negative
3_kitchen_neg_66	negative
3_kitchen_neg_67	negative
3_kitchen_neg_68	negative
3_kitchen_neg_69	negative
3_kitchen_neg_70	negative
3_kitchen_neg_71	negative
3_kitchen_neg_72	negative
3_kitchen_neg_73	negative
3_kitchen_neg_74	negative
3_kitchen_neg_75	negative
3_kitchen_neg_76	negative
3_kitchen_neg_77	positive
3_kitchen_neg_78	positive
3_kitchen_neg_79	positive
3_kitchen_neg_80	negative
3_kitchen_neg_81	negative
3_kitchen_neg_82	negative
3_kitchen_neg_83	negative
3_kitchen_neg_84	negative
16_gourmet_pos_1	negative
16_gourmet_pos_2	positive
16_gourmet_pos_3	positive
16_gourmet_pos_4	positive
16_gourmet_pos_5	positive
16_gourmet_pos_6	positive
16_gourmet_pos_7	positive
16_gourmet_pos_8	positive
16_gourmet_pos_9	positive
16_gourmet_pos_10	positive
16_gourmet_pos_11	positive
16_gourmet_pos_12	positive
16_gourmet_pos_13	positive
16_gourmet_pos_14	positive
16_gourmet_pos_15	positive
16_gourmet_pos_16	negative
16_gourmet_pos_17	negative
16_gourmet_pos_18	negative
16_gourmet_pos_19	negative
16_gourmet_pos_20	negative
16_gourmet_pos_21	positive
16_gourmet_pos_22	negative
16_gourmet_pos_23	positive
16_gourmet_pos_24	positive
16_gourmet_pos_25	positive
16_gourmet_pos_26	positive
16_gourmet_pos_27	positive
16_gourmet_pos_28	positive
16_gourmet_pos_29	negative
16_gourmet_pos_30	negative
16_gourmet_pos_31	positive
16_gourmet_pos_32	negative
16_gourmet_pos_33	negative
16_gourmet_pos_34	positive
16_gourmet_pos_35	positive
16_gourmet_pos_36	positive
16_gourmet_pos_37	negative
16_gourmet_pos_38	negative
16_gourmet_pos_39	positive
16_gourmet_pos_40	negative
16_gourmet_pos_41	negative
16_gourmet_pos_42	negative
16_gourmet_pos_43	negative
16_gourmet_pos_44	positive
5_gourmet_neg_1	negative
5_gourmet_neg_2	negative
5_gourmet_neg_3	negative
5_gourmet_neg_4	positive
5_gourmet_neg_5	positive
5_gourmet_neg_6	negative
5_gourmet_neg_7	negative
5_gourmet_neg_8	negative
5_gourmet_neg_9	negative
5_gourmet_neg_10	negative
5_gourmet_neg_11	negative
5_gourmet_neg_12	negative
5_gourmet_neg_13	negative
5_gourmet_neg_14	negative
5_gourmet_neg_15	negative
5_gourmet_neg_16	negative
5_gourmet_neg_17	negative
5_gourmet_neg_18	negative
5_gourmet_neg_19	positive
5_gourmet_neg_20	positive
5_gourmet_neg_21	positive
5_gourmet_neg_22	positive
5_gourmet_neg_23	negative
5_gourmet_neg_24	negative
5_gourmet_neg_25	negative
5_gourmet_neg_26	negative
5_gourmet_neg_27	negative
5_gourmet_neg_28	negative
5_gourmet_neg_29	negative
5_gourmet_neg_30	negative
5_gourmet_neg_31	negative
5_gourmet_neg_32	negative
5_gourmet_neg_33	negative
5_gourmet_neg_34	positive
5_gourmet_neg_35	positive
5_gourmet_neg_36	positive
5_gourmet_neg_37	negative
5_gourmet_neg_38	negative
5_gourmet_neg_39	positive
5_gourmet_neg_40	positive
5_gourmet_neg_41	positive
5_gourmet_neg_42	negative
5_gourmet_neg_43	negative
