1_cell_neg_188	as  this  feature  has  been  around  for  over  a  decade  from  Palm 	0.125	0.25
1_cell_neg_189	and  perfected  by  Blackberry  .  .  . 	0.0001	0.0001
1_cell_neg_190	how  hard  can  it  be  ? 	0.4375	0.25
1_cell_neg_191	There  are  probably  annoying  nits  that  I  have  with  the  software  , 	0.125	0.25
1_cell_neg_192	but  those  are  the  major  ones  . 	0.125	0.4375
1_cell_neg_193	And  they  are  major  . 	0.125	0.4375
1_cell_neg_194	Considering  this  is  Windows  Mobile  5.0  what  on  earth  were  they 	0.125	0.20833333333333334
1_cell_neg_195	doing  for  1.0  ,  2.0  , 	0.0001	0.0001
1_cell_neg_196	etc  .  ? 	0.0001	0.0001
1_cell_neg_197	Service  Provider  Pro 	0.0001	0.0001
1_cell_neg_198	-  T-Mobile  is  useful  to  me  for  traveling  in  Europe  . 	0.125	0.25
1_cell_neg_199	They  have  much  better  coverage  over  there  than  in  the  US 	0.0001	0.5625
1_cell_neg_200	-LRB- 	0.0001	0.0001
1_cell_neg_201	where  I  'm  actually  paying  -RRB-  . 	0.0001	0.375
1_cell_neg_202	-  Their  package  is  competitive  . 	0.125	0.25
1_cell_neg_203	Service  Provider  Con  : 	0.0001	0.0001
1_cell_neg_204	-  Coverage  is  not  good  enough  . 	0.375	0.375
1_cell_neg_205	I  'm  in  San  Francisco 	0.0001	0.0001
1_cell_neg_206	and  I  have  dead  spots  in  my  house  . 	0.625	0.25
1_cell_neg_207	-  Their  back-end  connectivity  with  your  email  providers  is  terribly  buggy  . 	0.125	0.25
1_cell_neg_208	At  random  times 	0.0001	0.5
1_cell_neg_209	you  will  get  cryptic  messages 	0.0001	0.125
1_cell_neg_210	saying 	0.0001	0.0001
1_cell_neg_211	that  you  must  have  something  wrong  with  your  connection 	0.125	0.25
1_cell_neg_212	and  emails  ca  n't  be  accessed  . 	0.125	0.25
1_cell_neg_213	But  you  know 	0.0001	0.0001
1_cell_neg_214	there  's  nothing 	0.25	0.25
1_cell_neg_215	wrong  with  your  connection 	0.4375	0.125
1_cell_neg_216	because  you  `  ve  been  on  the  browser  . 	0.3125	0.25
1_cell_neg_217	Also  , 	0.0001	0.0001
1_cell_neg_218	there  was  a  whole  day 	0.125	0.1875
1_cell_neg_219	that  emails  were  not  accessible  . 	0.375	0.4375
1_cell_neg_220	Because  of  the  many  issues 	0.0001	0.125
1_cell_neg_221	that  I  'd 	0.0001	0.0001
1_cell_neg_222	had  with  email 	0.0001	0.25
1_cell_neg_223	set  up 	0.0001	0.125
1_cell_neg_224	and  maintaining  a  connection 	0.125	0.0001
1_cell_neg_225	I  went  through  various  debug  routines 	0.0001	0.25
1_cell_neg_226	wondering  what  had  failed  . 	0.125	0.3125
1_cell_neg_227	When  I  finally  called  technical  support 	0.0001	0.1875
1_cell_neg_228	they  told  me 	0.0001	0.0001
1_cell_neg_229	that  their  service  was  down  -  no  apology  ,  no  notification  ,  no  nothing  . 	0.3333333333333333	0.25
1_cell_neg_230	Certainly  no  minutes  to  make  up  for  the  inconvenience  . 	0.875	0.25
1_cell_neg_231	-LRB-  So  , 	0.0001	0.0001
1_cell_neg_232	why  did  n't  I  call  technical  support  earlier  ? 	0.0001	0.1875
1_cell_neg_233	read  below  .  .  .  -RRB- 	0.0001	0.25
1_cell_neg_234	-  Their  technical  support  structure  is  terrible  . 	0.125	0.1875
1_cell_neg_235	"I  have  collectively  wasted  over  12  hours  of  my  life  on  their  ""  help  ""  line  . "	0.0001	0.1875
1_cell_neg_236	I  'm  not  going  to  go  into  details  as  it  would  just  take  too  long  . 	0.3333333333333333	0.125
1_cell_neg_237	Bottom  line  , 	0.125	0.0001
1_cell_neg_238	if  you  have  a  problem  with  your  phone  say 	0.625	0.1875
1_cell_neg_239	"""  Dash  ""  at  the  prompt "	0.0001	0.0001
1_cell_neg_240	and 	0.0001	0.0001
1_cell_neg_241	then  ask  for  Tier  Three  Data  support  . 	0.0001	0.0001
1_cell_neg_242	Everything  you  get 	0.0001	0.125
1_cell_neg_243	before  that  is  a  waste  of  your  time  as  the  technicians 	0.125	0.1875
1_cell_neg_244	you  `  ll  encounter  have  inadequate  training  . 	0.5	0.1875
1_cell_neg_245	If  you  are  then  put  on  hold  and  are  given  another  number 	0.1875	0.25
1_cell_neg_246	to  dial  -  DO  NOT  DO  IT  - 	0.0001	0.0001
1_cell_neg_247	This  cycles 	0.0001	0.0001
1_cell_neg_248	you  back  around  to  Tier  Two  Data  Support 	0.0001	0.375
1_cell_neg_249	and  you  have  to  go  back  to  the  back  of  the  line  for  someone 	0.0001	0.25
1_cell_neg_250	that  understands  the  device  . 	0.0001	0.375
1_cell_neg_251	So  ,  should  you  buy 	0.0001	0.0001
1_cell_neg_252	it  ? 	0.0001	0.0001
1_cell_neg_253	Wait  until  Windows  Mobile  6.0  comes  out  at  least  . 	0.0001	0.0001
1_cell_neg_254	Maybe  another  provider  will  pick  up  the  device  by  that  time  . 	0.0001	0.0001
1_cell_neg_255	Then  see  what  else  is  available 	0.125	0.3125
13_cell_pos_1	I  'm  a  long-running  Virgin  customer  , 	0.125	0.0001
13_cell_pos_2	but  additionally  I  work  as  a  developer  in  the  mobile  industry  ,  and  so  I  `  ve  had  experience 	0.125	0.0001
13_cell_pos_3	using  literally  scores  of  handsets  from  every  imaginable  carrier 	0.25	0.0001
13_cell_pos_4	-LRB-  including  non-US  -RRB-  . 	0.0001	0.0001
13_cell_pos_5	Previous  Virgin  phones  I  `  ve  used  include  the  Vox  8610 	0.125	0.0001
13_cell_pos_6	and  Kyocera  2255  . 	0.0001	0.0001
13_cell_pos_7	My  8610  still  works  , 	0.125	0.0001
13_cell_pos_8	but  it  's  a  bit  bulky  and  heavy  for  my  tastes 	0.125	0.0001
13_cell_pos_9	and  I  decided 	0.0001	0.0001
13_cell_pos_10	to  upgrade  . 	0.0001	0.5
13_cell_pos_11	Let  's  start  with  the  positives  : 	0.0001	0.0001
13_cell_pos_12	-  Very  compact  design  . 	0.0001	0.0001
13_cell_pos_13	This  is  probably  the  cheapest  phone  of  its  size\/capabilities  available  anywhere  . 	0.1875	0.3125
13_cell_pos_14	It  is  so  thin 	0.125	0.25
13_cell_pos_15	that 	0.0001	0.0001
13_cell_pos_16	when  I  put  it  in  the  same  pocket  as  my  wallet  , 	0.0001	0.0001
13_cell_pos_17	I  sometimes  forget 	0.0001	0.25
13_cell_pos_18	it  's  there  . 	0.0001	0.0001
13_cell_pos_19	-  For  the  cost  , 	0.0001	0.0001
13_cell_pos_20	it  is  pretty  decent  in  terms  of  features  . 	0.1875	0.3333333333333333
13_cell_pos_21	128x128  screen  with  fullscreen  graphic  support  ,  10  MB  for  downloads 	0.0001	0.375
13_cell_pos_22	-LRB-  32  total  -RRB-  ,  speakerphone  ,  web  capability  ,  comparable  performance 	0.125	0.375
13_cell_pos_23	to  most  Nokia  series  40  devices  . 	0.0001	0.0001
13_cell_pos_24	Very  long  battery  life  , 	0.0001	0.0001
13_cell_pos_25	and  fast 	0.0001	0.0001
13_cell_pos_26	charging  . 	0.0001	0.0001
13_cell_pos_27	For  those 	0.0001	0.0001
13_cell_pos_28	that  have  had  trouble  with  the  battery 	0.0001	0.25
13_cell_pos_29	I  suggest 	0.0001	0.0001
13_cell_pos_30	you  try  turning  off  the  backlight  . 	0.0001	0.0001
13_cell_pos_31	It  might  have  .  .  .  interesting  .  .  .  effects  . 	0.125	0.3125
13_cell_pos_32	-  Uses  the  Sprint  network  . 	0.0001	0.0001
13_cell_pos_33	I  `  ve  found  this  to  be  very  reliable  in  my  area  , 	0.1875	0.2916666666666667
13_cell_pos_34	and  signal  quality  is  excellent  both  in  and  outdoors  . 	0.125	0.3125
13_cell_pos_35	-  Call  quality  is  good  . 	0.125	0.4583333333333333
13_cell_pos_36	Comparable  to  the  8610  as  far  as  I  can  tell  , 	0.0001	0.5
13_cell_pos_37	which  was  also  good 	0.125	0.5
13_cell_pos_38	-LRB-  my  old  Kyocera  ,  on  the  other  hand  ,  was  garbage  -RRB-  . 	0.375	0.375
13_cell_pos_39	-  UI  has  a  solid  ,  standard  design  . 	0.375	0.3125
13_cell_pos_40	Predictive  text  included  for  messaging  . 	0.0001	0.0001
13_cell_pos_41	The  phone  's  graphics  are  a  bit  odd  , 	0.125	0.25
13_cell_pos_42	but  not  necessarily  in  a  bad  ways  . 	0.625	0.0001
13_cell_pos_43	-  Durable  . 	0.0001	0.0001
13_cell_pos_44	UTStarcom  knows 	0.0001	0.0001
13_cell_pos_45	how  to  build  to  last  . 	0.0001	0.0001
13_cell_pos_46	This  handset  is  no  exception  . 	0.125	0.25
13_cell_pos_47	-  Good  library  of  games  ,  ringtones  ,  and  graphics  available  . 	0.0001	0.4375
13_cell_pos_48	Now  I  actually  have  something  to  spend  all  that  balance  on  .  .  . 	0.0001	0.25
13_cell_pos_49	-  Virgin  is  a  very  low  cost  provider  . 	0.1875	0.25
13_cell_pos_50	It  's  no  good  if  you  want  video  on  demand  ,  3G  ,  or  whatnot  . 	0.25	0.5
13_cell_pos_51	But  for  just  making  calls\/texting  now  and  then  , 	0.0001	0.0001
13_cell_pos_52	you  simply  ca  n't  beat  $  20\/3  months  . 	0.0001	0.125
13_cell_pos_53	No  annual  contract  as  well  , 	0.0001	0.3125
13_cell_pos_54	which  is  a  huge  plus 	0.125	0.4375
13_cell_pos_55	-LRB-  as  many  who  `  ve  had  one  know  all  too  well  -RRB-  . 	0.25	0.34375
13_cell_pos_56	On  the  downside  : 	0.0001	0.125
13_cell_pos_57	-  Keys  are  a  bit  small  . 	0.20833333333333334	0.25
13_cell_pos_58	This  is  typical  of  ultra-thin  handsets  . 	0.125	0.1875
13_cell_pos_59	They  are  a  bit  stiff  as  well  , 	0.125	0.3125
13_cell_pos_60	which  is  good  and  bad 	0.375	0.5
13_cell_pos_61	-LRB-  good 	0.0001	0.75
13_cell_pos_62	because  you  wo  n't  accidentally  press  them  as  easily  ,  bad 	0.625	0.1875
13_cell_pos_63	because  typing  is  more  of  a  pain  -RRB-  . 	0.4375	0.25
13_cell_pos_64	-  Virgin  's  web  browser  is  lame  . 	0.25	0.25
13_cell_pos_65	Their  web  service  costs  extra  , 	0.0001	0.25
13_cell_pos_66	and  it  has  problems  viewing  many  page  formats 	0.625	0.1875
13_cell_pos_67	-LRB-  says  '  network  gremlins  ' 	0.0001	0.0001
13_cell_pos_68	when  you  try  .  .  . 	0.0001	0.0001
13_cell_pos_69	cute  -RRB-  . 	0.0001	0.0001
13_cell_pos_70	You  can  browse  basic  html  , 	0.0001	0.0001
13_cell_pos_71	and  that  's  about  it  -  good  luck  reading  e-mail  with  it  . 	0.0001	0.75
13_cell_pos_72	-  No  bluetooth  built-in  , 	0.0001	0.0001
13_cell_pos_73	though  this  is  to  be  expected  . 	0.16666666666666666	0.25
13_cell_pos_74	-  No  camera  either  ,  also  to  be  expected  . 	0.1875	0.25
13_cell_pos_75	This  can  actually  be  a  good  thing  , 	0.125	0.4583333333333333
13_cell_pos_76	since  camera  phones  are  off-limits 	0.125	0.25
13_cell_pos_77	in  more  areas  than  you  might  expect  . 	0.25	0.25
13_cell_pos_78	Bottom  line  : 	0.125	0.0001
13_cell_pos_79	this  handset  is  great  for  the  price  . 	0.125	0.25
13_cell_pos_80	There  are  flaws  with  it  ,  as  with  any  phone  , 	0.125	0.25
13_cell_pos_81	but  the  pluses  outweigh  the  minuses  . 	0.0001	0.625
13_cell_pos_82	I  `  ve  seen  many  reviewers  complain  about  both  Virgin  and  the  phone  , 	0.4375	0.0001
13_cell_pos_83	but  in  my  professional  opinion 	0.625	0.0001
13_cell_pos_84	-LRB-  and  it  is  an  expert  opinion  -RRB- 	0.375	0.25
13_cell_pos_85	these  people  need 	0.25	0.25
13_cell_pos_86	to  realize 	0.0001	0.375
13_cell_pos_87	that  you  get 	0.0001	0.125
13_cell_pos_88	what  you  pay  for  . 	0.0001	0.0001
13_cell_pos_89	This  is  n't  a  $  200  Samsung  T519  , 	0.125	0.25
