14_cell_neg_20	14_cell_neg_21
8_cell_pos_67	8_cell_pos_68
8_cell_pos_68	8_cell_pos_69
8_cell_pos_69	8_cell_pos_70
8_cell_pos_70	8_cell_pos_71
8_cell_pos_71	8_cell_pos_72
8_cell_pos_72	8_cell_pos_73
8_cell_pos_73	8_cell_pos_74
8_cell_pos_74	8_cell_pos_75
8_cell_pos_75	8_cell_pos_76
8_cell_pos_76	8_cell_pos_77
8_cell_pos_77	8_cell_pos_78
8_cell_pos_78	8_cell_pos_79
16_gourmet_neg_4	16_gourmet_neg_5
16_gourmet_neg_10	16_gourmet_neg_11
16_gourmet_neg_11	16_gourmet_neg_12
9_gourmet_neg_3	9_gourmet_neg_4
9_gourmet_neg_4	9_gourmet_neg_5
9_gourmet_neg_5	9_gourmet_neg_6
9_gourmet_neg_6	9_gourmet_neg_7
9_gourmet_neg_14	9_gourmet_neg_15
9_gourmet_neg_15	9_gourmet_neg_16
9_gourmet_neg_18	9_gourmet_neg_19
9_gourmet_neg_19	9_gourmet_neg_20
9_gourmet_neg_20	9_gourmet_neg_21
9_gourmet_neg_21	9_gourmet_neg_22
9_gourmet_neg_22	9_gourmet_neg_23
9_gourmet_neg_23	9_gourmet_neg_24
9_gourmet_neg_24	9_gourmet_neg_25
3_gourmet_pos_7	3_gourmet_pos_8
3_gourmet_pos_8	3_gourmet_pos_9
3_gourmet_pos_9	3_gourmet_pos_10
3_gourmet_pos_10	3_gourmet_pos_11
3_gourmet_pos_51	3_gourmet_pos_52
3_gourmet_pos_52	3_gourmet_pos_53
3_gourmet_pos_53	3_gourmet_pos_54
3_gourmet_pos_54	3_gourmet_pos_55
3_gourmet_pos_58	3_gourmet_pos_59
6_gourmet_pos_12	6_gourmet_pos_13
6_gourmet_pos_17	6_gourmet_pos_18
6_gourmet_pos_26	6_gourmet_pos_27
13_kitchen_neg_13	13_kitchen_neg_14
1_kitchen_neg_11	1_kitchen_neg_12
1_kitchen_neg_18	1_kitchen_neg_19
1_kitchen_neg_19	1_kitchen_neg_20
1_kitchen_neg_20	1_kitchen_neg_21
1_kitchen_neg_21	1_kitchen_neg_22
1_kitchen_neg_22	1_kitchen_neg_23
1_kitchen_neg_23	1_kitchen_neg_24
1_kitchen_neg_24	1_kitchen_neg_25
1_kitchen_neg_25	1_kitchen_neg_26
1_kitchen_neg_26	1_kitchen_neg_27
1_kitchen_neg_27	1_kitchen_neg_28
1_kitchen_neg_28	1_kitchen_neg_29
1_kitchen_neg_29	1_kitchen_neg_30
1_kitchen_neg_51	1_kitchen_neg_52
1_kitchen_neg_59	1_kitchen_neg_60
1_kitchen_neg_60	1_kitchen_neg_61
1_kitchen_neg_61	1_kitchen_neg_62
1_kitchen_neg_62	1_kitchen_neg_63
1_kitchen_neg_63	1_kitchen_neg_64
1_kitchen_neg_64	1_kitchen_neg_65
1_kitchen_neg_65	1_kitchen_neg_66
1_kitchen_neg_66	1_kitchen_neg_67
1_kitchen_neg_67	1_kitchen_neg_68
1_kitchen_neg_68	1_kitchen_neg_69
1_kitchen_neg_69	1_kitchen_neg_70
1_kitchen_neg_78	1_kitchen_neg_79
1_kitchen_neg_86	1_kitchen_neg_87
1_kitchen_neg_87	1_kitchen_neg_88
1_kitchen_neg_107	1_kitchen_neg_108
1_kitchen_neg_108	1_kitchen_neg_109
1_kitchen_neg_109	1_kitchen_neg_110
3_kitchen_pos_26	3_kitchen_pos_27
3_kitchen_pos_27	3_kitchen_pos_28
3_kitchen_pos_32	3_kitchen_pos_33
3_kitchen_pos_33	3_kitchen_pos_34
3_kitchen_pos_34	3_kitchen_pos_35
3_kitchen_pos_35	3_kitchen_pos_36
3_kitchen_pos_55	3_kitchen_pos_56
3_kitchen_pos_56	3_kitchen_pos_57
3_kitchen_pos_60	3_kitchen_pos_61
3_kitchen_pos_72	3_kitchen_pos_73
3_kitchen_pos_73	3_kitchen_pos_74
3_kitchen_pos_74	3_kitchen_pos_75
3_kitchen_pos_78	3_kitchen_pos_79
3_kitchen_pos_79	3_kitchen_pos_80
3_kitchen_pos_83	3_kitchen_pos_84
3_kitchen_pos_84	3_kitchen_pos_85
3_kitchen_pos_85	3_kitchen_pos_86
3_kitchen_pos_86	3_kitchen_pos_87
3_kitchen_pos_87	3_kitchen_pos_88
3_kitchen_pos_88	3_kitchen_pos_89
3_kitchen_pos_89	3_kitchen_pos_90
3_kitchen_pos_90	3_kitchen_pos_91
3_kitchen_pos_91	3_kitchen_pos_92
3_kitchen_pos_92	3_kitchen_pos_93
3_kitchen_pos_93	3_kitchen_pos_94
3_kitchen_pos_94	3_kitchen_pos_95
3_kitchen_pos_97	3_kitchen_pos_98
3_kitchen_pos_104	3_kitchen_pos_105
3_kitchen_pos_105	3_kitchen_pos_106
3_kitchen_pos_110	3_kitchen_pos_111
5_kitchen_pos_15	5_kitchen_pos_16
5_kitchen_pos_26	5_kitchen_pos_27
5_kitchen_pos_27	5_kitchen_pos_28
5_kitchen_pos_31	5_kitchen_pos_32
5_kitchen_pos_32	5_kitchen_pos_33
5_kitchen_pos_33	5_kitchen_pos_34
5_kitchen_pos_44	5_kitchen_pos_45
