2_cell_neg_21	2_cell_neg_22
15_cell_pos_73	15_cell_pos_74
15_cell_pos_74	15_cell_pos_75
15_cell_pos_75	15_cell_pos_76
15_cell_pos_76	15_cell_pos_77
15_cell_pos_77	15_cell_pos_78
15_cell_pos_78	15_cell_pos_79
15_cell_pos_79	15_cell_pos_80
15_cell_pos_80	15_cell_pos_81
15_cell_pos_81	15_cell_pos_82
15_cell_pos_82	15_cell_pos_83
15_cell_pos_83	15_cell_pos_84
15_cell_pos_84	15_cell_pos_85
15_cell_pos_87	15_cell_pos_88
20_gourmet_neg_7	20_gourmet_neg_8
20_gourmet_neg_15	20_gourmet_neg_16
8_gourmet_neg_5	8_gourmet_neg_6
8_gourmet_neg_6	8_gourmet_neg_7
8_gourmet_neg_7	8_gourmet_neg_8
8_gourmet_neg_8	8_gourmet_neg_9
8_gourmet_neg_9	8_gourmet_neg_10
8_gourmet_neg_10	8_gourmet_neg_11
8_gourmet_neg_11	8_gourmet_neg_12
8_gourmet_neg_12	8_gourmet_neg_13
8_gourmet_neg_13	8_gourmet_neg_14
8_gourmet_neg_14	8_gourmet_neg_15
8_gourmet_neg_15	8_gourmet_neg_16
8_gourmet_neg_16	8_gourmet_neg_17
18_gourmet_pos_4	18_gourmet_pos_5
8_gourmet_pos_1	8_gourmet_pos_2
8_gourmet_pos_2	8_gourmet_pos_3
8_gourmet_pos_3	8_gourmet_pos_4
8_gourmet_pos_4	8_gourmet_pos_5
8_gourmet_pos_5	8_gourmet_pos_6
8_gourmet_pos_6	8_gourmet_pos_7
8_gourmet_pos_7	8_gourmet_pos_8
8_gourmet_pos_8	8_gourmet_pos_9
8_gourmet_pos_9	8_gourmet_pos_10
8_gourmet_pos_10	8_gourmet_pos_11
8_gourmet_pos_11	8_gourmet_pos_12
8_gourmet_pos_12	8_gourmet_pos_13
8_gourmet_pos_13	8_gourmet_pos_14
8_gourmet_pos_14	8_gourmet_pos_15
8_gourmet_pos_15	8_gourmet_pos_16
8_gourmet_pos_16	8_gourmet_pos_17
8_gourmet_pos_17	8_gourmet_pos_18
8_gourmet_pos_18	8_gourmet_pos_19
8_gourmet_pos_19	8_gourmet_pos_20
8_gourmet_pos_20	8_gourmet_pos_21
8_gourmet_pos_21	8_gourmet_pos_22
8_gourmet_pos_22	8_gourmet_pos_23
8_gourmet_pos_23	8_gourmet_pos_24
8_gourmet_pos_24	8_gourmet_pos_25
8_gourmet_pos_25	8_gourmet_pos_26
8_gourmet_pos_26	8_gourmet_pos_27
8_gourmet_pos_27	8_gourmet_pos_28
8_gourmet_pos_28	8_gourmet_pos_29
8_gourmet_pos_29	8_gourmet_pos_30
8_gourmet_pos_30	8_gourmet_pos_31
8_gourmet_pos_31	8_gourmet_pos_32
8_gourmet_pos_32	8_gourmet_pos_33
8_gourmet_pos_33	8_gourmet_pos_34
8_gourmet_pos_34	8_gourmet_pos_35
8_gourmet_pos_35	8_gourmet_pos_36
8_gourmet_pos_36	8_gourmet_pos_37
8_gourmet_pos_37	8_gourmet_pos_38
8_gourmet_pos_38	8_gourmet_pos_39
8_gourmet_pos_39	8_gourmet_pos_40
8_gourmet_pos_40	8_gourmet_pos_41
8_gourmet_pos_41	8_gourmet_pos_42
8_gourmet_pos_42	8_gourmet_pos_43
8_gourmet_pos_43	8_gourmet_pos_44
8_gourmet_pos_44	8_gourmet_pos_45
8_gourmet_pos_45	8_gourmet_pos_46
8_gourmet_pos_46	8_gourmet_pos_47
8_gourmet_pos_47	8_gourmet_pos_48
8_gourmet_pos_48	8_gourmet_pos_49
8_gourmet_pos_49	8_gourmet_pos_50
8_gourmet_pos_50	8_gourmet_pos_51
8_gourmet_pos_51	8_gourmet_pos_52
8_gourmet_pos_52	8_gourmet_pos_53
8_gourmet_pos_53	8_gourmet_pos_54
8_gourmet_pos_54	8_gourmet_pos_55
8_gourmet_pos_55	8_gourmet_pos_56
8_gourmet_pos_56	8_gourmet_pos_57
8_gourmet_pos_57	8_gourmet_pos_58
8_gourmet_pos_58	8_gourmet_pos_59
8_gourmet_pos_59	8_gourmet_pos_60
8_gourmet_pos_60	8_gourmet_pos_61
8_gourmet_pos_61	8_gourmet_pos_62
11_kitchen_neg_17	11_kitchen_neg_18
11_kitchen_neg_18	11_kitchen_neg_19
11_kitchen_neg_19	11_kitchen_neg_20
11_kitchen_neg_27	11_kitchen_neg_28
11_kitchen_neg_28	11_kitchen_neg_29
11_kitchen_neg_29	11_kitchen_neg_30
11_kitchen_neg_30	11_kitchen_neg_31
11_kitchen_neg_31	11_kitchen_neg_32
11_kitchen_neg_38	11_kitchen_neg_39
11_kitchen_neg_39	11_kitchen_neg_40
11_kitchen_neg_40	11_kitchen_neg_41
11_kitchen_neg_41	11_kitchen_neg_42
11_kitchen_neg_42	11_kitchen_neg_43
11_kitchen_neg_43	11_kitchen_neg_44
11_kitchen_neg_44	11_kitchen_neg_45
11_kitchen_neg_45	11_kitchen_neg_46
11_kitchen_neg_46	11_kitchen_neg_47
16_kitchen_neg_17	16_kitchen_neg_18
16_kitchen_neg_18	16_kitchen_neg_19
16_kitchen_neg_19	16_kitchen_neg_20
16_kitchen_neg_20	16_kitchen_neg_21
16_kitchen_neg_21	16_kitchen_neg_22
16_kitchen_neg_34	16_kitchen_neg_35
16_kitchen_neg_40	16_kitchen_neg_41
8_kitchen_pos_1	8_kitchen_pos_2
8_kitchen_pos_2	8_kitchen_pos_3
8_kitchen_pos_3	8_kitchen_pos_4
8_kitchen_pos_4	8_kitchen_pos_5
8_kitchen_pos_9	8_kitchen_pos_10
8_kitchen_pos_10	8_kitchen_pos_11
8_kitchen_pos_11	8_kitchen_pos_12
8_kitchen_pos_12	8_kitchen_pos_13
8_kitchen_pos_13	8_kitchen_pos_14
8_kitchen_pos_14	8_kitchen_pos_15
8_kitchen_pos_15	8_kitchen_pos_16
8_kitchen_pos_16	8_kitchen_pos_17
8_kitchen_pos_17	8_kitchen_pos_18
8_kitchen_pos_18	8_kitchen_pos_19
8_kitchen_pos_19	8_kitchen_pos_20
8_kitchen_pos_20	8_kitchen_pos_21
8_kitchen_pos_21	8_kitchen_pos_22
8_kitchen_pos_22	8_kitchen_pos_23
8_kitchen_pos_23	8_kitchen_pos_24
8_kitchen_pos_24	8_kitchen_pos_25
8_kitchen_pos_25	8_kitchen_pos_26
8_kitchen_pos_26	8_kitchen_pos_27
8_kitchen_pos_27	8_kitchen_pos_28
8_kitchen_pos_28	8_kitchen_pos_29
8_kitchen_pos_29	8_kitchen_pos_30
8_kitchen_pos_30	8_kitchen_pos_31
8_kitchen_pos_31	8_kitchen_pos_32
8_kitchen_pos_32	8_kitchen_pos_33
8_kitchen_pos_33	8_kitchen_pos_34
8_kitchen_pos_34	8_kitchen_pos_35
8_kitchen_pos_35	8_kitchen_pos_36
8_kitchen_pos_36	8_kitchen_pos_37
8_kitchen_pos_37	8_kitchen_pos_38
8_kitchen_pos_38	8_kitchen_pos_39
8_kitchen_pos_39	8_kitchen_pos_40
8_kitchen_pos_40	8_kitchen_pos_41
8_kitchen_pos_41	8_kitchen_pos_42
8_kitchen_pos_42	8_kitchen_pos_43
8_kitchen_pos_43	8_kitchen_pos_44
8_kitchen_pos_44	8_kitchen_pos_45
8_kitchen_pos_45	8_kitchen_pos_46
8_kitchen_pos_46	8_kitchen_pos_47
8_kitchen_pos_47	8_kitchen_pos_48
8_kitchen_pos_48	8_kitchen_pos_49
8_kitchen_pos_49	8_kitchen_pos_50
8_kitchen_pos_50	8_kitchen_pos_51
8_kitchen_pos_54	8_kitchen_pos_55
8_kitchen_pos_55	8_kitchen_pos_56
8_kitchen_pos_56	8_kitchen_pos_57
8_kitchen_pos_57	8_kitchen_pos_58
8_kitchen_pos_58	8_kitchen_pos_59
8_kitchen_pos_59	8_kitchen_pos_60
8_kitchen_pos_60	8_kitchen_pos_61
8_kitchen_pos_61	8_kitchen_pos_62
8_kitchen_pos_62	8_kitchen_pos_63
8_kitchen_pos_63	8_kitchen_pos_64
8_kitchen_pos_64	8_kitchen_pos_65
8_kitchen_pos_65	8_kitchen_pos_66
8_kitchen_pos_66	8_kitchen_pos_67
8_kitchen_pos_67	8_kitchen_pos_68
8_kitchen_pos_68	8_kitchen_pos_69
8_kitchen_pos_69	8_kitchen_pos_70
8_kitchen_pos_70	8_kitchen_pos_71
