PhraseIDs	Contrast
6_gourmet_neg_3	False
6_gourmet_neg_4	False
6_gourmet_neg_5	False
6_gourmet_neg_6	False
6_gourmet_neg_7	False
6_gourmet_neg_8	False
6_gourmet_neg_9	False
6_gourmet_neg_10	False
6_gourmet_neg_11	False
6_gourmet_neg_12	True
6_gourmet_neg_13	False
6_gourmet_neg_14	False
6_gourmet_neg_15	False
6_gourmet_neg_16	False
6_gourmet_neg_17	False
6_gourmet_neg_18	False
6_gourmet_neg_19	False
6_gourmet_neg_20	False
6_gourmet_neg_21	False
6_gourmet_neg_22	False
6_gourmet_neg_23	False
6_gourmet_neg_24	False
6_gourmet_neg_25	False
6_gourmet_neg_26	False
6_gourmet_neg_27	False
6_gourmet_neg_28	False
6_gourmet_neg_29	False
6_gourmet_neg_30	False
6_gourmet_neg_31	False
6_gourmet_neg_32	False
6_gourmet_neg_33	False
11_cell_neg_1	False
11_cell_neg_2	False
11_cell_neg_3	False
11_cell_neg_4	False
11_cell_neg_5	False
11_cell_neg_6	False
11_cell_neg_7	False
11_cell_neg_8	False
11_cell_neg_9	False
11_cell_neg_10	False
11_cell_neg_11	False
11_cell_neg_12	False
11_cell_neg_13	False
11_cell_neg_14	False
11_cell_neg_15	False
11_cell_neg_16	False
11_cell_neg_17	False
11_cell_neg_18	False
11_cell_neg_19	False
11_cell_neg_20	False
11_cell_neg_21	False
11_cell_neg_22	False
11_cell_neg_23	False
11_cell_neg_24	False
11_cell_neg_25	False
11_cell_neg_26	False
11_cell_neg_27	False
11_cell_neg_28	False
11_cell_neg_29	False
11_cell_neg_30	True
11_cell_neg_31	False
11_cell_neg_32	False
11_cell_neg_33	False
11_cell_neg_34	False
11_cell_neg_35	False
11_cell_neg_36	False
11_cell_neg_37	False
11_cell_neg_38	False
11_cell_neg_39	True
11_cell_neg_40	False
11_cell_neg_41	False
11_cell_neg_42	False
11_cell_neg_43	False
11_cell_neg_44	False
11_cell_neg_45	False
11_cell_neg_46	False
11_cell_neg_47	False
11_cell_neg_48	False
11_cell_neg_49	False
11_cell_neg_50	False
19_cell_pos_1	False
19_cell_pos_2	False
19_cell_pos_3	False
19_cell_pos_4	False
19_cell_pos_5	False
19_cell_pos_6	False
19_cell_pos_7	False
19_cell_pos_8	False
19_cell_pos_9	False
19_cell_pos_10	False
19_cell_pos_11	False
19_cell_pos_12	True
19_cell_pos_13	True
19_cell_pos_14	False
19_cell_pos_15	True
19_cell_pos_16	False
19_cell_pos_17	False
19_cell_pos_18	False
19_cell_pos_19	False
19_cell_pos_20	False
19_cell_pos_21	False
19_cell_pos_22	False
19_cell_pos_23	True
19_cell_pos_24	False
19_cell_pos_25	False
19_cell_pos_26	True
19_cell_pos_27	False
19_cell_pos_28	False
19_cell_pos_29	False
19_cell_pos_30	False
19_cell_pos_31	False
19_cell_pos_32	False
19_cell_pos_33	False
19_cell_pos_34	False
19_cell_pos_35	False
19_cell_pos_36	False
19_cell_pos_37	False
19_cell_pos_38	False
19_cell_pos_39	False
19_cell_pos_40	False
19_cell_pos_41	False
19_cell_pos_42	False
19_cell_pos_43	False
19_cell_pos_44	False
19_cell_pos_45	False
19_cell_pos_46	False
19_cell_pos_47	False
19_cell_pos_48	False
19_cell_pos_49	False
19_cell_pos_50	False
19_cell_pos_51	False
19_cell_pos_52	False
19_cell_pos_53	False
19_cell_pos_54	False
19_cell_pos_55	False
19_cell_pos_56	False
19_cell_pos_57	False
19_cell_pos_58	False
19_cell_pos_59	False
19_cell_pos_60	True
19_cell_pos_61	False
19_cell_pos_62	False
19_cell_pos_63	False
19_cell_pos_64	False
19_cell_pos_65	False
19_cell_pos_66	False
19_cell_pos_67	False
10_kitchen_pos_1	False
10_kitchen_pos_2	False
10_kitchen_pos_3	False
10_kitchen_pos_4	False
10_kitchen_pos_5	False
10_kitchen_pos_6	False
10_kitchen_pos_7	False
10_kitchen_pos_8	False
10_kitchen_pos_9	False
10_kitchen_pos_10	True
10_kitchen_pos_11	False
10_kitchen_pos_12	False
10_kitchen_pos_13	False
10_kitchen_pos_14	False
10_kitchen_pos_15	False
10_kitchen_pos_16	False
10_kitchen_pos_17	False
10_kitchen_pos_18	False
10_kitchen_pos_19	False
10_kitchen_pos_20	False
10_kitchen_pos_21	False
10_kitchen_pos_22	False
10_kitchen_pos_23	False
10_kitchen_pos_24	False
10_kitchen_pos_25	False
10_kitchen_pos_26	False
10_kitchen_pos_27	False
10_kitchen_pos_28	False
10_kitchen_pos_29	False
10_kitchen_pos_30	False
10_kitchen_pos_31	False
10_kitchen_pos_32	False
10_kitchen_pos_33	False
10_kitchen_pos_34	False
10_kitchen_pos_35	False
10_kitchen_pos_36	False
10_kitchen_pos_37	True
10_kitchen_pos_38	False
10_kitchen_pos_39	False
10_kitchen_pos_40	False
10_kitchen_pos_41	False
10_kitchen_pos_42	False
10_kitchen_pos_43	False
10_kitchen_pos_44	False
10_kitchen_pos_45	False
10_kitchen_pos_46	False
10_kitchen_pos_47	False
10_kitchen_pos_48	False
10_kitchen_pos_49	False
10_kitchen_pos_50	False
10_kitchen_pos_51	False
10_kitchen_pos_52	False
10_kitchen_pos_53	False
10_kitchen_pos_54	False
10_kitchen_pos_55	False
10_kitchen_pos_56	False
10_kitchen_pos_57	False
10_kitchen_pos_58	False
10_kitchen_pos_59	False
10_kitchen_pos_60	False
10_kitchen_pos_61	False
10_kitchen_pos_62	False
10_kitchen_pos_63	False
10_kitchen_pos_64	False
10_kitchen_pos_65	False
10_kitchen_pos_66	False
10_kitchen_pos_67	False
10_kitchen_pos_68	True
10_kitchen_pos_69	False
10_kitchen_pos_70	False
10_kitchen_pos_71	False
10_kitchen_pos_72	False
10_kitchen_pos_73	False
10_kitchen_pos_74	False
10_kitchen_pos_75	False
10_kitchen_pos_76	False
10_kitchen_pos_77	False
10_kitchen_pos_78	False
10_kitchen_pos_79	False
10_kitchen_pos_80	False
14_kitchen_neg_1	False
14_kitchen_neg_2	False
14_kitchen_neg_3	False
14_kitchen_neg_4	False
14_kitchen_neg_5	False
14_kitchen_neg_6	False
14_kitchen_neg_7	False
14_kitchen_neg_8	False
14_kitchen_neg_9	False
14_kitchen_neg_10	False
14_kitchen_neg_11	False
14_kitchen_neg_12	False
14_kitchen_neg_13	False
14_kitchen_neg_14	False
14_kitchen_neg_15	False
14_kitchen_neg_16	False
14_kitchen_neg_17	False
14_kitchen_neg_18	False
14_kitchen_neg_19	False
14_kitchen_neg_20	False
14_kitchen_neg_21	False
14_kitchen_neg_22	False
14_kitchen_neg_23	False
14_kitchen_neg_24	False
14_kitchen_neg_25	False
14_kitchen_neg_26	True
14_kitchen_neg_27	False
14_kitchen_neg_28	False
14_kitchen_neg_29	False
14_kitchen_neg_30	False
14_kitchen_neg_31	False
14_kitchen_neg_32	False
14_kitchen_neg_33	False
14_kitchen_neg_34	False
14_kitchen_neg_35	False
14_kitchen_neg_36	False
14_kitchen_neg_37	False
14_kitchen_neg_38	False
14_kitchen_neg_39	False
14_kitchen_neg_40	False
14_kitchen_neg_41	False
14_kitchen_neg_42	False
14_kitchen_neg_43	False
14_kitchen_neg_44	False
14_kitchen_neg_45	False
14_kitchen_neg_46	False
14_kitchen_neg_47	False
14_kitchen_neg_48	False
14_kitchen_neg_49	False
14_kitchen_neg_50	False
14_kitchen_neg_51	False
14_kitchen_neg_52	False
14_kitchen_neg_53	False
14_kitchen_neg_54	False
14_kitchen_neg_55	False
14_kitchen_neg_56	False
14_kitchen_neg_57	False
14_kitchen_neg_58	False
10_gourmet_pos_1	False
10_gourmet_pos_2	False
10_gourmet_pos_3	False
10_gourmet_pos_4	False
10_gourmet_pos_5	False
10_gourmet_pos_6	False
10_gourmet_pos_7	False
10_gourmet_pos_8	False
10_gourmet_pos_9	False
10_gourmet_pos_10	False
10_gourmet_pos_11	False
10_gourmet_pos_12	False
10_gourmet_pos_13	False
10_gourmet_pos_14	False
10_gourmet_pos_15	False
10_gourmet_pos_16	False
10_gourmet_pos_17	False
10_gourmet_pos_18	False
10_gourmet_pos_19	False
10_gourmet_pos_20	False
10_gourmet_pos_21	False
10_gourmet_pos_22	False
10_gourmet_pos_23	False
10_gourmet_pos_24	False
10_gourmet_pos_25	False
10_gourmet_pos_26	False
10_gourmet_pos_27	False
10_gourmet_pos_28	False
10_gourmet_pos_29	False
10_gourmet_pos_30	False
10_gourmet_pos_31	False
10_gourmet_pos_32	False
10_gourmet_pos_33	False
10_gourmet_pos_34	False
10_gourmet_pos_35	False
10_gourmet_pos_36	False
10_gourmet_pos_37	False
10_gourmet_pos_38	False
10_gourmet_pos_39	False
10_gourmet_pos_40	False
10_gourmet_pos_41	False
10_gourmet_pos_42	False
10_gourmet_pos_43	False
10_gourmet_pos_44	False
2_gourmet_neg_1	False
2_gourmet_neg_2	False
2_gourmet_neg_3	False
2_gourmet_neg_4	False
2_gourmet_neg_5	False
2_gourmet_neg_6	False
2_gourmet_neg_7	False
2_gourmet_neg_8	False
2_gourmet_neg_9	False
2_gourmet_neg_10	False
2_gourmet_neg_11	False
2_gourmet_neg_12	False
2_gourmet_neg_13	False
2_gourmet_neg_14	False
2_gourmet_neg_15	False
2_gourmet_neg_16	False
2_gourmet_neg_17	False
2_gourmet_neg_18	False
2_gourmet_neg_19	False
2_gourmet_neg_20	False
2_gourmet_neg_21	False
2_gourmet_neg_22	False
2_gourmet_neg_23	False
2_gourmet_neg_24	False
2_gourmet_neg_25	False
2_gourmet_neg_26	False
2_gourmet_neg_27	False
2_gourmet_neg_28	False
2_gourmet_neg_29	False
2_gourmet_neg_30	False
